Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,Beta,J,J_interp10,notes_durations
polish,,"Offertorium Nro 15
",,,,"Sacred
",pl-kk--kk-i-382--060_offertorium-nro-15.krn,,,,NaN
polish,,"Offertorium Nro 13
",,,,"Sacred
",pl-kk--kk-i-382--058_offertorium-nro-13.krn,,,,NaN
polish,,"Attolite portas
",,,,"Sacred
",pl-sa--l-1643--063_attolite-portas.krn,0.09,0.971338740940658,0.8373440242191179,17
polish,,"Laetatus sum
",,,,"Sacred, Offertorium
",pl-kk--kk-i-388--008_laetatus-sum.krn,,,,NaN
polish,,"Polonaise
",,,,"Secular; Polonaise
",pl-sa--573-a-ix-53--001_polonaise.krn,0.39,0.944759227898853,0.9592687207531848,8
polish,,"Solenne 2dum
",,,,"Sacred
",pl-kk--kk-i-111--001-002_deo-gratias-solenne-2dum.krn,,,,NaN
polish,,"Sanctus
 (Msza na 4 meskie głosy zebrana
)",,,,"Sacred; Mass
",pl-kk--kk-i-382--028-002_msza-na-4-meskie-glosy-zebrana-sanctus.krn,,,,NaN
polish,,"Graduale/Alleluia
 ([Missa prima]
)",,,,"Sacred
",pl-kk--kk-i-386--001-004_missa-prima-graduale-alleluia.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--575-a-ix-55--015_keyboard-piece.krn,,,,NaN
polish,,"Magnificat na Boze Narodzenie
",,,,"Sacred
",pl-sa--l-1643--104_magnificat-na-boze-narodzenie.krn,-0.02,0.985630429040459,0.9808339232998646,15
polish,,"Et in terra
 ([Missa]
)",,,,,pl-kk--kk-i-1--003-002_missa-et-in-terra.krn,0.12,0.9688263563905836,0.9680055221558708,16
polish,,"[Instrumental piece]
",,,,"Secular
",pl-sa--530-a-ix-10--005_instrumental-piece.krn,,,,NaN
polish,,"Assumpta es Maria
",,,,"Sacred
",pl-kk--kk-i-388--016_assumpta-es-maria.krn,,,,NaN
polish,,"Fuga
",,,,Fugue,pl-sa--l-1636--069_fuga.krn,,,,NaN
polish,,"151. Kiedy ja szedł do swojej dziewczyny
","Alla polacca
",,,,pl-wnifc--13846--001-151_piesni-polskie-i-ruskie-ludu-galicyjskiego-151-kiedy-ja-szedl-do-swojej-dziewczyny.krn,,,,NaN
polish,,"Gaudeamus omnes
",,,,,pl-kk--kk-i-1--017-001_gaudeamus-omnes-gaudeamus-omnes.krn,0.05,0.9725656425335224,0.9705412332787804,10
polish,,"Ave maris stella - Regina caeli
",,,,"Sacred
",pl-sa--10-a-i-10_ave-maris-stella-regina-caeli.krn,0.8,0.9453267635934728,0.9736198800681204,21
polish,,"Benedic anima mea
",,,,"Sacred
",pl-kk--kk-i-387--011_benedic-anima-mea.krn,,,,NaN
polish,,"Tu es sacerdos
",,,,"Sacred, Offertorium
",pl-kk--kk-i-388--009_tu-es-sacerdos.krn,0.2,0.9546907513945476,0.9564964681479916,9
polish,,"Qui manducat
 (Caro mea
)",,,,"Sacred
",pl-kk--kk-i-137--001-002_caro-mea-qui-manducat.krn,0.12,0.9501044303657163,0.9543044604619892,8
polish,,"Co Ewa przez obłudnosc straciła
",,,,"Sacred
",pl-sa--377-a-viii-17--007_co-ewa-przez-obludnosc-stracila.krn,,,,NaN
polish,,"Ad Libitum 2dum
",,,,"Sacred
",pl-kk--kk-i-111--016-002_deo-gratias-ad-libitum-2dum.krn,,,,NaN
polish,,"Mazur No. 5
",,,,,pl-wnifc--6439-n--005_mazur-no-5.krn,,,,NaN
polish,,"Benedictus
 ([Missa] No. 3.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--003-006_missa-no-3-benedictus.krn,,,,NaN
polish,,"Mittit ad Virginem
 (Officium Primum de Annuntiatione de BMV
)",,,,,pl-kk--kk-i-3--006-006_officium-primum-de-annuntiatione-de-bmv-mittit-ad-virginem.krn,-0.04,0.9627869026985026,0.96302392579471,8
polish,,"Dulcis Mater
",,,,"Sacred
",pl-kk--kk-i-8--012_dulcis-mater.krn,,,,NaN
polish,,"Magnificat
",,,,"Sacred
",pl-sa--l-1643--012_magnificat.krn,0.03,0.9753190220346772,0.977740192929638,17
polish,,"Sanctus
 (Nro 5
)",,,,"Sacred
",pl-kk--kk-i-382--005-005_nro-5-sanctus.krn,0.46,0.9730308567614184,0.989342534335377,11
polish,,"Offertorium/Levavi o culos
 (Missa 3tia
)",,,,"Sacred
",pl-kk--kk-i-386--003-004_missa-3tia-offertorium-levavi-o-culos.krn,,,,NaN
polish,,"Agnus Dei
 (Missa sine Credo
)",,,,"Sacred; Mass
",pl-kk--kk-i-30--001-004_missa-sine-credo-agnus-dei.krn,0.06,0.9674780302005132,0.8161481916472031,9
polish,,"Kyrie
 (Missa de Nativitate
)",,,,"Sacred; Mass
",pl-sa--102-a-iii-2--001-001_missa-de-nativitate-kyrie.krn,0.69,0.9957988905060025,0.981604554968594,8
polish,,"Marsz
",,,,"Secular; March
",pl-sa--481-a-viii-121--039_marsz.krn,,,,NaN
polish,,"Gloria
",,,,"Sacred; Mass section
",pl-sa--l-1636--112_gloria.krn,0.13,0.9864585289683306,0.983285979787938,11
polish,,"106. Boze, co władasz losami ludzkiemi!
","Andante
",,,,pl-wnifc--13846--001-106_piesni-polskie-i-ruskie-ludu-galicyjskiego-106-boze-co-wladasz-losami-ludzkiemi.krn,,,,NaN
polish,,"Polonez
","Polonez
",,,"Secular; Polonaise
",pl-sa--549-a-ix-29--002_polonez.krn,,,,NaN
polish,,"Rorate
 ([Missa] No. 3.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--003-001_missa-no-3-rorate.krn,0.15,0.9803061977284928,0.7521963210109082,5
polish,,"Gloria
 ([Missa] No. 10.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--010-003_missa-no-10-gloria.krn,0.15,0.968584437187513,0.9568909467951758,8
polish,,"Mazur
",,,,"Secular; Mazurka
",pl-sa--549-a-ix-29--003_mazur.krn,,,,NaN
polish,,"Krakowiak
",,,,"Secular
",pl-sa--549-a-ix-29--016_krakowiak.krn,,,,NaN
polish,,"Et in terra
 (Missa
)",,,,"Sacred; Mass
",pl-kk--kk-i-26--001-002_missa-et-in-terra.krn,0.09,0.9739107255413576,0.9773331636962288,10
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--034_keyboard-piece.krn,,,,NaN
polish,,"Protexisti me
 (Protexisti pro festo
)",,,,"Sacred; Mass
",pl-kk--kk-i-69--001-001_protexisti-pro-festo-protexisti-me.krn,,,,NaN
polish,,"Ave Maris stella
",,,,"Sacred
",pl-sa--l-1636--097_ave-maris-stella.krn,,,,NaN
polish,,"Kirie
 (Requiem Es
)",,,,"Sacred; Requiem
",pl-sa--197-a-vi-1--001-002_requiem-es-kirie.krn,,,,NaN
polish,,"Gaude Mater Polonia
",,,,"Sacred
",pl-kk--kk-i-380--001_gaude-mater-polonia.krn,,,,NaN
polish,,"Deo gratias
",,,,"Sacred
",pl-kk--kk-i-6--057_deo-gratias.krn,,,,NaN
polish,,"Regina caeli laetare
",,,,"Sacred
",pl-sa--l-1643--105_regina-caeli-laetare.krn,,,,NaN
polish,,"Iste quem laeti colimus
",,,,"Sacred
",pl-kk--kk-i-10--024_iste-quem-laeti-colimus.krn,,,,NaN
polish,,"Mazur
",,,,"Secular; Mazurka
",pl-sa--552-a-ix-32--046_mazur.krn,,,,NaN
polish,,"Gaudeamus omnes in Domino
",,,,"Sacred
",pl-kk--kk-i-160_gaudeamus-omnes-in-domino.krn,0.18,0.9562174470925656,0.9558181597463956,10
polish,,"La belle
",,,,"Secular
",pl-sa--481-a-viii-121--012_la-belle.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--027_keyboard-piece.krn,,,,NaN
polish,,"Ave Mundi spes Maria
",,,,"Sacred
",pl-sa--l-1636--096_ave-mundi-spes-maria.krn,,,,NaN
polish,,"Patrem
 (Missa Solenne
)",,,,,pl-kk--kk-i-3--008-003_missa-solenne-patrem.krn,-0.01,0.9975216761210104,0.9982139244066094,5
polish,,"Mazur
",,,,"Secular; Waltz
",pl-sa--549-a-ix-29--006_mazur.krn,,,,NaN
polish,,"Exessaisse
",,,,"Secular
",pl-sa--552-a-ix-32--005_exessaisse.krn,,,,NaN
polish,,"Prosa pro Feriis Quartis/Rex caeli et terrae
",,,,,pl-kk--kk-i-3--057_prosa-pro-feriis-quartis-rex-caeli-et-terrae.krn,0.0,0.9714537653331824,0.9665363719948208,12
polish,,"O sacrum convivium
",,,,"Sacred
",pl-sa--l-1643--024-001_na-boze-cialo-o-sacrum-convivium.krn,,,,NaN
polish,,"Benedictus
 ([Missa] No. 4.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--004-006_missa-no-4-benedictus.krn,,,,NaN
polish,,"Patrem
 (Msza
)",,,,"Sacred; Mass
",pl-sa--176-a-v-6--001-003_msza-patrem.krn,1.02,0.9979250725736624,0.9990458795457894,20
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--088_keyboard-piece.krn,,,,NaN
polish,,"Benedictus
 ([Missa] No. 8.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--008-006_missa-no-8-benedictus.krn,,,,NaN
polish,,"Marsz
",,,,"Secular; March
",pl-sa--481-a-viii-121--037_marsz.krn,,,,NaN
polish,,"Niebiosa rose spuszczajcie
",,,,"Sacred
",pl-kk--kk-i-382--015_niebiosa-rose-spuszczajcie.krn,,,,NaN
polish,,"Pastorella 1ma - In hoc natali gaudio
",,,,,pl-sa--105-a-iii-5--001_pastorella-1ma-in-hoc-natali-gaudio.krn,0.52,0.979478190909578,0.9724246185087516,12
polish,,"Et in terra pax
",,,,"Sacred; Mass section
",pl-kk--kk-i-76_et-in-terra-pax.krn,-0.0,0.9564536981147436,0.945592094587814,8
polish,,"Agnus Dei
 (Missa Insignis Mater
)",,,,"Sacred; Mass
",pl-kk--kk-i-24--001-004_missa-insignis-mater-agnus-dei.krn,,,,NaN
polish,,"Alleluia Prophetae sancti
",,,,"Sacred
",pl-kk--kk-i-15--022_alleluia-prophetae-sancti.krn,-0.02,0.9980249751044088,0.9964897545910256,14
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--047_keyboard-piece.krn,,,,NaN
polish,,"Nasz Zbawiciel pan wszechmogacy
",,,,"Sacred
",pl-stab--st-a--002_nasz-zbawiciel.krn,,,,NaN
polish,,"126. chodyła sy po sadoczku
","Vivace
",,,,pl-wnifc--13846--001-126_piesni-polskie-i-ruskie-ludu-galicyjskiego-126-chodyla-sy-po-sadoczku.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--037_keyboard-piece.krn,,,,NaN
polish,,"Halleluia, Ave stillans melle alvearium
",,,,,pl-kk--kk-i-1--019_halleluia-ave-stillans-melle-alvearium.krn,0.03,0.9962438886842352,0.9981279070043256,11
polish,,"Omni Die
",,,,"Sacred
",pl-kk--kk-i-385--010_omni-die.krn,,,,NaN
polish,,"Sanctus
 (Pro natali Domini
)",,,,"Sacred; Mass
",pl-kk--kk-i-2--050-001_pro-natali-domini-sanctus.krn,,,,NaN
polish,,"Salvum fac populum
",,,,"Sacred
",pl-kk--kk-i-502--002_salvum-fac-populum.krn,,,,NaN
polish,,"100. Wciemnym lasku ptaszek spie'wa
","Allegretto.
",,,,pl-wnifc--13846--001-100_piesni-polskie-i-ruskie-ludu-galicyjskiego-100-wciemnym-lasku-ptaszek-spie-wa.krn,,,,NaN
polish,,"95. Chciało sie Zosi jagodek
","Allegretto
",,,,pl-wnifc--13846--001-095_piesni-polskie-i-ruskie-ludu-galicyjskiego-95-chcialo-sie-zosi-jagodek.krn,,,,NaN
polish,,"Wariacje
",,,,"Secular; Variations
",pl-sa--549-a-ix-29--036_wariacje.krn,0.89,0.9530659096346804,0.9789645457355728,12
polish,,"Agnus Dei
",,,,"Sacred; Mass section
",pl-sa--l-1636--114_agnus-dei.krn,,,,NaN
polish,,"Deo gratias
",,,,"Sacred
",pl-kk--kk-i-6--055_deo-gratias.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--065_keyboard-piece.krn,,,,NaN
polish,,"Ach ubogi złobie
",,,,"Secular
",pl-sa--591-a-ix-71--002_ach-ubogi-zlobie.krn,,,,NaN
polish,,"Landler 5
",,,,"Secular
",pl-cz--i-155--012_landler-5.krn,,,,NaN
polish,,"Polonez D
",,,,"Secular; Polonaise
",pl-sa--564-a-ix-44--004_polonez-d.krn,0.27,0.94121229712004,0.9538576981548592,5
polish,,"Offertorium
",,,,"Sacred
",pl-kk--kk-i-382--025_offertorium.krn,,,,NaN
polish,,"Polonaise
",,,,"Secular; Polonaise
",pl-sa--549-a-ix-29--029_polonaise.krn,,,,NaN
polish,,"A solis ortu cardine
",,,,"Sacred
",pl-kk--kk-i-10--014_a-solis-ortu-cardine.krn,0.27,0.937829875963076,0.9255001188376332,13
polish,,"96. Po pid hajom Fesia tetatka pasała
","Andante sostenuto.
",,,,pl-wnifc--13846--001-096_piesni-polskie-i-ruskie-ludu-galicyjskiego-96-po-pid-hajom-fesia-tetatka-pasala.krn,,,,NaN
polish,,"Hejnał wszyscy zaspiewajmy
",,,,"Sacred
",pl-kk--kk-i-487--001_hejnal-wszyscy-zaspiewajmy.krn,,,,NaN
polish,,"Agnus
 (Nro 10
)",,,,"Sacred
",pl-kk--kk-i-382--010-004_nro-10-agnus.krn,0.16,0.9737441188690232,0.9841280705016928,5
polish,,"Offertorium Nro 12
",,,,"Sacred
",pl-kk--kk-i-382--057_offertorium-nro-12.krn,0.06,0.9910340946689612,0.9821161456256536,4
polish,,"Deo gratias
",,,,"Sacred
",pl-kk--kk-i-133--003_deo-gratias.krn,,,,NaN
polish,,"Invicte martyr
",,,,"Sacred; Hymns
",pl-kk--kk-i-190--001_invicte-martyr.krn,0.04,0.9842295543594568,0.9901933199778654,9
polish,,"Kyrie eleison
",,,,"Sacred
",pl-sa--l-1643--099_kyrie-eleison.krn,0.02,0.9696513524601958,0.975803600396436,12
polish,,"Arya
",,,,"Secular; Aria
",pl-sa--553-a-ix-33--004_arya.krn,,,,NaN
polish,,"Partita Es - Allegro molto
",,,,Partita,pl-cz--i-155--004_partita-es-allegro-molto.krn,0.75,0.9768868644029796,0.9674917342838996,10
polish,,"Offertorium de tempore
","Allegro maestoso
",,,,pl-kk--kk-i-491_offertorium-de-tempore.krn,0.23,0.9811508468821089,0.9610101390711356,8
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--025_keyboard-piece.krn,,,,NaN
polish,,"Marsz Kawaleryi
",,,,"Secular; March
",pl-sa--552-a-ix-32--037_marsz-kawaleryi.krn,,,,NaN
polish,,"Optimam partem elegit Maria
",,,,"Sacred
",pl-kk--kk-i-161--003_optimam-partem-elegit-maria.krn,,,,NaN
polish,,"Kancjonał Zamoyskich
",,,,,pl-wn--sd-xvi-o-286_kancjonal-zamoyskich-piesn-o-zywocie-krzescianskim-kto-tu-chce-bogu-sluzyc.krn,,,,NaN
polish,,"Polonaise
",,,,"Secular; Polonaise
",pl-sa--552-a-ix-32--017_polonaise.krn,0.84,0.9558930665440462,0.9438565952527744,4
polish,,"Tollite portas
",,,,"Sacred
",pl-kk--kk-i-6--010_tollite-portas.krn,0.0,0.993816199451564,0.98887463445,10
polish,,"127. Hej chorosza mołodyczka
","Allegro moderato
",,,,pl-wnifc--13846--001-127_piesni-polskie-i-ruskie-ludu-galicyjskiego-127-hej-chorosza-molodyczka.krn,,,,NaN
polish,,"Mazur
",,,,"Secular; Mazurka
",pl-sa--576-a-ix-56--004_mazur.krn,,,,NaN
polish,,"Venit caeli nuntius
",,,,"Sacred
",pl-kk--kk-i-288--003_venit-caeli-nuntius.krn,0.08,0.9898381902941192,0.9874234065947004,13
polish,,"Mazur spiew Janka
",,,,"Secular; Mazurka
",pl-sa--549-a-ix-29--037_mazur-spiew-janka.krn,,,,NaN
polish,,"Agnus
 (Missa
)",,,,"Sacred; Mass
",pl-sa--154-a-iv-4--001-005_missa-agnus.krn,,,,NaN
polish,,"Sancte paule apostole
",,,,"Sacred
",pl-kk--kk-i-286--001_sancte-paule-apostole.krn,0.08,0.9832009457519538,0.9885448235937744,10
polish,,"Rorate caeli
",,,,"Sacred
",pl-kk--kk-i-269--001_rorate-caeli.krn,0.15,0.9903977863288952,0.8047302347649969,8
polish,,"Congaudent angelorum chori
 (Officium de Assumptione de BMV
)",,,,,pl-kk--kk-i-3--005-004_officium-de-assumptione-de-bmv-congaudent-angelorum-chori.krn,-0.05,0.9964073757101664,0.9991666601512498,7
polish,,"Alleluia Virga Iesse No. 4
",,,,"Sacred
",pl-kk--kk-i-122--004_alleluia-virga-iesse-no-4.krn,,,,NaN
polish,,"Vespere autem sabbati
",,,,"Sacred
",pl-kk--kk-i-177--002_vespere-autem-sabbati.krn,,,,NaN
polish,,"Polonez No 3
",,,,"Secular; Polonaise
",pl-sa--7-a-i-7--002_polonez-no-3.krn,,,,NaN
polish,,"29. Oj przeleciał ptaszek
","Tempo di Polacca.
",,,,pl-wnifc--13846--001-029_piesni-polskie-i-ruskie-ludu-galicyjskiego-29-oj-przelecial-ptaszek.krn,,,,NaN
polish,,"133. Sedyt hołub nad wodoju
","Vivace
",,,,pl-wnifc--13846--001-133_piesni-polskie-i-ruskie-ludu-galicyjskiego-133-sedyt-holub-nad-wodoju.krn,,,,NaN
polish,,"Gaude Maria Virgo
",,,,"Sacred
",pl-kk--kk-i-7--024_gaude-maria-virgo.krn,0.09,0.9792909414804398,0.972510269290726,7
polish,,"Patrem
 (Missa Gregoriano Canto
)",,,,"Sacred; Mass
",pl-sa--143-a-iii-43--001-003_missa-gregoriano-canto-patrem.krn,,,,NaN
polish,,"Stabat Mater
",,,,"Sacred
",pl-kk--kk-i-385--013_stabat-mater.krn,,,,NaN
polish,,"Polonez
",,,,"Secular; Polonaise
",pl-sa--552-a-ix-32--035_polonez.krn,0.66,0.9609035264944644,0.7844766672392061,9
polish,,"Eia gentes
 (Eia gentes
)",,,,,pl-sa--498-a-viii-138--001-001_eia-gentes-eia-gentes.krn,1.22,0.9702417674228458,0.9622984099645514,13
polish,,"Lamentatio 3tia
 (In Sabbato Sancto
)",,,,"Sacred
",pl-kk--kk-i-636--003-005_in-sabbato-sancto-lamentatio-3tia.krn,0.02,0.994529907512374,0.9913722027453352,7
polish,,"Per Octavas 1mum
",,,,"Sacred
",pl-kk--kk-i-111--003-001_deo-gratias-per-octavas-1mum.krn,,,,NaN
polish,,"Kyrie
 (Missa
)",,,,"Sacred; Mass
",pl-kk--kk-i-35--001-001_missa-kyrie.krn,0.04,0.9942101550117226,0.992513602579526,9
polish,,"Przez twoje swiete zmartwychwstanie
",,,,"Sacred
",pl-kk--kk-i-502--004_przez-twoje-swiete-zmartwychwstanie.krn,,,,NaN
polish,,"Kyrie
 (Msza
)",,,,"Sacred; Mass
",pl-sa--178-a-v-8--001-001_msza-kyrie.krn,0.4,0.948339817766064,0.9594459889945068,15
polish,,"Sanctus
 (Angelicum
)",,,,,pl-kk--kk-i-3--014-001_angelicum-sanctus.krn,,,,NaN
polish,,"Dona
 ([Missa] No. 8.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--008-008_missa-no-8-dona.krn,,,,NaN
polish,,"Et in terra
 (Officium pro Feria Quinta
)",,,,,pl-kk--kk-i-3--061-002_officium-pro-feria-quinta-et-in-terra.krn,-0.01,0.9958536815844872,0.9992942259907398,8
polish,,"[Instrumental piece]
",,,,"Secular
",pl-sa--530-a-ix-10--006_instrumental-piece.krn,,,,NaN
polish,,"Stabat Mater
",,,,"Sacred
",pl-kk--kk-i-292_stabat-mater.krn,,,,NaN
polish,,"Preludium
",,,,"Secular; Prelude
",pl-sa--554-a-ix-34--003_preludium.krn,,,,NaN
polish,,"Spiritus sancti gratia
",,,,"Sacred
",pl-kk--kk-i-289--001_spiritus-sancti-gratia.krn,,,,NaN
polish,,"Credo
 (Missa
)",,,,"Sacred; Mass
",pl-kk--kk-i-67--001-003_missa-credo.krn,0.2,0.9373793065711546,0.9463390724008452,10
polish,,"Offertorium Nro 17
",,,,"Sacred
",pl-kk--kk-i-382--062_offertorium-nro-17.krn,0.02,0.9773396203817004,0.9828588643455666,7
polish,,"Alleluia Ave Maria
 (Nro 6
)",,,,"Sacred
",pl-kk--kk-i-382--006-004_nro-6-alleluia-ave-maria.krn,0.23,0.9861417387623624,0.978080358510506,6
polish,,"Jesu Redemptor omnium
",,,,"Sacred
",pl-kk--kk-i-201--001_jesu-redemptor-omnium.krn,,,,NaN
polish,,"Valc Ypsy Iantego
",,,,"Secular; Waltz
",pl-sa--549-a-ix-29--026_valc-ypsy-iantego.krn,,,,NaN
polish,,"Kancjonał Zamoyskich
",,,,,pl-wn--sd-xvi-o-238_kancjonal-zamoyskich-spiewanie-kosciola-krzyzu-swiety-i-chwalebny.krn,,,,NaN
polish,,"Andante
",,,,"Secular
",pl-sa--481-a-viii-121--019_andante.krn,,,,NaN
polish,,"Recitativo
 (Nihil est in mundo
)",,,,,pl-sa--497-a-viii-137--001-002_nihil-est-in-mundo-recitativo.krn,,,,NaN
polish,,"Deo gratias alleluia
",,,,"Sacred
",pl-kk--kk-i-6--060_deo-gratias-alleluia.krn,,,,NaN
polish,,"Kyrie
 (Missa Insignis Mater
)",,,,"Sacred; Mass
",pl-kk--kk-i-24--001-001_missa-insignis-mater-kyrie.krn,,,,NaN
polish,,"Credo
 (Officium A 4 Voci Paschale
)",,,,"Sacred; Mass
",pl-kk--kk-i-2--046-003_officium-a-4-voci-paschale-credo.krn,0.05,0.9735276797758524,0.970058380021138,12
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--072_keyboard-piece.krn,,,,NaN
polish,,"Rex sempiterne caelitum rerum
",,,,"Sacred
",pl-kk--kk-i-8--039_rex-sempiterne-caelitum-rerum.krn,,,,NaN
polish,,"Agnus Dei
 (Missa II brevis ad imitationem missae Sine nomine
)",,,,"Sacred; Mass
",pl-kk--kk-i-2--005-005_missa-ii-brevis-ad-imitationem-missae-sine-nomine-agnus-dei.krn,0.07,0.9703381298064002,0.9705406354609448,16
polish,,"Agnus Dei
 (Sabbativale
)",,,,,pl-kk--kk-i-3--015-003_sabbativale-agnus-dei.krn,,,,NaN
polish,,"Kyrie
 ([Missa] De ascensione Dni
)",,,,"Sacred; Mass
",pl-kk--kk-i-102--001-001_missa-de-ascensione-dni-kyrie.krn,0.07,0.9463730528100336,0.954635527848537,8
polish,,"Graduale/Alleluia. Ave Maria
 ([Missa] No. 4.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--004-004_missa-no-4-graduale-alleluia-ave-maria.krn,,,,NaN
polish,,"Agnus Dei
 (Msza na 4 meskie głosy zebrana
)",,,,"Sacred; Mass
",pl-kk--kk-i-382--028-004_msza-na-4-meskie-glosy-zebrana-agnus-dei.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--552-a-ix-32--015_keyboard-piece.krn,,,,NaN
polish,,"Credo
 (Missa
)","Adagio
",,,"Sacred; Mass
",pl-sa--151-a-iv-1--001-003_missa-credo.krn,0.9,0.9855718022963822,0.9733535894914828,37
polish,,"Responsorium 1mum
 (In Parasceve
)",,,,"Sacred
",pl-kk--kk-i-636--002-002_in-parasceve-responsorium-1mum.krn,0.53,0.9795299070613084,0.9972287089929568,9
polish,,"Benedictus
 (Sabbativale
)",,,,,pl-kk--kk-i-3--015-002_sabbativale-benedictus.krn,,,,NaN
polish,,"Mazur
",,,,"Secular; Mazurka
",pl-sa--551-a-ix-31--012_mazur.krn,,,,NaN
polish,,"[Mazur] No. 11
",,,,,pl-wnifc--6439-n--011_mazur-no-11.krn,,,,NaN
polish,,"Nativitas tua Dei Genitrix
",,,,"Sacred
",pl-kk--kk-i-10--005_nativitas-tua-dei-genitrix.krn,0.28,0.9538475125327642,0.9637574453626316,14
polish,,"Qualis est dilecta nostra
",,,,,pl-kk--kk-i-1--031_qualis-est-dilecta-nostra.krn,0.03,0.9739832104492656,0.9761813625640446,8
polish,,"Adoramus te Christe
",,,,"Sacred
",pl-kk--kk-i-379--001_adoramus-te-christe.krn,0.07,0.9785713696311932,0.9793408870124128,9
polish,,"Et in terra
 (Protexisti pro festo
)",,,,"Sacred; Mass
",pl-kk--kk-i-69--001-003_protexisti-pro-festo-et-in-terra.krn,0.06,0.956931705859145,0.9596148486465556,7
polish,,"Kotylion
",,,,,pl-sa--548-a-ix-28--011_kotylion.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--022_keyboard-piece.krn,,,,NaN
polish,,"Barin
",,,,"Secular
",pl-sa--481-a-viii-121--023_barin.krn,,,,NaN
polish,,"Gaudete omnes
",,,,"Sacred
",pl-kk--kk-i-289--002_gaudete-omnes.krn,0.53,0.97202724255577,0.97205898736702,16
polish,,"46. Podkowecki dajcie wognia
","Mazur
",,,,pl-wnifc--13846--001-046_piesni-polskie-i-ruskie-ludu-galicyjskiego-46-podkowecki-dajcie-wognia.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--052_keyboard-piece.krn,,,,NaN
polish,,"Pasterze mili coscie widzieli
",,,,"Sacred
",pl-sa--371-a-viii-11--001_pasterze-mili-coscie-widzieli.krn,,,,NaN
polish,,"Koleda
",,,,"Secular
",pl-sa--591-a-ix-71--003_koleda.krn,,,,NaN
polish,,"Ecce quo modo moritur
",,,,"Sacred
",pl-kk--kk-i-136--004_ecce-quo-modo-moritur.krn,,,,NaN
polish,,"36. A kiedy mnie moj dziewcze
",,,,,pl-wnifc--13846--001-036_piesni-polskie-i-ruskie-ludu-galicyjskiego-36-a-kiedy-mnie-moj-dziewcze.krn,,,,NaN
polish,,"Gloria
 (Nro 6
)",,,,"Sacred
",pl-kk--kk-i-382--006-003_nro-6-gloria.krn,0.09,0.974968444790222,0.9618938308228624,8
polish,,"Kyrie
",,,,"Sacred
",pl-kk--kk-i-7--002_kyrie.krn,0.17,0.9728163074562588,0.9711282524580171,13
polish,,"Sonata
 (Nihil est in mundo
)",,,,Sonata,pl-sa--497-a-viii-137--001-001_nihil-est-in-mundo-sonata.krn,1.35,0.969089330183482,0.9625115933689652,7
polish,,"Kyrie
 (Missa
)",,,,"Sacred; Mass
",pl-kk--kk-i-26--001-001_missa-kyrie.krn,0.18,0.9827513244893242,0.9957193958747916,10
polish,,"Gaudeamus omnes in Domino
 (Officium de Assumptione de BMV
)",,,,,pl-kk--kk-i-3--005-001_officium-de-assumptione-de-bmv-gaudeamus-omnes-in-domino.krn,-0.04,0.9717115154334306,0.970831699620508,8
polish,,"Sanctus
 (Nro 2
)",,,,"Sacred
",pl-kk--kk-i-382--002-005_nro-2-sanctus.krn,,,,NaN
polish,,"Wariacje
",,,,"Secular; Variations
",pl-sa--573-a-ix-53--005_wariacje.krn,1.22,0.942593868259943,0.9328927679718064,9
polish,,"Landler 9
",,,,"Secular
",pl-cz--i-155--016_landler-9.krn,,,,NaN
polish,,"Kyrie
",,,,,pl-kk--kk-i-3--043_kyrie.krn,0.03,0.9821273285543212,0.9780925847864236,9
polish,,"Kyrie
 (Missa Rorate caeli desuper
)",,,,"Sacred; Mass
",pl-kk--kk-i-276--001-002_missa-rorate-caeli-desuper-kyrie.krn,,,,NaN
polish,,"1. O salutaris hostia
","Adagio
",,,"Sacred
",pl-kk--i-545--001_1-o-salutaris-hostia.krn,,,,NaN
polish,,"Walc
",,,,"Secular; Waltz
",pl-sa--549-a-ix-29--005_walc.krn,,,,NaN
