Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,Beta,J,J_interp10,notes_durations
songs,,"""Muenchen"" BIN IN MUENCHEN GEWESEN
",,,,folksongs,deut5077.krn,,,,NaN
songs,,,,,,folksongs,deut4538.krn,,,,NaN
songs,,"ICH STAND AUF HOHEM BERGE
",,,,folksongs,deut4562.krn,,,,NaN
songs,,"""Schlemmhimmel"" O WIE GEHTS IM HIMMEL ZU
",,,,folksongs,deut5073.krn,,,,NaN
songs,,"NUN WILL ICH EUCH WAS NEUES ERZAEHLEN
",,,,folksongs,deut4618.krn,,,,NaN
songs,,"""Troestung"" GOR A WUNDERLIEBS DIENDL HAB I HEUT MOANA SEHN
",,,,folksongs,deut5010.krn,,,,NaN
songs,,"""Das Daennerl im Thal"" BIN DAS SCHOEN DAENNERL IM THAL
",,,,folksongs,deut4964.krn,,,,NaN
songs,,"""Vorwurf"" ACH ARMES HERZ VERZAGE NICHT
",,,,folksongs,deut4976.krn,,,,NaN
songs,,"SIND WIR GESCHIEDEN
",,,,folksongs,deut4778.krn,,,,NaN
songs,,"ES STEHEN DREI STERNE AM HIMMEL
",,,,folksongs,deut4518.krn,,,,NaN
songs,,"""Geusenlied"" WILHELMUS VON NASSAUEN
",,,,folksongs,deut4957.krn,,,,NaN
songs,,"SO WUENSCH ICH IHR EIN GUTE NACHT
",,,,folksongs,deut4789.krn,,,,NaN
songs,,"ICH WEISS EINN JAEGER
",,,,folksongs,deut4685.krn,,,,NaN
songs,,"ICH BIN SCHON OFT GESTIEGEN UEBER MANCHEN HOHEN SCHROTT
",,,,folksongs,deut4793.krn,,,,NaN
songs,,"EY DU EDLER TANNENBAUM, DU BIST A  EDLER ZWEIG
",,,,folksongs,deut4640.krn,,,,NaN
songs,,"""Die Brombeeren"" ES WOLLT EIN  MAEDCHEN FRUEH AUFSTEHEN
",,,,folksongs,deut4878.krn,,,,NaN
songs,,"SPINN SPINNE MEINE LIEBE TOCHTER
",,,,folksongs,deut4619.krn,,,,NaN
songs,,"""Der Gaertner"" IM SCHATTEN SASS DER GAERTNER
",,,,folksongs,deut4913.krn,,,,NaN
songs,,"DIE FRAU SIE WOLLT ZUM REIGEN GEHN
",,,,folksongs,deut4666.krn,,,,NaN
songs,,"AUF DIESER WELT HAB ICH KEIN FREUD
",,,,folksongs,deut4730.krn,,,,NaN
songs,,"""Der Mann"" MANN MANN WAS HAST DU IN DEINEM KOEBERCHEN
",,,,folksongs,deut5110.krn,,,,NaN
songs,,"MEI SCHATZ ISCHT E REITER
",,,,folksongs,deut4766.krn,,,,NaN
songs,,"""Der Herr von Falkenstein"" ICH SAH DEN HERRN VON FALKENSTEIN
",,,,folksongs,deut4854.krn,,,,NaN
songs,,"SEY NUR STILL, HAST LANG GESCHWIEGEN
",,,,folksongs,deut4781.krn,,,,NaN
songs,,"""Festgesang"" WO WIR IN DEM FESTGEWAND IMMER AUCH UNS FINDEN
",,,,folksongs,deut4945.krn,,,,NaN
songs,,"ES STEHEN DREI STERNE AM HIMMEL
",,,,folksongs,deut4517.krn,,,,NaN
songs,,"""Liebestreu"" ES WAREN ZWEI KOENIGSKINDER
",,,,folksongs,deut4827.krn,,,,NaN
songs,,"FINSTER IST DIE MITTERNACHT
",,,,folksongs,deut4591.krn,,,,NaN
songs,,"WENN ICH AUF WAPPUSHOF GEH
",,,,folksongs,deut4680.krn,,,,NaN
songs,,"""Herbstfreude"" SCHAUT AUSI WIE'S REGNET
",,,,folksongs,deut5014.krn,,,,NaN
songs,,"""Der Zimmergesell"" ES WAR EINMAL EIN ZIMMERGESELL
",,,,folksongs,deut4842.krn,,,,NaN
songs,,"""Der bucklichte Fiedler"" ES WOHNET EIN FIEDLER ZU FRANKFURT AM MAIN
",,,,folksongs,deut4863.krn,,,,NaN
songs,,"EIN SCHWEINHIRT DER HUET BEI DEM KORN
",,,,folksongs,deut4694.krn,,,,NaN
songs,,"""Der verstellte Raeuber"" ES RITT EIN RITTER WOHL DURCH DAS RIED
",,,,folksongs,deut4910.krn,,,,NaN
songs,,"""Mariahilf"" DIE KOENIGSTOCHTER HARRT SO LANG
",,,,folksongs,deut4877.krn,,,,NaN
songs,,"MEINST DU DENN ICH SOLL MICH KRAENKEN UEBER DEINE FALSCHE TREU
",,,,folksongs,deut4767.krn,,,,NaN
songs,,"""Engellied zu Weihnachten"" IHR HIRTEN ERWACHT
",,,,folksongs,deut4940.krn,,,,NaN
songs,,"""Todesgedanken"" SCHAETZELEIN WAS MACHST DU
",,,,folksongs,deut5001.krn,,,,NaN
songs,,"""Der Kaefig"" O I HERZENSSCHOENS SCHOZZERL
",,,,folksongs,deut5022.krn,,,,NaN
songs,,"ACH HAMELN DU WUNDERSCHOENE STADT
",,,,folksongs,deut4523.krn,,,,NaN
songs,,"AN SCHLOSSER HAT AN G'SELLEN G'HOT
",,,,folksongs,deut4676.krn,,,,NaN
songs,,"""Die Flucht"" JETZT GEH ICH ANS BRUENNELE
",,,,folksongs,deut4896.krn,,,,NaN
songs,,"IM WALD UND AUF DER HAIDE
",,,,folksongs,deut4703.krn,,,,NaN
songs,,"DRAUSSEN AUF GRUENESTER HAID
",,,,folksongs,deut4798.krn,,,,NaN
songs,,"""Der Kehraus"" SPIELTS MIA AF AN WALZA
",,,,folksongs,deut5087.krn,,,,NaN
songs,,"""Trost"" DER ALTE GOTT DER LEBET NOCH
",,,,folksongs,deut4938.krn,,,,NaN
songs,,"""Trennung"" DA UNTEN IM THALE LAEUFTS WASSER SO TRUEB
",,,,folksongs,deut5002.krn,,,,NaN
songs,,"ES WOLLT SICH EIN MAEDCHEN
",,,,folksongs,deut4519.krn,,,,NaN
songs,,"DANN WANN DIE HAEHNE KRAEHEN
",,,,folksongs,deut4744.krn,,,,NaN
songs,,"""Schlummerlied"" SCHLOF KINKCHEN OM KOESSCHEN
",,,,folksongs,deut5104.krn,,,,NaN
songs,,"FRAU DU SOLLST ZU HAUSE KOMMN
",,,,folksongs,deut4659.krn,,,,NaN
songs,,"AUSBUENDIG SUESS
",,,,folksongs,deut4739.krn,,,,NaN
songs,,"""Der Raecher"" EIN ADELER FLOG ER FLOG SO WEIT
",,,,folksongs,deut4847.krn,,,,NaN
songs,,"""Fischerliedchen"" HAHL MI DEN SAHLHUND UT DEN STRANNE
",,,,folksongs,deut5063.krn,,,,NaN
songs,,"""Bestrafter Vorwitz "" MEIN SOHN MEIN SOHN WAS SAGST DU MIR
",,,,folksongs,deut4834.krn,,,,NaN
songs,,"GESTERN ABEND WAR VETTER MICHEL HIER
",,,,folksongs,deut4663.krn,,,,NaN
songs,,"ES LEUCHTEN DREI STERN UEBER EIN KOENIGSHAUS
",,,,folksongs,deut4515.krn,,,,NaN
songs,,"""Der Traum"" ICH HAB DIE NACHT GETRAEUMET
",,,,folksongs,deut5041.krn,,,,NaN
songs,,"""Staendchen"" HEUT HAB ICH DIE WACH' ALLHIER
",,,,folksongs,deut4989.krn,,,,NaN
songs,,"""Der Schaefersohn"" ES TRIEB EIN SCHAEFER WOHL UEBER DIE BRUECK
",,,,folksongs,deut4901.krn,,,,NaN
songs,,"""Schlechte Wirthschaft"" ACH MUTTER ES HUNGERT MICH
",,,,folksongs,deut5094.krn,,,,NaN
songs,,"JOSEPH! LIEBER JOSEPH MEIN
",,,,folksongs,deut4552.krn,,,,NaN
songs,,"S HAT SICH A KUKUK ZU TOD GESCHRIEN
",,,,folksongs,deut4585.krn,,,,NaN
songs,,"""Zwei Frauen"" EIN RITTER ZOG INS MORGENLAND
",,,,folksongs,deut4841.krn,,,,NaN
songs,,"SO GEHT ES IN SCHNUETZELPUTZ HAEUSEL
",,,,folksongs,deut4622.krn,,,,NaN
songs,,"""Jagdglueck"" DAS WAIDWERK DAS IST SO MEIN LEBEN
",,,,folksongs,deut5051.krn,,,,NaN
songs,,"WAER ICH EIN BRUENNLEIN KLAR, BOET ICH DIR KUEHLUNG DAR
",,,,folksongs,deut4800.krn,,,,NaN
songs,,"ES KUMMA SECHS BOLLACHA
",,,,folksongs,deut4743.krn,,,,NaN
songs,,"MAEDCHEN, WARUM WEINEST DU
",,,,folksongs,deut4760.krn,,,,NaN
songs,,"""Der Dollinger"" ES REIT DER TUERK AUS TUERKENLAND NACH REGENSBURG IN DIE STADT
",,,,folksongs,deut4871.krn,,,,NaN
songs,,"""Die Jagd"" EI MAEDEL KOMM DU  NUR HER
",,,,folksongs,deut5033.krn,,,,NaN
songs,,"MORGEN MUSS ICH WEG VON HIER
",,,,folksongs,deut4785.krn,,,,NaN
songs,,"ES WAR EINMAL EIN FEINER KNAB
",,,,folksongs,deut4547.krn,,,,NaN
songs,,"""Der Rosskauf"" DURCH DEN WALD RITT HIN DER MUELLER
",,,,folksongs,deut4817.krn,,,,NaN
songs,,"EINS ZWEI DREI ALT IST NICHT NEU
",,,,folksongs,deut4626.krn,,,,NaN
songs,,"ES REIT EIN HERR UND AUCH SEIN KNECHT
",,,,folksongs,deut4533.krn,,,,NaN
songs,,"""Der Lohn"" ES RITT EIN HERR UND AUCH SEIN KNECHT
",,,,folksongs,deut4882.krn,,,,NaN
songs,,"O DU DEUTSCHLAND, ICH MUSS MARSCHIEREN
",,,,folksongs,deut4682.krn,,,,NaN
songs,,"""Die Waisen"" WIE WUNDER WIE WUNDER WIE MAG ES WOHL SEYN
",,,,folksongs,deut4905.krn,,,,NaN
songs,,"ES WOLLT EIN MAEDEL WASSER HOL'N, WOHL AUS DEM KUEHLEN BRUNNEN
",,,,folksongs,deut4656.krn,,,,NaN
songs,,"DER JAEGER LAENGS DEM WEIHER GING
",,,,folksongs,deut4548.krn,,,,NaN
songs,,"""Die Schlaue"" IHREN LIEBSTEN ZU ERWARTEN
",,,,folksongs,deut4670.krn,,,,NaN
songs,,"""Die Kindesmoerderin"" DA DRUNTEN AUF DER WIESEN
",,,,folksongs,deut4922.krn,,,,NaN
songs,,"""Klage"" FEINS LIEBCHEN TRAU DU NICHT
",,,,folksongs,deut5031.krn,,,,NaN
songs,,"""Die Versuchung"" FEINSLIEBCHEN DU SOLLST MIR NICHT BARFUSS GEHN
",,,,folksongs,deut4870.krn,,,,NaN
songs,,"S IST NICHTS MIT DEN ALTEN WEIBERN
",,,,folksongs,deut4621.krn,,,,NaN
songs,,"ALS DIE PREUSSEN MARSCHIRTEN
",,,,folksongs,deut4595.krn,,,,NaN
songs,,"""Der Wunderarzt"" ICH BIN DER DOKTOR EISENBART
",,,,folksongs,deut5092.krn,,,,NaN
songs,,"ZU WESEL AUF DER SCHANZ, DA STAND EIN JUNGER KNABE
",,,,folksongs,deut4588.krn,,,,NaN
songs,,"ICH WEISS EIN' HUEBSCHE MUELLERIN
",,,,folksongs,deut4658.krn,,,,NaN
songs,,"O SAG MIR AN, FRAU MUTTER LIEB
",,,,folksongs,deut4549.krn,,,,NaN
songs,,"EINST REIST ICH IN DIE WELT
",,,,folksongs,deut4649.krn,,,,NaN
songs,,"""Nonnenlied. "" KEIN SCHOENRE LUST AUF ERDEN IST
",,,,folksongs,deut5029.krn,,,,NaN
songs,,"SEHT JI HERRENS SEHT
",,,,folksongs,deut4639.krn,,,,NaN
songs,,"KOMM RAUS DU SCHOENE BRAUT
",,,,folksongs,deut4632.krn,,,,NaN
songs,,"""Die Kluge"" IN DEUZ DA WOHNT EIN SCHAEFERLEIN
",,,,folksongs,deut4859.krn,,,,NaN
songs,,"ZEUCH FAHLE ZEUCH, MORGEN WOLL'N WIR HABER SAEEN
",,,,folksongs,deut4723.krn,,,,NaN
songs,,"""Der Raeuber"" EIN KNABE DER GING LUSTWANDELN
",,,,folksongs,deut4869.krn,,,,NaN
songs,,"ES FIEL EIN REIF IN FRUEHLINGSNACHT
",,,,folksongs,deut4584.krn,,,,NaN
songs,,"""Jaegerraenke"" ES WAR  EIN JAEGER DER STIESS INS HORN
",,,,folksongs,deut4883.krn,,,,NaN
songs,,"ES IST EIN SCHNITTER DER HEISST TOD
",,,,folksongs,deut4601.krn,,,,NaN
songs,,"""Der sterbende Krieger"" LEBET WOHL, IHR LIEBEN ALLE
",,,,folksongs,deut4856.krn,,,,NaN
songs,,"""Der Ritter und die Feine "" ES STUNDEN DREI ROSEN AUF EINEM ZWEIG
",,,,folksongs,deut4819.krn,,,,NaN
songs,,"""Die Muellertochter"" ES WOHNT EIN MUELLER AN JENEM TEICH
",,,,folksongs,deut4890.krn,,,,NaN
songs,,"RAUS ZUM GREIFSWALDER THOR HINAUS
",,,,folksongs,deut4720.krn,,,,NaN
songs,,"""Der Plauderer"" KENNT IHR NICHT DEN HERRN VON FALKENSTEIN
",,,,folksongs,deut4861.krn,,,,NaN
songs,,"FRUEHMORGENS DER PFALZGRAF ZUM WAIDWERK REIT
",,,,folksongs,deut4597.krn,,,,NaN
songs,,"MAEDCHEN STEH AUF UND LASS MICH EIN
",,,,folksongs,deut4673.krn,,,,NaN
songs,,"""Zum Abschied"" NUN LEB WOHL, MEIN FEINES LIEBCHEN
",,,,folksongs,deut4966.krn,,,,NaN
songs,,"""Lied der Geisselbrueder"" ES GING SICH UNSRE FRAUE
",,,,folksongs,deut5119.krn,,,,NaN
songs,,"ALS ICH EIN JUNG GESELLE WAR
",,,,folksongs,deut4630.krn,,,,NaN
songs,,"UNSER BRUDER MALCHER, DER WULLT A REITER WAEREN
",,,,folksongs,deut4727.krn,,,,NaN
songs,,"""Das Wunder"" ZWISCHEN BRIX UND KOMOTHAU
",,,,folksongs,deut5099.krn,,,,NaN
songs,,"""Die Baeuerin und der Ritter"" KATHRINCHEN ICH DICH GRUESSE
",,,,folksongs,deut4928.krn,,,,NaN
songs,,"ADE MEIN SCHATZ ICH MUSS NUN FORT
",,,,folksongs,deut4705.krn,,,,NaN
songs,,"HOERET WIE DIE WACHTEL IN FREUDEN DORT SCHLAEGT
",,,,folksongs,deut4635.krn,,,,NaN
songs,,"""Liebeslied"" WENN I WISPERL
",,,,folksongs,deut5015.krn,,,,NaN
songs,,"""Maria's Wallfahrt"" MARIA GING AUS WANDERN
",,,,folksongs,deut4830.krn,,,,NaN
songs,,"ES WAR EIN STOLZES MUELLERWEIB
",,,,folksongs,deut4672.krn,,,,NaN
songs,,"LISA GEH TRAG DAS WASSER ANHEIM
",,,,folksongs,deut4742.krn,,,,NaN
songs,,"""Der verrathene Ritter "" GAR HEIMLICH GEHT DER MOND AUF
",,,,folksongs,deut4829.krn,,,,NaN
songs,,"""Zum Sterben verliebt"" ZUM STERBEN BIN ICH VERLIEBET
",,,,folksongs,deut5036.krn,,,,NaN
songs,,,,,,folksongs,deut4527.krn,,,,NaN
songs,,"EIN MAEDCHEN VON ACHTZEHN JAHREN
",,,,folksongs,deut4604.krn,,,,NaN
songs,,"""Die Rache"" DES ABENDS IN DEM MONDENSCHEIN
",,,,folksongs,deut4923.krn,,,,NaN
songs,,"""Trennung"" WACH AUF WACH AUF DU JUNGER GESELL
",,,,folksongs,deut4872.krn,,,,NaN
songs,,"ES WAREN EINMAL DREI REUTER GEFANGEN
",,,,folksongs,deut4559.krn,,,,NaN
songs,,"ES SOLL SICH JA KEINER MIT DER LIEBE ABGEBEN
",,,,folksongs,deut4808.krn,,,,NaN
songs,,"ACH GOTT WIE WEH THUT SCHEIDEN
",,,,folksongs,deut4776.krn,,,,NaN
songs,,"DIE MAID SIE WOLT NEN BUHLEN WERT
",,,,folksongs,deut4614.krn,,,,NaN
songs,,"AUS DEM KARLSRUH MUSS ICH REISEN, AUS DER ALLERSCHOENSTEN STADT
",,,,folksongs,deut4747.krn,,,,NaN
songs,,"EI SO SAGT MIRS FREI, WAS DOCH SCHOENER SEI
",,,,folksongs,deut4684.krn,,,,NaN
songs,,"""Die Muellerin"" EI ALLERLIEBSTES SCHATZERL
",,,,folksongs,deut5018.krn,,,,NaN
songs,,"""Die Sittarder Schlacht"" UND WOLLT IHR HOEREN EIN NEUES LIED
",,,,folksongs,deut4866.krn,,,,NaN
songs,,"OLL MANN WULL RIEDEN, WOHL HAD HE KEEN PEERD
",,,,folksongs,deut4729.krn,,,,NaN
songs,,"ES FUHR EIN FUHRKNECHT UEBERN RHEIN
",,,,folksongs,deut4521.krn,,,,NaN
songs,,"""Die Einzige"" VON ALLEN SCHOENEN KINDERN IN DER WELT
",,,,folksongs,deut4959.krn,,,,NaN
songs,,"ES WOLLT EIN JAEGER JAGEN, DREI STUENDLEIN VOR DEM TAGEN
",,,,folksongs,deut4719.krn,,,,NaN
songs,,"""Der Einsiedler"" WENN I KOMM WIEDER AUF DIE WELT
",,,,folksongs,deut5082.krn,,,,NaN
songs,,"""Die Schlangenkoechin"" MARIA WO BIST DU ZU GASTE GEWESEN
",,,,folksongs,deut4919.krn,,,,NaN
songs,,"EI ALLALIABS SCHAZZAL
",,,,folksongs,deut5021.krn,,,,NaN
songs,,"""Napoleon"" DER GROSSE KAISER NAPOLEON, ZUM DRITTEN MALE KOMMT ER SCHON
",,,,folksongs,deut4918.krn,,,,NaN
songs,,"""Dei Heufahrt"" ES HATTE EIN BAUER EIN SCHOENES WEIB
",,,,folksongs,deut4897.krn,,,,NaN
songs,,"IM SCHWOBENLAND A BAUER WOHNT
",,,,folksongs,deut4654.krn,,,,NaN
songs,,"EIN SCHIFFLEIN SAH ICH FAHREN
",,,,folksongs,deut4582.krn,,,,NaN
songs,,"""Das Schlaraffenland"" IN POLEN STEHT EIN HAUS
",,,,folksongs,deut5072.krn,,,,NaN
songs,,"ES BLIES EIN JAEGER WOHL IN SEIN HORN
",,,,folksongs,deut4733.krn,,,,NaN
songs,,"WACH AUF MEIN HORT VERNIMM MEIN WORT
",,,,folksongs,deut4804.krn,,,,NaN
songs,,"""Fein's Trudchen"" FEINS TRUDCHEN SOLLST FRUEH AUFSTEHEN
",,,,folksongs,deut4868.krn,,,,NaN
songs,,"""Die wiedergefundene Tochter"" DER KOENIG ZOG WOHL UEBER DEN RHEIN
",,,,folksongs,deut4828.krn,,,,NaN
songs,,"""Liebesentzuecken"" MEIN MAEDEL HAT EINEN ROSENMUND
",,,,folksongs,deut4977.krn,,,,NaN
songs,,"""Polterabend"" SCHENK EIN EIN VOLLES GLAS
",,,,folksongs,deut5081.krn,,,,NaN
songs,,"""Die Juedin"" ES WAAS EINE SCHOENE JUEDIN
",,,,folksongs,deut4832.krn,,,,NaN
songs,,"""Das Koeniglein"" N ZAUN
",,,,folksongs,deut5091.krn,,,,NaN
songs,,"EDELE DEUTSCHE IHR HABET EMPFANGEN
",,,,folksongs,deut4693.krn,,,,NaN
songs,,"WENN I MORGENS FRUEH AUFSTEH
",,,,folksongs,deut4758.krn,,,,NaN
songs,,"""Der wilde Ritter"" ES FLOH EIN RITTER MIT SEINER DAM
",,,,folksongs,deut4855.krn,,,,NaN
songs,,"ES GING EIN JAEGER JAGEN
",,,,folksongs,deut4737.krn,,,,NaN
songs,,"""Gang auf die Alm"" I WOAS A SCHOENI GLOCKEN
",,,,folksongs,deut5011.krn,,,,NaN
songs,,"NACHTIGALL ICH HOER DICH SINGEN
",,,,folksongs,deut4780.krn,,,,NaN
songs,,"WOHL HEUTE NOCH UND MORGEN
",,,,folksongs,deut4581.krn,,,,NaN
songs,,"HERR DIETHER TRAUN IST EIN GESELL
",,,,folksongs,deut4599.krn,,,,NaN
songs,,"ES ZOGEN ZWEI GRAFEN WOHL UEBER DEN RHEIN
",,,,folksongs,deut4593.krn,,,,NaN
songs,,"""Der Schutzengel"" O ENGEL REIN
",,,,folksongs,deut4937.krn,,,,NaN
songs,,"""Falscher Sinn"" JETZT KOMMT DIE ZEIT DASS ICH WANDERN MUSS
",,,,folksongs,deut4978.krn,,,,NaN
songs,,"""Im Wald bei der Amsel"" GESTERN ABEND IN DER STILLEN RUH
",,,,folksongs,deut4963.krn,,,,NaN
songs,,"""Die Ammen - Uhr"" DER MOND DER SCHEINT DAS KINDLEIN WEINT
",,,,folksongs,deut5100.krn,,,,NaN
songs,,"DA DROBEN AUF DEM BERGE
",,,,folksongs,deut4575.krn,,,,NaN
songs,,"""Mit einem Marienkaeferlein"" MARIENWUERMCHEN SETZE DICH
",,,,folksongs,deut5109.krn,,,,NaN
songs,,"WER BEKUEMMERT SICH WENN ICH WANDRE, KEINER AUS DER COMPAGNIE
",,,,folksongs,deut4748.krn,,,,NaN
songs,,"HERR OLOFF REITET SO SPAET UND WEIT
",,,,folksongs,deut4510.krn,,,,NaN
songs,,"NICHTS KANN AUF ERDEN VERGLICHEN WERDEN  DES SCHAEFERS LUST
",,,,folksongs,deut4714.krn,,,,NaN
songs,,"""Jaegerlied"" IN HITZE UND KAELT
",,,,folksongs,deut5053.krn,,,,NaN
songs,,"""Der Tochter Wunsch"" O MODER ICH WELL EN DING HAN
",,,,folksongs,deut4980.krn,,,,NaN
songs,,"""Die Schaeferstunde"" ES WAR EINMAL EIN JUNGER KNAB
",,,,folksongs,deut4671.krn,,,,NaN
songs,,"""Die Ueberbotene"" LIEBER SCHATZ WOHL IMMERDAR WILL ICH VON DIE SCHEIDEN
",,,,folksongs,deut5086.krn,,,,NaN
songs,,"""Gottesgericht"" ZU FRANKFURT DA STEHET EIN WIRTSHAUS
",,,,folksongs,deut4818.krn,,,,NaN
songs,,"""Lass rauschen"" ICH HOERTE EIN SICHLEIN RAUSCHEN
",,,,folksongs,deut4990.krn,,,,NaN
songs,,"LIEBEN BRUEDER WO KOMMT IHR HER
",,,,folksongs,deut4707.krn,,,,NaN
songs,,"ES RITT EIN RITTER WOHL UEBERS FELD
",,,,folksongs,deut4530.krn,,,,NaN
songs,,"SCHLAF, KINDEIN SCHLAF, DER VATER HUET'T DIE SCHAF'
",,,,folksongs,deut4662.krn,,,,NaN
songs,,"EN GOLDSCHMED SAT IN GOODER ROH
",,,,folksongs,deut4638.krn,,,,NaN
songs,,"ES IST EIN WIRTHSHAUS AN DEM RHEIN
",,,,folksongs,deut4516.krn,,,,NaN
songs,,"""Auf der Lauer"" ALS ICH AN EINEM SOMMERTAG
",,,,folksongs,deut4891.krn,,,,NaN
songs,,"MEIN HERZLEIN THUT MIR GAR ZU WEH
",,,,folksongs,deut4791.krn,,,,NaN
songs,,"ZU KINDELSBERG, AUF DEM HOHEN SCHLOSS
",,,,folksongs,deut4546.krn,,,,NaN
songs,,"""Die feste Burg"" EIN FESTE BURG IST UNSER GOTT
",,,,folksongs,deut4933.krn,,,,NaN
songs,,"""Gertrud"" ES IST KEIN AEPFELCHEN SO ROTH
",,,,folksongs,deut4930.krn,,,,NaN
songs,,"MAEDL WENN DU MI WILLST HABE
",,,,folksongs,deut4802.krn,,,,NaN
songs,,"""Goliath und David"" HOLT ENMAL EN KLEN BITKEN STILL
",,,,folksongs,deut4864.krn,,,,NaN
songs,,"""Das Strassburger Maedchen"" ES TRUG EIN SCHWARZBRAUN MAEDCHEN
",,,,folksongs,deut4885.krn,,,,NaN
songs,,"WIR HABEN UNS BESONNEN
",,,,folksongs,deut4731.krn,,,,NaN
songs,,"""Gang zur Liebsten"" DES ABEND KANN ICH NICHT SCHLAFEN
",,,,folksongs,deut4968.krn,,,,NaN
songs,,"""Die Koenigstochter"" ES WAR EIN WAISENKNABE
",,,,folksongs,deut4873.krn,,,,NaN
songs,,"ES MARSCHIRTEN DREI REGMENTER WOHL UEBER DEN RHEIN
",,,,folksongs,deut4702.krn,,,,NaN
songs,,"""Der Kuckuck"" DER KUCKUK AUF DEM ZAUNE SASS
",,,,folksongs,deut5065.krn,,,,NaN
songs,,"""Jagdgebrauch"" LUST IST VIEL IN DIESER WELT;
",,,,folksongs,deut5052.krn,,,,NaN
songs,,"""Die Schwestern"" ES WAR EINMAL EIN KUEPPER SCHLAU
",,,,folksongs,deut4848.krn,,,,NaN
songs,,"""Reimlied"" EINS ZWEI DREI ALT IST NICHT NEU
",,,,folksongs,deut5098.krn,,,,NaN
songs,,"ACH HAETT ICH HUNDERTTAUSEND GULDEN
",,,,folksongs,deut4677.krn,,,,NaN
songs,,"MEI SCHAETZLE MAG MI NIMMER, GAR NIMMER MAG ER MICH
",,,,folksongs,deut4765.krn,,,,NaN
songs,,"""Der Himmel"" NACH KREUZ UND AUSGESTANDNEN LEIDEN
",,,,folksongs,deut5089.krn,,,,NaN
songs,,"""Tuerkengefahr"" HORCHT HORCHT DER GLOCKENSTIMME
",,,,folksongs,deut4948.krn,,,,NaN
songs,,"ES ZOG EIN KNAB INS NIEDERLAND
",,,,folksongs,deut4600.krn,,,,NaN
songs,,"""Trinklied"" HANS NABER IK HEB ET JU TOGEBRACHT
",,,,folksongs,deut5069.krn,,,,NaN
songs,,"DA DRAUSSN AUF DEM BERGLE
",,,,folksongs,deut4633.krn,,,,NaN
songs,,"HEUTE SCHEID ICH, HEUTE WANDRE ICH, KEINE SEELE WEINT UM MICH
",,,,folksongs,deut4687.krn,,,,NaN
songs,,"""Der todte Gast"" ES POCHET EIN KNABE
",,,,folksongs,deut4875.krn,,,,NaN
songs,,"""Der Daeumling"" ICH WILL EUCH SINGEN EINEN SANG
",,,,folksongs,deut4932.krn,,,,NaN
songs,,"""Der englische Gruss"" GEGRUESSET, MARIA, DU MUTTER DER GNADEN
",,,,folksongs,deut4941.krn,,,,NaN
songs,,"""Die Ursache"" IHR BRUEDER WAS HOERET MAN HEUT
",,,,folksongs,deut5090.krn,,,,NaN
songs,,"MEIN FEINES LIEB VERLIESS MIT MIR
",,,,folksongs,deut4796.krn,,,,NaN
songs,,"ICH WEISS NICHT OB ICH DARF TRAUEN MICHEL
",,,,folksongs,deut4631.krn,,,,NaN
songs,,"""Graf Wattenwill "" NUN HOERET ZU UND SCHWEIGET STILL
",,,,folksongs,deut4820.krn,,,,NaN
songs,,"KEIN BESSER LEBEN IST AUF DIESER WELT ZU DENKEN
",,,,folksongs,deut4683.krn,,,,NaN
songs,,"WENN ICH EIN VOEGLEIN WAER
",,,,folksongs,deut4650.krn,,,,NaN
songs,,"""Der wunderliche Kittel"" ICH WOLLTE MIR EINEN KITTEL NAEHEN
",,,,folksongs,deut5108.krn,,,,NaN
songs,,"JETZT REISEN WIR BRUEDER
",,,,folksongs,deut4746.krn,,,,NaN
songs,,"""Vergebliche Hoffnung"" ACH ACH DASS GOTT ERBARM
",,,,folksongs,deut5076.krn,,,,NaN
songs,,"EIN JAEGER AUS KURPFALZ
",,,,folksongs,deut4679.krn,,,,NaN
songs,,"AUF GEBET UNS DAS PFINGSTEI
",,,,folksongs,deut4612.krn,,,,NaN
songs,,"""Abschied"" WOHLAN DIE ZEIT IST KOMMEN
",,,,folksongs,deut5006.krn,,,,NaN
songs,,"GAR LIEBLICH HAT SICH GESELLET
",,,,folksongs,deut4805.krn,,,,NaN
songs,,"""Die Schneider"" ES SIND EINMAL DREI SCHNEIDER GEWESEN
",,,,folksongs,deut5079.krn,,,,NaN
songs,,"NUR LANGSAM VORAN
",,,,folksongs,deut4711.krn,,,,NaN
songs,,"ES BLIES EIN JAEGER WOHL IN SEIN HORN
",,,,folksongs,deut4732.krn,,,,NaN
songs,,"ARM SEELCHEN WAS WEINEST DU SO SEHR
",,,,folksongs,deut4603.krn,,,,NaN
songs,,"HANS SATTLE MIR DEN GAUL
",,,,folksongs,deut4539.krn,,,,NaN
songs,,"ICH SCHWING MEIN HORN INS JAMMERTHAL
",,,,folksongs,deut4708.krn,,,,NaN
songs,,"""Gedenke mein"" ICH STUND AUF HOHEM BERGE
",,,,folksongs,deut4971.krn,,,,NaN
songs,,"""Die Betrogene"" ES WOLLTE EIN MAEDCHEN DIE LAEMMELEIN HUETEN
",,,,folksongs,deut4886.krn,,,,NaN
songs,,"""Die Weisen. "" ES FUHREN DREI KOENIGE AUS MORGENLAND
",,,,folksongs,deut4914.krn,,,,NaN
