Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,J,J_interp10
polish,"1837/07/06-1921/01/23
","Trzy piesni do słow Adama Asnyka/Siedzi ptaszek na drzewie
",,,,,pl-wn--mus-iii-62-775-3_trzy-piesni-do-slow-adama-asnyka-siedzi-ptaszek-na-drzewie.krn,0.9686599351576477,0.954073862195731
polish,"1837/07/06-1921/01/23
","Vivos voco!
 (Trio E-dur op. 22
)","Allegro
",,,Trio,pl-kj--bj-muz-4990-iii--001-001_trio-e-dur-op-22-vivos-voco.krn,0.9837020274085437,0.9788091697880312
polish,"1837/07/06-1921/01/23
","W złobie lezy
",,,,"Christmas
",pl-wn--mus-8170--001-003_koledy-w-zlobie-lezy.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","Zawod
",,,,,pl-wn--mus-2041-3_zawod.krn,0.9356758217587331,0.993150994570542
polish,"1837/07/06-1921/01/23
","Masovienne op. 47 nr 3
",,,,,pl-wn--mus-iii-93-989-3_masovienne-op-47-nr-3.krn,0.9765025130964035,0.969589563790853
polish,"1837/07/06-1921/01/23
","Polonez
",,,,,pl-wn--mus-iii-89-502--001-002_z-kantaty-jubileuszowej-do-slow-deotymy-polonez.krn,0.9801226994404815,0.9810527817607064
polish,"1837/07/06-1921/01/23
","No. 2 Promenade
","Andante ma non troppo lento.
",,,,pl-kj--bj-muz-1603-iii-1--001-002_sechs-charakterstucke-op-17-no-2-promenade.krn,0.9851210991514004,0.9661758565966835
polish,"1837/07/06-1921/01/23
","5. Allegretto
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-005_25-preludyi-op-38-5-allegretto.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","8. Andantino quasi Allegretto
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-008_25-preludyi-op-38-8-andantino-quasi-allegretto.krn,0.9645215426936623,0.9699474806335594
polish,"1837/07/06-1921/01/23
","Marzenia dziewczyny
","Alla Mazurka
",,,,pl-wn--mus-244_marzenia-dziewczyny.krn,0.9690959936628006,0.9636310779406826
polish,"1837/07/06-1921/01/23
","Pije Kuba do Jakuba
",,,,,pl-wn--mus-1100_pije-kuba-do-jakuba.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","14. Andantino. Na temat ludowy
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-014_25-preludyi-op-38-14-andantino-na-temat-ludowy.krn,0.95601113645094,0.9468443530329271
polish,"1837/07/06-1921/01/23
","Adagio e capriccio
 (Sonata op. 5
)",,,,Adagio,pl-wn--mus-iv-141-999-cim--001-002_sonata-op-5-adagio-e-capriccio.krn,0.9872513967120375,0.726966467914064
polish,"1837/07/06-1921/01/23
","22. Allegro moderato. Koleda
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-2--001-006_25-preludyi-op-38-22-allegro-moderato-koleda.krn,0.9546221514059403,0.9720882075521666
polish,"1837/07/06-1921/01/23
","Goplana – potpourii z motywow opery
",,,,,pl-wn--mus-iii-66-274_goplana-potpourii-z-motywow-opery.krn,0.9568103641253919,0.9695511245006448
polish,"1837/07/06-1921/01/23
","Posyłka
","Andante.
",,,,pl-wn--mus-iii-129-090--001-002_dwie-piosnki-op-14-posylka.krn,0.9873484448893737,0.9801361648797423
polish,"1837/07/06-1921/01/23
","6. Andante non troppo lento
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-006_25-preludyi-op-38-6-andante-non-troppo-lento.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","Moja pieszczotka
","Quasi Mazurka, ma moderato.
",,,,pl-wn--mus-iii-161-664_moja-pieszczotka.krn,0.9737836140386901,0.9660253531351194
polish,"1837/07/06-1921/01/23
","Dwie piesni do słow Kazimierza Tetmajera/Brzozy
","Andantino non troppo lento.
",,,,pl-wn--mus-iii-62-765-1_dwie-piesni-do-slow-kazimierza-tetmajera-brzozy.krn,0.9183329954541547,0.9342308338908203
polish,"1837/07/06-1921/01/23
","12. Andante sostenuto
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-012_25-preludyi-op-38-12-andante-sostenuto.krn,0.9964834321597045,0.9990017618073999
polish,"1837/07/06-1921/01/23
","Piesn zeglarzy/Schifferlied op. 34 nr 1
","Allegretto. [quarter-dot]=76.
",,,,pl-wn--mus-iii-86-058_piesn-zeglarzy-schifferlied-op-34-nr-1.krn,0.9626851209246713,0.9568409482088729
polish,"1837/07/06-1921/01/23
","Z nocy letnich
","Andante.
",,,,pl-kj--bj-muz-2692-iii_z-nocy-letnich.krn,0.9772592138470614,0.9746667680878857
polish,"1837/07/06-1921/01/23
","Veni creator
",,,,,pl-wn--mus-8169_veni-creator.krn,0.9935338545648069,0.983854514417375
polish,"1837/07/06-1921/01/23
","Masovienne op. 37 nr 2
",,,,,pl-wn--mus-iii-66-369_masovienne-op-37-nr-2.krn,0.9801437994109817,0.972065482882424
polish,"1837/07/06-1921/01/23
","Piesni Gabryelli op. 25/Cobym ci chciała dac?
","Andante.
",,,,pl-wn--mus-iii-62-791-6_piesni-gabryelli-op-25-cobym-ci-chciala-dac.krn,0.973988285205221,0.9860516694389517
polish,"1837/07/06-1921/01/23
","2. Quasi Allegretto
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-002_25-preludyi-op-38-2-quasi-allegretto.krn,0.9878719033642067,0.9714585049424302
polish,"1837/07/06-1921/01/23
","Czy aniołek, czy djabełek?
",,,,,pl-wn--mus-iii-104-138_czy-aniolek-czy-djabelek.krn,0.9326735221896946,0.9757390128079712
polish,"1837/07/06-1921/01/23
","Nocna jazda
","Andante.
",,,,pl-wn--mus-iii-95-102_nocna-jazda.krn,0.9600785706067992,0.9645371719202235
polish,"1837/07/06-1921/01/23
","Allegro con brio
 (Quatuour op. 61
)",,,,,pl-wn--mus-iii-67-385--001-001_quatuour-op-61-allegro-con-brio.krn,0.9771272997583488,0.979401530933229
polish,"1837/07/06-1921/01/23
","Oboja wiosna
",,,,,pl-wn--mus-8167--002_oboja-wiosna.krn,0.9755099708352486,0.9788189244918558
polish,"1837/07/06-1921/01/23
","Piesn Gabryelli op. 25/Dziwne dziewcze
",,,,,pl-wn--mus-iii-62-791-7_piesn-gabryelli-op-25-dziwne-dziewcze.krn,0.9997569900923166,0.9924134900718613
polish,"1837/07/06-1921/01/23
","18. Andante non troppo lento
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-2--001-002_25-preludyi-op-38-18-andante-non-troppo-lento.krn,0.8071227206349728,0.7979782077919595
polish,"1837/07/06-1921/01/23
","No. 5 Scherzo
",,,,Scherzo,pl-kj--bj-muz-1603-iii-2--001-005_sechs-charakterstucke-op-17-no-5-scherzo.krn,0.9802537923420738,0.9774743491512357
polish,"1837/07/06-1921/01/23
","Hymn Boga Rodzico
","Lento
",,,,pl-kj--bj-muz-35233-iv_hymn-boga-rodzico.krn,0.9995214904095867,0.9944071656226525
polish,"1837/07/06-1921/01/23
","Morze
",,,,,pl-wn--mus-iii-86-061_morze.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","Zawsze i wszedzie
","Andante maestoso
",,,,pl-wn--mus-401_zawsze-i-wszedzie.krn,0.8781818035518789,0.8889420529219153
polish,"1837/07/06-1921/01/23
","Molto sostenuto
 (Sonate op. 30
)","Molto sostenuto. ([eighth]=87.)
",,,"Secular; Sonata
",pl-wn--mus-iii-70-268--001-003_sonate-op-30-molto-sostenuto.krn,0.9622424611877405,0.9595578498831031
polish,"1837/07/06-1921/01/23
","Piesni Kazimierza Tetmajera/Cien Chopina
","Andantino.
",,,,pl-wn--mus-iii-75-272-2_piesni-kazimierza-tetmajera-cien-chopina.krn,0.9708023249714408,0.9669428767890555
polish,"1837/07/06-1921/01/23
","Roma/Parafraza na dwa tematy F. Chopina op. 65
",,,,,pl-wnifc--4172-n_roma-parafraza-na-dwa-tematy-f-chopina-op-65.krn,0.9790634304070559,0.843093639191701
polish,"1837/07/06-1921/01/23
","Szło dziecie z fujarka
",,,,,pl-wn--mus-iii-62-780_szlo-dziecie-z-fujarka.krn,0.9656990576390353,0.9614046752995059
polish,"1837/07/06-1921/01/23
","nr 1 Romance
",,,,,pl-wn--mus-iii-69-873_romance-danse-fantastique-op-29-nr-1-romance.krn,0.9712027639061165,0.9709143789529241
polish,"1837/07/06-1921/01/23
","13. Andante
","13. Andante.
",,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-013_25-preludyi-op-38-13-andante.krn,0.8600382047246462,0.9728322170535237
polish,"1837/07/06-1921/01/23
","Dzikie sny
","Andante appasionato.
",,,,pl-wn--mus-2041-11_dzikie-sny.krn,0.9080701784125027,0.9077517614739467
polish,"1837/07/06-1921/01/23
","Allegretto
 (Sonate op. 30
)",,,,"Secular; Sonata
",pl-wn--mus-iii-70-268--001-002_sonate-op-30-allegretto.krn,0.9682767912192741,0.9683676614791364
polish,"1837/07/06-1921/01/23
","Moj kwiatek
",,,,,pl-wn--mus-iii-129-090--001-001_dwie-piosnki-op-14-moj-kwiatek.krn,0.9926983513016847,0.9796529115902912
polish,"1837/07/06-1921/01/23
","Piesni Kazimierza Tetmajera/Na Anioł Panski
","Sostenuto.
",,,,pl-wn--mus-iii-75-272-3_piesni-kazimierza-tetmajera-na-aniol-panski.krn,0.8600819845492813,0.8682886977043114
polish,"1837/07/06-1921/01/23
","Piesni z muzyka op. 26/Wieje wietrzyk po polu
",,,,,pl-wn--mus-iii-69-834-3_piesni-z-muzyka-op-26-wieje-wietrzyk-po-polu.krn,0.96966875615036,0.9596491841849808
polish,"1837/07/06-1921/01/23
","Polonaise op. 37
",,,,,pl-wn--mus-ii-27-310-cim_polonaise-op-37.krn,0.9832648517821834,0.974315306654306
polish,"1837/07/06-1921/01/23
","19. Andantino
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-2--001-003_25-preludyi-op-38-19-andantino.krn,0.9875627579329341,0.9956444477884351
polish,"1837/07/06-1921/01/23
","Humoreske
","Presto. [quarter] = 152
",,,,pl-wn--mus-iii-161-977--001-001_humoreske-und-gavotte-op-18-humoreske.krn,0.9830045999056795,0.9627305034597967
polish,"1837/07/06-1921/01/23
","Piesni Gabryelli op. 25/Łaskawa dziewczyna
",,,,,pl-wn--mus-iii-90-937_piesni-gabryelli-op-25-laskawa-dziewczyna.krn,0.9400007598384232,0.9401133229437566
polish,"1837/07/06-1921/01/23
","Kantata na czesc Kosciuszki
","Tempo di Pollaca. moderato
",,,,pl-wn--rps-14420-iv_kantata-na-czesc-kosciuszki.krn,0.938582651633145,0.9302961492344403
polish,"1837/07/06-1921/01/23
","Na fujarce
",,,,,pl-wn--mus-iii-104-136_na-fujarce.krn,0.9637289668187095,0.9503872951709765
polish,"1837/07/06-1921/01/23
","Intermezzo
 (Quatuour op. 61
)","Allegretto.
",,,,pl-wn--mus-iii-67-385--001-003_quatuour-op-61-intermezzo.krn,0.9669980895602426,0.9747400085519882
polish,"1837/07/06-1921/01/23
","Tesknota za zima
",,,,,pl-kj--bj-muz-6275-iv--001-001_piesni-z-muzyka-op-26-tesknota-za-zima.krn,0.9334688075756611,0.9313272654671746
polish,"1837/07/06-1921/01/23
","Do pracy
",,,,,pl-wn--mus-iii-86-055_do-pracy.krn,0.9362542618880493,0.9418605375861024
polish,"1837/07/06-1921/01/23
","Z łak i pol
",,,,,pl-wn--mus-5022_z-lak-i-pol.krn,0.9527536004245192,0.965067083489796
polish,"1837/07/06-1921/01/23
","Romanza
",,,,,pl-wn--mus-iii-163-891--001-001_deux-morceaux-de-salon-op-11-romanza.krn,0.9949422694490185,0.972010348836301
polish,"1837/07/06-1921/01/23
","Przy rozstaniu
",,,,,pl-wn--mus-2041-2_przy-rozstaniu.krn,0.9398234104829509,0.6895646414762373
polish,"1837/07/06-1921/01/23
","Polały sie łzy
",,,,,pl-wn--mus-iii-89-376--001-001_dwie-piesni-do-slow-adama-mickiewicza-polaly-sie-lzy.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","16. Andante sostenuto
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-016_25-preludyi-op-38-16-andante-sostenuto.krn,0.821663901740662,0.8072293776121057
polish,"1837/07/06-1921/01/23
","Piesni Kazimierza Tetmajera/Blada roza
","Andantino sostenuto.
",,,,pl-wn--mus-iii-75-272-4_piesni-kazimierza-tetmajera-blada-roza.krn,0.9374891295256702,0.9407598466853425
polish,"1837/07/06-1921/01/23
","Młoda zaswatana
","Andante con moto.
",,,,pl-wn--mus-iii-94-651--001-001_trzy-piesni-op-19-mloda-zaswatana.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","Jaskołka
",,,,,pl-wn--mus-iii-94-651--001-002_trzy-piesni-op-19-jaskolka.krn,0.9786301818214515,0.939072947982701
polish,"1837/07/06-1921/01/23
","Christus natus est nobis
",,,,"Christmas
",pl-wn--mus-8170--001-001_koledy-christus-natus-est-nobis.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","9. Allegro moderato
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-009_25-preludyi-op-38-9-allegro-moderato.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","Czy pamietasz?
",,,,,pl-wn--mus-246_czy-pamietasz.krn,0.9801736665534899,0.9800704484053149
polish,"1837/07/06-1921/01/23
","10. Andante
","Andante.
",,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-010_25-preludyi-op-38-10-andante.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","23. Andante. Na temat „Kto sie w opieke”
","Andante.
",,,"Secular; Prelude
",pl-wn--mus-iii-105-719-2--001-007_25-preludyi-op-38-23-andante-na-temat-kto-sie-w-opieke.krn,0.9632396977516607,0.9580595386353431
polish,"1837/07/06-1921/01/23
","Cracovienne op. 47 nr 2
",,,,,pl-kj--bj-muz-1605-iii-2_cracovienne-op-47-nr-2.krn,0.9818698158983263,0.9745948164213707
polish,"1837/07/06-1921/01/23
","21. Quasi Allegretto. Na temat „Anioł pasterzom mowił”
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-2--001-005_25-preludyi-op-38-21-quasi-allegretto-na-temat-aniol-pasterzom-mowil.krn,0.9085009157961818,0.908366229090993
polish,"1837/07/06-1921/01/23
","Te rozkwitłe ciche drzewa
","Andante tranquillo.
",,,,pl-wn--mus-2041-5_te-rozkwitle-ciche-drzewa.krn,0.9946201013830881,0.988649538291632
polish,"1837/07/06-1921/01/23
","3. Andantino
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-003_25-preludyi-op-38-3-andantino.krn,0.963508177691886,0.9623019585711236
polish,"1837/07/06-1921/01/23
","Łzy
",,,,,pl-wn--mus-iii-94-651--001-003_trzy-piesni-op-19-lzy.krn,0.9340485123899748,0.9645775710836356
polish,"1837/07/06-1921/01/23
","Pajeczyna op. 6
",,,,,pl-wn--mus-1097_pajeczyna-op-6.krn,0.9806427217687808,0.9679291493325749
polish,"1837/07/06-1921/01/23
","Zaczarowana krolewna
","Andante sustenuto.
",,,,pl-wn--mus-2041-4_zaczarowana-krolewna.krn,0.9896775537375356,0.9976402011071219
polish,"1837/07/06-1921/01/23
","Romanza
 (Quatuour op. 61
)",,,,,pl-wn--mus-iii-67-385--001-002_quatuour-op-61-romanza.krn,0.9648712784324431,0.8136529874169774
polish,"1837/07/06-1921/01/23
","Rojenia wiosenne op. 13
",,,,,pl-kj--bj-muz-3129-iii_rojenia-wiosenne-op-13.krn,0.8821562950746573,0.8836827309743145
polish,"1837/07/06-1921/01/23
","Lulajze Jezuniu
",,,,"Christmas
",pl-wn--mus-8170--001-002_koledy-lulajze-jezuniu.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","Serenada
",,,,,pl-wn--mus-1722_serenada.krn,0.974848999597318,0.9703084357949143
polish,"1837/07/06-1921/01/23
","Reverie op. 48
",,,,,pl-wn--mus-iii-94-168_reverie-op-48.krn,0.8176548844429365,0.8332689349171886
polish,"1837/07/06-1921/01/23
","Preludyium
","Andante misterioso.
",,,,pl-wn--mus-2041-9_preludyium.krn,0.9318389229278106,0.9556479744705634
polish,"1837/07/06-1921/01/23
","Marsz jagiellonski
",,,,,pl-wn--mus-iii-89-502--001-003_z-kantaty-jubileuszowej-do-slow-deotymy-marsz-jagiellonski.krn,0.9892370976366882,0.9831696967865191
polish,"1837/07/06-1921/01/23
","24. Andante sostenuto
",,,,"Secular; Prelude
",pl-wn--mus-iii-105-719-2--001-008_25-preludyi-op-38-24-andante-sostenuto.krn,0.9928042882321733,0.9985183419355588
polish,"1837/07/06-1921/01/23
","Tedy, tedy leciał ptaszek op. 4
",,,,,pl-wn--mus-iii-161-653_tedy-tedy-lecial-ptaszek-op-4.krn,0.9601033326899863,0.9616291675914407
polish,"1837/07/06-1921/01/23
","4. Allegro moderato
","Allegro moderato.
",,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-004_25-preludyi-op-38-4-allegro-moderato.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","Zakochana
","Andante ma non troppo
",,,,pl-wn--mus-247--001-002_dwie-piesni-op-7-zakochana.krn,NaN,NaN
polish,"1837/07/06-1921/01/23
","Dwie piesni op. 12
",,,,,pl-wumfc--n44063--002_dwie-piesni-op-12.krn,0.9574378163902867,0.9720927112230092
polish,"1837/07/06-1921/01/23
","15. Andante con moto. „Na temat Wzłobie lezy”
","15. Andante con moto. Na temat „WŻłobie leży‟
",,,"Secular; Prelude
",pl-wn--mus-iii-105-719-1--001-015_25-preludyi-op-38-15-andante-con-moto-na-temat-wzlobie-lezy.krn,0.9884576829688226,0.9686814947488803
polish,"1837/07/06-1921/01/23
","Elegia
",,,,,pl-wn--mus-iii-89-502--001-001_z-kantaty-jubileuszowej-do-slow-deotymy-elegia.krn,0.9231501626355683,0.9436890308648702
polish,"1837/07/06-1921/01/23
","Kantata na pamiatke trzechsetnej rocznicy załozenia gimnazyum sw. Anny
",,,,,pl-wn--mus-ii-28-247_kantata-na-pamiatke-trzechsetnej-rocznicy-zalozenia-gimnazyum-sw-anny.krn,0.9624462944012655,0.8159527445287627
polish,"1837/07/06-1921/01/23
","Tesknota za zima
",,,,,pl-wn--mus-2041-7_tesknota-za-zima.krn,0.9271749870375352,0.9474408649028436
polish,"1837/07/06-1921/01/23
","Czarnobrywka
",,,,,pl-wn--mus-247--001-001_dwie-piesni-op-7-czarnobrywka.krn,0.9639492000196191,0.9454984286795463
polish,"1837/07/06-1921/01/23
","Spiew solo na baryton op. 1
",,,,,pl-kj--bj-muz-13807-iii-1_spiew-solo-na-baryton-op-1.krn,0.9623730149530223,0.9785994089249617
polish,"1837/07/06-1921/01/23
","Allegro non troppo
 (Sonate op. 30
)",,,,"Secular; Sonata
",pl-wn--mus-iii-70-268--001-001_sonate-op-30-allegro-non-troppo.krn,0.9814277836371957,0.9840524571683935
polish,"1837/07/06-1921/01/23
","17. Allegretto
","Allegretto.
",,,"Secular; Prelude
",pl-wn--mus-iii-105-719-2--001-001_25-preludyi-op-38-17-allegretto.krn,0.9729551896298415,0.9688095327031033
polish,"1837/07/06-1921/01/23
","Dobra noc
",,,,,pl-wn--mus-245_dobra-noc.krn,0.9937527672036564,0.9970113734930519
polish,"1837/07/06-1921/01/23
","Piesni z muzyka op. 26/Pytania
",,,,,pl-wn--mus-iii-69-834-4_piesni-z-muzyka-op-26-pytania.krn,0.9989641741471985,0.9618190332370793
polish,"1837/07/06-1921/01/23
","Dwie piesni do słow Kazimierza Tetmajera/Wierzba
",,,,,pl-wn--mus-iii-97-056-2_dwie-piesni-do-slow-kazimierza-tetmajera-wierzba.krn,0.9435883619887552,0.760073963860649
polish,"1837/07/06-1921/01/23
","Rondo
 (Sonata op. 5
)",,,,Sonata,pl-wn--mus-iv-141-999-cim--001-003_sonata-op-5-rondo.krn,0.964383580762193,0.9694838548050148
polish,"1837/07/06-1921/01/23
","Allegro con moto
 (Sonate op. 20
)","Allegro con moto.  [quarter]=120.
",,,"Secular; Sonata
",pl-wn--bj-muz-8812-iii--001-001_sonate-op-20-allegro-con-moto.krn,0.9830597094014364,0.9772397672621668
polish,"1837/07/06-1921/01/23
","Grand scherzo de concert op. 35
",,,,Scherzo,pl-wn--mus-iii-66-282_grand-scherzo-de-concert-op-35.krn,0.9593445772829797,0.9612003012715461
polish,"1837/07/06-1921/01/23
","Moments d'un carnaval op. 52
",,,,,pl-wn--mus-iii-62-778_moments-d-un-carnaval-op-52.krn,0.9628123096262138,0.9558751862168284
polish,"1837/07/06-1921/01/23
","No. 1 Praeludium
","Lento.
",,,,pl-kj--bj-muz-1603-iii-1--001-001_sechs-charakterstucke-op-17-no-1-praeludium.krn,0.9123732353038201,0.9202442580838206
polish,"1837/07/06-1921/01/23
","Piesni Dudarza/Ide ja Niemnem
","Andante sostenuto ma non troppo lento.
",,,,pl-wn--mus-iii-86-031-1_piesni-dudarza-ide-ja-niemnem.krn,0.9231786771250217,0.9364884877649109
polish,"1837/07/06-1921/01/23
","Dzieje serca
",,,,,pl-kj--bj-muz-6275-iv--001-002_piesni-z-muzyka-op-26-dzieje-serca.krn,0.988517339473423,0.9924598226655266
polish,"1837/07/06-1921/01/23
","Trzy piesni do słow Adama Asnyka/Powrot piosenki
",,,,,pl-wn--mus-iii-62-775-1_trzy-piesni-do-slow-adama-asnyka-powrot-piosenki.krn,0.992689587512226,0.7935352862792403
polish,"1837/07/06-1921/01/23
","Skonaj ty serce
",,,,,pl-wn--mus-2041-8_skonaj-ty-serce.krn,0.8703699607609201,0.9115529251367683
polish,,"Moment musical
",,,,,pl-wumfc--n43023_moment-musical.krn,0.971495703208044,0.9583278864463645
polish,"1758-1838
","Kyrie
 (Missa in C
)",,,,"Sacred; Mass
",pl-sa--193-a-v-23--001-001_missa-in-c-kyrie.krn,0.9756399139222398,0.9999627714197763
polish,"1758-1838
","Benedictus
 (Missa in C
)",,,,"Sacred; Mass
",pl-sa--193-a-v-23--001-005_missa-in-c-benedictus.krn,0.9867201651194873,0.9903633146411864
polish,"1758-1838
","Dona
 (Missa in C
)",,,,"Sacred; Mass
",pl-sa--193-a-v-23--001-007_missa-in-c-dona.krn,0.9983243817169262,0.9825556665861777
polish,"1758-1838
","Agnus Dei
 (Missa in C
)",,,,"Sacred; Mass
",pl-sa--193-a-v-23--001-006_missa-in-c-agnus-dei.krn,0.9990555851972878,0.9893551748620197
polish,"1758-1838
","Credo
 (Missa in C
)",,,,"Sacred; Mass
",pl-sa--193-a-v-23--001-003_missa-in-c-credo.krn,0.9557273544202994,0.9482545085760712
polish,"1758-1838
","Gloria
 (Missa in C
)",,,,"Sacred; Mass
",pl-sa--193-a-v-23--001-002_missa-in-c-gloria.krn,0.9628011667830009,0.9651100270204481
polish,"1758-1838
","Sanctus
 (Missa in C
)",,,,"Sacred; Mass
",pl-sa--193-a-v-23--001-004_missa-in-c-sanctus.krn,NaN,NaN
polish,"1809-1859
","Mazur
",,,,"Secular; Mazurka
",pl-cz--ii-15--001_mazur.krn,NaN,NaN
polish,"1809-1859
","Ave maris stella
","Andante gratioso
",,,"Sacred
",pl-cz--ii-168_ave-maris-stella.krn,0.9408352787101397,0.9532500377629091
polish,"1483-1559/10/02
","Sanctus
 ([Missa] Quam pulchra es
)",,,,,pl-kk--kk-i-1--004-004_missa-quam-pulchra-es-sanctus.krn,0.9575176920687694,0.9662852625765408
polish,"1483-1559/10/02
","Et in terra
 ([Missa] Quam pulchra es
)",,,,,pl-kk--kk-i-1--004-002_missa-quam-pulchra-es-et-in-terra.krn,0.9919402129122851,0.9950497910874929
polish,"1483-1559/10/02
","Kyrie
 ([Missa] Quam pulchra es
)",,,,,pl-kk--kk-i-1--004-001_missa-quam-pulchra-es-kyrie.krn,0.9834009398787096,0.9782966682047152
polish,"1483-1559/10/02
","Agnus Dei
 ([Missa] Quam pulchra es
)",,,,,pl-kk--kk-i-1--004-005_missa-quam-pulchra-es-agnus-dei.krn,0.9364194370729965,0.9427541893512107
polish,"1483-1559/10/02
","Patrem
 ([Missa] Quam pulchra es
)",,,,,pl-kk--kk-i-1--004-003_missa-quam-pulchra-es-patrem.krn,0.9820980579920686,0.980914333699648
polish,"~1553-1599/08/22
","Lasso dicea
",,,,,pl-gd--ee-1638--003-026_madrigali-a-quatro-voci-lasso-dicea.krn,0.9823004664482112,0.9750215071864092
polish,"~1553-1599/08/22
","Vergine saggia e pura
",,,,,pl-gd--ee-1638--005-010_il-primo-libro-de-madrigali-spirituali-a-cinque-voci-vergine-saggia-e-pura.krn,0.9851021254388997,0.9802528534373343
polish,"~1553-1599/08/22
","O quante volte
",,,,,pl-gd--ee-1638--007-021_il-terzo-libro-de-madrigalia-a-sei-voci-o-quante-volte.krn,NaN,NaN
polish,"~1553-1599/08/22
","Ma las’io sento
","Quarta parte
",,,,pl-gd--ee-1638--005-018_il-primo-libro-de-madrigali-spirituali-a-cinque-voci-ma-las-io-sento.krn,0.9782178767469408,0.9778861962063506
polish,"~1553-1599/08/22
","Occhi miei che miraste
",,,,,pl-gd--ee-1638--006-020_il-quinto-libro-de-madrigalia-a-cinque-voci-occhi-miei-che-miraste.krn,NaN,NaN
polish,"~1553-1599/08/22
","In festo unius Mart./Iste Sanctus
",,,,,pl-gd--ee-1638--002-037_motettorum-pro-festis-totius-anni-in-festo-unius-mart-iste-sanctus.krn,0.964145377165611,0.9656270962520912
polish,"~1553-1599/08/22
","Deh pria che’l verno
",,,,,pl-gd--ee-1638--005-007_il-primo-libro-de-madrigali-spirituali-a-cinque-voci-deh-pria-che-l-verno.krn,0.9948195590076762,0.9874724460777226
polish,"~1553-1599/08/22
","Ma forsi non sapete
",,,,,pl-gd--ee-1638--006-021_il-quinto-libro-de-madrigalia-a-cinque-voci-ma-forsi-non-sapete.krn,NaN,NaN
polish,"~1553-1599/08/22
","In Assumpt. B. Mariae/Hodie Maria virgo
",,,,,pl-gd--ee-1638--002-023_motettorum-pro-festis-totius-anni-in-assumpt-b-mariae-hodie-maria-virgo.krn,0.9329602977686356,0.9318890953744562
polish,"~1553-1599/08/22
","In festo Pentecostes/Hodie completi sunt dies
",,,,,pl-gd--ee-1638--002-011_motettorum-pro-festis-totius-anni-in-festo-pentecostes-hodie-completi-sunt-dies.krn,0.9607835598696528,0.966443575957812
polish,"~1553-1599/08/22
","Io son il piu Costante
",,,,,pl-gd--ee-1638--006-019_il-quinto-libro-de-madrigalia-a-cinque-voci-io-son-il-piu-costante.krn,NaN,NaN
polish,"~1553-1599/08/22
","Dai bei labri
",,,,,pl-gd--ee-1638--007-016_il-terzo-libro-de-madrigalia-a-sei-voci-dai-bei-labri.krn,0.9506103863991104,0.9610162954837214
polish,"~1553-1599/08/22
","Vedi le valli e i campi
",,,,,pl-gd--ee-1638--003-011_madrigali-a-quatro-voci-vedi-le-valli-e-i-campi.krn,0.9966191522148476,0.9856479169392565
polish,"~1553-1599/08/22
","La santa Pale
",,,,,pl-gd--ee-1638--003-029_madrigali-a-quatro-voci-la-santa-pale.krn,0.9981566632090797,0.994087272890345
polish,"~1553-1599/08/22
","In Festo S. Stephani Protomart./Sepelierunt Stephanum
","In Festo S.Stephani Protomart.
",,,,pl-gd--ee-1638--002-002_motettorum-pro-festis-totius-anni-in-festo-s-stephani-protomart-sepelierunt-stephanum.krn,0.994401900798688,0.993485301595108
polish,"~1553-1599/08/22
","Gabriel Angelus
",,,,"Sacred
",pl-kk--kk-i-356--008_gabriel-angelus.krn,NaN,NaN
polish,"~1553-1599/08/22
","In festo S. Andreae/Cum pervenisset beatus
",,,,,pl-gd--ee-1638--002-031_motettorum-pro-festis-totius-anni-in-festo-s-andreae-cum-pervenisset-beatus.krn,0.9819034235420259,0.9853789859253371
