Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,J,J_interp10
songs,,"Die Rabenmutter Es treibt ein Hirt seine Schaf' in' Wald
",,,,folksongs,ukrain07.krn,NaN,NaN
songs,,"Das Maedchen und der Faehnrich Es war ein reiches Geschlechtelein
",,,,folksongs,ukrain11.krn,NaN,NaN
songs,,"Das Maedchen und der Faehnrich 'Ach Tochter, liebe Tochter mein,
",,,,folksongs,ukrain10.krn,NaN,NaN
songs,,"Der schwatzhafte Junggeselle Es waren drei Gesellen,
",,,,folksongs,ukrain12.krn,NaN,NaN
songs,,"Waise und Stiefmutter Es war ein Waislein klein,
",,,,folksongs,ukrain08.krn,NaN,NaN
songs,,"Die schoene Magdalena Was geschah an einem Montag,
",,,,folksongs,ukrain09.krn,NaN,NaN
songs,,"Das Maedchen und der Faehnrich Ach Mutter mein, ach Tochter mein,
",,,,folksongs,ukrain03.krn,NaN,NaN
songs,,"Tochter als Faehnrich Im Ungarland zu Grosswardein,
",,,,folksongs,ukrain04.krn,NaN,NaN
songs,,"Das Schwabentoechterlein Es hat ein Bauer ein Madl ghabt,
",,,,folksongs,ukrain02.krn,NaN,NaN
songs,,"Die wiedergefundene Schwester (Suedeli - Ballade) Kyrillischer Text
",,,,Ballad,ukrain01.krn,NaN,NaN
songs,,"Schoen Adelheid Unga bruden kastade en halver gullring.
",,,,folksongs,sverig06.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Det var tva sata vaenner,
",,,,folksongs,sverig11.krn,NaN,NaN
songs,,"Jungfer Doertchen Herr Malmsten han droemde en droem om en natt.
",,,,folksongs,sverig04.krn,NaN,NaN
songs,,"Der heimkehrende Soldat Husaren kom ater fran kriget och hem, Hurra!
",,,,folksongs,sverig01.krn,NaN,NaN
songs,,"Die Schlangenkoechin 'Hvar har du va't sa laenge?'
",,,,folksongs,sverig09.krn,NaN,NaN
songs,,"Der grausame Bruder Herr Ake han rider pa sin kaera moders gard' uti rymden,
",,,,folksongs,sverig10.krn,NaN,NaN
songs,,"Der grausame Bruder Konung och Drottning de talades vid under lide'
",,,,folksongs,sverig05.krn,NaN,NaN
songs,,"Die Koenigskinder Det voro tva aedla konungabarn,
",,,,folksongs,sverig02.krn,NaN,NaN
songs,,"Schoen Adelheid Ohne Text
",,,,folksongs,sverig08.krn,NaN,NaN
songs,,"Die Koenigstochter Om alla berg och dalar de voro utaf gull,
",,,,folksongs,sverig03.krn,NaN,NaN
songs,,"Schoen Adelheid Skoen Anna hon kasta en halver gullring,
",,,,folksongs,sverig07.krn,NaN,NaN
songs,,"Die wiedergefundene Schwester (Suedeli - Ballade) Es wollt en Herr usriten
",,,,Ballad,suisse71.krn,NaN,NaN
songs,,"Der Maedchenmoerder (Halewijn - Ulinger) Es ritt ein Ritter wohl ueber das Ried
",,,,folksongs,suisse89.krn,NaN,NaN
songs,,"Graserin und Reiter O Schoenste aller Schoensten,
",,,,folksongs,suisse58.krn,NaN,NaN
songs,,"""Kuhreigen"" AUF MEINER ALP DA LEB ICH
",,,,folksongs,suisse43.krn,NaN,NaN
songs,,"""Der Wunsch"" ES IS NIT LANG, DASS G'REGNET HAT
",,,,folksongs,suisse37.krn,NaN,NaN
songs,,"Rache im Zweikampf Derrier' chez nous il-y-a-t-un capitaine
",,,,folksongs,suisse66.krn,NaN,NaN
songs,,"I BIN E BERGMA WOHLGEMUTH
",,,,folksongs,suisse23.krn,NaN,NaN
songs,,"liabi liabi muatar gotas
",,,,folksongs,suisse69.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Ich stand auf hohem Berge,
",,,,folksongs,suisse52.krn,NaN,NaN
songs,,"MIN VATER ISCHT A APPAZELLER
",,,,folksongs,suisse73.krn,NaN,NaN
songs,,"""Vor der Hochzeit"" JUCHHE BAL KANN I WIBE
",,,,folksongs,suisse20.krn,NaN,NaN
songs,,"O UELI MYN UELI
",,,,folksongs,suisse11.krn,NaN,NaN
songs,,"Die Rheinbraut Christinchen ging in' Garten,
",,,,folksongs,suisse90.krn,NaN,NaN
songs,,"REGINE GIENG IN GARTE
",,,,folksongs,suisse30.krn,NaN,NaN
songs,,"HAR CHUELI HO LOBE
",,,,folksongs,suisse25.krn,NaN,NaN
songs,,"Ritter und Magd 'Ach Tochter lauber, ach Tochter min,
",,,,folksongs,suisse91.krn,NaN,NaN
songs,,"Schloss in Oesterreich In Oestreich stand ein hohes Schloss,
",,,,folksongs,suisse86.krn,NaN,NaN
songs,,"Wiedersehen an der Bahre 'Jetzt reis' ich fort, mein geliebtes Kind,
",,,,folksongs,suisse92.krn,NaN,NaN
songs,,"SIST EBENE MOENSCH UF ERDE
",,,,folksongs,suisse06.krn,NaN,NaN
songs,,"""Vorsicht"" MIS LIEB WENN DU ZUR CHILCHE THUST GA
",,,,folksongs,suisse31.krn,NaN,NaN
songs,,"WIE KOMMTS DASS DU SO TRAURIG BIST
",,,,folksongs,suisse07.krn,NaN,NaN
songs,,"I HAB EIN ARTIGES BLUEMELI GSEH
",,,,folksongs,suisse36.krn,NaN,NaN
songs,,"DER MEYEN ISCH GEKOMMEN
",,,,folksongs,suisse21.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Ich stund auf hohen Bergen,
",,,,folksongs,suisse53.krn,NaN,NaN
songs,,"""Sehnsucht"" 'S ISCH EBEN E MENSCH UF ERDE
",,,,folksongs,suisse28.krn,NaN,NaN
songs,,"HAR CHUELI ZUM BRUNNE
",,,,folksongs,suisse26.krn,NaN,NaN
songs,,"Waise und Stiefmutter Regina ging in Garte
",,,,folksongs,suisse63.krn,NaN,NaN
songs,,"""Hochzeitslied"" BIN ALBEN E WERTHI TOCHTER G'SI
",,,,folksongs,suisse15.krn,NaN,NaN
songs,,"SISCH NO NIT LANG
",,,,folksongs,suisse18.krn,NaN,NaN
songs,,"MYS LIEB WE DU ZUR CHILCHE THUEST GA
",,,,folksongs,suisse09.krn,NaN,NaN
songs,,"Mis Bueoeli Mis Schaetzaeli geit ueber Sapuener Staeg
",,,,folksongs,suisse75.krn,NaN,NaN
songs,,"D' Baarnertracht Vom Himmel aba chunt a Staern,
",,,,folksongs,suisse50.krn,NaN,NaN
songs,,"Rache im Zweikampf Dernier chez nous il-y-a un capitaine
",,,,folksongs,suisse64.krn,NaN,NaN
songs,,"Echo - Jodel
",,,,folksongs,suisse78.krn,NaN,NaN
songs,,"Muede kehrt ein Wandersmann zurueck nach der Heimat seiner Liebe Glueck
",,,,folksongs,suisse80.krn,NaN,NaN
songs,,"HERZ MIS HERZ WARUM SO TRURIG
",,,,folksongs,suisse72.krn,NaN,NaN
songs,,"""Der Eifersuechtige"" GANG MIR NIT UEBER MI MAETTELI
",,,,folksongs,suisse40.krn,NaN,NaN
songs,,"BIN ALBEN E WERTHI TOCHTER GSY
",,,,folksongs,suisse17.krn,NaN,NaN
songs,,"""Kuhreigen"" Z' BASEL IS GAR GRUEELI LUSTI
",,,,folksongs,suisse44.krn,NaN,NaN
songs,,"Der Maedchenmoerder (Halewijn - Ulinger) Es ritt ein Reiter durch ein Ried,
",,,,folksongs,suisse87.krn,NaN,NaN
songs,,"Muede kehrt ein Wandersmann zurueck nach der Heimat sehnt sich seinen Blick
",,,,folksongs,suisse82.krn,NaN,NaN
songs,,"Die Brombeerpflueckerin Es wollt ein Maedchen frueh aufstehn,
",,,,folksongs,suisse60.krn,NaN,NaN
songs,,"WELE GROSS WUNDER SCHAUEN WILL
",,,,folksongs,suisse02.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Ich stund auf hohem Berge,
",,,,folksongs,suisse55.krn,NaN,NaN
songs,,"I HA DAHEIM EN MAIDLI
",,,,folksongs,suisse08.krn,NaN,NaN
songs,,"WANN I IN DER FRUEH AUFSTEH
",,,,folksongs,suisse01.krn,NaN,NaN
songs,,"""Der Alpjaeger"" I BIN EIN FREIER SCHUETZE
",,,,folksongs,suisse42.krn,NaN,NaN
songs,,"Tanhuser
",,,,folksongs,suisse47.krn,NaN,NaN
songs,,"Verschlafener Jaeger Es wollt ein Jaegerli jagen
",,,,folksongs,suisse57.krn,NaN,NaN
songs,,"Jodler
",,,,folksongs,suisse76.krn,NaN,NaN
songs,,"HIER UNTEN IM SCHATTE
",,,,folksongs,suisse14.krn,NaN,NaN
songs,,"Mis Bueoeli Mis Schaetzaeli geit ueber Sapuener Staeg
",,,,folksongs,suisse74.krn,NaN,NaN
songs,,"""Die Schlaue"" GUTEN ABEND, VRENELI
",,,,folksongs,suisse13.krn,NaN,NaN
songs,,"""Kiltgang"" JOSCHO EISI LASS MI INNE
",,,,folksongs,suisse32.krn,NaN,NaN
songs,,"HINTERM RIESEN VORN AM RIESEN
",,,,folksongs,suisse24.krn,NaN,NaN
songs,,"Der Nachtjaeger Es stot es Lindeli in einem Tal,
",,,,folksongs,suisse62.krn,NaN,NaN
songs,,"ES HET E BAUR E TOECHTERLI
",,,,folksongs,suisse35.krn,NaN,NaN
songs,,"Die Mordeltern Es waren einst zwei Bauernsoehn,
",,,,folksongs,suisse70.krn,NaN,NaN
songs,,"ONDS LIEBE DAS HALTE MER
",,,,folksongs,suisse12.krn,NaN,NaN
songs,,"WAS KANN SCHOENER SEIN
",,,,folksongs,suisse27.krn,NaN,NaN
songs,,"MYS LIEB ISCH GAR WYT INNE
",,,,folksongs,suisse22.krn,NaN,NaN
songs,,"Wiedersehen an der Bahre 'Ade, mein Schatz, jetzt reis' ich fort,
",,,,folksongs,suisse93.krn,NaN,NaN
songs,,"GUTEN ABE VRENELI
",,,,folksongs,suisse10.krn,NaN,NaN
songs,,"""Die Versucherin"" ULLI, MEIN ULLI, KOMM DU ZU MIR CHILT
",,,,folksongs,suisse41.krn,NaN,NaN
songs,,"Muede kehrt ein Wandersmann zurueck nach der Heimat stiller Liebe Glueck
",,,,folksongs,suisse81.krn,NaN,NaN
songs,,"nebal nebal sir dix sust
",,,,folksongs,suisse49.krn,NaN,NaN
songs,,"""Der Wunsch"" WENN I E BUURE CHAETZLI WAER
",,,,folksongs,suisse46.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Es wollt ein Witlig heiraten
",,,,folksongs,suisse54.krn,NaN,NaN
songs,,"ES HAT E BUUR ES TOECHTERLI
",,,,folksongs,suisse05.krn,NaN,NaN
songs,,"Der Maedchenmoerder (Halewijn - Ulinger) Es ritt ein Ritter wohl ueber das Ried,
",,,,folksongs,suisse88.krn,NaN,NaN
songs,,"IM AERGAEU SIND ZWEU LIEBI
",,,,folksongs,suisse04.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Ich stund auf hohem Berge
",,,,folksongs,suisse51.krn,NaN,NaN
songs,,"IDS ELFIS ABE WOTT E FLOHNES
",,,,folksongs,suisse19.krn,NaN,NaN
songs,,"UND WENN DIE FINSTRE NACHT THUT KOMMEN
",,,,folksongs,suisse16.krn,NaN,NaN
songs,,"IM ARGAEU SIND ZWEI LIEBI
",,,,folksongs,suisse33.krn,NaN,NaN
songs,,"""Das Schlaraffenland"" IN'S ELSIS ABE WOTT E FLOH
",,,,folksongs,suisse45.krn,NaN,NaN
songs,,"Die Koenigskinder Es waren zwei Koenigskinder,
",,,,folksongs,suisse85.krn,NaN,NaN
songs,,"Die Koenigstochter im Heeresdienst Der Meyen isch kommen, un das isch ja wahr!
",,,,folksongs,suisse67.krn,NaN,NaN
songs,,"Rache im Zweikampf Pres de chez nous il-y-a un capitaine
",,,,folksongs,suisse65.krn,NaN,NaN
songs,,"Die Mordeltern Es waren einst zwei Bauernsoehn',
",,,,folksongs,suisse68.krn,NaN,NaN
songs,,"Der Tannhaeuser Wele gross Wunder schauwen will,
",,,,folksongs,suisse83.krn,NaN,NaN
songs,,"""Der Schleifer"" ES CHUMMT E FROEMDE SCHLIFER
",,,,folksongs,suisse03.krn,NaN,NaN
songs,,"""Eifersucht"" ES IST E MAIDLI IN DIESEM ZWING
",,,,folksongs,suisse38.krn,NaN,NaN
songs,,"WELLE GROSS WUNDER SCHAUEN WILL
",,,,folksongs,suisse34.krn,NaN,NaN
songs,,"Der Spielmannssohn Als ich es chlises Chnaebli war,
",,,,folksongs,suisse79.krn,NaN,NaN
songs,,"liabi liabi muatar gotis
",,,,folksongs,suisse48.krn,NaN,NaN
songs,,"ES KAM EIN HERR ZUM SCHLOESSLI
",,,,folksongs,suisse29.krn,NaN,NaN
songs,,,,,,folksongs,suisse84.krn,NaN,NaN
songs,,"Eischterliedji
",,,,folksongs,suisse77.krn,NaN,NaN
songs,,"""Mailied"" DER MAIEN ISCH KOMMEN
",,,,folksongs,suisse39.krn,NaN,NaN
songs,,"Graserin und Reiter Ach Muetter, liebi Muetter,
",,,,folksongs,suisse59.krn,NaN,NaN
songs,,"Verschlafener Jaeger Es ging ein Jaeger jagen,
",,,,folksongs,suisse56.krn,NaN,NaN
songs,,"Der schwatzhafte Junggeselle Es waren mal drei G'sellen, G'sellen,
",,,,folksongs,suisse61.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Ich stand auf hohem Berge
",,,,folksongs,czech42.krn,NaN,NaN
songs,,"Ritter und Magd Ein Koenigssohn und eine Koenigstochter
",,,,folksongs,czech23.krn,NaN,NaN
songs,,"Totenamt Grossmechtiger ewiger got,
",,,,folksongs,czech21.krn,NaN,NaN
songs,,"Der Vorwirt Es ritt ein Herr mit seinem Ross
",,,,folksongs,czech24.krn,NaN,NaN
songs,,"Die elfjaehrige Markgraefin Es wohnt ein' Witfrau in Oesterreich,
",,,,folksongs,czech18.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Einst stand ich auf hohen Felsen
",,,,folksongs,czech41.krn,NaN,NaN
songs,,"Schwester Giftmischerin W sjrem poli na Podolj,
",,,,folksongs,czech05.krn,NaN,NaN
songs,,"Die Schlangenkoechin A ked' ty nam umres,
",,,,folksongs,czech10.krn,NaN,NaN
songs,,"Ritter und Magd Ach Herre Gott, mich treibt die Not,
",,,,folksongs,czech22.krn,NaN,NaN
songs,,"Das Bauerntoechterlein Trau, faines Maedelein, trau nie zu sehr
",,,,folksongs,czech12.krn,NaN,NaN
songs,,"Die Koenigskinder Elissko mila srdeczna
",,,,folksongs,czech02.krn,NaN,NaN
songs,,"Die brave Stiefmutter Ajvim ja lucku zelenu,
",,,,folksongs,czech31.krn,NaN,NaN
songs,,"Die Rabenmutter Ich geh' in Wald um Roeselein,
",,,,folksongs,czech30.krn,NaN,NaN
songs,,"Die Unbestechliche Es reit' ein Reit'r auch wohlgemut,
",,,,folksongs,czech36.krn,NaN,NaN
songs,,"Maedchen als Stallknecht Buhin, buhin? Zum Tor hinaus,
",,,,folksongs,czech27.krn,NaN,NaN
songs,,"Die Mordeltern Es warn einmal zwei Bauerssoehn
",,,,folksongs,czech16.krn,NaN,NaN
songs,,"Die Todesbraut Da geht das Dirnderl uebern Mist
",,,,folksongs,czech14.krn,NaN,NaN
songs,,"Die Rheinbraut Ach Mutter, liebe Mutter mein,
",,,,folksongs,czech09.krn,NaN,NaN
songs,,"Der Vorwirt Es ritt ein Herr ueber den geweihten Kirchhof,
",,,,folksongs,czech25.krn,NaN,NaN
songs,,"Die Rheinbraut Es war einmal ein Wassermann,
",,,,folksongs,czech08.krn,NaN,NaN
songs,,"Der heimkehrende Braeutigam 'Zottelbock, wo gehst du hin?'
",,,,folksongs,czech29.krn,NaN,NaN
songs,,"Graf und Nonne (Die Nonne) Du hast gesagt, du nehmest mich,
",,,,folksongs,czech43.krn,NaN,NaN
songs,,"Die Brombeerpflueckerin Es soll ein Maedel fruh aufstehn
",,,,folksongs,czech37.krn,NaN,NaN
songs,,"Der Nachtjaeger Der Jaeger, er jagte ein wueldes, wueldes Schwein,
",,,,folksongs,czech32.krn,NaN,NaN
songs,,"Graserin und Reiter Wou genga in Summa doeia Maidla hin,
",,,,folksongs,czech39.krn,NaN,NaN
songs,,"Die Schlangenkoechin Ach, cerenko moja,
",,,,folksongs,czech11.krn,NaN,NaN
songs,,"Verschlafener Jaeger Ein Jaeger ging spazieren,
",,,,folksongs,czech40.krn,NaN,NaN
songs,,"Die entfuehrte Graserin Es graste eine Jungfrau huebsch und fein
",,,,folksongs,czech07.krn,NaN,NaN
songs,,"Der Maedchenmoerder (Halewijn - Ulinger) Mel se Hermanek zeniti,
",,,,folksongs,czech04.krn,NaN,NaN
songs,,"Die verkaufte Muellerin Es wollt' ein Muellner in Walde fahren,
",,,,folksongs,czech19.krn,NaN,NaN
songs,,"Die Schlangenkoechin Ohne Text
",,,,folksongs,czech06.krn,NaN,NaN
songs,,"Die Naehterin 's sass a Naehterin und sie naeht,
",,,,folksongs,czech01.krn,NaN,NaN
songs,,"Graserin und Reiter Ein Maedchen, die wohl frueh aufstand
",,,,folksongs,czech38.krn,NaN,NaN
songs,,"Die Hauptmannstochter Jesli te, ma mila, hlava boli
",,,,folksongs,czech28.krn,NaN,NaN
songs,,"Die Koenigstochter im Heeresdienst Pasol mili ouce na zel'enej luce,
",,,,folksongs,czech26.krn,NaN,NaN
songs,,"Maedchen und Hasel Es geht ein' Frau in gruenen Wald
",,,,folksongs,czech33.krn,NaN,NaN
songs,,"Der Hammerschmiedssohn 'Annele, du sollst ni borwes giehn,
",,,,folksongs,czech15.krn,NaN,NaN
songs,,"Die Unbestechliche Es reit' ein Reiter wohlgemut,
",,,,folksongs,czech34.krn,NaN,NaN
songs,,"Der grausame Bruder Es reit' ein Reiter wohlgemut,
",,,,folksongs,czech20.krn,NaN,NaN
songs,,"Die Mordeltern Es warn einmal zwei Bauerssoehn,
",,,,folksongs,czech17.krn,NaN,NaN
songs,,"Die Mordeltern Es woen amol zwie Pauersien,
",,,,folksongs,czech13.krn,NaN,NaN
songs,,"Vater und Tochter Schoenes Maedchen, was machst du hier,
",,,,folksongs,czech35.krn,NaN,NaN
songs,,"Die dienende Schwester Es wohnt ein Markgraf uebern Rhein,
",,,,folksongs,czech03.krn,NaN,NaN
songs,,"Ich seind so sehr betruebet, die Ursach weiss ich wohl
",,,,folksongs,lothr012.krn,NaN,NaN
songs,,"Der Ring Mein Freund hat mir versprochen etwas
",,,,folksongs,lothr016.krn,NaN,NaN
songs,,"Der arme Bauer O, ich armer Lothringer Bur,
",,,,folksongs,lothr015.krn,NaN,NaN
songs,,"Wilmens Esel
",,,,folksongs,lothr042.krn,NaN,NaN
songs,,"Das vierte Gebot ( Der Teufel als Freier ) Nun hoeret an, ihr Elteren
",,,,folksongs,lothr021.krn,NaN,NaN
songs,,"Gemalte Rosen Es ging ein Maedchen Wasser hol'n
",,,,folksongs,lothr025.krn,NaN,NaN
songs,,"Als Gott die Welt erschaffen hat und allerlei Getier
",,,,folksongs,lothr068.krn,NaN,NaN
songs,,"Gute Meinung Wenn ich morgens frueh aufstehe
",,,,folksongs,lothr004.krn,NaN,NaN
songs,,"Jungknab auf Botschaft Es wollt ein Jungknab auf Botschaft gehn
",,,,folksongs,lothr011.krn,NaN,NaN
songs,,"Die himmlischen Freuden Wir geniessen die himmlischen Freuden,
",,,,folksongs,lothr047.krn,NaN,NaN
songs,,"Der Vorwirt Es wollt ein Herr ausreiten,
",,,,folksongs,lothr001.krn,NaN,NaN
songs,,"Wenn Gott zwei Liebchen zusammen tut und sie beisammen schlafen laesst
",,,,folksongs,lothr008.krn,NaN,NaN
songs,,"Der verkleidete Markgrafensohn Es freit ein reicher Kaufmannssohn,
",,,,folksongs,lothr032.krn,NaN,NaN
songs,,"Arme Seele Dort drunten, dort droben vor einiger Tuer,
",,,,folksongs,lothr059.krn,NaN,NaN
songs,,"Der Lindenschmied Es ist noch nit lang, als dieses geschah,
",,,,folksongs,lothr022.krn,NaN,NaN
songs,,"Schlangenkoechin "" Wo bist Du gewesen, meine Tochter Marjae ?""
",,,,folksongs,lothr064.krn,NaN,NaN
songs,,"Das Zauberross Es wollt' ein Maedchen frueh aufstehn,
",,,,folksongs,lothr030.krn,NaN,NaN
songs,,"Als Sankt Justil blind geboren war,CNR[und ihr Vater ein Pfalzgraf war
",,,,folksongs,lothr063.krn,NaN,NaN
songs,,"Der eifersuechtige Knabe Ich ging einmal spazieren
",,,,folksongs,lothr024.krn,NaN,NaN
songs,,"Arme Seele Dort drunten, dort droben vor einiger Tuer,
",,,,folksongs,lothr058.krn,NaN,NaN
songs,,"Der himmlische Ackersmann Was wollen wir singen und fangen an?
",,,,folksongs,lothr017.krn,NaN,NaN
songs,,"Sieben Straeuss Es wollt ein Maedelein frueh aufstehn,
",,,,folksongs,lothr067.krn,NaN,NaN
songs,,"Petrus und Pilatus "" Wo gehn wir dann hin wandren ?"" sprach Petrus.
",,,,folksongs,lothr019.krn,NaN,NaN
songs,,"Abgewiesener Knabe Ist das nicht der Morgenstern,
",,,,folksongs,lothr010.krn,NaN,NaN
songs,,"Nun adje, jetzt muss ich fort
",,,,folksongs,lothr005.krn,NaN,NaN
songs,,"Ich stand mal auf hohem Berge, da geseh ich ins tiefe Tal
",,,,folksongs,lothr053.krn,NaN,NaN
songs,,"'s Geigenbuebele Als ich einmal kleins Buewele war,
",,,,folksongs,lothr027.krn,NaN,NaN
songs,,"Nun adje, Schatz, und ich muss fort, ich muss wohl in die Fremde ziehn
",,,,folksongs,lothr046.krn,NaN,NaN
songs,,"Schloss in Oestreich In Oestreich stand ein altes Schloss,
",,,,folksongs,lothr050.krn,NaN,NaN
songs,,"Der arme Bauer O, ich armer Lothringer Bur,
",,,,folksongs,lothr057.krn,NaN,NaN
songs,,"Falkenlied Ich geseh mir zwei Falken fliegen,
",,,,folksongs,lothr052.krn,NaN,NaN
songs,,"Der Nachtjaeger Es blast ein Jager in seinem Horn,
",,,,folksongs,lothr069.krn,NaN,NaN
songs,,"Die irdische Pilgerfahrt Ich weiss ein schoen's Himmelreich
",,,,folksongs,lothr051.krn,NaN,NaN
songs,,"Haescher des Herodes Jetzt kraehen die Hahne, jetzt wird's bald Tag
",,,,folksongs,lothr007.krn,NaN,NaN
songs,,"Wenn Gott zwei Liebchen zusammen tut und sie beisammen schlafen laesst
",,,,folksongs,lothr070.krn,NaN,NaN
songs,,"Hoert allesamt was ich ereklaer' Wo kommet denn der Ehstand her
",,,,folksongs,lothr020.krn,NaN,NaN
songs,,"Die wiedergefundene Schwester Es reisen ihrer Herren alle dreie,
",,,,folksongs,lothr026.krn,NaN,NaN
songs,,"Entfuehrte Graserin Es wollt Gott's Graeserin grasene gehn,
",,,,folksongs,lothr040.krn,NaN,NaN
songs,,"Die heilige Katharina Der Koenig und der Kaiser,
",,,,folksongs,lothr048.krn,NaN,NaN
songs,,"Abgewiesene Freier ( Drei Gesellen ) Es war'n mal drei junge Gesellen,
",,,,folksongs,lothr013.krn,NaN,NaN
songs,,"Der verkleidete Reiter Es war einmal ein Reiter,
",,,,folksongs,lothr036.krn,NaN,NaN
songs,,"Wiedersehn Wie schoen blueht sich es der gruene Wald,
",,,,folksongs,lothr037.krn,NaN,NaN
songs,,"Das faule Gretchen
",,,,folksongs,lothr066.krn,NaN,NaN
songs,,"Liebesklage Es kommt die Zeit zum Offenbaren,
",,,,folksongs,lothr003.krn,NaN,NaN
songs,,"Petrus und Pilatus "" Wo gehn wir dann hin wandern ?"" sprach Petrus
",,,,folksongs,lothr018.krn,NaN,NaN
songs,,"Der Nachtjaeger Es blaset ein Jager wohl in sein Horn
",,,,folksongs,lothr014.krn,NaN,NaN
songs,,"Dreikoenigslied Nun macht euch auf ihr Koenige
",,,,folksongs,lothr029.krn,NaN,NaN
songs,,"Es fliegen zwei Tauben wohl ueber den Rhein,",,,,folksongs,lothr035.krn,NaN,NaN
songs,,"Drei Soldaten Es waren mal drei Soldaten,
",,,,folksongs,lothr055.krn,NaN,NaN
songs,,"Eleisonlied Maria, die ging spazieren - Kyrieeleison.
",,,,folksongs,lothr028.krn,NaN,NaN
songs,,"Das Lied vom Zimmergesellen Es war einmal gut Zimmergesell,
",,,,folksongs,lothr071.krn,NaN,NaN
songs,,"Der lustige Nagelschmied Willkomm, willkomm, Nagelschmied,
",,,,folksongs,lothr044.krn,NaN,NaN
songs,,"Totenlied O Mensch, betracht die Welt!
",,,,folksongs,lothr038.krn,NaN,NaN
songs,,"Schneider - Verschwoerung Es haben sich sieben und siebzig Schneider verschworen,
",,,,folksongs,lothr060.krn,NaN,NaN
songs,,"St. Odilien Als Sankt Odilien geboren war,
",,,,folksongs,lothr062.krn,NaN,NaN
songs,,"Sieben Straeuss Es wollt ein Maedchen zum Tanze gehn.
",,,,folksongs,lothr033.krn,NaN,NaN
songs,,"Es fliegen zwei Tauben wohl ueber den Rhein,",,,,folksongs,lothr031.krn,NaN,NaN
songs,,"Schlangenkoechin "" Wo bist du gewesen, meine Tochter Marjaeh ?""
",,,,folksongs,lothr065.krn,NaN,NaN
songs,,"Haescher des Herodes Jetzt kraehen die Hahne, jetzt wird es bald Tag,
",,,,folksongs,lothr006.krn,NaN,NaN
songs,,"Es fliegen zwei Tauben wohl ueber den Rhein, Sie kommen den ganzen Sommer nicht heim
",,,,folksongs,lothr034.krn,NaN,NaN
songs,,"Der Essigkrug Wo ist der Mann aus diesem Haus,
",,,,folksongs,lothr043.krn,NaN,NaN
songs,,"Graf Friedrich Graf Friederich wollt ausreiten,
",,,,folksongs,lothr009.krn,NaN,NaN
songs,,"Der Wolf ( Der Abendgang ) Wer wohnt in jenem Tale ?
",,,,folksongs,lothr061.krn,NaN,NaN
songs,,"Gruene Reben auf hohen Bergen, Ei, da waechst der beste Wein
",,,,folksongs,lothr045.krn,NaN,NaN
songs,,"Gottselige Strickerin Es war einmal eine gottselige Strickerin,
",,,,folksongs,lothr039.krn,NaN,NaN
songs,,"Der eifersuechtige Knabe Es stehen drei Sterne am Himmel,
",,,,folksongs,lothr049.krn,NaN,NaN
songs,,"Die Lumpenbauern Die Lumpenbauern wollen uns nichts mehr ins Kloster 'neinbringen,
",,,,folksongs,lothr041.krn,NaN,NaN
songs,,"Die wiedergefundene Schwester Es reisen ihrer Herren alle dreie,
",,,,folksongs,lothr056.krn,NaN,NaN
songs,,"Eleisonlied Maria, die ging spazieren - Kyrieeleison.
",,,,folksongs,lothr054.krn,NaN,NaN
songs,,"Mach auf mein Schatz, mein goldne Pfort, hoer an mein Stimm, hoer an mein Wort!
",,,,folksongs,lothr002.krn,NaN,NaN
songs,,"Lazarus und der Prasser Der Lazarus leit auf dem Mist und schlief,
",,,,folksongs,lothr023.krn,NaN,NaN
songs,,"Die elfjaehrige Markgraefin Il est venu le petit oysillon
",,,,folksongs,france06.krn,NaN,NaN
songs,,"Rache im Zweikampf Dans mon pays il-y-a-t-un capitain'
",,,,folksongs,france09.krn,NaN,NaN
songs,,"Der Maedchenmoerder (Halewijn - Ulinger) La passion de Jesus Christ
",,,,folksongs,france04.krn,NaN,NaN
songs,,"Der betruegerische Freier Y a bien longtemps brunette
",,,,folksongs,france05.krn,NaN,NaN
songs,,"Der Scheintod Sur le pont d'Avignon
",,,,folksongs,france07.krn,NaN,NaN
songs,,"Allons enfants de la patrie
",,,,folksongs,france01.krn,NaN,NaN
songs,,"Rache im Zweikampf Derrier' chez nous il-y-a-t-un capitaine
",,,,folksongs,france10.krn,NaN,NaN
songs,,"Der Scheintod Sur le pont d'Avignon
",,,,folksongs,france08.krn,NaN,NaN
songs,,"Der heimkehrende Soldat Brave soldat venant de guerre, coucou,
",,,,folksongs,france11.krn,NaN,NaN
songs,,"Koenig und Marquise Hourah les fill' a quat' deniers,
",,,,folksongs,france02.krn,NaN,NaN
songs,,"Die Unbestechliche Je ne m'en puis conforter
",,,,folksongs,france14.krn,NaN,NaN
songs,,"Der schwatzhafte Junggeselle Sont trois jolis garcons; s'en vont a la prom'nade.
",,,,folksongs,france13.krn,NaN,NaN
