Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,Beta,J,J_interp10
songs,,"STORCH STORCH HEINI
",,,,folksongs,deut2090.krn,NaN,NaN,NaN
songs,,"ICH HAB DURCHWANDERT STAEDT UND LAND
",,,,folksongs,deut1888.krn,NaN,NaN,NaN
songs,,"ES STEHT EIN BAUM IM ODENWALD
",,,,folksongs,deut1300.krn,NaN,NaN,NaN
songs,,"MAEDCHEN WILLST DU FREIEN
",,,,folksongs,deut1448.krn,NaN,NaN,NaN
songs,,"JUNGFRAEULEIN SOLL ICH MIT EUCH GAHN
",,,,folksongs,deut1023.krn,NaN,NaN,NaN
songs,,"ES GIEBT NICHTS SCHOENRES
",,,,folksongs,deut1752.krn,NaN,NaN,NaN
songs,,"DES ABENDS WENN ICH SCHLAFEN GEH
",,,,folksongs,deut1101.krn,NaN,NaN,NaN
songs,,"ICH UND MEIN ALLERLIEBSTER HANS
",,,,folksongs,deut1201.krn,NaN,NaN,NaN
songs,,"ES STEHT EIN WIRTSHAUS AN DER LAHN
",,,,folksongs,deut1453.krn,NaN,NaN,NaN
songs,,"ACH GOTT WIE WEH THUT SCHEIDEN
",,,,folksongs,deut1358.krn,NaN,NaN,NaN
songs,,"ICH ARMER HAS IM WEITEN FELD
",,,,folksongs,deut0849.krn,NaN,NaN,NaN
songs,,"I WOASS A KLOANS HAEUSERL
",,,,folksongs,deut1488.krn,NaN,NaN,NaN
songs,,"AUF BRUEDER AUF ZUM STREIT
",,,,folksongs,deut0985.krn,NaN,NaN,NaN
songs,,"ACH SCHOENSTES KAROLINCHEN
",,,,folksongs,deut1039.krn,NaN,NaN,NaN
songs,,"ALLEWEIL KA MER NET LUSTIG SEI
",,,,folksongs,deut1174.krn,NaN,NaN,NaN
songs,,"MICH HAT DAS GLUECK GEFUEHRT
",,,,folksongs,deut1535.krn,NaN,NaN,NaN
songs,,"JETZUND BRICHT DIE NACHT HEREIN
",,,,folksongs,deut1425.krn,NaN,NaN,NaN
songs,,"FRUEHMORGENS ALS DER TAG ANBRACH
",,,,folksongs,deut0986.krn,NaN,NaN,NaN
songs,,"ES WAR EIN MAEDCHEN VON FARBE SO BLEICH
",,,,folksongs,deut0895.krn,NaN,NaN,NaN
songs,,"WAS IST DENN WOHL EINS SEEMANNS LEBEN
",,,,folksongs,deut1884.krn,NaN,NaN,NaN
songs,,"IM BOEHMERLAND BEI PRAG
",,,,folksongs,deut0953.krn,NaN,NaN,NaN
songs,,"WAT SCHWEMMT OP USEN DUIKE
",,,,folksongs,deut1907.krn,NaN,NaN,NaN
songs,,"ROSESTOCK HOLDERBLUET
",,,,folksongs,deut1574.krn,NaN,NaN,NaN
songs,,"DER HIMMEL STEHT OFFEN
",,,,folksongs,deut2185.krn,NaN,NaN,NaN
songs,,"VOR MEINES HERZLIEBCHENS FENSTER
",,,,folksongs,deut1009.krn,NaN,NaN,NaN
songs,,"GUTN ABEND JUNGFR RESL
",,,,folksongs,deut1859.krn,NaN,NaN,NaN
songs,,"CA CA GESCHMAUSET
",,,,folksongs,deut1983.krn,NaN,NaN,NaN
songs,,"BOM BAM BEIER
",,,,folksongs,deut2072.krn,NaN,NaN,NaN
songs,,"STAND ICH AUF HOHEM BERGE
",,,,folksongs,deut0725.krn,NaN,NaN,NaN
songs,,"ROSENROTH IST MEINE NOTH
",,,,folksongs,deut1533.krn,NaN,NaN,NaN
songs,,"ES HAETT EIN BIEDERMANN EIN WEIB
",,,,folksongs,deut0826.krn,NaN,NaN,NaN
songs,,"GAUDEAMUS IGITUR
",,,,folksongs,deut1979.krn,NaN,NaN,NaN
songs,,"GUTE NACHT JETZT MUSS ICH SCHEIDEN
",,,,folksongs,deut1929.krn,NaN,NaN,NaN
songs,,"EH DASS WIR SCHEIDEN MUESSEN
",,,,folksongs,deut1811.krn,NaN,NaN,NaN
songs,,"ALS SCHONDILG NOCH EIN KLEIN KIND WAR
",,,,folksongs,deut0613.krn,NaN,NaN,NaN
songs,,"SIE GLEICHT WOL EINEM ROSENSTOCK
",,,,folksongs,deut1022.krn,NaN,NaN,NaN
songs,,"ZU MAIEN DIE VOEGELCHEN SINGEN
",,,,folksongs,deut1527.krn,NaN,NaN,NaN
songs,,"AUF ERDEN ZU ALLER STUND
",,,,folksongs,deut0782.krn,NaN,NaN,NaN
songs,,"ICH GING WOL IN DIE SCHENKE
",,,,folksongs,deut0911.krn,NaN,NaN,NaN
songs,,"DIE TRAUBEN DIE WIR SCHNEIDEN
",,,,folksongs,deut1904.krn,NaN,NaN,NaN
songs,,"EINSTMALS SASS ICH VOR MEINER HUETTE
",,,,folksongs,deut0981.krn,NaN,NaN,NaN
songs,,"LIEB ANNA SASS AUF EINEM STEIN
",,,,folksongs,deut0629.krn,NaN,NaN,NaN
songs,,"MEIN SCHATZ DER IST AUF DIE WANDERSCHAFT
",,,,folksongs,deut1143.krn,NaN,NaN,NaN
songs,,"Ic sie die morgensterre
",,,,folksongs,deut2243.krn,NaN,NaN,NaN
songs,,"CHOEN ULERICH UND HANSELEIN
",,,,folksongs,deut0618.krn,NaN,NaN,NaN
songs,,"MUENSTER ICH MUSS DICH VERLASSEN
",,,,folksongs,deut1939.krn,NaN,NaN,NaN
songs,,"EINST SASS ICH IN DER LAUBE
",,,,folksongs,deut1312.krn,NaN,NaN,NaN
songs,,"WILHELM BIN ICH
",,,,folksongs,deut0607.krn,NaN,NaN,NaN
songs,,"DIE GASSEN SEIN SO ENGE
",,,,folksongs,deut0755.krn,NaN,NaN,NaN
songs,,"DORT OBN AUF JENEM BERGE
",,,,folksongs,deut1132.krn,NaN,NaN,NaN
songs,,"IHR LUSTIGEN SOLDATEN
",,,,folksongs,deut1734.krn,NaN,NaN,NaN
songs,,"PETERSILJE DU SCHOENES KRAUT
",,,,folksongs,deut1171.krn,NaN,NaN,NaN
songs,,"ET GIENG EN PATF[ERK2E
",,,,folksongs,deut1540.krn,NaN,NaN,NaN
songs,,"ICH WEISS EIN SCHOENES ENGELSPIEL
",,,,folksongs,deut2242.krn,NaN,NaN,NaN
songs,,"ES GIENG EIN KNAB SPAZIEREN
",,,,folksongs,deut0809.krn,NaN,NaN,NaN
songs,,"SCHOENSTER SCHATZ THU MIR ERLAUBEN
",,,,folksongs,deut1827.krn,NaN,NaN,NaN
songs,,"ES WOLLTE EIN MAEDCHEN IN DER FRUEH AUFSTEHN
",,,,folksongs,deut0739.krn,NaN,NaN,NaN
songs,,"IETZ GANG I ANS BRUENNELE
",,,,folksongs,deut0906.krn,NaN,NaN,NaN
songs,,"IST WIEDER EINS AUS
",,,,folksongs,deut1452.krn,NaN,NaN,NaN
songs,,"ER IST DER MORGENSTERNE
",,,,folksongs,deut0609.krn,NaN,NaN,NaN
songs,,"SCHATZ MEIN SCHATZ REIS NICHT SO WEIT
",,,,folksongs,deut1372.krn,NaN,NaN,NaN
songs,,"DIE REISE NACH JUETLAND
",,,,folksongs,deut1829.krn,NaN,NaN,NaN
songs,,"DIE FRANZOSEN ZOGEN EIN
",,,,folksongs,deut0994.krn,NaN,NaN,NaN
songs,,"ICH BIN SO LANG NICHT BEI DIR GEWESN
",,,,folksongs,deut1602.krn,NaN,NaN,NaN
songs,,"SCHOENE AUGEN SCHOENE STRAHLEN
",,,,folksongs,deut1303.krn,NaN,NaN,NaN
songs,,"HOERT IHR HERRN UND LASST EUCH  SAGEN
",,,,folksongs,deut1924.krn,NaN,NaN,NaN
songs,,"ES WAREN ZWEI GESPIELEN
",,,,folksongs,deut0693.krn,NaN,NaN,NaN
songs,,"HEILIGER HERR SANCT LORENZ
",,,,folksongs,deut2213.krn,NaN,NaN,NaN
songs,,"ES WAR EIN JAEGER WOHLGEMUTH
",,,,folksongs,deut1848.krn,NaN,NaN,NaN
songs,,"ICH MUSS MICH UMSCHAUEN
",,,,folksongs,deut1278.krn,NaN,NaN,NaN
songs,,"IHR LIEBEN CHRISTEN
",,,,folksongs,deut1926.krn,NaN,NaN,NaN
songs,,"IHR BRUEDER JETZT GEHTS IN DIE WEITE WELT
",,,,folksongs,deut1738.krn,NaN,NaN,NaN
songs,,"EI DU FEINER REITER
",,,,folksongs,deut1709.krn,NaN,NaN,NaN
songs,,"WIR KOMMEN DAHER
",,,,folksongs,deut1678.krn,NaN,NaN,NaN
songs,,"GEN ALMA GEH I AUFI
",,,,folksongs,deut1867.krn,NaN,NaN,NaN
songs,,"AUF EINEM FUSSE ZWEIMAL DREH
",,,,folksongs,deut1596.krn,NaN,NaN,NaN
songs,,"IM SOMMER DA IST DIE SCHOENSTE ZEIT
",,,,folksongs,deut2109.krn,NaN,NaN,NaN
songs,,"SCHAETZCHEN REICH MIR DEINE HAND
",,,,folksongs,deut1380.krn,NaN,NaN,NaN
songs,,"ES WOLLT EIN MAEDCHEN DIE LAEMMELEIN HUETEN
",,,,folksongs,deut0802.krn,NaN,NaN,NaN
songs,,"ALS ICH AN EINEM SOMMERTAG
",,,,folksongs,deut1080.krn,NaN,NaN,NaN
songs,,"LUSTIG LUSTIG DEUTSCHE BRUEDER
",,,,folksongs,deut1951.krn,NaN,NaN,NaN
songs,,"ICK UND MEIN JUNGES WEIB
",,,,folksongs,deut1542.krn,NaN,NaN,NaN
songs,,"KOMM WIR WOLLEN WANDERN
",,,,folksongs,deut2118.krn,NaN,NaN,NaN
songs,,"ICH GIENG EINMAL SPAZIEREN
",,,,folksongs,deut1429.krn,NaN,NaN,NaN
songs,,"GUTER HIMMEL ICH MUSS SCHEIDEN
",,,,folksongs,deut1409.krn,NaN,NaN,NaN
songs,,"GUTER FREUND ICH FRAGE DICH
",,,,folksongs,deut2228.krn,NaN,NaN,NaN
songs,,"ALS DIE PREUSSEN MARSCHIERTEN
",,,,folksongs,deut0952.krn,NaN,NaN,NaN
songs,,"WER KANNS VERDENKEN MICH
",,,,folksongs,deut2007.krn,NaN,NaN,NaN
songs,,"WAS SOLL DAS BEDEUTEN
",,,,folksongs,deut2138.krn,NaN,NaN,NaN
songs,,"ES WOLLT EIN MAEDCHEN FRUEH AUFSTEHN
",,,,folksongs,deut0795.krn,NaN,NaN,NaN
songs,,"ES LIESS SICH EIN BAUR EIN PALTROCK SCHNEIDN
",,,,folksongs,deut1993.krn,NaN,NaN,NaN
songs,,"DA STEH I HIER OBEN
",,,,folksongs,deut1164.krn,NaN,NaN,NaN
songs,,"DOA SAU EN JONGE MOAD FREUG OPSTOAN
",,,,folksongs,deut0798.krn,NaN,NaN,NaN
songs,,"ET WASSEN TWE KUENIGESKINNER
",,,,folksongs,deut0714.krn,NaN,NaN,NaN
songs,,"ACH MUTTER GIEB MIR KEINEN MANN
",,,,folksongs,deut0761.krn,NaN,NaN,NaN
songs,,"DREI WUERFEL UND EIN KARTENSPIEL
",,,,folksongs,deut2040.krn,NaN,NaN,NaN
songs,,"ACH MANN DU SOLLST NACH HAUSE KOMMN
",,,,folksongs,deut1496.krn,NaN,NaN,NaN
songs,,"FRISCH AUF IHR GESELLEN
",,,,folksongs,deut1945.krn,NaN,NaN,NaN
songs,,"MEIN SCHAETZCHEN WILL WANDERN
",,,,folksongs,deut1183.krn,NaN,NaN,NaN
songs,,"WOHLAN DIE ZEIT IST KOMMEN
",,,,folksongs,deut1820.krn,NaN,NaN,NaN
songs,,"AM MONTAG DA FAENGT DIE WOCHEN AN
",,,,folksongs,deut2231.krn,NaN,NaN,NaN
songs,,"ES HATT EIN GASTWIRTH EINEN SOHN
",,,,folksongs,deut0650.krn,NaN,NaN,NaN
songs,,"O WEH DER ZEIT DIE ICH VERZEHRT
",,,,folksongs,deut1049.krn,NaN,NaN,NaN
songs,,"O ENGEL ALLERSCHOENSTES KIND
",,,,folksongs,deut1151.krn,NaN,NaN,NaN
songs,,"MARTIN WAR EIN FROMMER MANN
",,,,folksongs,deut1700.krn,NaN,NaN,NaN
songs,,"GUTE NACHT MEIN FEINES LIEB
",,,,folksongs,deut1188.krn,NaN,NaN,NaN
songs,,"KLOPFER KLOPFER RINGELCHEN
",,,,folksongs,deut2123.krn,NaN,NaN,NaN
songs,,"GELT DU WILLST MEIN SOHN HABEN
",,,,folksongs,deut1484.krn,NaN,NaN,NaN
songs,,"CHRISTUS DER IST MEIN LEBEN
",,,,folksongs,deut2240.krn,NaN,NaN,NaN
songs,,"ES WAREN MAL DREI FRANZOSEN
",,,,folksongs,deut1715.krn,NaN,NaN,NaN
songs,,"TANZ TANZ BUTZEMANN
",,,,folksongs,deut0589.krn,NaN,NaN,NaN
songs,,"ES LAGEN ZWEI VERBORGEN
",,,,folksongs,deut0905.krn,NaN,NaN,NaN
songs,,"ICH SING EIN LIED UND WEISS NIT WIE
",,,,folksongs,deut0939.krn,NaN,NaN,NaN
songs,,"SIEH AN MEINES LIEBES KIND
",,,,folksongs,deut1438.krn,NaN,NaN,NaN
songs,,"ESKANN JA NICHT IMMER SO BLEIBEN
",,,,folksongs,deut0979.krn,NaN,NaN,NaN
songs,,"O TANNENBAUM O TANNENBAUM
",,,,folksongs,deut0862.krn,NaN,NaN,NaN
songs,,"ISCH DAT NIT AEN ELAENDS LAEWE
",,,,folksongs,deut1899.krn,NaN,NaN,NaN
songs,,"ES SASSEN DREI GESELLEN
",,,,folksongs,deut1710.krn,NaN,NaN,NaN
songs,,"DU MEIN EINZIG LICHT
",,,,folksongs,deut1975.krn,NaN,NaN,NaN
songs,,"VATER NOAH WEINERFINDER
",,,,folksongs,deut1985.krn,NaN,NaN,NaN
songs,,"ADE JETZT MUSS ICH SCHEIDEN
",,,,folksongs,deut1374.krn,NaN,NaN,NaN
songs,,"SIND WIR GESCHIEDEN
",,,,folksongs,deut1070.krn,NaN,NaN,NaN
songs,,"HERZIG LIEB SCHAETZELE
",,,,folksongs,deut1124.krn,NaN,NaN,NaN
songs,,"WER SICH DES MAIEN FREUET
",,,,folksongs,deut2173.krn,NaN,NaN,NaN
songs,,"MARIA WOLLT IN DEN GARTEN GEHN
",,,,folksongs,deut1674.krn,NaN,NaN,NaN
songs,,"O BERLIN ICH MUSS DICH LASSEN
",,,,folksongs,deut1935.krn,NaN,NaN,NaN
songs,,"SENTER KLOS ES EN BRAVE MANN
",,,,folksongs,deut1701.krn,NaN,NaN,NaN
songs,,"ES REISTE WOL EIN FASSBINDER
",,,,folksongs,deut0807.krn,NaN,NaN,NaN
songs,,"WAS SIND DIE GASSEN SO ENGE
",,,,folksongs,deut0756.krn,NaN,NaN,NaN
songs,,"ICH HABE DEN FRUEHLING GESEHEN
",,,,folksongs,deut1350.krn,NaN,NaN,NaN
songs,,"ES GEHT EIN FINSTER WOLKEN HEREIN
",,,,folksongs,deut1377.krn,NaN,NaN,NaN
songs,,"WAS WOLLEN DIE HAUSAREN ESSEN
",,,,folksongs,deut1724.krn,NaN,NaN,NaN
songs,,"UNTER MEINES VATERS SEINEM FENSTER
",,,,folksongs,deut1095.krn,NaN,NaN,NaN
songs,,"WAS HAB ICH DENN MEINEM FEINSLIEBCHEN GETHAN
",,,,folksongs,deut1180.krn,NaN,NaN,NaN
songs,,"DES ABENDS WENN ICH SCHLAFEN GEH
",,,,folksongs,deut1100.krn,NaN,NaN,NaN
songs,,"MORGEN WILL MEIN SCHATZ ABREISEN
",,,,folksongs,deut1397.krn,NaN,NaN,NaN
songs,,"DIE FISCH IM WASSER WOHNEN
",,,,folksongs,deut1059.krn,NaN,NaN,NaN
songs,,"FRITZ STEFF DER STEHT HUEBSCH
",,,,folksongs,deut1906.krn,NaN,NaN,NaN
songs,,"ES RITT EIN HERR ZUM KUEHLEN WEIN
",,,,folksongs,deut0879.krn,NaN,NaN,NaN
songs,,"ES WAR EINE STOLZE JUEDIN
",,,,folksongs,deut0746.krn,NaN,NaN,NaN
songs,,"IN DEN GARTEN WOLLN WIR GEHN
",,,,folksongs,deut1103.krn,NaN,NaN,NaN
songs,,"ES WOLLT EIN JAEGER JAGEN
",,,,folksongs,deut1840.krn,NaN,NaN,NaN
songs,,"UNSRE MUTTER HAT DIE GAENSE
",,,,folksongs,deut2000.krn,NaN,NaN,NaN
songs,,"ICH HAETT EMAL EN FREIER
",,,,folksongs,deut1114.krn,NaN,NaN,NaN
songs,,"SCHEINT DER MOND SO SCHOEN
",,,,folksongs,deut1096.krn,NaN,NaN,NaN
songs,,"SCHAETZCHEN SAG WAS FEHLT DENN DIR
",,,,folksongs,deut1817.krn,NaN,NaN,NaN
songs,,"ES HUETT SICH EIN MAEDEL DIE LAEMMELEIN
",,,,folksongs,deut0801.krn,NaN,NaN,NaN
songs,,"ES GIENG EIN KNAB SPAZIEREN
",,,,folksongs,deut0810.krn,NaN,NaN,NaN
songs,,"EIN BETTELMANN KAM AUS HUNGERLAND HER
",,,,folksongs,deut0817.krn,NaN,NaN,NaN
songs,,"KOMM ICH EINST AUS FREMDEN LANDEN
",,,,folksongs,deut1404.krn,NaN,NaN,NaN
songs,,"DA DROBEN AUF JENEM BERGE
",,,,folksongs,deut1016.krn,NaN,NaN,NaN
songs,,"GUTER FREUND ICH FRAGE DICH
",,,,folksongs,deut2230.krn,NaN,NaN,NaN
songs,,"ES SOLL SICH JA KEINER
",,,,folksongs,deut1285.krn,NaN,NaN,NaN
songs,,"MEIN SCHATZ DER GIENG ZUM BERG HINAUF
",,,,folksongs,deut1249.krn,NaN,NaN,NaN
songs,,"HEIJO WOERN WIE DO
",,,,folksongs,deut2065.krn,NaN,NaN,NaN
songs,,"FRAENDE NUZT SEN MIR ZESOEMEN
",,,,folksongs,deut1661.krn,NaN,NaN,NaN
songs,,"ES LEBEN DIE SOLDATEN
",,,,folksongs,deut1755.krn,NaN,NaN,NaN
songs,,"AUF TRAUERN FOLGT GROSS FREUD
",,,,folksongs,deut1145.krn,NaN,NaN,NaN
songs,,"JETZT KOMMT DIE FROHE STUNDE
",,,,folksongs,deut1227.krn,NaN,NaN,NaN
songs,,"ES WOLLT EIN VOGEL HOCHZEIT MACHEN
",,,,folksongs,deut0840.krn,NaN,NaN,NaN
songs,,"ET SAS E KLI WAELTFIJELTCHEN
",,,,folksongs,deut0855.krn,NaN,NaN,NaN
songs,,"HOPSA HOPSA RUEBER UND NUEBER
",,,,folksongs,deut2036.krn,NaN,NaN,NaN
songs,,"ES SAG EIN JEDER WAS ER WILL
",,,,folksongs,deut1804.krn,NaN,NaN,NaN
songs,,"ACH GOTT WIE WEH THUT SCHEIDEN
",,,,folksongs,deut1359.krn,NaN,NaN,NaN
songs,,"AUF DER EISENBAHN BIN ICH GEFAHREN
",,,,folksongs,deut1832.krn,NaN,NaN,NaN
songs,,"ICH HAB MEINEN WEIZEN AM BERGE GESAET
",,,,folksongs,deut1541.krn,NaN,NaN,NaN
songs,,"EIN BLUM STEHT AUF DER HEIDE
",,,,folksongs,deut2168.krn,NaN,NaN,NaN
songs,,"WEM WOELL WIR DIESEN REBNER BRINGEN
",,,,folksongs,deut1645.krn,NaN,NaN,NaN
songs,,"ACH SCHIFFMANN DU FEIN GUTER MANN
",,,,folksongs,deut0705.krn,NaN,NaN,NaN
songs,,"ZIEH SCHIMMEL ZIEH
",,,,folksongs,deut1919.krn,NaN,NaN,NaN
songs,,"SCHWARZBRAUNES MAEGDELEIN
",,,,folksongs,deut1220.krn,NaN,NaN,NaN
songs,,"Josephus der roemische Kaiser
",,,,folksongs,deut0961.krn,NaN,NaN,NaN
songs,,"DRUEBEN IM ODENWALD
",,,,folksongs,deut1854.krn,NaN,NaN,NaN
songs,,"Der grosse Kaiser Napoleon
",,,,folksongs,deut0987.krn,NaN,NaN,NaN
songs,,"RIRARO DER SUMMERTAG IST DO
",,,,folksongs,deut1686.krn,NaN,NaN,NaN
songs,,"FRUH FRUH DES MORGENS FRUH
",,,,folksongs,deut1853.krn,NaN,NaN,NaN
songs,,"ET LEIT SEK EN BUUR
",,,,folksongs,deut1994.krn,NaN,NaN,NaN
songs,,"DIE SONNE SCHEINT NICHT MEHR SO SCHOEN
",,,,folksongs,deut1585.krn,NaN,NaN,NaN
songs,,"ELBERFELD DU SCHOENES STAEDTCHEN
",,,,folksongs,deut1940.krn,NaN,NaN,NaN
songs,,"DER GUTZGAUCH AUF DEM ZAUNE SASS
",,,,folksongs,deut1476.krn,NaN,NaN,NaN
songs,,"NINA BUBBAEIAE SCHLOF
",,,,folksongs,deut2066.krn,NaN,NaN,NaN
songs,," ES GIENG EIN MATROSE WOL UEBER DEN GRUND
",,,,folksongs,deut0691.krn,NaN,NaN,NaN
songs,,"ES WAR EINMAL EIN MAEDCHEN
",,,,folksongs,deut0926.krn,NaN,NaN,NaN
songs,,"BEI SEDAN AUF DEN HOEHEN
",,,,folksongs,deut1791.krn,NaN,NaN,NaN
songs,,"IST DENN DIESES WIRKLICH WAHR
",,,,folksongs,deut0970.krn,NaN,NaN,NaN
songs,,"LOOT ONS NOCH ENS DRENKEN
",,,,folksongs,deut1554.krn,NaN,NaN,NaN
songs,,"SPRINH AUF FEINS HIRSCHELEIN
",,,,folksongs,deut1846.krn,NaN,NaN,NaN
songs,,"ES WEIDET EIN SCHAEFER IM LANGEN HOLZ
",,,,folksongs,deut0633.krn,NaN,NaN,NaN
songs,,"WAT HAEWWK DENN MIENEM SCHAETZCHEN
",,,,folksongs,deut1241.krn,NaN,NaN,NaN
songs,,"COELN IST EINE SCHOENE STADT
",,,,folksongs,deut0679.krn,NaN,NaN,NaN
songs,,"MEIN FEINSLIEB IST VON FLANDERN
",,,,folksongs,deut1052.krn,NaN,NaN,NaN
songs,,"ALS DER LIEBE GOTT
",,,,folksongs,deut2033.krn,NaN,NaN,NaN
songs,,"ES GIENG EIN KNAB SPAZIEREN
",,,,folksongs,deut0899.krn,NaN,NaN,NaN
songs,,"MEIN GMUETH IST MIR VERWIRRET
",,,,folksongs,deut1054.krn,NaN,NaN,NaN
songs,,"SO WILLST DU WIEDER EINSAM MICH VERLASSEN
",,,,folksongs,deut1786.krn,NaN,NaN,NaN
songs,,"WEIB DU SOLLST GSCHWIND HAMET GEHN
",,,,folksongs,deut1497.krn,NaN,NaN,NaN
songs,,"ES HATT EIN GASTWIRTH EINEN SOHN
",,,,folksongs,deut0649.krn,NaN,NaN,NaN
songs,,"WIE KOMMTS DASS DU SO TRAURIG BIST
",,,,folksongs,deut1109.krn,NaN,NaN,NaN
songs,,"HINTER UNSERN PIITE
",,,,folksongs,deut1447.krn,NaN,NaN,NaN
songs,,"ES SPIELT EIN RITTER MIT EINER MAGD
",,,,folksongs,deut0766.krn,NaN,NaN,NaN
songs,,"WENN ICH NACH WAPPUSHOF GEH
",,,,folksongs,deut1192.krn,NaN,NaN,NaN
songs,,"ALLEMAL KANN MAN NIT LUSTIG SEIN
",,,,folksongs,deut1794.krn,NaN,NaN,NaN
songs,,"ES SANGEN DREI ENGEL
",,,,folksongs,deut2178.krn,NaN,NaN,NaN
songs,,"DENK ICH ALLEWEIL
",,,,folksongs,deut1082.krn,NaN,NaN,NaN
songs,,"GUTER FREUND ICH FRAGE DICH
",,,,folksongs,deut2229.krn,NaN,NaN,NaN
songs,,"MIR GEFAELLT DAS EHSTANDSLEBEN BESSER
",,,,folksongs,deut1465.krn,NaN,NaN,NaN
songs,,"VIVAT ES LEBE DAS PREUSSISCHE HEER
",,,,folksongs,deut1772.krn,NaN,NaN,NaN
songs,,"DREI GAENS IM HABERSTROH
",,,,folksongs,deut2044.krn,NaN,NaN,NaN
songs,,"ES SUNGEN DREI ENGEL
",,,,folksongs,deut2177.krn,NaN,NaN,NaN
songs,,"EWIGER GOTT ACH VATER MEIN
",,,,folksongs,deut1514.krn,NaN,NaN,NaN
songs,,"NAECHTEN ALS ICH SCHLAFEN GING
",,,,folksongs,deut0854.krn,NaN,NaN,NaN
songs,,"ICH GING BEI EITLER NACHT
",,,,folksongs,deut0833.krn,NaN,NaN,NaN
songs,,"DER ZAUN DER WIRD GEFLOCHTEN
",,,,folksongs,deut2101.krn,NaN,NaN,NaN
songs,,"ES TRIEB EIN SCHAEFER OBEN REIN
",,,,folksongs,deut0927.krn,NaN,NaN,NaN
songs,,"SOLLT ICH EINEM BAUERN DIENEN
",,,,folksongs,deut1776.krn,NaN,NaN,NaN
songs,,"WIR WOLLEN VERGNUEGT UND EINSAM LEBEN
",,,,folksongs,deut1195.krn,NaN,NaN,NaN
songs,,"VON DIR MUSS ICH SCHEIDEN
",,,,folksongs,deut1401.krn,NaN,NaN,NaN
songs,,"HERR JESU LASS DEIN BITTERN TOD UND PEIN
",,,,folksongs,deut1925.krn,NaN,NaN,NaN
songs,,"HOERT IHR HERRN UND LASST EUCH SAGEN
",,,,folksongs,deut1923.krn,NaN,NaN,NaN
songs,,"IM HEMMEL IM HEMMEL YS FROEUDE
",,,,folksongs,deut2182.krn,NaN,NaN,NaN
songs,,"AUF EINEM SCHOENEN GRUENEN RASEN
",,,,folksongs,deut0964.krn,NaN,NaN,NaN
songs,,"MARIA DIE WOLLT WANDERN GEHN
",,,,folksongs,deut2198.krn,NaN,NaN,NaN
songs,,"VERDENK MIRS NICHT DASS ICH DICH MEIDE
",,,,folksongs,deut1323.krn,NaN,NaN,NaN
songs,,"GRUENE PETERSILIE
",,,,folksongs,deut1172.krn,NaN,NaN,NaN
songs,,"WENN DU WUESSTEST MEINE SCHMERZEN
",,,,folksongs,deut1181.krn,NaN,NaN,NaN
songs,,"ALLEIN GOTT IN DER HOEH SEI EHR
",,,,folksongs,deut2156.krn,NaN,NaN,NaN
songs,,"ES RITTEN ZWEI HERZLIEBCHEN
",,,,folksongs,deut0896.krn,NaN,NaN,NaN
songs,,"ES IST EIN SCHNEE GEFALLEN
",,,,folksongs,deut1020.krn,NaN,NaN,NaN
songs,,"WENN ALLE BAECHLEIN FLIESSEN
",,,,folksongs,deut1025.krn,NaN,NaN,NaN
songs,,"HANS HAT HOSEN AN UND DIE SIND BUNT
",,,,folksongs,deut1657.krn,NaN,NaN,NaN
songs,,"LEBT WOHL WIR MUESSEN ABSCHIED NEHMEN
",,,,folksongs,deut1782.krn,NaN,NaN,NaN
songs,,"ICH KUMM AUS FREMDEN LANDEN
",,,,folksongs,deut1612.krn,NaN,NaN,NaN
songs,,"WAR EINST EIN JUNG ZIMMERGESELL
",,,,folksongs,deut0804.krn,NaN,NaN,NaN
songs,,"CHRISTINCHEN GIENG INN GARTEN
",,,,folksongs,deut0581.krn,NaN,NaN,NaN
songs,,"ES WOLLT EIN JAEGER JAGEN
",,,,folksongs,deut1834.krn,NaN,NaN,NaN
songs,,"S SCHWIMME ZWEI FISCHLE IM BODESEE
",,,,folksongs,deut1594.krn,NaN,NaN,NaN
songs,,"BRAUT WO IST DEIN KRAENZCHEN HIN
",,,,folksongs,deut1471.krn,NaN,NaN,NaN
songs,,"ERSTANDEN IST DER HEILIG CHRIST
",,,,folksongs,deut2149.krn,NaN,NaN,NaN
songs,,"ANNA SASS AUF EINEM STEIN
",,,,folksongs,deut0628.krn,NaN,NaN,NaN
songs,,"SCHOEN ULERICH UND HANSELEIN
",,,,folksongs,deut0619.krn,NaN,NaN,NaN
songs,,"ES GIENG EIN MAEDCHEN GRASEN
",,,,folksongs,deut0696.krn,NaN,NaN,NaN
songs,,"ALS CHRIST DER HERR IN GARTEN GING
",,,,folksongs,deut2145.krn,NaN,NaN,NaN
songs,,"VERNEHMET IHR FREUNDE WAS WIR EUCH F[ERK2LAERN
",,,,folksongs,deut1463.krn,NaN,NaN,NaN
songs,,"ICH WEISS NICHT BIN ICH REICH ODER ARM
",,,,folksongs,deut1777.krn,NaN,NaN,NaN
songs,,"HABT IHR LUST IHR LIEBEN BRUEDER
",,,,folksongs,deut1946.krn,NaN,NaN,NaN
songs,,"ES RITT EIN RAEUBER WOHL UEBER DEN RHEIN
",,,,folksongs,deut0614.krn,NaN,NaN,NaN
