Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,Beta,J,J_interp10
songs,,"IHR TAEUBCHEN KOMMT ALLE ZU MIR
",,,,folksongs,kindr183.krn,NaN,NaN,NaN
songs,,"EINS ZWEI DREI VIER FUENF SECHS SIEBEN
",,,,folksongs,kindr212.krn,NaN,NaN,NaN
songs,,"WILL ICH IN MEIN GAERTCHEN GEHN
",,,,folksongs,kindr072.krn,NaN,NaN,NaN
songs,,"SCHLAF KINDLEIN SCHLAF
",,,,folksongs,kindr002.krn,NaN,NaN,NaN
songs,,"WAS TRAEGT DIE GANS AUF IHREM SCHNABEL
",,,,folksongs,kindr071.krn,NaN,NaN,NaN
songs,,"SCHLAF DU KLEINE SEELE
",,,,folksongs,kindr010.krn,NaN,NaN,NaN
songs,,"ES KOMMEN DREI MAENNER VON NINIVE
",,,,folksongs,kindr159.krn,NaN,NaN,NaN
songs,,"DER SANDMANN KOMMT
",,,,folksongs,kindr172.krn,NaN,NaN,NaN
songs,,"ZIEHE DURCH DURCH DIE GOLDNE BRUECKE
",,,,folksongs,kindr163.krn,NaN,NaN,NaN
songs,,"KRONE KRANE SCHWICKLE SCHWANE
",,,,folksongs,kindr167.krn,NaN,NaN,NaN
songs,,"ALLE MEINE ENTCHEN
",,,,folksongs,kindr149.krn,NaN,NaN,NaN
songs,,"SCHLAF KINDCHEN ALSO WOHL
",,,,folksongs,kindr033.krn,NaN,NaN,NaN
songs,,"LURE LURE LAEMPKEN
",,,,folksongs,kindr060.krn,NaN,NaN,NaN
songs,,"NIX IN DER GRUBE
",,,,folksongs,kindr184.krn,NaN,NaN,NaN
songs,,"HELL AUF DER WIESE FAENGT ES AN ZU SCHIESSEN
",,,,folksongs,kindr110.krn,NaN,NaN,NaN
songs,,"RINGEL RINGEL ROSENKRANZ
",,,,folksongs,kindr093.krn,NaN,NaN,NaN
songs,,"SCHLAF KINDCHEN SCHLAF DEIN VATER IST EIN SCHAF
",,,,folksongs,kindr025.krn,NaN,NaN,NaN
songs,,"IM SOMMER IM SOMMER DA IST DIE SCHOENSTE ZEIT
",,,,folksongs,kindr147.krn,NaN,NaN,NaN
songs,,"DORT OBEN AUF DEM BERGE
",,,,folksongs,kindr135.krn,NaN,NaN,NaN
songs,,"IST DIE SCHWARZE KOECHIN DA
",,,,folksongs,kindr156.krn,NaN,NaN,NaN
songs,,"EIERKRANZ WAS GILT DIE SCHANZ
",,,,folksongs,kindr102.krn,NaN,NaN,NaN
songs,,"SUSE KINDKEN SUSE
",,,,folksongs,kindr018.krn,NaN,NaN,NaN
songs,,"MACHT AUF DAS THOR
",,,,folksongs,kindr169.krn,NaN,NaN,NaN
songs,,"ZEHN GAENS IM HABERSTROH
",,,,folksongs,kindr070.krn,NaN,NaN,NaN
songs,,"WOLLN DIE WEISEN FRAUEN FRAGEN
",,,,folksongs,kindr137.krn,NaN,NaN,NaN
songs,,"DREIMAL UM DAS KAESTCHEN
",,,,folksongs,kindr116.krn,NaN,NaN,NaN
songs,,"NINA S FAHRET A BIERELE D RHIN NA
",,,,folksongs,kindr021.krn,NaN,NaN,NaN
songs,,"GEH IN DEN KREIS MEINE ROSA
",,,,folksongs,kindr125.krn,NaN,NaN,NaN
songs,,"AUF DEM BERGE AUF DEM BERGE
",,,,folksongs,kindr148.krn,NaN,NaN,NaN
songs,,"TING TANG TRALLALA WER IST IN MEINEM THORE
",,,,folksongs,kindr112.krn,NaN,NaN,NaN
songs,,"SIPP SAPP SUNNNE
",,,,folksongs,kindr062.krn,NaN,NaN,NaN
songs,,"WIR BITTEN DICH O JESULEIN
",,,,folksongs,kindr077.krn,NaN,NaN,NaN
songs,,"WER EINE GANS GESTOHLEN HAT
",,,,folksongs,kindr113.krn,NaN,NaN,NaN
songs,,"TANZE TANZE TELEMANN
",,,,folksongs,kindr101.krn,NaN,NaN,NaN
songs,,"DREI KOENIG FUEHRET DIE GOETTLICHE HAND
",,,,folksongs,kindr086.krn,NaN,NaN,NaN
songs,,"ICH TRUG IN MEINEM SCHOSSE
",,,,folksongs,kindr153.krn,NaN,NaN,NaN
songs,,"KOMM WIR WOLLEN WANDERN
",,,,folksongs,kindr192.krn,NaN,NaN,NaN
songs,,"KREIS KREIS KESSEL
",,,,folksongs,kindr095.krn,NaN,NaN,NaN
songs,,"RUMME RUMME ROSENKRANZ
",,,,folksongs,kindr090.krn,NaN,NaN,NaN
songs,,"DIE MEIERSCHE BRUECKE
",,,,folksongs,kindr165.krn,NaN,NaN,NaN
songs,,"WIR TRETEN AUF DIE KETTE
",,,,folksongs,kindr104.krn,NaN,NaN,NaN
songs,,"ICH HAB MIR MEIN KINDEL FEIN SCHLAFEN GELEGT
",,,,folksongs,kindr024.krn,NaN,NaN,NaN
songs,,"PETERSILJE SUPPENKRAUT
",,,,folksongs,kindr129.krn,NaN,NaN,NaN
songs,,"SCHLAF KINDLEIN SCHLAF
",,,,folksongs,kindr001.krn,NaN,NaN,NaN
songs,,"FIROWE D GLOCK ISCH DROWE
",,,,folksongs,kindr042.krn,NaN,NaN,NaN
songs,,"HEIJO WOERN WIR DO
",,,,folksongs,kindr030.krn,NaN,NaN,NaN
songs,,"SCHLOAP KINNEKEN SCHLOAP
",,,,folksongs,kindr004.krn,NaN,NaN,NaN
songs,,"SCHLOAP KINGEKEN SCHLOAP
",,,,folksongs,kindr003.krn,NaN,NaN,NaN
songs,,"IST DIE SCHWARZE KOECHIN DA
",,,,folksongs,kindr157.krn,NaN,NaN,NaN
songs,,"ALS ICH AUF DEN KIRCHHOF KAM
",,,,folksongs,kindr134.krn,NaN,NaN,NaN
songs,,"MAIKAEFER FLIEG
",,,,folksongs,kindr058.krn,NaN,NaN,NaN
songs,,"VICTORIA VICTORIA
",,,,folksongs,kindr146.krn,NaN,NaN,NaN
songs,,"STORCH STORCH STANE FLIEG UEBER HANE
",,,,folksongs,kindr057.krn,NaN,NaN,NaN
songs,,"ICH GING MAL UEBER NE BRUECKE
",,,,folksongs,kindr123.krn,NaN,NaN,NaN
songs,,"WIR TRATEN AUF DIE KETTE
",,,,folksongs,kindr107.krn,NaN,NaN,NaN
songs,,"HIER TRETEN WIR HER MIT UNSERM STERN
",,,,folksongs,kindr087.krn,NaN,NaN,NaN
songs,,"WIR WOLLN DAS HAESCHEN JAGEN
",,,,folksongs,kindr177.krn,NaN,NaN,NaN
songs,,"TRAUER TRAUER UEBER TRAUER
",,,,folksongs,kindr130.krn,NaN,NaN,NaN
songs,,"ES KAM EIN MANN VON NINIVE
",,,,folksongs,kindr158.krn,NaN,NaN,NaN
songs,,"DIE GULDNE SCHNUR GIEHT UM DAS HAUS
",,,,folksongs,kindr080.krn,NaN,NaN,NaN
songs,,"MOHKUEHCHEN MOH WOVON BIST DU SO ROH
",,,,folksongs,kindr054.krn,NaN,NaN,NaN
songs,,"KRONE KRANE WICKLE SCHWANE
",,,,folksongs,kindr168.krn,NaN,NaN,NaN
songs,,"RINGEL RINGEL ROSENKRANZ
",,,,folksongs,kindr092.krn,NaN,NaN,NaN
songs,,"WER DIESEN RING NICHT FINDEN KANN
",,,,folksongs,kindr203.krn,NaN,NaN,NaN
songs,,"MUTSCHEKUEHCHEN VON HALBERSTADT
",,,,folksongs,kindr032.krn,NaN,NaN,NaN
songs,,"BLAEH SCHAEFCHEN BLAEH
",,,,folksongs,kindr038.krn,NaN,NaN,NaN
songs,,"HEI WAS BIN I A LUSTIGER BUA
",,,,folksongs,kindr075.krn,NaN,NaN,NaN
songs,,"HAENSCHEN KRIECHE DURCH DAS LOCH
",,,,folksongs,kindr178.krn,NaN,NaN,NaN
songs,,"ES REGNET AUF DER BRUECKE
",,,,folksongs,kindr121.krn,NaN,NaN,NaN
songs,,"ROMPEL TOMPEL TORIA
",,,,folksongs,kindr198.krn,NaN,NaN,NaN
songs,,"GUTEN ABEND HERR SPIELMANN
",,,,folksongs,kindr117.krn,NaN,NaN,NaN
songs,,"TUARL HAUT GSAGT
",,,,folksongs,kindr065.krn,NaN,NaN,NaN
songs,,"BLINDE KUH SOLL DIRS GELINGEN
",,,,folksongs,kindr194.krn,NaN,NaN,NaN
songs,,"WIDE WIDE WENNE HEISST MEINE PUTHENNE
",,,,folksongs,kindr076.krn,NaN,NaN,NaN
songs,,"WO WARST DU DEN GEWESEN
",,,,folksongs,kindr189.krn,NaN,NaN,NaN
songs,,"EIA BOBAIA SCHLAGS GICKELCHE TODT
",,,,folksongs,kindr020.krn,NaN,NaN,NaN
songs,,"SINTE MARTENS VOGELTJE
",,,,folksongs,kindr083.krn,NaN,NaN,NaN
songs,,"S IST EIN MANN IN BRUNN GEFALLN
",,,,folksongs,kindr044.krn,NaN,NaN,NaN
songs,,"KREIS KREIS KESSEL
",,,,folksongs,kindr094.krn,NaN,NaN,NaN
songs,,"KOMM WIR WOLLEN WANDERN
",,,,folksongs,kindr191.krn,NaN,NaN,NaN
songs,,"DO KOM ALL EIN KANOENNEKEN AN
",,,,folksongs,kindr161.krn,NaN,NaN,NaN
songs,,"RUPFE RUPFE GRAESCHEN
",,,,folksongs,kindr188.krn,NaN,NaN,NaN
songs,,"SAECKE FLICKEN
",,,,folksongs,kindr171.krn,NaN,NaN,NaN
songs,,"SCHLAF MEIN KINDCHEN SIEBEN STUND
",,,,folksongs,kindr006.krn,NaN,NaN,NaN
songs,,"ES REGNET AUF DER BRUECKE
",,,,folksongs,kindr122.krn,NaN,NaN,NaN
songs,,"WOLLT IHR WISSEN
",,,,folksongs,kindr143.krn,NaN,NaN,NaN
songs,,"HAENSCHEN SASS IM SCHORNSTEIN
",,,,folksongs,kindr050.krn,NaN,NaN,NaN
songs,,"REGE REGE SCHURE
",,,,folksongs,kindr068.krn,NaN,NaN,NaN
songs,,"SCHLUPPT ALLE DURCH
",,,,folksongs,kindr162.krn,NaN,NaN,NaN
songs,,"SEGG DOCH MUSEKAETTKEN
",,,,folksongs,kindr055.krn,NaN,NaN,NaN
songs,,"WIR FAHREN AUF DER GRUENEN SEE
",,,,folksongs,kindr118.krn,NaN,NaN,NaN
songs,,"SCHNECKHAUS SCHNECKHAUS STECKE DEINE HOERNER AUS
",,,,folksongs,kindr061.krn,NaN,NaN,NaN
songs,,"SCHLAF DU LIEBE KLEINE
",,,,folksongs,kindr007.krn,NaN,NaN,NaN
songs,,"HOTTE HOTTE REITERPFERD
",,,,folksongs,kindr046.krn,NaN,NaN,NaN
songs,,"EINS ZWEI DREI VIER FINKELSTEIN
",,,,folksongs,kindr180.krn,NaN,NaN,NaN
songs,,"ADAM HATTE SIEBEN SOEHNE
",,,,folksongs,kindr140.krn,NaN,NaN,NaN
songs,,"HUSSE BUSSEE DAT ERSTE JAHR TWEE
",,,,folksongs,kindr028.krn,NaN,NaN,NaN
songs,,"ES ZOG EIN MANN DURCH ASIENLAND
",,,,folksongs,kindr174.krn,NaN,NaN,NaN
songs,,"HAESCHEN IN DER GRUBE
",,,,folksongs,kindr185.krn,NaN,NaN,NaN
songs,,"BLAUER BLAUER FINGERHUT
",,,,folksongs,kindr126.krn,NaN,NaN,NaN
songs,,"MUSS WANDERN MUSS WANDERN
",,,,folksongs,kindr139.krn,NaN,NaN,NaN
songs,,"WER DIE GANS GESTOHLEN HAT
",,,,folksongs,kindr114.krn,NaN,NaN,NaN
songs,,"HAESCHEN IN DER GRUBE
",,,,folksongs,kindr186.krn,NaN,NaN,NaN
songs,,"SEHT IHR MEINE HERREN
",,,,folksongs,kindr145.krn,NaN,NaN,NaN
songs,,"EIA WIWI WER SCHLAEFT HEUT NACHT BEI MIR
",,,,folksongs,kindr012.krn,NaN,NaN,NaN
songs,,"WIR GINGN EINMAL NACH SCHWABEN
",,,,folksongs,kindr124.krn,NaN,NaN,NaN
songs,,"ICH KENN EIN KLEINES MURMELTIER
",,,,folksongs,kindr152.krn,NaN,NaN,NaN
songs,,"DER ABT IST NICHT ZU HAUSE
",,,,folksongs,kindr199.krn,NaN,NaN,NaN
songs,,"DAS IST KURZ UND DAS IST LANG
",,,,folksongs,kindr205.krn,NaN,NaN,NaN
songs,,"BAUER BAUE KESSEL
",,,,folksongs,kindr097.krn,NaN,NaN,NaN
songs,,"RODEN RODEN EICHHON
",,,,folksongs,kindr081.krn,NaN,NaN,NaN
songs,,"HANSELEMANN HAT STEFELE AN
",,,,folksongs,kindr211.krn,NaN,NaN,NaN
songs,,"ES WOLLT EIN JAEGER FRUEH AUFSTEHN
",,,,folksongs,kindr175.krn,NaN,NaN,NaN
songs,,"WO BIST DU DENN GEWESEN
",,,,folksongs,kindr190.krn,NaN,NaN,NaN
songs,,"HAESCHEN IN DER GRUBE
",,,,folksongs,kindr187.krn,NaN,NaN,NaN
songs,,"DER FUCHS GEHT RUM
",,,,folksongs,kindr179.krn,NaN,NaN,NaN
songs,,"HEILE HEILE SAEJE
",,,,folksongs,kindr209.krn,NaN,NaN,NaN
songs,,"ES KAM EIN REICHER VOGEL
",,,,folksongs,kindr115.krn,NaN,NaN,NaN
songs,,"WAS HABEN WIR GAENSE FUER KLEIDUNG AN
",,,,folksongs,kindr053.krn,NaN,NaN,NaN
songs,,"WOLLT IHR WISSEN
",,,,folksongs,kindr144.krn,NaN,NaN,NaN
songs,,"EIA POPEIA WAS RASSELT IM STROH
",,,,folksongs,kindr014.krn,NaN,NaN,NaN
songs,,"SCHLAF KINDCHEN WOHLE
",,,,folksongs,kindr005.krn,NaN,NaN,NaN
songs,,"SCHLAUF MAN WAWERL
",,,,folksongs,kindr009.krn,NaN,NaN,NaN
songs,,"WIR KOMMEN DAHER IN DER HEILIGSTEN ZEIT
",,,,folksongs,kindr085.krn,NaN,NaN,NaN
songs,,"O DU KLEINER KLADRIAN
",,,,folksongs,kindr052.krn,NaN,NaN,NaN
songs,,"BUKO VON HALBERSTADT
",,,,folksongs,kindr031.krn,NaN,NaN,NaN
songs,,"ES KUMME SECHS BOLLACHA
",,,,folksongs,kindr029.krn,NaN,NaN,NaN
songs,,"ES GEHT EIN GROSSER RUNDGESANG
",,,,folksongs,kindr207.krn,NaN,NaN,NaN
songs,,"DING DING THALERING
",,,,folksongs,kindr111.krn,NaN,NaN,NaN
songs,,"PIPKEN PIPKEN SAPE
",,,,folksongs,kindr063.krn,NaN,NaN,NaN
songs,,"DEN LIEBSTEN BRUDER
",,,,folksongs,kindr213.krn,NaN,NaN,NaN
songs,,"WIR WOLLN DIE MERSEBURGER BRUECKE BAUN
",,,,folksongs,kindr164.krn,NaN,NaN,NaN
songs,,"BUM BAM BEIER DE KOESTER MAG KIEN EIER
",,,,folksongs,kindr043.krn,NaN,NaN,NaN
songs,,"SCHLAF MAIN KINDERL SCHLAF
",,,,folksongs,kindr026.krn,NaN,NaN,NaN
songs,,"BLAUE BLAUE WOLKEN
",,,,folksongs,kindr066.krn,NaN,NaN,NaN
songs,,"DR HANS HAT HOSEN A
",,,,folksongs,kindr040.krn,NaN,NaN,NaN
songs,,"SAUSE LIEBE NINNE WAS RASCHELT IM STROH
",,,,folksongs,kindr016.krn,NaN,NaN,NaN
songs,,"PRIPE NINNE SAUSE
",,,,folksongs,kindr019.krn,NaN,NaN,NaN
songs,,"ADAM HATTE SIEBEN SOEHNE
",,,,folksongs,kindr141.krn,NaN,NaN,NaN
songs,,"AEIE BUBAEIE DIE BAEBLE SIN GUET
",,,,folksongs,kindr022.krn,NaN,NaN,NaN
songs,,"DIE MEIERSCHE BRUECKE
",,,,folksongs,kindr166.krn,NaN,NaN,NaN
songs,,"REGEN REGEN SCHUREN
",,,,folksongs,kindr067.krn,NaN,NaN,NaN
songs,,"AUF EINER HOHEN MAUER
",,,,folksongs,kindr136.krn,NaN,NaN,NaN
songs,,"BAEH LAEMMEL BAEH
",,,,folksongs,kindr039.krn,NaN,NaN,NaN
songs,,"ROTHE KIRSCHEN ESS ICH GERN
",,,,folksongs,kindr138.krn,NaN,NaN,NaN
songs,,"SAUSE KINGCHE SAUSE
",,,,folksongs,kindr017.krn,NaN,NaN,NaN
songs,,"WELCHES IST DIE SCHOENSTE UNTER DIESEN ALL
",,,,folksongs,kindr196.krn,NaN,NaN,NaN
songs,,"LIRUM LARUM LOEFFELSTIEL
",,,,folksongs,kindr037.krn,NaN,NaN,NaN
songs,,"SA SA SA DER ABT IST NICHT ZU HAUSE
",,,,folksongs,kindr201.krn,NaN,NaN,NaN
songs,,"ADAM GING UND WOLLTE SICH ERQUICKEN
",,,,folksongs,kindr128.krn,NaN,NaN,NaN
songs,,"ROHE ROHE SEIDE
",,,,folksongs,kindr106.krn,NaN,NaN,NaN
songs,,"ALLE DIE DAS RINGLEIN LIEBEN
",,,,folksongs,kindr202.krn,NaN,NaN,NaN
songs,,"DROBEN AUF GRUENER WALDHEID
",,,,folksongs,kindr074.krn,NaN,NaN,NaN
songs,,"ES SITZT NE FRAU IM RINGELEIN
",,,,folksongs,kindr091.krn,NaN,NaN,NaN
songs,,"ES TANZT EIN BI BA BUTZEMANN
",,,,folksongs,kindr047.krn,NaN,NaN,NaN
songs,,"NUN GEBT UNS AUCH EIN PEUST EI
",,,,folksongs,kindr082.krn,NaN,NaN,NaN
songs,,"WIR FAHREN AUF DIE SEE
",,,,folksongs,kindr120.krn,NaN,NaN,NaN
songs,,"EIJENBEIJEN BISCH BISCH BISCH
",,,,folksongs,kindr011.krn,NaN,NaN,NaN
songs,,"WIR WOLLN EINMAL SPAZIEREN GEHN
",,,,folksongs,kindr181.krn,NaN,NaN,NaN
songs,,"WOLLT IHR WISSEN
",,,,folksongs,kindr142.krn,NaN,NaN,NaN
songs,,"LANGE LANGE LISE
",,,,folksongs,kindr155.krn,NaN,NaN,NaN
songs,,"REIHE REIHE ROSE
",,,,folksongs,kindr099.krn,NaN,NaN,NaN
songs,,"HINTERM OFEN HINTERM OFEN
",,,,folksongs,kindr206.krn,NaN,NaN,NaN
songs,,"AUF DEINEN HOEHN
",,,,folksongs,deut2924.krn,NaN,NaN,NaN
songs,,"ALS MICH DIE MAMA HAENSCHEN KUESSEN SAH
",,,,folksongs,deut2577.krn,NaN,NaN,NaN
songs,,"ICH HOERT EIN BAECHLEIN RAUSCHEN
",,,,folksongs,deut2712.krn,NaN,NaN,NaN
songs,,"MUEDE BIN ICH GEH ZUR RUH
",,,,folksongs,deut2478.krn,NaN,NaN,NaN
songs,,"O WUNDERBARES TIEFES SCHWEIGEN
",,,,folksongs,deut2458.krn,NaN,NaN,NaN
songs,,"ZU STEFFEN SPRACH IM TRAUME
",,,,folksongs,deut2398.krn,NaN,NaN,NaN
songs,,"AN DEM SCHOENSTEN FRUEHLINGSMORGEN
",,,,folksongs,deut2358.krn,NaN,NaN,NaN
songs,,"MEIN LEBENSLAUF IST LIEB UND LUST
",,,,folksongs,deut2556.krn,NaN,NaN,NaN
songs,,"GESTERN ABEND WAR VETTER MICHEL HIER
",,,,folksongs,deut2891.krn,NaN,NaN,NaN
songs,,"VATER UNSER BETEN WIR
",,,,folksongs,deut2950.krn,NaN,NaN,NaN
songs,,"AUFERSTEHN JA AUFERSTEHN
",,,,folksongs,deut2974.krn,NaN,NaN,NaN
songs,,"SAGT MIR AN WAS SCHMUNZELT IHR
",,,,folksongs,deut2800.krn,NaN,NaN,NaN
songs,,"O DER SCHOENE MAIENMOND
",,,,folksongs,deut2448.krn,NaN,NaN,NaN
songs,,"MIT DER FREUDE ZIEHT DER SCHMERZ
",,,,folksongs,deut2957.krn,NaN,NaN,NaN
songs,,"WENN ICH DEN WANDRER FRAGE
",,,,folksongs,deut2856.krn,NaN,NaN,NaN
songs,,"WAS HOER ICH DRAUSSEN VOR DEM TOR
",,,,folksongs,deut2350.krn,NaN,NaN,NaN
songs,,"DAS GRAB IST TIEF UND STILLE
",,,,folksongs,deut2972.krn,NaN,NaN,NaN
songs,,"DAS SCHOENSTE LEBEN
",,,,folksongs,deut2761.krn,NaN,NaN,NaN
songs,,"EIN REISLEIN AM HUTE
",,,,folksongs,deut2853.krn,NaN,NaN,NaN
songs,,"NIRGENDS HIN ALS AUF DEN MUND
",,,,folksongs,deut2572.krn,NaN,NaN,NaN
songs,,"EIN HERZ DAS SICH MIT SORGEN QUAELT
",,,,folksongs,deut2503.krn,NaN,NaN,NaN
songs,,"GELUCKIG IS HE DIE LEERT STERVEN
",,,,folksongs,deut2921.krn,NaN,NaN,NaN
songs,,"EIN LANDSKNECHT WARD GEFANGEN
",,,,folksongs,deut2897.krn,NaN,NaN,NaN
songs,,"DER EICHWALD BRAUSET
",,,,folksongs,deut2642.krn,NaN,NaN,NaN
songs,,"ES LEBEN ALLE HOCH
",,,,folksongs,deut2554.krn,NaN,NaN,NaN
songs,,"AUF AUF IHR LIEBEN LEUTE
",,,,folksongs,deut2701.krn,NaN,NaN,NaN
songs,,"DIE BLUEMELEIN SIE SCHLAFEN
",,,,folksongs,deut2811.krn,NaN,NaN,NaN
songs,,"IM STILLEN HEITERN GLANZE TRITT ER SO MILD DAHER
",,,,folksongs,deut2466.krn,NaN,NaN,NaN
songs,,"VON ALLEN DEN MAEDCHEN
",,,,folksongs,deut2620.krn,NaN,NaN,NaN
songs,,"ICH BETE AN DIE MACHT DER LIEBE
",,,,folksongs,deut2952.krn,NaN,NaN,NaN
songs,,"IM WALDE MUSS ICH LEBEN
",,,,folksongs,deut2415.krn,NaN,NaN,NaN
songs,,"AUF MATROSEN DEN ANKER GELICHTET
",,,,folksongs,deut2790.krn,NaN,NaN,NaN
songs,,"WO MAN SINGET LASS DICH RUHIG NIEDER
",,,,folksongs,deut2535.krn,NaN,NaN,NaN
songs,,"GEGRUESST DU LAND DER TREUE
",,,,folksongs,deut2279.krn,NaN,NaN,NaN
songs,,"HAT UNS NICHT MAHOMET SCHAENDLICH BETROGEN
",,,,folksongs,deut2563.krn,NaN,NaN,NaN
songs,,"DER SAENGER HAELT IM FELD DIE FAHNENWACHT
",,,,folksongs,deut2765.krn,NaN,NaN,NaN
songs,,"UNS LANDWEHRMAENNERN
",,,,folksongs,deut2772.krn,NaN,NaN,NaN
songs,,"HIER SITZ ICH AUF ROSEN MIT VEILCHEN BEKRAENZT
",,,,folksongs,deut2525.krn,NaN,NaN,NaN
songs,,"ALS ICH NOCH IM FLUEGELKLEIDE
",,,,folksongs,deut2603.krn,NaN,NaN,NaN
songs,,"NUN LEB WOHL DU KLEINE GASSE
",,,,folksongs,deut2685.krn,NaN,NaN,NaN
songs,,"A SCHLOSSER HAT AN GSELLEN GHOT
",,,,folksongs,deut2882.krn,NaN,NaN,NaN
songs,,"MIR BLUEHET KEIN FRUEHLING
",,,,folksongs,deut2665.krn,NaN,NaN,NaN
songs,,"SOLLEN NUN DIE GRUENEN JAHRE
",,,,folksongs,deut2647.krn,NaN,NaN,NaN
songs,,"WER WOLLTE SICH MIT GRILLEN PLAGEN
",,,,folksongs,deut2509.krn,NaN,NaN,NaN
songs,,"TRAURIG SEHEN WIR UNS AN
",,,,folksongs,deut2533.krn,NaN,NaN,NaN
songs,,"AN DER QUELLE SASS DER KNABE
",,,,folksongs,deut2656.krn,NaN,NaN,NaN
songs,,"MIT HOERNERSCHALL UND LUSTGESANG
",,,,folksongs,deut2317.krn,NaN,NaN,NaN
songs,,"DEUTSCHLAND DEUTSCHLAND UEBER ALLES
",,,,folksongs,deut2273.krn,NaN,NaN,NaN
songs,,"LEB WOHL MEIN BRAEUTCHEN SCHOEN
",,,,folksongs,deut2770.krn,NaN,NaN,NaN
songs,,"VOR DER THUERE MEINER LIEBEN
",,,,folksongs,deut2734.krn,NaN,NaN,NaN
songs,,"AUF HOHER ALP
",,,,folksongs,deut2831.krn,NaN,NaN,NaN
songs,,"ES GINGEN DREI JAEGER WOHL AUF DIE BIRSCH
",,,,folksongs,deut2782.krn,NaN,NaN,NaN
songs,,"VOLL ZAERTLICHKEIT WILL ICH DER DIRNE SAGEN
",,,,folksongs,deut2749.krn,NaN,NaN,NaN
songs,,"WARUM SIND DIE THRAENEN UNTERM MOND SO VIEL
",,,,folksongs,deut2935.krn,NaN,NaN,NaN
songs,,"EIN GETREUES HERZ ZU WISSEN
",,,,folksongs,deut2518.krn,NaN,NaN,NaN
songs,,"VERGISS MEIN NICHT O THEURE
",,,,folksongs,deut2602.krn,NaN,NaN,NaN
songs,,"DER KAISER STREIT'T FUERS LAENDELEIN
",,,,folksongs,deut2768.krn,NaN,NaN,NaN
songs,,"AN DEN RHEIN AN DEN RHEIN
",,,,folksongs,deut2718.krn,NaN,NaN,NaN
songs,,"WER REIT'T SO SPAET DURCH NACHT UND WIND
",,,,folksongs,deut2352.krn,NaN,NaN,NaN
songs,,"ES HATTEN DREI GESELLEN
",,,,folksongs,deut2751.krn,NaN,NaN,NaN
songs,,"WAER ICH EIN VOEGELEIN
",,,,folksongs,deut2597.krn,NaN,NaN,NaN
songs,,"DORT SINKET DIE SONNE IM WESTEN
",,,,folksongs,deut2460.krn,NaN,NaN,NaN
songs,,"DER SCHOENE SCHAEFER ZOG SO NAH VORUEBER
",,,,folksongs,deut2389.krn,NaN,NaN,NaN
songs,,"WAS FRAG ICH VIEL NACH GELD UND GUT
",,,,folksongs,deut2507.krn,NaN,NaN,NaN
songs,,"DAS WAREN MIR SELIGE TAGE
",,,,folksongs,deut2483.krn,NaN,NaN,NaN
songs,,"ALLES STILL IN SUESSER RUH
",,,,folksongs,deut2809.krn,NaN,NaN,NaN
songs,,"TURNER AUF ZUM STREITE
",,,,folksongs,deut2737.krn,NaN,NaN,NaN
songs,,"MEIN LIEBCHEN GLEICHT DEM ROESLEIN
",,,,folksongs,deut2626.krn,NaN,NaN,NaN
songs,,"RUHIG IST DES TODES SCHLUMMER
",,,,folksongs,deut2969.krn,NaN,NaN,NaN
songs,,"ES WOHNEN ZWEI SCHWAENE IM SEE
",,,,folksongs,deut2494.krn,NaN,NaN,NaN
songs,,"DIE ALTE FICHTE SCHWANKET
",,,,folksongs,deut2393.krn,NaN,NaN,NaN
songs,,"LEBE WOHL ES RUFT DIE STUNDE
",,,,folksongs,deut2771.krn,NaN,NaN,NaN
songs,,"KEIN BECHER VOLLER WONNEN
",,,,folksongs,deut2917.krn,NaN,NaN,NaN
songs,,"WAR EINST EIN RIESE GOLIATH
",,,,folksongs,deut2832.krn,NaN,NaN,NaN
songs,,"UNSER LEBEN GLEICHT DER REISE
",,,,folksongs,deut2855.krn,NaN,NaN,NaN
songs,,"HEIL DEM MANNE
",,,,folksongs,deut2788.krn,NaN,NaN,NaN
songs,,"ALLES SCHLAEFT NUR SILBERN SCHALLET
",,,,folksongs,deut2573.krn,NaN,NaN,NaN
songs,,"TRIUMPH DAS SCHWERT IN TAPFRER HAND
",,,,folksongs,deut2324.krn,NaN,NaN,NaN
songs,,"ICH GING IM NAECHTLICH STILLEN HAINE
",,,,folksongs,deut2399.krn,NaN,NaN,NaN
songs,,"ACH ICH FUEHLS ES IST VERSCHWUNDEN
",,,,folksongs,deut2666.krn,NaN,NaN,NaN
songs,,"VOM ALTEN DEUTSCHEN MEER UMFLOSSEN
",,,,folksongs,deut2296.krn,NaN,NaN,NaN
songs,,"NICHT BLOS FUER DIESE UNTERWELT
",,,,folksongs,deut2515.krn,NaN,NaN,NaN
songs,,"GOTT DEINE KINDLEIN
",,,,folksongs,deut2951.krn,NaN,NaN,NaN
songs,,"KEIN SCHOENERES FREIERES LEBEN
",,,,folksongs,deut2639.krn,NaN,NaN,NaN
songs,,"ICH DENKE DEIN
",,,,folksongs,deut2600.krn,NaN,NaN,NaN
songs,,"DORT WO DER ALTE RHEIN MIT SEINEN WELLEN
",,,,folksongs,deut2301.krn,NaN,NaN,NaN
songs,,"FROEHLICH UND WOHLGEMUTH WANDELT DAS JUNGE BLUT
",,,,folksongs,deut2512.krn,NaN,NaN,NaN
