Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,Beta,J,J_interp10,Beta_new
polish,,"Iste confessor
",,,,"Sacred; Hymns
",pl-kk--kk-i-193_iste-confessor.krn,0.05,0.9564897010152869,0.9567203681960684,0.06
polish,,"Exultate Deo adiutori nostro
",,,,"Sacred
",pl-sa--l-1643--049_exultate-deo-adiutori-nostro.krn,0.17,0.958087133007857,0.9663579827696882,0.22
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--012_keyboard-piece.krn,,,,NaN
polish,,"Dominus Jesus in qua nocte
",,,,"Sacred
",pl-sa--l-1643--024-005_na-boze-cialo-dominus-jesus-in-qua-nocte.krn,0.03,0.9628453727885894,0.9697975409612026,0.02
polish,,"Pollonaise
",,,,"Secular; Polonaise
",pl-sa--575-a-ix-55--006_pollonaise.krn,,,,NaN
polish,,"Preludium
",,,,"Secular; Prelude
",pl-sa--600-a-ix-80--002_preludium.krn,,,,NaN
polish,,"Polonaise
",,,,"Secular; Polonaise
",pl-sa--552-a-ix-32--018_polonaise.krn,0.35,0.972302148367602,0.9726695883623406,0.38
polish,,"Graduale/Benedicta et venerabilis
",,,,,pl-kk--kk-i-1--051_graduale-benedicta-et-venerabilis.krn,-0.01,0.961728376595573,0.9557714234529864,-0.01
polish,,"60. Oj ty horo kamonnaja
",Allegretto Kołomyik,,,,pl-wnifc--13846--001-060_piesni-polskie-i-ruskie-ludu-galicyjskiego-60-oj-ty-horo-kamonnaja.krn,,,,NaN
polish,,"Deo gratias
",,,,,pl-kk--kk-i-1--001_deo-gratias.krn,,,,NaN
polish,,"Benedictus
 (Missa a 3
)",,,,"Sacred; Mass
",pl-kk--kk-i-59--001-004_missa-a-3-benedictus.krn,,,,NaN
polish,,"A coz sie to dzieje
 (Pastorella
)",,,,,pl-sa--37-a-i-37--001-001_pastorella-a-coz-sie-to-dzieje.krn,,,,NaN
polish,,"Ferijs 5tis
",,,,"Sacred
",pl-kk--kk-i-111--008-004_deo-gratias-ferijs-5tis.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--044_keyboard-piece.krn,,,,NaN
polish,,"Kancjonał Zamoyskich
",,,,,pl-wn--sd-xvi-o-232_kancjonal-zamoyskich-piesn-nowa-o-nawroceniu-grzesznego-czlowieka-pomozysz-mi-z-grzechu-mego.krn,,,,NaN
polish,,"Preludium
",,,,"Secular; Prelude
",pl-sa--l-1636--003_preludium.krn,,,,NaN
polish,,"Kancjonał Zamoyskich
",,,,,pl-wn--sd-xvi-o-240_kancjonal-zamoyskich-piesn-o-przeciwnosciach-zywota-czlowieka-krzescijanskiego-krzescianie-prawde-boza-prawie-milujacy.krn,,,,NaN
polish,,"Sanctus sanctus
",,,,"Sacred
",pl-kk--kk-i-362--003_sanctus-sanctus.krn,,,,NaN
polish,,"Furmanskie/Patrem
",,,,,pl-kk--kk-i-3--036_furmanskie-patrem.krn,0.01,0.9914425193974948,0.9945258650924916,0.02
polish,,"Offertorium Nro 26
",,,,"Sacred
",pl-kk--kk-i-382--071_offertorium-nro-26.krn,,,,NaN
polish,,"Non vos relinquam orphanos
",,,,"Sacred
",pl-sa--l-1643--023_non-vos-relinquam-orphanos.krn,,,,NaN
polish,,"Graduale/Alleluia. Ave Maria
 ([Missa] No. 9.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--009-004_missa-no-9-graduale-alleluia-ave-maria.krn,,,,NaN
polish,,"Batalia pod Lipskiem
",,,,"Secular
",pl-sa--552-a-ix-32--039_batalia-pod-lipskiem.krn,0.38,0.933707488461677,0.9540724466597056,0.48
polish,,"Coda
",,,,"Secular
",pl-sa--552-a-ix-32--016_coda.krn,,,,NaN
polish,,"Cicho wszyscy
",,,,,pl-sa--46-a-i-46--001-002_pastorales-cicho-wszyscy.krn,0.67,0.942323339488948,0.9668484224878092,0.67
polish,,"Domine Jesu Christe
 (Requiem Es
)",,,,"Sacred; Requiem
",pl-sa--197-a-vi-1--001-004_requiem-es-domine-jesu-christe.krn,0.62,0.9350095370714196,0.9652360616618144,0.63
polish,,"Benedictus
 (Msza
)",,,,"Sacred; Mass
",pl-sa--153-a-iv-3--001-005_msza-benedictus.krn,1.0,0.9869061783391992,0.9762478285691388,0.97
polish,,"Inclina Domine aurem tuam
",,,,"Sacred
",pl-kk--kk-i-387--013_inclina-domine-aurem-tuam.krn,,,,NaN
polish,,"Sanctus
 (Missa
)",,,,"Sacred; Mass
",pl-kk--kk-i-58--001-003_missa-sanctus.krn,,,,NaN
polish,,"Initiale
 (Missa Rorate caeli desuper
)",,,,"Sacred; Mass
",pl-kk--kk-i-276--001-001_missa-rorate-caeli-desuper-initiale.krn,0.01,0.9638921347496952,0.9626773895884544,0.07
polish,,"Sanctus
 ([Missa] No. 5.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--005-005_missa-no-5-sanctus.krn,,,,NaN
polish,,"Rorate
 ([Missa] No. 7.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--007-001_missa-no-7-rorate.krn,,,,NaN
polish,,"Kirie virginitatis
 ([Virginitatis]
)",,,,,pl-kk--kk-i-3--011-001_virginitatis-kirie-virginitatis.krn,-0.08,0.9928276539493572,0.9970654369506564,-0.03
polish,,"Et exultavit spiritus meus
",,,,"Sacred
",pl-sa--l-1643--080_et-exultavit-spiritus-meus.krn,0.12,0.9599685641242264,0.9569930591505148,0.1
polish,,"Kancjonał Zamoyskich
",,,,,pl-wn--sd-xvi-o-253_kancjonal-zamoyskich-piesn-o-bozym-umeczeniu-jezusa-judasz-przedal.krn,,,,NaN
polish,,"Tua est potentia, tuum regnum Domine
",,,,"Sacred
",pl-sa--l-1643--001_tua-est-potentia-tuum-regnum-domine.krn,0.08,0.980040530987848,0.974345380617003,0.14
polish,,"61. Sława nasza kozackaja
","Kozak.
",,,,pl-wnifc--13846--001-061_piesni-polskie-i-ruskie-ludu-galicyjskiego-61-slawa-nasza-kozackaja.krn,,,,NaN
polish,,"Gaudeamus omnes
",,,,"Sacred
",pl-kk--kk-i-485_gaudeamus-omnes.krn,0.08,0.9455504082619164,0.96870303077821,0.2
polish,,"Salve Sancta parens
",,,,,pl-kk--kk-i-1--052_salve-sancta-parens.krn,0.05,0.9606830725358572,0.96155649865487,0.09
polish,,"102. Ty co w stałosc moje wierzysz
","Moderato
",,,,pl-wnifc--13846--001-102_piesni-polskie-i-ruskie-ludu-galicyjskiego-102-ty-co-w-stalosc-moje-wierzysz.krn,,,,NaN
polish,,"Kyrie
 (Missa Sabbativa
)",,,,"Sacred; Mass
",pl-kk--kk-i-32--001-001_missa-sabbativa-kyrie.krn,,,,NaN
polish,,"Agnus Dei
 (Rorate caeli
)",,,,"Sacred
",pl-kk--kk-i-277--002-009_rorate-caeli-agnus-dei.krn,,,,NaN
polish,,"Laudamus
 (Msza Dominikanska
)",,,,"Sacred; Mass
",pl-sa--144-a-iii-44--001-002_msza-dominikanska-laudamus.krn,,,,NaN
polish,,"Dilexisti iustitiam
 (Officium de Assumptione de BMV
)",,,,,pl-kk--kk-i-3--005-008_officium-de-assumptione-de-bmv-dilexisti-iustitiam.krn,,,,NaN
polish,,"Tema
",,,,"Secular
",pl-sa--553-a-ix-33--006_tema.krn,,,,NaN
polish,,"[Instrumental piece]
",,,,"Secular
",pl-sa--530-a-ix-10--004_instrumental-piece.krn,,,,NaN
polish,,"O sacrum convivium
",,,,,pl-kk--kk-i-493--001_o-sacrum-convivium.krn,,,,NaN
polish,,"Osanna
 (Requiem Es
)",,,,"Sacred; Requiem
",pl-sa--197-a-vi-1--001-006_requiem-es-osanna.krn,1.13,0.9378468210527784,0.7511872264879036,0.98
polish,,"Sanctus
 (Missa
)",,,,"Sacred; Mass
",pl-kk--kk-i-67--001-004_missa-sanctus.krn,0.23,0.9474338936881592,0.9528688664911884,0.34
polish,,"Kyrie
 (Aliud de Passione Domini
)",,,,"Sacred; Mass
",pl-kk--kk-i-10--001-001_aliud-de-passione-domini-kyrie.krn,,,,NaN
polish,,"Gloria
 (Missa Regina caeli
)",,,,"Sacred; Mass
",pl-kk--kk-i-2--007-002_missa-regina-caeli-gloria.krn,0.04,0.9196323901269856,0.9233906078145852,0.04
polish,,"24. Zacni sasiedzi
","Allegretto.
",,,,pl-wnifc--13846--001-024_piesni-polskie-i-ruskie-ludu-galicyjskiego-24-zacni-sasiedzi.krn,,,,NaN
polish,,"Ave Maria
",,,,"Sacred
",pl-kk--kk-i-361--002_ave-maria.krn,,,,NaN
polish,,"Landler 10
",,,,"Secular
",pl-cz--i-155--017_landler-10.krn,,,,NaN
polish,,"Alleluia, vox exultationis
",,,,,pl-kk--kk-i-1--044_alleluia-vox-exultationis.krn,,,,NaN
polish,,"Agnus Dei
",,,,"Sacred; Mass section
",pl-kk--kk-i-53_agnus-dei.krn,0.17,0.9461982032363137,0.9362761615942732,0.23
polish,,"Alleluia Virga Iesse No. 5
",,,,"Sacred
",pl-kk--kk-i-122--005_alleluia-virga-iesse-no-5.krn,,,,NaN
polish,,"Sanctus
 (Missa o Admirabile Comercium
)",,,,"Sacred; Mass
",pl-kk--kk-i-11--001-004_missa-o-admirabile-comercium-sanctus.krn,,,,NaN
polish,,"Kyrie
 (Protexisti pro festo
)",,,,"Sacred; Mass
",pl-kk--kk-i-69--001-002_protexisti-pro-festo-kyrie.krn,,,,NaN
polish,,"Lamentatio 1ma
 (In Sabbato Sancto
)",,,,"Sacred
",pl-kk--kk-i-636--003-001_in-sabbato-sancto-lamentatio-1ma.krn,0.08,0.9924928984357808,0.976447053792472,0.21
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--058_keyboard-piece.krn,1.1,0.9733429506376156,0.9914045912620658,1.2
polish,,"Deus tuorum militum
",,,,"Sacred
",pl-kk--kk-i-8--019_deus-tuorum-militum.krn,,,,NaN
polish,,"Advenit ignis divinus
",,,,"Sacred
",pl-sa--l-1643--038_advenit-ignis-divinus.krn,0.2,0.9934433446923808,0.989175757776506,0.19
polish,,"Ach wdzieczny Jezu
",,,,"Secular
",pl-sa--572-a-ix-52--001_ach-wdzieczny-jezu.krn,,,,NaN
polish,,"Aria
",,,,"Secular; Aria
",pl-sa--554-a-ix-34--016_aria.krn,,,,NaN
polish,,"[Magne Pater Augustine] / Amatorem paupertatis
",,,,"Sacred
",pl-cz--i-127_magne-pater-augustine-amatorem-paupertatis.krn,,,,NaN
polish,,"Alleluia
 (Rorate caeli
)",,,,"Sacred
",pl-kk--kk-i-277--001-004_rorate-caeli-alleluia.krn,,,,NaN
polish,,"Tristes erant apostoli
",,,,"Sacred; Hymns
",pl-kk--kk-i-190--002_tristes-erant-apostoli.krn,0.12,0.962045267318746,0.9546805524107423,0.17
polish,,"Ave mundi
",,,,"Sacred
",pl-kk--kk-i-385--009_ave-mundi.krn,-0.0,0.9700926276032464,0.8052849427350884,0.11
polish,,"Zdrowas badz Maryja
",,,,"Sacred
",pl-kk--kk-i-487--003_zdrowas-badz-maryja.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--050_keyboard-piece.krn,,,,NaN
polish,,"Gloria
 (Missa
)",,,,"Sacred; Mass
",pl-kk--kk-i-394--001-002_missa-gloria.krn,0.8,0.9875622546911972,0.9829453036446572,0.78
polish,,"Gaudeamus omnes in Domino
",,,,"Sacred
",pl-sa--l-1643--025_gaudeamus-omnes-in-domino.krn,0.15,0.9910070964199414,0.9764060133206548,0.17
polish,,"Modlitwa
",,,,"Sacred
",pl-kk--kk-i-488_modlitwa.krn,-0.09,0.9628007159651242,0.9663968951517192,-0.07
polish,,"Sanctus
 ([Missa] No. 2.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--002-005_missa-no-2-sanctus.krn,,,,NaN
polish,,"Tobie nad pomysł
",,,,"Sacred
",pl-sa--l-1636--117_tobie-nad-pomysl.krn,,,,NaN
polish,,"Polonez No 3
",,,,"Secular; Polonaise
",pl-sa--548-a-ix-28--006_polonez-no-3.krn,0.37,0.8729593855828761,0.9103493870156184,0.16
polish,,"Ave Hierarchia
",,,,"Sacred
",pl-kk--kk-i-7--005_ave-hierarchia.krn,,,,NaN
polish,,"Rorate caeli
",,,,"Sacred
",pl-kk--kk-i-15--019_rorate-caeli.krn,0.01,0.9927789383931328,0.9910075977197712,0.02
polish,,"Dona
 ([Missa prima]
)",,,,"Sacred
",pl-kk--kk-i-386--001-009_missa-prima-dona.krn,,,,NaN
polish,,"Veni sancte spiritus
",,,,"Sacred
",pl-kk--kk-i-503--002_veni-sancte-spiritus.krn,,,,NaN
polish,,"Praeludium
",,,,"Secular; Prelude
",pl-sa--l-1636--066_praeludium.krn,1.01,0.8784013257339038,0.9104946251989592,1.04
polish,,"154. Matka nie wiedzac powodu
","Vivace aſsai
",,,,pl-wnifc--13846--001-154_piesni-polskie-i-ruskie-ludu-galicyjskiego-154-matka-nie-wiedzac-powodu.krn,,,,NaN
polish,,"[Quodcumque in orbe] / Patri perenne
",,,,,pl-cz--i-136_quodcumque-in-orbe-patri-perenne.krn,,,,NaN
polish,,"Marsz
",,,,"Secular; March
",pl-sa--549-a-ix-29--013_marsz.krn,0.16,0.9922733887511136,0.9838764306744796,0.3
polish,,"Alleluia Ave Maria 1mum
",,,,"Sacred
",pl-kk--kk-i-121--001_alleluia-ave-maria-1mum.krn,0.07,0.9806922242411058,0.9860486914169468,0.08
polish,,"Sanctus
 (Missa Pastoralis
)",,,,"Sacred; Mass
",pl-kk--kk-i-81--001-003_missa-pastoralis-sanctus.krn,,,,NaN
polish,,"Alleluia. Assumpta est Maria
 (Officium de Assumptione de BMV
)",,,,,pl-kk--kk-i-3--005-003_officium-de-assumptione-de-bmv-alleluia-assumpta-est-maria.krn,,,,NaN
polish,,"Boga rodzico
",,,,"Sacred
",pl-kk--kk-i-382--023_boga-rodzico.krn,0.19,0.9494538950866775,0.950808744250392,0.19
polish,,"Ave Maria
",,,,"Sacred
",pl-kk--kk-i-362--002_ave-maria.krn,,,,NaN
polish,,"Quam toto
",,,,"Sacred
",pl-sa--115-a-iii-15--pc0_quam-toto-pc0.krn,1.06,0.9527330221195872,0.967189440788164,1.08
polish,,"Angelus consilii natus est
",,,,"Sacred
",pl-kk--kk-i-2--032_angelus-consilii-natus-est.krn,-0.01,0.9710150384983992,0.9718840059753656,0.0
polish,,"Dignare me laudare te
",,,,"Sacred
",pl-kk--kk-i-7--094_dignare-me-laudare-te.krn,0.11,0.980180187203794,0.979032953120632,0.12
polish,,"Communio/Vos qui secuti
",,,,,pl-kk--kk-i-1--059_communio-vos-qui-secuti.krn,,,,NaN
polish,,"Adagio
 (Partita B
)","Adagio
",,,Partita,pl-cz--i-155--001-001_partita-b-adagio.krn,0.99,0.9829654102542272,0.97614608002979,0.97
polish,,"Responsorium 8vum
 (In Parasceve
)",,,,"Sacred
",pl-kk--kk-i-636--002-011_in-parasceve-responsorium-8vum.krn,,,,NaN
polish,,"Po upadku człowieka grzesznego
",,,,"Sacred
",pl-kk--kk-i-487--006_po-upadku-czlowieka-grzesznego.krn,,,,NaN
polish,,"Tertia Pars
 (Adoro te supplex, latens deitas
)",,,,"Sacred
",pl-sa--l-1643--039-003_adoro-te-supplex-latens-deitas-tertia-pars.krn,,,,NaN
polish,,"Magnificat wielkanocne
",,,,"Sacred
",pl-sa--l-1643--082_magnificat-wielkanocne.krn,0.11,0.9725327326342056,0.9749288218814278,0.13
polish,,"Duma
",,,,"Secular
",pl-sa--481-a-viii-121--042_duma.krn,,,,NaN
polish,,"O salutaris hostia
",,,,,pl-kk--kk-i-520_o-salutaris-hostia.krn,0.41,0.9828321584158732,0.990994387138195,0.44
polish,,"Rorate caeli
",,,,"Sacred
",pl-kk--kk-i-242--003_rorate-caeli.krn,0.18,0.9808655941509008,0.9795839679643984,0.22
polish,,"Polonez
",,,,"Secular; Polonaise
",pl-sa--20-a-i-20--002_polonez.krn,0.54,0.9867059414943804,0.9739624336420758,0.47
polish,,"83. Juz miesiac zeszedł
","Andante
",,,,pl-wnifc--13846--001-083_piesni-polskie-i-ruskie-ludu-galicyjskiego-83-juz-miesiac-zeszedl.krn,,,,NaN
polish,,"Alleluia assumpta est Maria
",,,,"Sacred
",pl-kk--kk-i-350--008_alleluia-assumpta-est-maria.krn,,,,NaN
polish,,"Sub tuum praesidium
",,,,"Sacred
",pl-kk--kk-i-313--003_sub-tuum-praesidium.krn,,,,NaN
polish,,"Benedicte Dominum omnes Angeli
",,,,"Sacred
",pl-kk--kk-i-132--003_benedicte-dominum-omnes-angeli.krn,,,,NaN
polish,,"Anglaise
",,,,"Secular; Anglaise
",pl-sa--552-a-ix-32--011_anglaise.krn,,,,NaN
polish,,"Exultate gaudete
",,,,"Sacred
",pl-kk--kk-i-15--013_exultate-gaudete.krn,0.36,0.9368700007207478,0.7502657109760726,0.26
polish,,"Ferijs 4
",,,,"Sacred
",pl-kk--kk-i-111--008-003_deo-gratias-ferijs-4.krn,,,,NaN
polish,,"Kyrie
 (Missa 6ta
)",,,,"Sacred; Mass
",pl-kk--kk-i-70--002-001_missa-6ta-kyrie.krn,,,,NaN
polish,,"Deo gratias Dominicale
",,,,"Sacred
",pl-kk--kk-i-111--007_deo-gratias-dominicale.krn,,,,NaN
polish,,"Mazurek
",,,,"Secular; Mazurka
",pl-sa--549-a-ix-29--022_mazurek.krn,,,,NaN
polish,,"Lux aeterna
 (Requiem Es
)",,,,"Sacred; Requiem
",pl-sa--197-a-vi-1--009_requiem-es-lux-aeterna.krn,,,,NaN
polish,,"Gavotte
",,,,"Secular; Gavotte
",pl-sa--552-a-ix-32--029_gavotte.krn,,,,NaN
polish,,"Rorate caeli
",,,,"Sacred
",pl-kk--kk-i-275--001_rorate-caeli.krn,-0.05,0.9675743831621888,0.8227924787082401,-0.04
polish,,"O salutaris hostia
",,,,"Sacred
",pl-kk--kk-i-11--005_o-salutaris-hostia.krn,,,,NaN
polish,,"Valc
",,,,"Secular; Waltz
",pl-sa--576-a-ix-56--006_valc.krn,0.51,0.9562133969992804,0.9501303001588092,0.61
polish,,"74. Nad strumykiem, przy dolinie
","Mazur
",,,,pl-wnifc--13846--001-074_piesni-polskie-i-ruskie-ludu-galicyjskiego-74-nad-strumykiem-przy-dolinie.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--481-a-viii-121--034_keyboard-piece.krn,,,,NaN
polish,,"Responsum accepit Simeon
",,,,,pl-kk--kk-i-1--041_responsum-accepit-simeon.krn,,,,NaN
polish,,"O salutaris hostia
",,,,"Sacred
",pl-kk--kk-i-494_o-salutaris-hostia.krn,,,,NaN
polish,,"Sanctus
 (Nro 1
)",,,,"Sacred
",pl-kk--kk-i-382--001-006_nro-1-sanctus.krn,0.12,0.9753223739437408,0.9858502359754464,0.18
polish,,"Offertorium Nro 24
",,,,"Sacred
",pl-kk--kk-i-382--069_offertorium-nro-24.krn,,,,NaN
polish,,"Caro mea
 (Caro mea
)",,,,"Sacred
",pl-kk--kk-i-137--001-001_caro-mea-caro-mea.krn,0.89,0.9598982186787086,0.975606150915684,0.84
polish,,"Valc
",,,,"Secular; Waltz
",pl-sa--481-a-viii-121--024_valc.krn,,,,NaN
polish,,"Offertorium Nro 1
",,,,"Sacred
",pl-kk--kk-i-382--046_offertorium-nro-1.krn,,,,NaN
polish,,"Et in terra
 (Missa De Nativitate Domini
)",,,,"Sacred; Mass
",pl-kk--kk-i-20--001-002_missa-de-nativitate-domini-et-in-terra.krn,0.03,0.917661595648432,0.917885420001876,0.07
polish,,"Et in terra
 (Officium Octavi Toni
)",,,,"Sacred
",pl-kk--kk-i-6--027-002_officium-octavi-toni-et-in-terra.krn,0.05,0.966173536388642,0.9613308519617808,0.04
polish,,"Alleluia. Post partum Virgo
",,,,"Sacred
",pl-kk--kk-i-2--031_alleluia-post-partum-virgo.krn,,,,NaN
polish,,"Wariacje in G
","Allegretto
",,,"Secular; Variations
",pl-sa--549-a-ix-29--001_wariacje-in-g.krn,1.06,0.9667119470331272,0.9330222197877572,1.09
polish,,"Benedictus
 ([Missa] No. 6.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--006-006_missa-no-6-benedictus.krn,,,,NaN
polish,,"Sive sitim Christus restinguit sanguine
",,,,"Sacred
",pl-sa--l-1643--024-004_na-boze-cialo-sive-sitim-christus-restinguit-sanguine.krn,-0.04,0.9826668878225618,0.9836377738092666,-0.03
polish,,"Polonez
",,,,"Secular; Polonaise
",pl-sa--20-a-i-20--001_polonez.krn,0.94,0.9921505465158128,0.7506169601070132,0.79
polish,,"O admirabile comercium
",,,,"Sacred
",pl-kk--kk-i-217_o-admirabile-comercium.krn,,,,NaN
polish,,"Iste Confessor Domini
",,,,"Sacred
",pl-kk--kk-i-8--022_iste-confessor-domini.krn,,,,NaN
polish,,"Valse
",,,,"Secular; Waltz
",pl-sa--576-a-ix-56--003_valse.krn,,,,NaN
polish,,"Dona nobis
 (Missa
)",,,,"Sacred; Mass
",pl-kk--kk-i-67--001-006_missa-dona-nobis.krn,,,,NaN
polish,,"47. Rabia las, rabia las
","Krakowiak.
",,,,pl-wnifc--13846--001-047_piesni-polskie-i-ruskie-ludu-galicyjskiego-47-rabia-las-rabia-las.krn,,,,NaN
polish,,"Surrexit Dominus
",,,,"Sacred
",pl-kk--kk-i-265--003_surrexit-dominus.krn,,,,NaN
polish,,"Uterus virginens
",,,,,pl-kk--kk-i-3--059_uterus-virginens.krn,-0.01,0.967084893425378,0.966304821402691,0.03
polish,,"Oycze nasz
",,,,"Sacred
",pl-kk--kk-i-387--005_oycze-nasz.krn,-0.05,0.9939585765375688,0.991357376037605,0.08
polish,,"Umarł na krzyzu
",,,,,pl-sa--372-a-viii-12--001-003_plancti-umarl-na-krzyzu.krn,,,,NaN
polish,,"Kyrie
 (Missa
)",,,,"Sacred; Mass
",pl-kk--kk-i-66--001-002_missa-kyrie.krn,,,,NaN
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--028_keyboard-piece.krn,,,,NaN
polish,,"Graduale/Alleluia. Ave Maria
 ([Missa] No. 6.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--006-004_missa-no-6-graduale-alleluia-ave-maria.krn,,,,NaN
polish,,"Kancjonał Zamoyskich
",,,,,pl-wn--sd-xvi-o-261_kancjonal-zamoyskich-piesn-o-posiedzieniu-i-o-zniewoleniu-zalosnym-ziemie-wegierskiej-pan-bog-ktory-w-oce-mgnieniu.krn,,,,NaN
polish,,"Andante
","Andante
",,,"Secular
",pl-sa--549-a-ix-29--034_andante.krn,,,,NaN
polish,,"Kyrie
 (Missa
)",,,,"Sacred; Mass
",pl-sa--154-a-iv-4--001-001_missa-kyrie.krn,1.28,0.9845687953916156,0.993869854930006,1.14
polish,,"Anima mea
",,,,"Sacred
",pl-kk--kk-i-124--001_anima-mea.krn,0.11,0.9684246677278954,0.9646296002658457,0.13
polish,,"23. Dajciez mi kielicha
","Tempo di Mazur.
",,,,pl-wnifc--13846--001-023_piesni-polskie-i-ruskie-ludu-galicyjskiego-23-dajciez-mi-kielicha.krn,,,,NaN
polish,,"Kyrie
 (Missa alia Paschalis
)",,,,"Sacred; Mass
",pl-kk--kk-i-10--022-001_missa-alia-paschalis-kyrie.krn,-0.04,0.962444810167256,0.9649203894477404,-0.02
polish,,"31. A gdziez sie podziały pozadane gody
","Mazur.
",,,,pl-wnifc--13846--001-031_piesni-polskie-i-ruskie-ludu-galicyjskiego-31-a-gdziez-sie-podzialy-pozadane-gody.krn,,,,NaN
polish,,"Patrem
 (Missa
)",,,,"Sacred; Mass
",pl-sa--154-a-iv-4--001-003_missa-patrem.krn,0.84,0.9938554002003888,0.987564978648272,0.92
polish,,"Witaj Jezu
 (Passio Domini Nostri
)",,,,"Sacred
",pl-sa--11-a-i-11--001-002_passio-domini-nostri-witaj-jezu.krn,1.19,0.8464860461997391,0.8674622774936062,1.09
polish,,"Allegro moderato
",,,,"Secular
",pl-sa--552-a-ix-32--031_allegro-moderato.krn,0.82,0.9937508485255732,0.9791869136582776,0.79
polish,,"Et in terra
 (Rorate caeli
)",,,,"Sacred
",pl-kk--kk-i-277--002-003_rorate-caeli-et-in-terra.krn,-0.09,0.9641617231547304,0.9644718487973636,-0.03
polish,,"Et in terra
 (Officium Secundum
)",,,,,pl-kk--kk-i-3--007-003_officium-secundum-et-in-terra.krn,-0.05,0.9585114221980094,0.9607307308778148,-0.03
polish,,"Polonez
",,,,"Secular; Polonaise
",pl-sa--552-a-ix-32--002_polonez.krn,0.89,0.9596755972038746,0.9058844205739378,0.79
polish,,"Kotylion
",,,,"Secular; Cotillion
",pl-sa--549-a-ix-29--039_kotylion.krn,,,,NaN
polish,,"[Superne Regum Rex bone] / Ad jussa cujus turgidae
",,,,"Sacred
",pl-cz--i-157_superne-regum-rex-bone-ad-jussa-cujus-turgidae.krn,,,,NaN
polish,,"Benedictus
 (Missa
)",,,,"Sacred; Mass
",pl-kk--kk-i-394--001-005_missa-benedictus.krn,1.28,0.9978109039223448,0.8327355632001692,1.3
polish,,"[Keyboard piece]
",,,,"Secular
",pl-sa--l-1636--016_keyboard-piece.krn,,,,NaN
polish,,"Agnus
 ([Missa] No. 10.
)",,,,"Sacred; Mass
",pl-kk--kk-i-389--010-007_missa-no-10-agnus.krn,,,,NaN
polish,,"Adagio
 (Partita B
)",,,,Partita,pl-cz--i-155--001-003_partita-b-adagio.krn,,,,NaN
polish,,"Profitentes unitatem
",,,,,pl-sa--95-a-ii-35--005_profitentes-unitatem.krn,0.93,0.998026602293228,0.9956460779701968,0.9
polish,,"Cotillion
",,,,"Secular; Cotillion
",pl-sa--549-a-ix-29--008_cotillion.krn,0.31,0.9733748563804504,0.9730242731439528,0.13
polish,,"Gloria
",,,,,pl-kk--kk-i-1--017-002_gaudeamus-omnes-gloria.krn,,,,NaN
polish,,"Chori angelici
",,,,,pl-sa--95-a-ii-35--002_chori-angelici.krn,0.28,0.9923478076088204,0.9531290041302176,0.24
polish,,"Dumka
",,,,"Secular; Dumka
",pl-sa--597-a-ix-77--001_dumka.krn,,,,NaN
polish,,"[Magnificat] Octavi Toni
",,,,"Sacred
",pl-kk--kk-i-2--019_magnificat-octavi-toni.krn,0.03,0.9840957801649424,0.9886182043516826,0.04
polish,,"Sancta et immaculata
",,,,"Sacred
",pl-kk--kk-i-268--002_sancta-et-immaculata.krn,,,,NaN
polish,,"87. Gdy noc nadchodzi
","Andante
",,,,pl-wnifc--13846--001-087_piesni-polskie-i-ruskie-ludu-galicyjskiego-87-gdy-noc-nadchodzi.krn,,,,NaN
polish,,"Kyrie
 (Missa a 3
)",,,,"Sacred; Mass
",pl-kk--kk-i-59--001-001_missa-a-3-kyrie.krn,,,,NaN
polish,,"Resurrexit Christus
",,,,"Sacred
",pl-kk--kk-i-15--016_resurrexit-christus.krn,-0.1,0.9322314669030136,0.9358038957971936,-0.02
polish,,"[Instrumental piece]
",,,,"Secular
",pl-sa--530-a-ix-10--003_instrumental-piece.krn,,,,NaN
polish,,"Nigra sum sed formosa
",,,,"Sacred
",pl-kk--kk-i-11--010_nigra-sum-sed-formosa.krn,-0.01,0.9740425798121446,0.7793320461734017,0.03
polish,,"Kyrie
",,,,"Sacred
",pl-kk--kk-i-6--008_kyrie.krn,,,,NaN
polish,,"Gloria
 (Missa
)",,,,"Sacred; Mass
",pl-sa--154-a-iv-4--001-002_missa-gloria.krn,1.0,0.9550352779833524,0.9768493816041371,1.05
polish,,"Marsz
",,,,"Secular; March
",pl-sa--481-a-viii-121--043_marsz.krn,,,,NaN
