J,J_discreto,J_interp,λ,λ_discreto,λ_interp
0.004032683422275807,0.9839679358717435,0.9839679358717435,-0.0008092632247820643,0.0,0.0
0.004008331818104893,0.9839679358717435,0.9839679358717435,-0.006740547616137905,0.0,0.0
0.0020043287910891383,0.9839679358717435,0.9839679358717435,-0.013583140489008178,0.0,0.0
0.002004328791351151,0.9839679358717435,0.9839679358717435,-0.020533121173302037,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.027592890462977512,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.03476576060772102,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.042055197321566616,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.049464828597614,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.05699845499794721,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.06466006077313394,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.0724538258919244,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.08038413907222797,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.08845561191494343,0.0,0.0
0.002004328791351262,0.9839679358717435,0.9839679358717435,-0.09667309425463251,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.10504169085494654,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.11356677959273447,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.12225403129295104,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.13110943139755893,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.1401393036758048,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.14935033621100957,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.15874960993135115,0.0,0.0
0.002004328791351373,0.9839679358717435,0.9839679358717435,-0.16834462998946256,0.0,0.0
0.002004328791351373,0.002004328791351373,0.9839679358717435,-0.17814336033915476,0.2148476842025309,0.0
