J,J_discreto,J_interp,λ,λ_discreto,λ_interp
0.004032683422275807,0.002004328791351373,0.3045932109981976,-0.0008092632247820643,-1.1102230246251568e-16,-0.017810189045981563
0.004008331818104893,0.002004328791351373,0.3045932109981976,-0.006740547616137905,0.0005571031217016615,-0.016695982802579522
0.0020043287910891383,0.002004328791351373,0.3045932109981976,-0.013583140489008178,0.001113586206411922,-0.015583016633157922
0.002004328791351151,0.002004328791351373,0.3045932109981976,-0.020533121173302037,0.0016694506327572362,-0.014471287780466685
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.027592890462977512,0.0022246977747708463,-0.013360793496439335
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.03476576060772102,0.0027793290019137067,-0.012251531042153695
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.042055197321566616,0.003333345679094587,-0.011143497687792138
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.049464828597614,0.003886749166690079,-0.010036690712600299
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.05699845499794721,0.004439540820564857,-0.008931107404851738
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.06466006077313394,0.004991721992091433,-0.007826745061798526
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.0724538258919244,0.005543294028170124,-0.006723600989641246
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.08038413907222797,0.006094258271248639,-0.005621672503483907
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.08845561191494343,0.006644616059341173,-0.004520956927298495
0.002004328791351262,0.002004328791351373,0.3045932109981976,-0.09667309425463251,0.007194368726049792,-0.003421451593881844
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.10504169085494654,0.00774351760058085,-0.0023231538448194138
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.11356677959273447,0.008292064007767696,-0.0012260610304460355
0.002004328791351373,0.002004328791351373,0.3045932109981976,-0.12225403129295104,0.008840009268086046,-0.00013017050980937837
