J,J-discreto,J-interp,λ,λ-discreto,λ-interp
0.0040326834222758,0.9879759519038076,0.4884884884884884,-0.000809263224782,-0.2876820724517799,0.0
0.0040083318181048,0.9879759519038076,0.4884884884884884,-0.0067405476161379,-0.2865678662083791,0.0
0.0020043287910891,0.9879759519038076,0.4884884884884884,-0.0135831404890081,-0.2854549000389725,0.0
0.0020043287913511,0.9879759519038076,0.4884884884884884,-0.020533121173302,-0.284343171186265,0.0
0.0020043287913513,0.9879759519038076,0.4884884884884884,-0.0275928904629775,-0.2832326769022327,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.034765760607721,-0.1410617072239785,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.0420551973215666,-0.1405076905467972,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.049464828597614,-0.139954287059198,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.0569984549979472,-0.1394014954053251,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.0646600607731339,-0.1388493142337974,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.0724538258919244,-0.1382977421977214,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.0803841390722279,-0.1377467779546437,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.0884556119149434,-0.137196420166548,0.0
0.0020043287913512,0.0020043287913513,0.4884884884884884,-0.0966730942546325,-0.1366466674998423,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.1050416908549465,-0.136097518625309,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.1135667795927344,-0.1355489722181203,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.122254031292951,-0.1350010269578065,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.1311094313975589,-0.1344536815282139,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.1401393036758048,-0.1339069346175278,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.1493503362110095,-0.1333607849182236,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.1587496099313511,-0.1328152311270554,0.0
0.0020043287913513,0.0020043287913513,0.4884884884884884,-0.1683446299894625,-0.1322702719450448,0.0
0.0020043287913513,0.0020043287913513,0.9224739037609292,-0.1781433603391547,0.2148476842025309,0.2142381257904456
0.0020043287913513,0.0020043287913513,0.9224739037609292,-0.1881542619083568,0.2153914580462328,0.2147824428647606
0.0020043287913513,0.0020043287913513,0.9224739037609292,-0.1983863348264644,0.2159346411523365,0.2153261686113299
0.0020043287913513,0.0020043287913513,0.9224739037609292,-0.2088491652344412,0.2164772348029859,0.2158693043135784
0.0020043287913513,0.0020043287913513,0.9224739037609292,-0.2195529772873861,0.2170192402761081,0.2164118512507097
0.0020043287913513,0.0020043287913513,0.9224739037609292,-0.2305086910566295,0.2175606588455218,0.2169538106978152
0.0020043287913512,0.0020043287913513,0.9224739037609292,-0.2417279871532354,0.218101491780893,0.2174951839258291
