J,J-discreto,J-interp,λ,λ-discreto,λ-interp
0.0040326834222758,0.9579158316633266,0.2335329341317366,-0.000809263224782,-0.1053605156578231,-0.5108256237659832
0.0040083318181048,0.0020043287913513,0.2335329341317366,-0.0067405476161379,-0.3069788634684961,-0.5097114175225728
0.0020043287910891,0.0020043287913513,0.2335329341317366,-0.0135831404890081,-0.3058658972990814,-0.5085984513531497
0.0020043287913511,0.0020043287913513,0.2335329341317366,-0.020533121173302,-0.3047541684463944,-0.5074867225004932
0.0020043287913513,0.0020043287913513,0.322613148151968,-0.0275928904629775,-0.1598026379364732,-0.1596269105315301
0.0020043287913513,0.0020043287913513,0.322613148151968,-0.034765760607721,-0.1586933754821931,-0.1585176480772501
0.0020043287913513,0.0020043287913513,0.322613148151968,-0.0420551973215666,-0.157585342127822,-0.1574096147228789
0.0020043287913513,0.0020043287913513,0.322613148151968,-0.049464828597614,-0.1564785351526358,-0.1563028077476927
0.0020043287913513,0.0020043287913513,0.322613148151968,-0.0569984549979472,-0.1553729518448915,-0.1551972244399484
0.0020043287913513,0.0020043287913513,0.322613148151968,-0.0646600607731339,-0.1542685895018333,-0.1540928620968902
0.0020043287913513,0.0020043287913513,0.322613148151968,-0.0724538258919244,-0.15316544542967,-0.152989718024727
0.0020043287913513,0.0020043287913513,0.322613148151968,-0.0803841390722279,-0.1520635169435167,-0.1518877895385736
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.0884556119149434,-0.4975363916473147,0.0947223513486003
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.0966730942546325,-0.4964368863139085,0.0952742942649805
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.1050416908549465,-0.4953385885648336,0.0958256309836304
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.1135667795927344,-0.4942414957504643,0.096376362834671
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.122254031292951,-0.4931456052298134,0.0969264911438383
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.1311094313975589,-0.4920509143706263,0.097476017232507
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.1401393036758048,-0.4909574205492542,0.0980249424177374
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.1493503362110095,-0.4898651211506677,0.0985732680122575
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.1587496099313511,-0.4887740135683029,0.0991209953245069
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.1683446299894625,-0.4876840952043089,0.0996681256586412
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.1781433603391547,-0.3750235878119951,0.1002146603145563
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.1881542619083568,-0.3739360401245913,0.1007606005879085
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.1983863348264644,-0.3728496739123713,0.1013059477701414
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.2088491652344412,-0.3717644866110853,0.1018507031484787
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.2195529772873861,-0.3706804756648281,0.1023948680059601
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.2305086910566295,-0.3695976385259996,0.1029384436214688
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.2417279871532354,-0.3685159726552595,0.1034814312697298
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.2532233790313342,-0.3674354755215028,0.1040238322213343
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.2650082940933757,-0.3663561446018251,0.1045656477427665
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.2770971649151115,-0.3652779773814813,0.1051068790964079
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.2895055321444661,-0.3642009713538388,0.1056475275405595
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.3022501609142241,-0.3631251240203823,0.1061875943294678
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.3153491729555772,-0.362050432890613,0.1067270807133376
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.3288221970246004,0.221871030367481,0.1072659879383304
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.3426905407747582,0.222407223448357,0.1078043172466203
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.3569773878522643,0.2229428421391049,0.1083420698763811
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.3717080247909772,0.2234778876690261,0.1088792470617981
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.386910103282539,0.2240123612634776,0.1094158500331235
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.4026139446534841,0.2245462641438961,0.1099518800166435
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.4188528949722487,0.2250795975278015,0.1104873382347477
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.4356637412374323,0.2256123626288168,0.1110222259058887
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.4530872017053584,0.2261445606567069,0.1115565442446514
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.4711685067931035,0.2266761928173712,0.1120902944617304
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.4899580914076119,0.2272072603128662,0.112623477763976
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.5095124253748662,0.2277377643414127,0.1131560953543892
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.529895016405277,0.2282677060974325,0.1136881484321505
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.5511776304825097,0.2287970867715519,0.1142196381926244
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.5734417888110491,0.229325907550619,0.1147505658273854
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.5967806201127024,0.2298541696177175,0.1152809325242313
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.6213011745646052,0.2303818741521926,0.1158107394672086
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.6471273447188481,0.230909022329653,0.1163399878366047
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.6744035950977038,0.2314356153219725,0.1168686788089835
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.703299784959401,0.231961654297379,0.1173968135571919
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.7340174928076896,0.2324871404203688,0.1179243932503948
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.7667984412785357,0.2330120748517856,0.1184514190540463
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.8019359193778822,0.2335364587488296,0.1189778921299625
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.8397905804191379,0.2340602932650534,0.119503813636291
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.8808127953303585,0.2345835795503873,0.1200291847275414
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.9255751233333734,0.2351063187511572,0.1205540065546166
0.0020043287913513,0.0020043287913513,0.3226131481519673,-0.9748209469561564,0.3267892904070832,0.3246185337374175
0.0020043287913513,0.0020043287913513,0.3226131481519673,-1.0295400060314313,0.3273109388633774,0.325142260474414
0.0020043287913513,0.0020043287913513,0.3226131481519673,-1.0910909292367856,0.3278320436526031,0.3256654413783377
0.0020043287913513,0.0020043287913513,0.3226131481519673,-1.1614109070575247,0.3283526059068047,0.3261880775857435
0.0020043287913513,0.0020043287913513,0.3226131481519673,-1.2433993989700245,0.3288726267545083,0.326710170229653
0.0020043287913513,0.0020043287913513,0.3226131481519673,-1.341684387065823,0.3293921073207213,0.327231720439556
0.0020043287913513,0.0020043287913513,0.3226131481519673,-1.464345660647895,0.3299110487269351,0.3277527293414123
0.0020043287913513,0.0020043287913513,0.3226131481519673,-1.627523766922248,0.3304294520911529,0.3282731980576786
0.0020043287913513,0.0020043287913513,0.3226131481519673,-1.8718021769016016,0.3309473185279276,0.3287931277073488
0.0020043287913513,0.0020043287913513,0.3226131481519673,-2.3701559984706764,0.3314646491483031,0.3293125194058933
0.0020043287913513,0.0020043287913513,0.3226131481519669,-2.5400594262655494,-0.2319168444941361,0.1116027583584526
0.0020043287913512,0.0020043287913513,0.3226131481519669,-1.9269565146324112,-0.2308843198799321,0.1126352829726373
0.0020043287913512,0.0020043287913513,0.3226131481519669,-1.659396934301464,-0.2298528602732833,0.1136667425793062
0.0020043287913513,0.0020043287913513,0.3226131481519669,-1.4858256170621826,-0.2288224634793859,0.114697139373194
0.0020043287913513,0.0020043287913513,0.3226131481519669,-1.3570599856968115,-0.2277931273102763,0.1157264755423145
0.0020043287913513,0.0020043287913513,0.3226131481519669,-1.254619017065662,-0.2267648495846972,0.1167547532678811
0.0020043287913513,0.0020043287913513,0.3226131481519669,-1.1695233915618235,-0.225737628128172,0.1177819747244071
0.0020043287913512,0.0020043287913513,0.3226131481519669,-1.0967254939763122,-0.224711460772865,0.1188081420797235
0.0020043287913513,0.0020043287913513,0.3226131481519669,-1.033103750274793,-0.2236863453576194,0.119833257494969
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.9765923931267576,-0.2226622797279146,0.1208573231246526
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.9257532050391124,-0.2216392617358896,0.1218803411166912
0.0020043287913512,0.0020043287913513,0.3226131481519669,-0.8795445432113552,-0.2206172892401851,0.1229023136123839
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.8371877323572005,-0.2195963601060921,0.1239232427464874
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.7980853781726539,-0.2185764722053303,0.1249431306472369
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.7617691259274652,-0.2175576234162288,0.1259619794363386
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.727864979536926,-0.2165398116235345,0.1269797912290438
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.6960695417938537,-0.2155230347184463,0.1279965681341312
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.6661332922172755,-0.2145072905986066,0.1290123122539613
0.0020043287913513,0.0020043287913513,0.3226131481519669,-0.6378485403637106,-0.2134925771680798,0.1300270256845098
