J,J_discreto,J_interp,λ,λ_discreto,λ_interp
0.004032683422275807,0.002004328791351373,0.48848848848848847,-0.0008092632247820643,-0.5493061443340689,0.0
0.004008331818104893,0.002004328791351373,0.48848848848848847,-0.006740547616137905,-0.5481919380906558,0.0
0.0020043287910891383,0.002004328791351373,0.48848848848848847,-0.013583140489008178,-0.5470789719212309,0.0
0.002004328791351151,0.002004328791351373,0.48848848848848847,-0.020533121173302037,-0.5459672430685446,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.027592890462977512,-0.5448567487845204,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.03476576060772102,-0.543747486330229,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.042055197321566616,-0.5426394529758777,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.049464828597614,-0.5415326460006809,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.05699845499794721,-0.5404270626929186,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.06466006077313394,-0.539322700349875,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.0724538258919244,-0.5382195562777278,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.08038413907222797,-0.5371176277915445,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.08845561191494343,-0.5360169122153677,0.0
0.002004328791351262,0.002004328791351373,0.48848848848848847,-0.09667309425463251,-0.5349174068819523,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.10504169085494654,-0.5338191091328883,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.11356677959273447,-0.5327220163185219,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.12225403129295104,-0.5316261257978702,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.13110943139755893,-0.5305314349387118,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.1401393036758048,-0.5294379411173399,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.14935033621100957,-0.5283456417187226,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.15874960993135115,-0.5272545341363852,0.0
0.002004328791351373,0.002004328791351373,0.48848848848848847,-0.16834462998946256,-0.5261646157723658,0.0
0.002004328791351373,0.002004328791351373,0.9444455526764886,-0.17814336033915476,-0.5250758840371645,0.214311029842705
0.002004328791351373,0.002004328791351373,0.9444455526764886,-0.1881542619083568,-0.5239883363497684,0.21485534691702
0.002004328791351373,0.002004328791351373,0.9444455526764886,-0.19838633482646448,-0.5229019701375364,0.2153990726635893
0.002004328791351373,0.002004328791351373,0.9444455526764886,-0.20884916523444125,-0.5218167828362611,0.21594220836583772
0.002004328791351373,0.002004328791351373,0.9444455526764886,-0.21955297728738613,-0.5207327718899952,0.2164847553029691
0.002004328791351373,0.002004328791351373,0.9444455526764886,-0.2305086910566295,-0.5196499347511653,0.21702671475007457
0.002004328791351262,0.002004328791351373,0.9444455526764886,-0.24172798715323549,-0.5185682688804228,0.21756808797808846
0.002004328791351373,0.002004328791351373,0.9444455526764886,-0.2532233790313342,-0.5174877717466746,0.2181088762538295
0.002004328791351373,0.002004328791351373,0.9444455526764886,-0.2650082940933757,-0.5164084408269907,0.21864908083999665
0.002004328791351373,0.002004328791351373,0.9444455526764886,-0.27709716491511155,-0.5153302736066507,0.21918870299524001
