composer_i,composer_j,wasserstein_w1,compression_logiqr_distance,iqr_i,iqr_j,mad_i,mad_j
Byrd,Buxtehude,2.76191447596169,0.5991169766560656,5.507586044572144,10.026618428270847,2.3632946426522015,5.111929718246925
Handel,Scarlatti,2.8432657306071825,0.35028874588534453,14.891503838752834,10.49083577013263,6.37282027011619,4.758946404322074
Handel,Bach,2.858844927520231,0.21021312078429588,14.891503838752834,18.375237293338273,6.37282027011619,8.253242812942
Beethoven,Tchaikovsky,3.0288202608324357,0.07108402908064004,27.028674793205862,29.019916232518096,12.814209719635997,14.954325931725855
Mozart,Dvorak,3.0891541833269924,0.020252474843660107,23.376029541617072,22.907368879336182,11.420799518121928,12.274020101453868
Beethoven,Alkan,3.3158573142871557,0.23933891572201604,27.028674793205862,21.27556893613943,12.814209719635997,11.817735616295874
Chopin,Faure,3.6152688766333085,0.648034600971982,15.57397380658444,8.146322303574351,5.408433101115538,3.2342186695649184
Alkan,Tchaikovsky,3.616945520481936,0.3104229448026561,21.27556893613943,29.019916232518096,11.817735616295874,14.954325931725855
Alkan,Dvorak,3.8685253038218774,0.07389922781623559,21.27556893613943,22.907368879336182,11.817735616295874,12.274020101453868
Buxtehude,Handel,4.040782264910604,0.3955474387626565,10.026618428270847,14.891503838752834,5.111929718246925,6.37282027011619
Beethoven,Dvorak,4.168024581274763,0.16543968790578045,27.028674793205862,22.907368879336182,12.814209719635997,12.274020101453868
Haydn,Schubert,4.177669633183434,0.10453562960086593,20.568513667041262,22.835059980855696,10.211069967631323,11.23919659409853
Handel,Chopin,4.3152658289924855,0.04481033713077487,14.891503838752834,15.57397380658444,6.37282027011619,5.408433101115538
Buxtehude,Chopin,4.331731861548091,0.4403577758934314,10.026618428270847,15.57397380658444,5.111929718246925,5.408433101115538
Liszt,Dvorak,4.3782312020391885,0.17129770496109042,27.187473900950586,22.907368879336182,11.956720481889619,12.274020101453868
Scarlatti,Bach,4.408772600937185,0.5605018666696404,10.49083577013263,18.375237293338273,4.758946404322074,8.253242812942
Mozart,Liszt,4.427525912031179,0.15104523011743032,23.376029541617072,27.187473900950586,11.420799518121928,11.956720481889619
Bach,Chopin,4.546558676197494,0.165402783653521,18.375237293338273,15.57397380658444,8.253242812942,5.408433101115538
Byrd,Faure,4.631637117234442,0.391440151577515,5.507586044572144,8.146322303574351,2.3632946426522015,3.2342186695649184
Schumann,Liszt,4.768583231252811,0.08039184266252031,29.463381627935863,27.187473900950586,14.744537688002016,11.956720481889619
Schumann,Tchaikovsky,4.7833455377470955,0.015165830637190236,29.463381627935863,29.019916232518096,14.744537688002016,14.954325931725855
Buxtehude,Faure,4.956815041274203,0.20767682507855056,10.026618428270847,8.146322303574351,5.111929718246925,3.2342186695649184
Tchaikovsky,Dvorak,5.029850405703075,0.2365237169864205,29.019916232518096,22.907368879336182,14.954325931725855,12.274020101453868
Mozart,Alkan,5.0803658030035646,0.0941517026598957,23.376029541617072,21.27556893613943,11.420799518121928,11.817735616295874
Schumann,Alkan,5.159909276817447,0.3255887754398463,29.463381627935863,21.27556893613943,14.744537688002016,11.817735616295874
Mozart,Beethoven,5.1688060939113285,0.14518721306212035,23.376029541617072,27.028674793205862,11.420799518121928,12.814209719635997
Schumann,Dvorak,5.169621241211748,0.25168954762361073,29.463381627935863,22.907368879336182,14.744537688002016,12.274020101453868
