Byrd,Buxtehude,Handel,Scarlatti,Bach,Haydn,Mozart,Beethoven,Schubert,Chopin,Schumann,Liszt,Alkan,Brahms,Saint,Tchaikovsky,Dvorak,Faure,Debussy
0.0,3.1493508497626284,4.9790063966022355,6.481405407892542,8.413117950464652,21.2269218276668,14.61808357592497,17.306859998415128,22.375713526989678,6.480373026338995,14.1614058158671,9.84251105511715,11.069825933196011,6.635839583663105,12.295857080702397,15.698873637814026,13.621601266082038,3.478322654729559,12.638053335516283
3.1493508497626284,0.0,2.010529095319242,3.6845192068464883,5.304818692538714,18.346104610784323,11.592301208889932,14.27751846144129,19.50659231674471,3.932333669317726,11.057167972770388,6.814479113617596,8.054135775268144,4.154578382196563,9.285519372239587,12.672461541297341,10.666510467254216,3.393092398153415,9.623477474710066
4.9790063966022355,2.010529095319242,0.0,2.7225855843893787,4.293521247938194,16.775898739700132,9.973191609043218,12.534920364211164,17.94052120201831,3.9137878728659166,9.772008733440165,5.003494593160613,6.372941858519882,3.9759426784629386,8.003444182298878,10.979670034181751,9.08028432719503,4.133721769171225,8.4834749094692
6.481405407892542,3.6845192068464883,2.7225855843893787,0.0,5.76240191222211,14.835505642936436,9.179322833400189,11.707628771375298,15.987465809452086,6.217427358948296,10.403169433942274,5.638293929860212,5.29225553939943,6.237065466734239,9.337126574127513,10.580910295807362,8.66176062494137,6.586612914985947,9.394532671938304
8.413117950464652,5.304818692538714,4.293521247938194,5.76240191222211,0.0,13.621024808159861,7.001146899524365,9.36008379421354,14.749967790427593,3.41103379788914,5.784321410402821,2.203810484811994,3.550770586312064,3.141067313069171,4.691961979210256,7.811931282522666,5.923057330413428,5.963121651874019,4.678748946346526
21.2269218276668,18.346104610784323,16.775898739700132,14.835505642936436,13.621024808159861,0.0,6.802707130656911,5.271028621637818,2.0456822294336217,16.70713385928402,11.637156372494566,12.701982176729915,10.411497600464111,16.504021734828935,9.417933455407416,6.6868295143977985,8.295512169928395,19.2332966607402,10.902434260560604
14.61808357592497,11.592301208889932,9.973191609043218,9.179322833400189,7.001146899524365,6.802707130656911,0.0,2.7875203036073635,7.9673295929750925,10.00088032515959,6.17386204121774,6.254650472515834,4.224413863914081,9.701314604172023,3.9952111772320436,2.3986413253754666,2.6003737742258206,12.443753052894865,5.479481124236999
17.306859998415128,14.27751846144129,12.534920364211164,11.707628771375298,9.36008379421354,5.271028621637818,2.7875203036073635,0.0,5.462373793414537,12.409382528187663,6.526660600289112,8.386524184334705,6.524555428946462,12.211926727442782,5.61821342032164,2.048232354261849,3.9023497108476173,14.983578010258645,5.870179850459651
22.375713526989678,19.50659231674471,17.94052120201831,15.987465809452086,14.749967790427593,2.0456822294336217,7.9673295929750925,5.462373793414537,0.0,17.8717563216022,11.292013471618432,13.848720712532801,11.57612006278229,17.668644197147113,10.560522217872926,6.999168960977604,8.868869355791439,20.397919123058387,10.486654993653097
6.480373026338995,3.932333669317726,3.9137878728659166,6.217427358948296,3.41103379788914,16.70713385928402,10.00088032515959,12.409382528187663,17.8717563216022,0.0,7.8826620613363865,4.359380616811464,6.384167313862108,1.7276745197772654,7.517515393870903,10.879645278218355,9.006785569789308,3.862778565850522,7.798350085336127
