contrast,median_w1,median_shape_w1,median_iqr_ratio_a_over_b,median_mad_ratio_a_over_b,n_wilcoxon_sig_p_lt_0_05
null_models_within_notes,9.716328902602685,0.3302383055690303,1.339401103436423,1.333484710800589,19
null_models_within_intervals,12.172191035673464,0.2393721724782301,0.7788457793372642,0.782835242662523,19
representations_within_iaaft,23.55767164283551,0.33873324575665154,1.5506658792960004,1.6418916002976032,19
representations_within_shuffle,6.029307806151313,0.4732266311001605,0.9172190824950414,0.9920936694641029,10
