composer,birth_year,composer_index,serie,length_notes_shuffle,z_notes_shuffle,p_value_notes_shuffle,p_raw_notes_shuffle,pe_obs_notes_shuffle,mu_null_notes_shuffle,sigma_null_notes_shuffle,length_intervals_shuffle,z_intervals_shuffle,p_value_intervals_shuffle,p_raw_intervals_shuffle,pe_obs_intervals_shuffle,mu_null_intervals_shuffle,sigma_null_intervals_shuffle,length_notes_iaaft,z_notes_iaaft,p_value_notes_iaaft,p_raw_notes_iaaft,pe_obs_notes_iaaft,mu_null_notes_iaaft,sigma_null_notes_iaaft,length_intervals_iaaft,z_intervals_iaaft,p_value_intervals_iaaft,p_raw_intervals_iaaft,pe_obs_intervals_iaaft,mu_null_intervals_iaaft,sigma_null_intervals_iaaft,birth_year_num,composer_index_num
Handel,1685,2,Serie_334,2864,-31.796112713432482,0.000999000999000999,0.0,0.8021967319922487,0.9232827747444374,0.0038082027146996208,2864,-15.574707634895402,0.000999000999000999,0.0,0.8776404921060325,0.9276330178674098,0.0032098532398366336,2864,-45.835067255001334,0.000999000999000999,0.0,0.8021967319922487,0.9449417832518139,0.003114319664142947,2864,-4.200931928731344,0.0012484394506866417,0.0,0.8776404921060325,0.8947502009769734,0.004072836494665129,1685,2
Handel,1685,2,Serie_352,1370,-16.042415256124645,0.000999000999000999,0.0,0.8240262811639365,0.9086944111805463,0.005277767011066824,1370,-11.18863033737735,0.000999000999000999,0.0,0.7968587317194507,0.8674682996240574,0.0063108321372209895,1370,-17.36636846759239,0.000999000999000999,0.0,0.8240262811639365,0.911168076604925,0.0050178478939684485,1370,-5.065576308849887,0.0012484394506866417,0.0,0.7968587317194507,0.8301472346748195,0.00657151347166792,1685,2
Handel,1685,2,Serie_360,8144,-45.76314511776429,0.000999000999000999,0.0,0.8443985844432731,0.9390763611175058,0.0020688651627984544,8144,-5.289041240203953,0.000999000999000999,0.0,0.9084888518221665,0.9205128741944902,0.002273384121289255,8144,-83.33283719864305,0.000999000999000999,0.0,0.8443985844432731,0.9665189667892657,0.001465453312898618,8144,8.583265200515367,1.0,1.0,0.9084888518221665,0.8847019818872822,0.002771307815754788,1685,2
Handel,1685,2,Serie_363,1243,-12.618343614882594,0.000999000999000999,0.0,0.8392453035166431,0.9086214601992547,0.0054980399012740915,1243,-4.397357535526035,0.000999000999000999,0.0,0.8852996826788129,0.9074084070431417,0.005027729536594097,1243,-23.126049635396154,0.000999000999000999,0.0,0.8392453035166431,0.9357148381927861,0.004171466212218502,1243,1.9097450373240756,0.9712858926342073,0.97125,0.8852996826788129,0.8734888369597033,0.0061845144185628635,1685,2
Handel,1685,2,Serie_364,1444,-20.405617174704002,0.000999000999000999,0.0,0.803851755679403,0.9066396531002958,0.005037235411253068,1444,-6.38560579338499,0.000999000999000999,0.0,0.8770638800903517,0.9081969767067211,0.0048755118345421315,1444,-26.896406020160924,0.000999000999000999,0.0,0.803851755679403,0.9285485993743696,0.0046361898166430385,1444,-1.4133273046306698,0.08489388264669163,0.08375,0.8770638800903517,0.884970644639752,0.005594432742857392,1685,2
Handel,1685,2,Serie_373,1524,-42.60698747863846,0.000999000999000999,0.0,0.7218412459353103,0.9213394250330089,0.004682287833602868,1524,-12.519857866022196,0.000999000999000999,0.0,0.8163184053897217,0.886344798647064,0.005593225898146001,1524,-43.52215066011528,0.000999000999000999,0.0,0.7218412459353103,0.9234018968264432,0.004631219915238423,1524,-2.8677774795664464,0.004993757802746567,0.00375,0.8163184053897217,0.8393956251145078,0.008047074743147434,1685,2
Handel,1685,2,Serie_374,1170,-18.240779040983117,0.000999000999000999,0.0,0.8251144077953044,0.9167154391593036,0.005021771885849357,1170,-12.553323932712122,0.000999000999000999,0.0,0.8416653127927946,0.904780756749128,0.005027787404725835,1170,-16.719848673440683,0.000999000999000999,0.0,0.8251144077953044,0.9142661455989324,0.005332089993448602,1170,-0.694388267825994,0.22971285892634208,0.22875,0.8416653127927946,0.8476648615813551,0.008640049186522246,1685,2
Handel,1685,2,Serie_382,1724,-60.46217520287367,0.000999000999000999,0.0,0.6046160122132688,0.9052971216699961,0.004973044857348044,1724,-47.67942419377688,0.000999000999000999,0.0,0.6558247483215109,0.8920090601460756,0.004953589851770724,1724,-76.84776294617137,0.000999000999000999,0.0,0.6046160122132688,0.9345503873515761,0.004293350417622599,1724,-25.41777026916048,0.0012484394506866417,0.0,0.6558247483215109,0.8421327030173228,0.007329830772837706,1685,2
Handel,1685,2,Serie_450,901,-7.356538103883113,0.000999000999000999,0.0,0.8854008322846879,0.9205785245643461,0.004781826965742187,901,-5.971002272010005,0.000999000999000999,0.0,0.860407185124307,0.8948140651807015,0.005762329084629901,901,-13.004354119996133,0.000999000999000999,0.0,0.8854008322846879,0.9356702690522567,0.0038655850420338854,901,-0.5991765952754659,0.2833957553058677,0.2825,0.860407185124307,0.8645582120675239,0.006927885661669578,1685,2
Handel,1685,2,Serie_456,1733,-28.87021058800087,0.000999000999000999,0.0,0.7864328759722674,0.9126163255241911,0.0043707145525418685,1733,-31.793934189295037,0.000999000999000999,0.0,0.7846566119842306,0.9166432238319238,0.004151314243209725,1733,-38.11769338253945,0.000999000999000999,0.0,0.7864328759722674,0.945405737578415,0.004170579263827337,1733,-20.379531145193628,0.0012484394506866417,0.0,0.7846566119842306,0.8903924705806472,0.0051883361713821186,1685,2
Handel,1685,2,Serie_463,1748,-33.22803882991156,0.000999000999000999,0.0,0.7955388368869056,0.9311989536651955,0.004082700079673974,1748,-19.684915530547627,0.000999000999000999,0.0,0.810709251930713,0.9029884126769937,0.004687810857155025,1748,-37.81521109182364,0.000999000999000999,0.0,0.7955388368869056,0.9390808115396435,0.0037958792377011047,1748,-10.784225244435813,0.0012484394506866417,0.0,0.810709251930713,0.8718205671862376,0.005666732089730355,1685,2
Handel,1685,2,Serie_472,1228,-63.838826195860264,0.000999000999000999,0.0,0.6673316612035253,0.9346785430265326,0.004187841439984746,1228,-32.68312516845093,0.000999000999000999,0.0,0.7950029548795005,0.9317878398107408,0.004185183767655088,1228,-68.85499430869399,0.000999000999000999,0.0,0.6673316612035253,0.9392578517557947,0.003949258776104998,1228,-11.841616705459995,0.0012484394506866417,0.0,0.7950029548795005,0.8876500712702787,0.007823857053915624,1685,2
Handel,1685,2,Serie_473,816,-33.580918863725444,0.000999000999000999,0.0,0.6539174811311018,0.8786550251360996,0.00669241794475619,816,-12.372347179036415,0.000999000999000999,0.0,0.8723638438072794,0.9269858187964712,0.004414843376020259,816,-30.26462518649999,0.000999000999000999,0.0,0.6539174811311018,0.8623387267828044,0.00688662900555835,816,-11.236932433784295,0.0012484394506866417,0.0,0.8723638438072794,0.9228565884281043,0.004493463400119447,1685,2
Handel,1685,2,Serie_474,1137,-3.8513698508787524,0.000999000999000999,0.0,0.9041823228147636,0.922718800051928,0.004812956936071705,1137,-4.823644149223003,0.000999000999000999,0.0,0.843874106893016,0.8749299430108861,0.006438251901909599,1137,-4.146034475648264,0.000999000999000999,0.0,0.9041823228147636,0.9241354355788842,0.004812577628409801,1137,0.12743381684751612,0.5393258426966292,0.53875,0.843874106893016,0.8429696111584009,0.007097768527936716,1685,2
Handel,1685,2,Serie_484,2217,-50.770927554405496,0.000999000999000999,0.0,0.7887468167886363,0.9514183817872501,0.003204029802770433,2217,-42.270492236151384,0.000999000999000999,0.0,0.8680224516827321,0.9657376763884935,0.0023116651720036406,2217,-72.1036020787486,0.000999000999000999,0.0,0.7887468167886363,0.9571353883358681,0.0023353697553601368,2217,-6.49093590318808,0.0012484394506866417,0.0,0.8680224516827321,0.9078310458118847,0.006132951352916652,1685,2
Handel,1685,2,Serie_485,1268,-28.17926234675681,0.000999000999000999,0.0,0.810405852161371,0.9313565437339866,0.004292187995706566,1268,-19.264537973001733,0.000999000999000999,0.0,0.8666906093590445,0.9409381234692122,0.0038541030267230814,1268,-40.56372861365797,0.000999000999000999,0.0,0.810405852161371,0.9465449922458863,0.0033561791466743206,1268,-11.69945833802993,0.0012484394506866417,0.0,0.8666906093590445,0.9206158813322705,0.004609210992096786,1685,2
Handel,1685,2,Serie_486,3040,-67.22441076655734,0.000999000999000999,0.0,0.8031670796573656,0.9629537310430448,0.0023769141233614143,3040,-40.56652851710929,0.000999000999000999,0.0,0.8967298821152851,0.9715312544578953,0.001843918498253112,3040,-96.08530974081506,0.000999000999000999,0.0,0.8031670796573656,0.9708323137269729,0.0017449622062089953,3040,-25.431067413629627,0.0012484394506866417,0.0,0.8967298821152851,0.9567833824819134,0.0023614227193013123,1685,2
Handel,1685,2,Serie_487,1418,-16.21704896545472,0.000999000999000999,0.0,0.8561076796447539,0.9291921410396914,0.004506643690268235,1418,-11.934162617493719,0.000999000999000999,0.0,0.851210280092005,0.9121797265879767,0.005108816466653438,1418,-31.840983274324138,0.000999000999000999,0.0,0.8561076796447539,0.9538114021792896,0.0030684894901886355,1418,-4.869292850625827,0.0012484394506866417,0.0,0.851210280092005,0.8797719165798884,0.0058656641455057616,1685,2
Handel,1685,2,Serie_489,995,-24.546403673424944,0.000999000999000999,0.0,0.7941589338104466,0.9183219911186431,0.0050582993321592416,995,-13.616722729462944,0.000999000999000999,0.0,0.8744850603102982,0.9328859376904479,0.004288908465014558,995,-35.448529148788104,0.000999000999000999,0.0,0.7941589338104466,0.9336421215244881,0.003934808892312253,995,-9.322799197247027,0.0012484394506866417,0.0,0.8744850603102982,0.9204492392191089,0.004930298072105183,1685,2
Handel,1685,2,Serie_490,1595,-0.48906245171840484,0.3116883116883117,0.311,0.8879553438387777,0.8906607281422496,0.0055317767576841355,1595,-3.3292386840404538,0.000999000999000999,0.0,0.8616862718373617,0.879880469377898,0.0054649724057799715,1595,-4.030168322357118,0.000999000999000999,0.0,0.8879553438387777,0.908662752234499,0.005138100133646568,1595,0.722231438984252,0.7702871410736579,0.77,0.8616862718373617,0.8574766453026337,0.0058286392802955715,1685,2
Handel,1685,2,Serie_491,1505,-0.9837601637648873,0.16283716283716285,0.162,0.879167126292865,0.8847386666393341,0.0056635149009760894,1505,-5.369598234530084,0.000999000999000999,0.0,0.8212815146051115,0.8534813846203695,0.00599670005256473,1505,-4.139501486943233,0.000999000999000999,0.0,0.879167126292865,0.9007157927004948,0.005205618714137056,1505,-1.4850202809609636,0.07116104868913857,0.07,0.8212815146051115,0.8306578501443019,0.006313944435238967,1685,2
Handel,1685,2,Serie_492,1036,-42.0075568176142,0.000999000999000999,0.0,0.6984191904220007,0.9163602958284867,0.005188140466076832,1036,-30.598732790403915,0.000999000999000999,0.0,0.7941898011510177,0.9297953826168416,0.004431738477364371,1036,-41.58580326143827,0.000999000999000999,0.0,0.6984191904220007,0.9084368402047626,0.005050224675532653,1036,-25.36266497856072,0.0012484394506866417,0.0,0.7941898011510177,0.9144938246368091,0.004743351047198132,1685,2
Handel,1685,2,Serie_511,1182,-24.170299654030135,0.000999000999000999,0.0,0.804501122005186,0.9187840894537594,0.004728239578507585,1182,-20.491534032858592,0.000999000999000999,0.0,0.8058937760417111,0.9084892943870027,0.005006727079621153,1182,-20.981981196974324,0.000999000999000999,0.0,0.804501122005186,0.9157260285585355,0.005300972558749052,1182,-5.997946037829286,0.0012484394506866417,0.0,0.8058937760417111,0.853183282419954,0.007884283399681509,1685,2
Scarlatti,1685,3,Serie_3,827,-19.03272587458717,0.000999000999000999,0.0,0.7986723388400505,0.9062020315192751,0.005649726339136747,827,-14.260001870552303,0.000999000999000999,0.0,0.7770092258595273,0.8739284891260116,0.00679658138521202,827,-18.011030669548845,0.000999000999000999,0.0,0.7986723388400505,0.9032765925987885,0.00580778833138027,827,-5.71053168151512,0.0012484394506866417,0.0,0.7770092258595273,0.8259890304100653,0.008577100571753196,1685,3
Scarlatti,1685,3,Serie_7,1073,-20.76890940986349,0.000999000999000999,0.0,0.7962769838561138,0.9058410024401842,0.0052753862237964536,1073,-18.832489296370234,0.000999000999000999,0.0,0.8073505063004343,0.9054075713253134,0.005206803173055756,1073,-24.691140692747048,0.000999000999000999,0.0,0.7962769838561138,0.9192413926797633,0.004980102391938903,1073,-9.58185370060846,0.0012484394506866417,0.0,0.8073505063004343,0.8673274700085563,0.006259432212403053,1685,3
Scarlatti,1685,3,Serie_14,914,-27.980739223179775,0.000999000999000999,0.0,0.7435651317777392,0.900972651055449,0.00562556685948134,914,-15.810731390178836,0.000999000999000999,0.0,0.826209355206948,0.9082134371719938,0.005186609015189788,914,-39.98593582009783,0.000999000999000999,0.0,0.7435651317777392,0.9256224544809384,0.004553033934788969,914,-7.575865283113401,0.0012484394506866417,0.0,0.826209355206948,0.879092455769291,0.006980470030297306,1685,3
Scarlatti,1685,3,Serie_15,1276,-23.959721881690843,0.000999000999000999,0.0,0.7838505341649339,0.9099287474505455,0.005262090015408571,1276,-23.473274304329085,0.000999000999000999,0.0,0.7928586581149782,0.906468585429095,0.004839969313235697,1276,-29.350089755538033,0.000999000999000999,0.0,0.7838505341649339,0.9245527344032259,0.004793927426124587,1276,-7.892990016472145,0.0012484394506866417,0.0,0.7928586581149782,0.8459576327472595,0.006727358646275655,1685,3
Scarlatti,1685,3,Serie_16,1131,-26.81781317906877,0.000999000999000999,0.0,0.7803307634688207,0.9138594761277534,0.004979105185323296,1131,-11.91725866877053,0.000999000999000999,0.0,0.8451338206441732,0.9082364654399001,0.005295063785188195,1131,-38.06449547820205,0.000999000999000999,0.0,0.7803307634688207,0.9319348327695147,0.003982820930531219,1131,-5.23379931214931,0.0012484394506866417,0.0,0.8451338206441732,0.8787198884244661,0.006417148571655969,1685,3
Scarlatti,1685,3,Serie_21,1259,-21.959872214975466,0.000999000999000999,0.0,0.7964086244602024,0.9104860996892302,0.005194815075072841,1259,-13.059165581671632,0.000999000999000999,0.0,0.8578441160330877,0.9182849426115961,0.004628230356718676,1259,-33.33546778024203,0.000999000999000999,0.0,0.7964086244602024,0.9337107013167866,0.004118798564991586,1259,-3.2397813263907054,0.003745318352059925,0.0025,0.8578441160330877,0.8806402484453996,0.0070363182313011126,1685,3
Scarlatti,1685,3,Serie_23,913,-16.892003595621276,0.000999000999000999,0.0,0.7987694140779806,0.8987640306947458,0.00591964215794304,913,-11.409988310598573,0.000999000999000999,0.0,0.8064288450537181,0.8791560733774137,0.006373996742498004,913,-18.613625365264365,0.000999000999000999,0.0,0.7987694140779806,0.9041488537973152,0.005661414026092274,913,-4.088127261052638,0.0012484394506866417,0.0,0.8064288450537181,0.8346849631262558,0.006911751094867365,1685,3
Scarlatti,1685,3,Serie_29,1062,-25.77761647611452,0.000999000999000999,0.0,0.7648214467828858,0.9026964033980049,0.005348630923377799,1062,-14.156393641777173,0.000999000999000999,0.0,0.790493942316278,0.8794205231319348,0.006281725633372048,1062,-30.6169184674438,0.000999000999000999,0.0,0.7648214467828858,0.916082030449807,0.004940424812110424,1062,-8.906046659505893,0.0012484394506866417,0.0,0.790493942316278,0.8508532295184128,0.006777337859296992,1685,3
Scarlatti,1685,3,Serie_30,877,-29.979843106276796,0.000999000999000999,0.0,0.7662790731617837,0.9132104021876465,0.0049010039347103925,877,-13.807848437983019,0.000999000999000999,0.0,0.8284541398740201,0.9019881643330332,0.005325523725820575,877,-34.82373249192799,0.000999000999000999,0.0,0.7662790731617837,0.9234085506625679,0.0045121377364475855,877,-7.335388188986493,0.0012484394506866417,0.0,0.8284541398740201,0.878364164839207,0.006804005961146391,1685,3
Scarlatti,1685,3,Serie_31,877,-24.786903722759316,0.000999000999000999,0.0,0.7403604689394979,0.888645951643399,0.005982412501475344,877,-20.89823985175379,0.000999000999000999,0.0,0.8151970477709823,0.9131033308085194,0.004684905701726869,877,-30.671300514113437,0.000999000999000999,0.0,0.7403604689394979,0.907383600439442,0.005445583614007113,877,-13.46242250417175,0.0012484394506866417,0.0,0.8151970477709823,0.8932449629734757,0.005797464399762209,1685,3
Scarlatti,1685,3,Serie_35,861,-34.95555680587282,0.000999000999000999,0.0,0.6564531913925363,0.8855381229869589,0.006553605564536006,861,-28.473106907593106,0.000999000999000999,0.0,0.766824610017433,0.9128050718648724,0.005126959355760009,861,-40.65288428055774,0.000999000999000999,0.0,0.6564531913925363,0.897571562755267,0.005931150412322541,861,-21.83692604889741,0.0012484394506866417,0.0,0.766824610017433,0.8907724972787378,0.005676068462372393,1685,3
Scarlatti,1685,3,Serie_63,1071,-36.01978627291365,0.000999000999000999,0.0,0.7485162873909232,0.9227455536788324,0.004837043311912347,1071,-14.569207993480035,0.000999000999000999,0.0,0.8001811576515244,0.8887445285896213,0.006078804762601402,1071,-40.72259738418194,0.000999000999000999,0.0,0.7485162873909232,0.9257608284579082,0.004352486149025279,1071,-5.127447516290813,0.0012484394506866417,0.0,0.8001811576515244,0.8357061076626633,0.006928388813004869,1685,3
Scarlatti,1685,3,Serie_65,1197,-27.422881022090106,0.000999000999000999,0.0,0.7707816973170909,0.9141016523235135,0.005226290953564407,1197,-26.49783934192278,0.000999000999000999,0.0,0.8086655537282853,0.9215705647022059,0.004260913862334852,1197,-35.828146649257754,0.000999000999000999,0.0,0.7707816973170909,0.9303678844107328,0.004454212735476454,1197,-9.739775287023935,0.0012484394506866417,0.0,0.8086655537282853,0.8725720956726986,0.006561397985182921,1685,3
Scarlatti,1685,3,Serie_66,1056,-32.319173827872696,0.000999000999000999,0.0,0.742760870215866,0.9116464611753333,0.005225554089313292,1056,-13.42390837599867,0.000999000999000999,0.0,0.8429284003951055,0.911444083119264,0.005104004050464268,1056,-40.891654169106666,0.000999000999000999,0.0,0.742760870215866,0.9229226795132538,0.004405833242948109,1056,-7.15102863434741,0.0012484394506866417,0.0,0.8429284003951055,0.8899404804267951,0.006574170295708764,1685,3
Scarlatti,1685,3,Serie_71,1232,-21.68305032954875,0.000999000999000999,0.0,0.7953852808373474,0.9113729262303599,0.005349231018246056,1232,-13.044937090024666,0.000999000999000999,0.0,0.8573808732909264,0.9196319195151884,0.004772046487818235,1232,-32.28164847495426,0.000999000999000999,0.0,0.7953852808373474,0.9328006795315719,0.004256765226869945,1232,-3.229194619153135,0.0024968789013732834,0.00125,0.8573808732909264,0.8819087440421803,0.0075956619665390294,1685,3
Scarlatti,1685,3,Serie_72,895,-16.749849047609647,0.000999000999000999,0.0,0.7962063557652458,0.8962077529465046,0.005970286472255096,895,-11.032980310396125,0.000999000999000999,0.0,0.8067980839806783,0.8772680402363865,0.006387209464092485,895,-17.897181941308055,0.000999000999000999,0.0,0.7962063557652458,0.8995811173722124,0.005776035687963241,895,-3.585890589752886,0.0012484394506866417,0.0,0.8067980839806783,0.8326010939522043,0.007195704756096342,1685,3
Scarlatti,1685,3,Serie_73,857,-13.89676789947018,0.000999000999000999,0.0,0.7895168981494239,0.8817153064046398,0.006634521704772155,857,-5.018113290739813,0.000999000999000999,0.0,0.8055019608554328,0.8439752203311628,0.007666877419193925,857,-10.51489952412943,0.000999000999000999,0.0,0.7895168981494239,0.871424309689209,0.007789652326379841,857,2.1825983420650674,0.9925093632958801,0.9925,0.8055019608554328,0.7802779160675126,0.011556888091491182,1685,3
Scarlatti,1685,3,Serie_75,812,-25.635035309425877,0.000999000999000999,0.0,0.7840174692036042,0.9137859339281024,0.005062152759227251,812,-15.11965517694313,0.000999000999000999,0.0,0.7779841650494791,0.8772661951498524,0.006566421584255071,812,-25.238002204557226,0.000999000999000999,0.0,0.7840174692036042,0.9145787470981455,0.005173201778663997,812,-4.773499331155936,0.0012484394506866417,0.0,0.7779841650494791,0.824532420634667,0.009751390406902174,1685,3
Scarlatti,1685,3,Serie_83,989,-17.86109363357478,0.000999000999000999,0.0,0.8206835448761307,0.9123366464653311,0.005131438391707071,989,-10.672557191508236,0.000999000999000999,0.0,0.8566247644674148,0.9110449513475753,0.0050990766227479905,989,-22.294054722232005,0.000999000999000999,0.0,0.8206835448761307,0.9243035990264098,0.004647878344307975,989,-5.171441019528836,0.0012484394506866417,0.0,0.8566247644674148,0.887858055131613,0.006039572054723705,1685,3
Scarlatti,1685,3,Serie_86,915,-18.535297970474897,0.000999000999000999,0.0,0.8000648178734968,0.904157710826645,0.0056159276812792,915,-10.056286382452624,0.000999000999000999,0.0,0.8298497105144731,0.8890101600952055,0.005882932061676608,915,-20.50256587711426,0.000999000999000999,0.0,0.8000648178734968,0.909443070583216,0.005334856786477217,915,-4.8034161870135526,0.0012484394506866417,0.0,0.8298497105144731,0.8622469265651292,0.0067446198266651975,1685,3
Scarlatti,1685,3,Serie_88,925,-27.24083538067678,0.000999000999000999,0.0,0.7601782221664315,0.9071705222457817,0.005396027619021507,925,-11.715887309732064,0.000999000999000999,0.0,0.7980186301526063,0.8731299445984575,0.006411064946268156,925,-32.974479988913124,0.000999000999000999,0.0,0.7601782221664315,0.9175609253275113,0.0047728638393689906,925,-6.752290737519801,0.0012484394506866417,0.0,0.7980186301526063,0.8482744955025029,0.007442787537367824,1685,3
Scarlatti,1685,3,Serie_89,833,-24.229608130617567,0.000999000999000999,0.0,0.7676357251607179,0.9031826995461437,0.005594270186076303,833,-14.345059161721943,0.000999000999000999,0.0,0.8579267888319377,0.921878027130768,0.00445806723958842,833,-28.284261927881612,0.000999000999000999,0.0,0.7676357251607179,0.9146051888668848,0.005196156932816751,833,-9.276780652818971,0.0012484394506866417,0.0,0.8579267888319377,0.9056390848631424,0.005143195448596288,1685,3
Scarlatti,1685,3,Serie_91,1157,-37.3050362335311,0.000999000999000999,0.0,0.7350953240412995,0.919141516019228,0.004933548136122737,1157,-21.858556189487214,0.000999000999000999,0.0,0.8401361238499384,0.9289295744511539,0.004062182782407208,1157,-48.651032493346364,0.000999000999000999,0.0,0.7350953240412995,0.934218619171552,0.0040928893987498645,1157,-12.239377690610587,0.0012484394506866417,0.0,0.8401361238499384,0.902232183581541,0.005073465440913671,1685,3
Scarlatti,1685,3,Serie_97,844,-22.71938536115029,0.000999000999000999,0.0,0.7470583123122546,0.8946578448940261,0.006496634052176598,844,-14.171695063286947,0.000999000999000999,0.0,0.8123035415205195,0.8954867644333108,0.005869673496453142,844,-26.4921481376599,0.000999000999000999,0.0,0.7470583123122546,0.9027851343661512,0.005878225549876159,844,-5.628497601321385,0.0012484394506866417,0.0,0.8123035415205195,0.8546746993047637,0.0075279694130627,1685,3
Scarlatti,1685,3,Serie_99,935,-12.72702389487914,0.000999000999000999,0.0,0.8272065713269412,0.9018918304075744,0.005868242229880909,935,-3.057318025257517,0.003996003996003996,0.003,0.8554827026349472,0.8751541013958328,0.006434201021409515,935,-15.864072080257055,0.000999000999000999,0.0,0.8272065713269412,0.912705240612736,0.005389452900444043,935,-0.843281338553951,0.18601747815230962,0.185,0.8554827026349472,0.8614083724492795,0.007026919182741028,1685,3
Scarlatti,1685,3,Serie_130,867,2.091302766206885,0.99000999000999,0.99,0.877956085088989,0.8628568784138205,0.007220000336228121,867,-2.6489344308382106,0.002997002997002997,0.002,0.8185266460231813,0.8389969288512895,0.007727742366816825,867,1.4680237765631399,0.932067932067932,0.932,0.877956085088989,0.8672644482355237,0.007283013411741874,867,0.2960263050911218,0.6129837702871411,0.6125,0.8185266460231813,0.8162958202176083,0.007535903962610025,1685,3
Scarlatti,1685,3,Serie_135,1056,-22.712587028734855,0.000999000999000999,0.0,0.7468492081286208,0.8883041289267546,0.006228040892883402,1056,-14.013291909276854,0.000999000999000999,0.0,0.8746451925752402,0.9297615494981576,0.003933148419353924,1056,-25.024039054620815,0.000999000999000999,0.0,0.7468492081286208,0.8980405493042383,0.006041844038270842,1056,-2.817588545117418,0.0012484394506866417,0.0,0.8746451925752402,0.8916457361501401,0.006033721142272537,1685,3
Scarlatti,1685,3,Serie_139,891,-9.24930336029818,0.000999000999000999,0.0,0.8303532533607708,0.8902052033672765,0.006470968425948153,891,-4.588541032523739,0.000999000999000999,0.0,0.8676913649666104,0.8935825377699123,0.00564257192423133,891,-13.665221939541736,0.000999000999000999,0.0,0.8303532533607708,0.9069105087859128,0.005602342630353896,891,-1.3159764750093406,0.10861423220973783,0.1075,0.8676913649666104,0.875878763913206,0.006221538988025967,1685,3
Scarlatti,1685,3,Serie_146,1252,-29.400796489843337,0.000999000999000999,0.0,0.7720346754620349,0.9174743794128206,0.0049467946897638875,1252,-18.49226134162784,0.000999000999000999,0.0,0.8010029626727493,0.8996014545937185,0.0053318785679831735,1252,-31.69305486164201,0.000999000999000999,0.0,0.7720346754620349,0.9243096470052617,0.004804679517578621,1252,-5.996173044658807,0.0012484394506866417,0.0,0.8010029626727493,0.8484612669852778,0.00791476562785372,1685,3
Scarlatti,1685,3,Serie_149,902,-18.587402515628405,0.000999000999000999,0.0,0.7938852966442973,0.9029354617137508,0.005866885648909979,902,-15.27990744771249,0.000999000999000999,0.0,0.8286326030662419,0.9080999638381073,0.005200775007558195,902,-26.70168755124571,0.000999000999000999,0.0,0.7938852966442973,0.9212978640336011,0.004771704677645353,902,-6.2577779099503745,0.0012484394506866417,0.0,0.8286326030662419,0.8714162612559916,0.006836877052111458,1685,3
Scarlatti,1685,3,Serie_156,1408,-24.39751113722319,0.000999000999000999,0.0,0.7857226227025264,0.9072557205573961,0.004981372779022823,1408,-21.701799881427927,0.000999000999000999,0.0,0.7563868411790102,0.8755769945177322,0.005492178252031671,1408,-22.63472396973054,0.000999000999000999,0.0,0.7857226227025264,0.9036354099504408,0.005209375974966579,1408,-9.378929704262903,0.0012484394506866417,0.0,0.7563868411790102,0.8207445512206197,0.006861946093098203,1685,3
Scarlatti,1685,3,Serie_157,1263,-20.716616734624914,0.000999000999000999,0.0,0.8138658509118208,0.9160661464929057,0.0049332522240599,1263,-10.828242961908755,0.000999000999000999,0.0,0.8330543267881774,0.891825118733815,0.005427546477519909,1263,-23.589506924604194,0.000999000999000999,0.0,0.8138658509118208,0.9238808499618483,0.004663726096592558,1263,-4.331007443646538,0.0012484394506866417,0.0,0.8330543267881774,0.8621464902462188,0.006717181588020312,1685,3
Scarlatti,1685,3,Serie_166,936,-24.924938550891202,0.000999000999000999,0.0,0.7565662838657725,0.8998422477801205,0.005748297578419708,936,-12.964065390897565,0.000999000999000999,0.0,0.8207385192898893,0.8959730199283004,0.005803310795642495,936,-28.981861755374947,0.000999000999000999,0.0,0.7565662838657725,0.9110152687223215,0.0053291602230455416,936,-10.122264939155832,0.0012484394506866417,0.0,0.8207385192898893,0.8813317371459859,0.005986132374554298,1685,3
Scarlatti,1685,3,Serie_170,836,-13.616701899619436,0.000999000999000999,0.0,0.8146645488691839,0.895013081701433,0.005900733777133998,836,-15.441261604788036,0.000999000999000999,0.0,0.8092498507699499,0.8972290960195819,0.005697672088034005,836,-16.38823624519864,0.000999000999000999,0.0,0.8146645488691839,0.9083270854970249,0.005715229828669442,836,-8.157663860430393,0.0012484394506866417,0.0,0.8092498507699499,0.868183772733519,0.007224362632718204,1685,3
Scarlatti,1685,3,Serie_178,836,-17.501166500492847,0.000999000999000999,0.0,0.7982129203179635,0.9022036633807893,0.00594193210263426,836,-16.96546356321588,0.000999000999000999,0.0,0.8045073033729649,0.9002442352527728,0.00564304839199221,836,-23.41297023171137,0.000999000999000999,0.0,0.7982129203179635,0.9147696371543462,0.004978296887701761,836,-11.79832068378997,0.0012484394506866417,0.0,0.8045073033729649,0.880810394437531,0.006467284040634772,1685,3
Scarlatti,1685,3,Serie_204,916,-23.347871112720867,0.000999000999000999,0.0,0.8163603413459424,0.9254306056125815,0.004671529311604484,916,-13.787827145345497,0.000999000999000999,0.0,0.8369762917414979,0.9076508888622697,0.005125869100022059,916,-30.85296914411806,0.000999000999000999,0.0,0.8163603413459424,0.9351041601687383,0.0038486998858401206,916,-4.477206154636345,0.0012484394506866417,0.0,0.8369762917414979,0.8695729095639606,0.007280571118823166,1685,3
