contrast,composer,birth_year,composer_index,n_pairs,median_IAAFT,median_shuffle,median_diff_a_minus_b,iqr_IAAFT,iqr_shuffle,iqr_ratio_a_over_b,iqr_ratio_ci_low,iqr_ratio_ci_high,iqr_more_compressed,mad_IAAFT,mad_shuffle,mad_ratio_a_over_b,mad_ratio_ci_low,mad_ratio_ci_high,mad_more_compressed,wasserstein_w1,wasserstein_shape_w1,wilcoxon_stat,wilcoxon_p,sign_p,n_pos_diff,n_neg_diff,n_zero_diff
null_models_within_notes,Byrd,1538,0,53,-26.911828451293104,-18.935829172877316,-7.429553079888754,10.806921539809618,6.353074778839545,1.7010537284725011,1.0129542719430202,2.4951946712300894,shuffle,6.2146208084341445,3.1321711074194383,1.9841255778501523,1.1525311121943513,2.539303817157455,shuffle,7.220307806985274,0.6056649165118725,69.0,1.044669569077372e-08,7.053979622639872e-11,4,49,0
null_models_within_notes,Buxtehude,1637,1,46,-24.40957846728714,-19.737288625711383,-6.630424442679894,19.406786898275165,15.56693882043442,1.2466668702262933,0.994651128998035,2.0590716333730055,shuffle,9.065849381242044,6.654896871056781,1.362282475130589,0.8801913236087224,2.7984028844792412,shuffle,7.377417950403633,0.40549681236210666,35.0,1.2249756764504127e-10,4.6219383875722997e-10,3,43,0
null_models_within_notes,Handel,1685,2,68,-35.99255213920619,-28.237395279665346,-5.163327830226919,27.629519904973883,22.029248790541885,1.2542197951314815,0.9621256343570883,1.6217238020228568,shuffle,13.983845646094954,11.282335999608879,1.2394459486563534,0.8529167853495488,1.771786331829105,shuffle,8.090471013150832,0.17822284218167286,172.0,9.567457983287847e-10,3.914123197106857e-10,9,59,0
null_models_within_notes,Scarlatti,1685,3,100,-29.16597575545649,-24.36720171169576,-5.105500472615791,15.319178108005222,10.730306889257253,1.427655170174318,1.1438028340165416,1.8571381295134426,shuffle,7.476777001127161,5.471351306671881,1.3665320653071247,1.1151724536609557,1.8085970140194645,shuffle,5.775320079678149,0.17399465153166138,86.0,5.026457534403372e-17,3.208563668244003e-19,8,92,0
null_models_within_notes,Bach,1721,4,517,-34.65037233192546,-27.307847613951157,-5.880512455193223,40.693772330201845,31.577684609517966,1.2886876550136979,1.2340613007519496,1.4662343846666153,shuffle,20.358758106152486,15.729621007387822,1.294294255188378,1.2275287709556015,1.4238321211867135,shuffle,9.978605298692216,0.11535477870079233,9391.0,2.3794153104768395e-64,4.728449570621757e-74,63,454,0
null_models_within_notes,Haydn,1732,5,284,-53.13881522385603,-39.06233397575361,-13.474539332293148,26.81242048730374,20.018215916436592,1.339401103436423,1.101718878747951,1.5708422395836952,shuffle,13.691335693880262,9.75549980424184,1.4034478979669562,1.1781103918931373,1.6683538094506218,shuffle,14.457925266308093,0.11869545771840473,4395.0,2.8065009181182995e-30,7.765617465594612e-34,44,240,0
null_models_within_notes,Mozart,1756,6,340,-44.20885404426491,-32.44273662378549,-10.323190120667576,34.25633187330444,22.12024023808087,1.548641945322583,1.3592585864117366,1.8209391196825557,shuffle,17.015843362445494,10.825491149046274,1.5718310724354148,1.3532350740087198,1.7986828213233481,shuffle,13.217792482177957,0.12284842184789516,6041.0,1.1212290100851664e-36,8.553840317059792e-44,48,292,0
null_models_within_notes,Beethoven,1770,7,370,-45.80728132575789,-31.137523229473338,-13.218742542127293,31.09331664620144,21.001910903055112,1.480499407398131,1.253253931600959,1.7065661148997828,shuffle,15.263398019778723,10.444722836046866,1.461350220524917,1.245720014529556,1.678041435705222,shuffle,16.6757403331232,0.12142971627121107,4307.0,3.907739522230012e-48,1.2562656604505138e-66,31,339,0
null_models_within_notes,Schubert,1797,8,177,-49.64055571209043,-35.000129424732016,-14.530050497134091,27.282909205139944,20.401322434911723,1.337310818560081,1.1050250615216013,1.6888640698803632,shuffle,13.566313529260334,9.900286413695078,1.3702950563626157,1.076370925515103,1.6376908455612758,shuffle,16.775539954020303,0.16361170063194974,1099.0,3.1431513465128576e-23,1.1046817200704173e-26,21,156,0
null_models_within_notes,Chopin,1810,9,135,-12.909838256350074,-10.711167627706013,-2.5959604487839165,20.376769797142565,14.482531653657087,1.4069894880566052,0.9072408007039092,1.873366640215574,shuffle,7.916688737425265,6.279875098365993,1.2606442984009611,1.0165744867295534,1.62192828969528,shuffle,4.455414271601228,0.27011125314200773,1114.0,2.2719992855784316e-14,5.723995795100052e-19,18,117,0
null_models_within_notes,Schumann,1810,10,41,-35.48135515642382,-23.05184396472083,-8.971721988232176,28.66183929155783,17.38470398582089,1.648681468199554,0.9786704850539728,2.096010974972678,shuffle,14.747400715434559,10.65073158370739,1.3846373462264239,0.9042668073000381,2.0452647854106267,shuffle,12.670882488559664,0.3302383055690303,48.0,2.239085006294772e-08,7.839844329282641e-10,2,39,0
null_models_within_notes,Liszt,1811,11,73,-30.79659762860619,-20.40962166446336,-10.07210610265877,30.402888789750357,24.650603487709922,1.2333527171011598,0.8902329270701128,1.6203121658574469,shuffle,14.811623859345628,11.722842601914557,1.2634839827096729,0.9449212344581395,1.840496218917988,shuffle,9.716328902602685,0.28947055610216954,370.0,7.031915140334383e-08,2.378889919863532e-11,9,64,0
null_models_within_notes,Alkan,1813,12,87,-37.90624856229766,-27.248398423269506,-12.007734859984236,20.413700175309668,19.51435781916581,1.0460861876408036,0.7184182216541328,1.5683333776501738,shuffle,10.240108674727846,8.3739477615471,1.2228531830291678,0.7809216335179965,1.560997070419171,shuffle,9.569342761174811,0.6792378456447623,808.0,2.8544711772237826e-06,1.2351631890150023e-07,19,68,0
null_models_within_notes,Brahms,1833,13,69,-24.702835902899658,-17.043547010750512,-8.070921730165338,26.388074881284695,18.39650727922452,1.4344067860688527,1.006962803721587,1.9062596431809382,shuffle,14.022741564857895,9.479297917633069,1.4793017042721346,1.0348259007776175,2.3109311655768883,shuffle,10.913795957144483,0.37421054375465307,138.0,1.6109135866996613e-10,1.857035033560328e-16,3,66,0
