-2.513694596606628751e-01,6.244203859418356872e-01
-5.407291192124357160e-01,5.946508135473114187e-01
-5.511065678507538479e-01,6.021071673750905129e-01
-4.675647507194524155e-01,5.914139692636715129e-01
-4.751372793031033437e-01,6.216277178399091108e-01
-4.560130668118534403e-01,6.430428397042342592e-01
-3.960359559550661879e-01,5.922208951071192828e-01
-4.129228102534472367e-01,6.215571518621776370e-01
-3.801775575284169761e-01,6.331147214841044146e-01
-3.453780597562194910e-01,5.473138260799725874e-01
-3.359050656118401368e-01,5.918138976165538967e-01
-3.009144546050511737e-01,6.400061867932155257e-01
-2.812204580050889358e-01,6.339736722872130192e-01
-2.626353626151401444e-01,6.384635530195126307e-01
-2.444933832598139845e-01,6.464153438638723381e-01
-2.542268247424971372e-01,6.280788316925991488e-01
-2.259425104723385702e-01,6.540927729626908604e-01
-1.237427082523139127e-01,6.580738123107625626e-01
-1.892065467394082184e-02,6.214857101713971987e-01
2.877987533194813208e-02,6.390071000788897226e-01
1.066451849464994106e-01,6.274696385515394770e-01
1.279320881343126159e-01,6.158597317747974698e-01
1.283072034133712624e-01,6.206077845309392327e-01
1.288196535517061314e-01,6.161588462094023111e-01
1.298983322036911525e-01,6.101112234580384763e-01
1.300650007222302340e-01,6.136303736708185186e-01
1.303005588950988392e-01,6.173317481305348187e-01
1.316583517594639985e-01,6.127125856953966609e-01
1.319823553595040055e-01,6.131708130090334219e-01
1.335343726041400558e-01,6.133890376559739677e-01
