Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo
polish,,"Benedictus
 (Missa ex F
)",NaN,NaN,NaN,"Sacred; Mass
",pl-sa--82-a-ii-22--001-005_missa-ex-f-benedictus.krn
polish,,"Deus tuorum militum
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-318_deus-tuorum-militum.krn
polish,,"Zdrowas badz Maria
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-387--004_zdrowas-badz-maria.krn
polish,,"Dignare me laudare te
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-147_dignare-me-laudare-te.krn
polish,,"Hodie Maria virgo celos ascendit
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1643--103_hodie-maria-virgo-celos-ascendit.krn
polish,,"Kyrie
 (Missa
)",NaN,NaN,NaN,"Sacred; Mass
",pl-sa--151-a-iv-1--001-001_missa-kyrie.krn
polish,,"93. O gdybym ja widział
","Andante
",NaN,NaN,,pl-wnifc--13846--001-093_piesni-polskie-i-ruskie-ludu-galicyjskiego-93-o-gdybym-ja-widzial.krn
polish,,"Sanctus
",NaN,NaN,NaN,"Sacred; Mass section
",pl-sa--l-1636--113_sanctus.krn
polish,,"Credo No 5
",NaN,NaN,NaN,"Sacred; Mass section
",pl-kk--kk-i-388--005_credo-no-5.krn
polish,,"Tractus
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-385--005_tractus.krn
polish,,"Rorate caeli
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-265--001_rorate-caeli.krn
polish,,"Sanctus
 ([Missa] No. 8.
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-389--008-005_missa-no-8-sanctus.krn
polish,,"O salutaris hostia
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-495_o-salutaris-hostia.krn
polish,,"Kyrie
 (Missa III
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-2--006-001_missa-iii-kyrie.krn
polish,,"Kancjonał Zamoyskich
",NaN,NaN,NaN,,pl-wn--sd-xvi-o-248_kancjonal-zamoyskich-piesn-nowa-ktora-w-sobie-zamyka-modlitwe-ku-panu-bogu-krzyczym-k-tobie-wieczny-mily-panie.krn
polish,,"Patrem omnipotentem
",NaN,NaN,NaN,,pl-kk--kk-i-1--011_patrem-omnipotentem.krn
polish,,"Sanctus
 (Msza
)",NaN,NaN,NaN,"Sacred; Mass
",pl-sa--179-a-v-9--001-004_msza-sanctus.krn
polish,,"[Responsory]
",NaN,NaN,NaN,,pl-kk--kk-i-1--058_responsory.krn
polish,,"Salve Anna Sanctissima
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1643--047_salve-anna-sanctissima.krn
polish,,"Laudate Dominus
",NaN,NaN,NaN,"Sacred, Offertorium
",pl-kk--kk-i-388--007_laudate-dominus.krn
polish,,"Agnus
 ([Missa] No. 8.
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-389--008-007_missa-no-8-agnus.krn
polish,,"Et in terra
 (Missa De Adventu Domini
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-28--001-002_missa-de-adventu-domini-et-in-terra.krn
polish,,"[Keyboard piece]
",NaN,NaN,NaN,"Secular
",pl-sa--l-1636--023_keyboard-piece.krn
polish,,"Quoniam rex noster
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-360--002_quoniam-rex-noster.krn
polish,,"Agnus Dei
 (Tempore Paschali
)",NaN,NaN,NaN,"Sacred; Easter
",pl-kk--kk-i-6--028-005_tempore-paschali-agnus-dei.krn
polish,,"Agnus
 ([Missa] No. 4.
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-389--004-007_missa-no-4-agnus.krn
polish,,"Agnus Dei
 ([Missa]
)",NaN,NaN,NaN,,pl-kk--kk-i-3--013-003_missa-agnus-dei.krn
polish,,"Alter tractus/Ave Maria
",NaN,NaN,NaN,,pl-kk--kk-i-3--019_alter-tractus-ave-maria.krn
polish,,"Agnus Dei
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-7--009_agnus-dei.krn
polish,,"Kyrie
",NaN,NaN,NaN,"Sacred; Mass section
",pl-kk--kk-i-7--032_kyrie.krn
polish,,"Et in terra
 (Msza
)",NaN,NaN,NaN,"Sacred; Mass
",pl-sa--179-a-v-9--001-002_msza-et-in-terra.krn
polish,,"Et in terra
 (Missa Solenne
)",NaN,NaN,NaN,,pl-kk--kk-i-3--008-002_missa-solenne-et-in-terra.krn
polish,,"Et in terra
 (Missa Insignis Mater
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-24--001-002_missa-insignis-mater-et-in-terra.krn
polish,,"Deus meus exaudi orationem
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-387--012_deus-meus-exaudi-orationem.krn
polish,,"Veni creator spiritus
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1643--093_veni-creator-spiritus.krn
polish,,"Gloria
 (Missa
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-62--001-002_missa-gloria.krn
polish,,"Rorate caeli
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-7--011_rorate-caeli.krn
polish,,"Kyrie
 (Sabbato de B.M.V
)",NaN,NaN,NaN,,pl-kk--kk-i-3--053-001_sabbato-de-b-m-v-kyrie.krn
polish,,"Polonez
",NaN,NaN,NaN,"Secular; Polonaise
",pl-sa--559-a-ix-39--002_polonez.krn
polish,,"Sanctimonialis autem femina
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1643--046_sanctimonialis-autem-femina.krn
polish,,"Anglaise
",NaN,NaN,NaN,"Secular; Anglaise
",pl-sa--565-a-ix-45--001_anglaise.krn
polish,,"Sanctus
 (Nro 8
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--008-003_nro-8-sanctus.krn
polish,,"Gaude Maria virgo
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-7--041_gaude-maria-virgo.krn
polish,,"Beata es virgo Maria
 (Missa
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-66--001-005_missa-beata-es-virgo-maria.krn
polish,,"[Keyboard piece]
",NaN,NaN,NaN,"Secular
",pl-sa--l-1636--018_keyboard-piece.krn
polish,,"118. Koły lubysz
","Allegro
",NaN,NaN,,pl-wnifc--13846--001-118_piesni-polskie-i-ruskie-ludu-galicyjskiego-118-koly-lubysz.krn
polish,,"Salve Regina a 10 voc
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1643--041_salve-regina-a-10-voc.krn
polish,,"Kancjonał Zamoyskich
",NaN,NaN,NaN,,pl-wn--sd-xvi-o-245_kancjonal-zamoyskich-oratio-dominica-to-jest-modlitwa-panska.krn
polish,,"Stabat Mater
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-7--097_stabat-mater.krn
polish,,"Per Octavas 2dum
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-111--003-002_deo-gratias-per-octavas-2dum.krn
polish,,"A my dziady
",NaN,NaN,NaN,"Sacred
",pl-sa--103-a-iii-3--003_a-my-dziady.krn
polish,,"Kyrie
 (Missa Puer natus quattuor paribus
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-2--012-001_missa-puer-natus-quattuor-paribus-kyrie.krn
polish,,"Et in terra pax
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-7--013_et-in-terra-pax.krn
polish,,"Credo
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--011_credo.krn
polish,,"Agnus Dei
 (De eclecta
)",NaN,NaN,NaN,,pl-kk--kk-i-3--016-003_de-eclecta-agnus-dei.krn
polish,,"Witaj swieta
",NaN,NaN,NaN,"Sacred
",pl-sa--580-2-a-ix-60--001_witaj-swieta.krn
polish,,"Et in terra
 (Missa Sine Nomine
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-27--001-002_missa-sine-nomine-et-in-terra.krn
polish,,"Ecce virgo concipiet
 (Officium Primum de Annuntiatione de BMV
)",NaN,NaN,NaN,,pl-kk--kk-i-3--006-010_officium-primum-de-annuntiatione-de-bmv-ecce-virgo-concipiet.krn
polish,,"Rorate caeli
",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-34--002_rorate-caeli.krn
polish,,"Benedictus
 (Missa 3tia
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-386--003-006_missa-3tia-benedictus.krn
polish,,"Rondo
 (Partita Es
)",NaN,NaN,NaN,Partita,pl-cz--i-155--002-004_partita-es-rondo.krn
polish,,"Responsorium 5tum
 (In Corona Domini
)",,NaN,NaN,"Sacred
",pl-kk--kk-i-636--001-008_in-corona-domini-responsorium-5tum.krn
polish,,"Polonaise
",NaN,NaN,NaN,"Secular; Polonaise
",pl-sa--573-a-ix-53--002_polonaise.krn
polish,,"Alleluia Ave Maria
 (Nro 1
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--001-005_nro-1-alleluia-ave-maria.krn
polish,,"Sub tuum praesidium
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-349_sub-tuum-praesidium.krn
polish,,"Piesn na Czesc Sw. Kazimierza/Kwiecie słynnego szczepu Jagiellonow
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-542--002_piesn-na-czesc-sw-kazimierza-kwiecie-slynnego-szczepu-jagiellonow.krn
polish,,"Koronka do Matki Boskiej/Zawitaj ranna Jutrzenko
",NaN,NaN,NaN,"Sacred
",pl-kk--i-545--017_koronka-do-matki-boskiej-zawitaj-ranna-jutrzenko.krn
polish,,"Tolite portas
 (Nro 1
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--001-004_nro-1-tolite-portas.krn
polish,,"Kancjonał Zamoyskich
",NaN,NaN,NaN,,pl-wn--sd-xvi-o-250_kancjonal-zamoyskich-piesn-o-czworakim-przyjsciu-panskim-na-swiat-wesele-spiewajmy-boga-ojca-chwalmy.krn
polish,,"Exultet orbis Laudys
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-368--002_exultet-orbis-laudys.krn
polish,,"Tollite portas
 (Officium Secundum
)",NaN,NaN,NaN,,pl-kk--kk-i-3--007-004_officium-secundum-tollite-portas.krn
polish,,"Alleluia, Haec dies
",NaN,NaN,NaN,,pl-kk--kk-i-3--038_alleluia-haec-dies.krn
polish,,"Et in terra
 (Tempore Paschali
)",NaN,NaN,NaN,"Sacred; Easter
",pl-kk--kk-i-6--028-002_tempore-paschali-et-in-terra.krn
polish,,"Salutis humanae sator Jesu
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-8--034_salutis-humanae-sator-jesu.krn
polish,,"O sanctissima anima Virginis Scholasticae
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1643--008_o-sanctissima-anima-virginis-scholasticae.krn
polish,,"Allegro
 (Partita Es
)",NaN,NaN,NaN,Partita,pl-cz--ii-246--001-001_partita-es-allegro.krn
polish,,"1ma Pars
 (Adoro te supplex, latens deitas
)",NaN,NaN,NaN,"Sacred
",pl-sa--l-1643--039-001_adoro-te-supplex-latens-deitas-1ma-pars.krn
polish,,"Salus infirmorum
 (Litania
)",NaN,NaN,NaN,"Sacred; Mass
",pl-sa--231-a-vi-35--001-008_litania-salus-infirmorum.krn
polish,,"12. Idzie zołnierz gora lasem
","Andantino.
",NaN,NaN,,pl-wnifc--13846--001-012_piesni-polskie-i-ruskie-ludu-galicyjskiego-12-idzie-zolnierz-gora-lasem.krn
polish,,"Allegro moderato
 (Partita Es
)",NaN,NaN,NaN,Partita,pl-cz--ii-246--002-002_partita-es-allegro-moderato.krn
polish,,"Andante
 (Partita Es
)",NaN,NaN,NaN,Partita,pl-cz--i-155--005-003_partita-es-andante.krn
polish,,"Stabat Mater dolorosa
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-10--023_stabat-mater-dolorosa.krn
polish,,"Allegro
 (Partita Es
)",NaN,NaN,NaN,Partita,pl-cz--i-155--003-002_partita-es-allegro.krn
polish,,"108. Pojichaw mytyj
","Andante cantabile
",NaN,NaN,,pl-wnifc--13846--001-108_piesni-polskie-i-ruskie-ludu-galicyjskiego-108-pojichaw-mytyj.krn
polish,,"Sanctus
 (Missa De Nativitate Domini
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-20--001-003_missa-de-nativitate-domini-sanctus.krn
polish,,"Krzyzu swiety
",,NaN,NaN,"Sacred
",pl-kk--i-545--010_krzyzu-swiety.krn
polish,,"Jesu Redemptor
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-8--023_jesu-redemptor.krn
polish,,"Agnus Dei
 (Missa alia Paschalis
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-10--022-006_missa-alia-paschalis-agnus-dei.krn
polish,,"Galop
",NaN,NaN,NaN,"Secular; Galop
",pl-sa--549-a-ix-29--015_galop.krn
polish,,"Sanctus
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-6--013_sanctus.krn
polish,,"Kyrie
 (Missa 3tia
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-386--003-001_missa-3tia-kyrie.krn
polish,,"80. Nieszczescie losem mym włada
","Allegretto.
",NaN,NaN,,pl-wnifc--13846--001-080_piesni-polskie-i-ruskie-ludu-galicyjskiego-80-nieszczescie-losem-mym-wlada.krn
polish,,"Kto sie w opieke poda
",NaN,NaN,NaN,"Sacred
",pl-sa--580-2-a-ix-60--002_kto-sie-w-opieke-poda.krn
polish,,"112. Ach ja neszczasny!
","Andante
",NaN,NaN,,pl-wnifc--13846--001-112_piesni-polskie-i-ruskie-ludu-galicyjskiego-112-ach-ja-neszczasny.krn
polish,,"Exultate gaudete
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-8--036_exultate-gaudete.krn
polish,,"O gloriosa
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1636--090_o-gloriosa.krn
polish,,"Benedictus
 (Protexisti pro festo
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-69--001-008_protexisti-pro-festo-benedictus.krn
polish,,"Verbum caro factum est
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1643--053_verbum-caro-factum-est.krn
polish,,"Mazur 1
",NaN,NaN,NaN,,pl-wnifc--6439-n--001_mazur-1.krn
polish,,"Alleluia felix es sacra
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-6--065_alleluia-felix-es-sacra.krn
polish,,"Poczekaj bracie
 (Pastorella
)",NaN,NaN,NaN,,pl-sa--37-a-i-37--001-002_pastorella-poczekaj-bracie.krn
polish,,"Kyrie
 ([Missa] No. 2.
)",,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-389--002-002_missa-no-2-kyrie.krn
polish,,"Gloria
 ([Missa] No. 6.
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-389--006-003_missa-no-6-gloria.krn
polish,,"Menuetto
 (Partita Es
)",NaN,NaN,NaN,Partita,pl-cz--i-155--002-003_partita-es-menuetto.krn
polish,,"Kyrie
 (Rorate caeli
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-277--002-002_rorate-caeli-kyrie.krn
polish,,"Cur mundus militat
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-7--111_cur-mundus-militat.krn
polish,,"135. Posijałam rutu
","Kołomyika
",NaN,NaN,,pl-wnifc--13846--001-135_piesni-polskie-i-ruskie-ludu-galicyjskiego-135-posijalam-rutu.krn
polish,,"Patrem omnipotentem
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-7--035_patrem-omnipotentem.krn
polish,,"Ciebie Boze wychwalamy
","Andantino
",NaN,NaN,"Sacred
",pl-sa--381-a-viii-21--005_ciebie-boze-wychwalamy.krn
polish,,"Alleluia. Dies sanctificatus
",,NaN,NaN,"Sacred
",pl-kk--kk-i-2--025_alleluia-dies-sanctificatus.krn
polish,,"Stella caeli
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1636--092_stella-caeli.krn
polish,,"[Keyboard piece]
",NaN,NaN,NaN,"Secular
",pl-sa--l-1636--017_keyboard-piece.krn
polish,,"Sancta Maria
 (Litania
)",NaN,NaN,NaN,"Sacred; Mass
",pl-sa--231-a-vi-35--001-004_litania-sancta-maria.krn
polish,,"Kancjonał Zamoyskich
",NaN,NaN,NaN,,pl-wn--sd-xvi-o-236_kancjonal-zamoyskich-napis-nad-grobem-zacnej-krolowej-barbary-radziwilowny-co-chcesz-minac-postoj-malo.krn
polish,,"Sanctus
 (Feria tertia
)",NaN,NaN,NaN,,pl-kk--kk-i-1--056-002_feria-tertia-sanctus.krn
polish,,"Surge propera
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-350--003_surge-propera.krn
polish,,"[Keyboard piece]
",NaN,NaN,NaN,"Secular
",pl-sa--565-a-ix-45--003_keyboard-piece.krn
polish,,"Valc
",NaN,NaN,NaN,"Secular; Waltz
",pl-sa--599-a-ix-79--003_valc.krn
polish,,"Alleluia, Pascha nostrum
",NaN,NaN,NaN,,pl-kk--kk-i-3--037_alleluia-pascha-nostrum.krn
polish,,"Domine ad adjuvandum
",NaN,NaN,NaN,"Sacred
",pl-sa--32-a-i-32_domine-ad-adjuvandum.krn
polish,,"Oto przybity do krzyza
 (Passio Domini Nostri
)",NaN,NaN,NaN,"Sacred
",pl-sa--11-a-i-11--001-005_passio-domini-nostri-oto-przybity-do-krzyza.krn
polish,,"Veni sponsa Christi
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-8--008_veni-sponsa-christi.krn
polish,,"Offertorium Nro 22
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--067_offertorium-nro-22.krn
polish,,"Allegro
 (Partita Es
)","Allegro
",NaN,NaN,Partita,pl-cz--i-155--002-001_partita-es-allegro.krn
polish,,"Deo gratias
 (Protexisti pro festo
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-69--001-011_protexisti-pro-festo-deo-gratias.krn
polish,,"Ojcze Boze
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1636--100_ojcze-boze.krn
polish,,"Alleluia, In die resurrectionis
",NaN,NaN,NaN,,pl-kk--kk-i-3--023_alleluia-in-die-resurrectionis.krn
polish,,"Offertorium/Inclina Domine aurem tuam
 (Missa seconda
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-386--002-005_missa-seconda-offertorium-inclina-domine-aurem-tuam.krn
polish,,"110. Szczorniw ja, zmarniw ja
","Largo
",NaN,NaN,,pl-wnifc--13846--001-110_piesni-polskie-i-ruskie-ludu-galicyjskiego-110-szczorniw-ja-zmarniw-ja.krn
polish,,"Agnus Dei
 (Missa Paschalis
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-10--021-005_missa-paschalis-agnus-dei.krn
polish,,"Landler 2
",NaN,NaN,NaN,"Secular
",pl-cz--i-155--009_landler-2.krn
polish,,"Ego dormio et cor meum
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-8--015_ego-dormio-et-cor-meum.krn
polish,,"De Passione 2dum
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-111--004-002_deo-gratias-de-passione-2dum.krn
polish,,"Kancjonał Zamoyskich
",NaN,NaN,NaN,,pl-wn--sd-xvi-o-277_kancjonal-zamoyskich-psalm-dawidow-lxx-in-te-domine-speravi-w-tobie-panie-nadzieje-mam.krn
polish,,"Graduale/Alleluia. Ave Maria
 ([Missa] No. 8.
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-389--008-004_missa-no-8-graduale-alleluia-ave-maria.krn
polish,,"Sanctus
 ([Missa]
)",NaN,NaN,NaN,,pl-kk--kk-i-3--052-001_missa-sanctus.krn
polish,,"Sanctus
 (Per octavas
)",NaN,NaN,NaN,,pl-kk--kk-i-3--039-001_per-octavas-sanctus.krn
polish,,"Gloria
 ([Missa] No. 5.
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-389--005-003_missa-no-5-gloria.krn
polish,,"Mazur
",NaN,NaN,NaN,"Secular; Mazurka
",pl-sa--6-a-i-6--001_mazur.krn
polish,,"Offertorium Nro 4
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--049_offertorium-nro-4.krn
polish,,"114. A tys pojichaw
","Andante ma molto sostenuto.
",NaN,NaN,,pl-wnifc--13846--001-114_piesni-polskie-i-ruskie-ludu-galicyjskiego-114-a-tys-pojichaw.krn
polish,,"[Keyboard piece]
",NaN,NaN,NaN,"Secular
",pl-sa--l-1636--035_keyboard-piece.krn
polish,,"92. Ach ona widze nie ubłagana!
","Andante
",NaN,NaN,,pl-wnifc--13846--001-092_piesni-polskie-i-ruskie-ludu-galicyjskiego-92-ach-ona-widze-nie-ublagana.krn
polish,,"Pollonaise
",NaN,NaN,NaN,"Secular; Polonaise
",pl-sa--575-a-ix-55--008_pollonaise.krn
polish,,"Offertorium Assumptionis/Assumpta est Maria
",NaN,NaN,NaN,,pl-kk--kk-i-1--015_offertorium-assumptionis-assumpta-est-maria.krn
polish,,"Jesu dulcedo mentium
",NaN,NaN,NaN,,pl-sa--95-a-ii-35--001_jesu-dulcedo-mentium.krn
polish,,"Polonez
",NaN,NaN,NaN,"Secular; Polonaise
",pl-sa--575-a-ix-55--010_polonez.krn
polish,,"Kyrie
 ([Missa] No. 7.
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-389--007-002_missa-no-7-kyrie.krn
polish,,"Marsz Auster
",NaN,NaN,NaN,"Secular; March
",pl-sa--576-a-ix-56--007_marsz-auster.krn
polish,,"Gaude Maria virgo
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-7--044_gaude-maria-virgo.krn
polish,,"Kyrie
 (Nro 6
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--006-002_nro-6-kyrie.krn
polish,,"30. A skadze scie wtey sukmanie
","Mazur.
",NaN,NaN,,pl-wnifc--13846--001-030_piesni-polskie-i-ruskie-ludu-galicyjskiego-30-a-skadze-scie-wtey-sukmanie.krn
polish,,"Lauda Mater Ecclesia
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-8--031_lauda-mater-ecclesia.krn
polish,,"Kyrie
 (Officium pro Feria Quinta
)",NaN,NaN,NaN,,pl-kk--kk-i-3--061-001_officium-pro-feria-quinta-kyrie.krn
polish,,"Walec wyjety z Potpourri
",NaN,NaN,NaN,"Secular; Waltz
",pl-wumfc--n57164-cim_walec-wyjety-z-potpourri.krn
polish,,"Deo gratias Paschale No. 5
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-389--015_deo-gratias-paschale-no-5.krn
polish,,"Allegro
 (Partita B
)",NaN,NaN,NaN,Partita,pl-cz--ii-245--001-002_partita-b-allegro.krn
polish,,"Agnus Dei
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-6--015_agnus-dei.krn
polish,,"Sanctus
 (Nro 6
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--006-005_nro-6-sanctus.krn
polish,,"Agnus
 (Nro 9
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--009-004_nro-9-agnus.krn
polish,,"Beata viscera Maria
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-6--004_beata-viscera-maria.krn
polish,,"Agnus
 (Nro 2
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--002-006_nro-2-agnus.krn
polish,,"Idzmy predko
 (Mottetto de Nativitate
)",NaN,NaN,NaN,"Sacred; Motet; Christmas
",pl-sa--359-a-vii-119--001-004_mottetto-de-nativitate-idzmy-predko.krn
polish,,"Sub tuum praesidium
 (Pro festis
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-363--001-002_pro-festis-sub-tuum-praesidium.krn
polish,,"Veni electa mea
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-8--037_veni-electa-mea.krn
polish,,"Ave Maria gratia plena
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-6--003_ave-maria-gratia-plena.krn
polish,,"Nieba krolowa
",NaN,NaN,NaN,"Sacred
",pl-sa--377-a-viii-17--008_nieba-krolowa.krn
polish,,"Beata es virgo Maria
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1643--014_beata-es-virgo-maria.krn
polish,,"Solenne 1mum
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-111--001-001_deo-gratias-solenne-1mum.krn
polish,,"Justorum animae
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-489--001_justorum-animae.krn
polish,,"Polonez
",NaN,NaN,NaN,"Secular; Polonaise
",pl-sa--552-a-ix-32--013_polonez.krn
polish,,"Valtz
",NaN,NaN,NaN,"Secular; Waltz
",pl-sa--552-a-ix-32--008_valtz.krn
polish,,"Protexisti me
 (Missa
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-68--001-001_missa-protexisti-me.krn
polish,,"Agnus Dei
 (Missa 5ta
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-70--001-004_missa-5ta-agnus-dei.krn
polish,,"Alleluia ave virgo Maria
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-7--029_alleluia-ave-virgo-maria.krn
polish,,"Marsz
",NaN,NaN,NaN,"Secular; March
",pl-sa--555-a-ix-35--001_marsz.krn
polish,,"Te Deum Laudamus
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-502--001_te-deum-laudamus.krn
polish,,"148. Corus moja, dziecie moje
","alla Mazur ma p[i]u moderato
",NaN,NaN,,pl-wnifc--13846--001-148_piesni-polskie-i-ruskie-ludu-galicyjskiego-148-corus-moja-dziecie-moje.krn
polish,,"Preambulum ex E
",NaN,NaN,NaN,"Secular; Prelude
",pl-sa--l-1636--024_preambulum-ex-e.krn
polish,,"Benedicite omnia opera
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-135_benedicite-omnia-opera.krn
polish,,"[Mazur] No. 3
",NaN,NaN,NaN,,pl-wnifc--6439-n--003_mazur-no-3.krn
polish,,"Kyrie
 (Nro 4
)",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-382--004-002_nro-4-kyrie.krn
polish,,"Jezus pod ostra korona
",NaN,NaN,NaN,"Sacred
",pl-sa--374-a-viii-14--002_jezus-pod-ostra-korona.krn
polish,,"Virgo prudentissima que progrederis quasi aurora
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1643--015_virgo-prudentissima-que-progrederis-quasi-aurora.krn
polish,,"Preludium
",NaN,NaN,NaN,"Secular; Prelude
",pl-sa--l-1636--005_preludium.krn
polish,,"Rex gloriose Martyrum Corona
",NaN,NaN,NaN,"Sacred
",pl-kk--kk-i-8--020_rex-gloriose-martyrum-corona.krn
polish,,"Benedictus
 ([Missa] No. 7.
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-389--007-006_missa-no-7-benedictus.krn
polish,,"Ave Maria
",NaN,NaN,NaN,,pl-kk--kk-i-3--047_ave-maria.krn
polish,,"Deo gratias
 (Aliud de Passione Domini
)",NaN,NaN,NaN,"Sacred; Mass
",pl-kk--kk-i-10--001-004_aliud-de-passione-domini-deo-gratias.krn
polish,,"Krakowiak
",NaN,NaN,NaN,"Secular; Krakowiak
",pl-sa--549-a-ix-29--017_krakowiak.krn
polish,,"Sanctissima Mater Dei
",NaN,NaN,NaN,"Sacred
",pl-sa--l-1636--094_sanctissima-mater-dei.krn
polish,,"Christus zmartwychwstał iest
",NaN,NaN,NaN,"Sacred
",pl-stab--st-a--003_christus-iam-surexit.krn
polish,,"Krakowiak
",NaN,NaN,NaN,"Secular
",pl-sa--554-a-ix-34--015_krakowiak.krn
