piece_id,gamma,g_obs,shuff_g_mean,shuff_g_var,shuff_g_std,Z_g
18,9,0.011934236606552906,-0.0005611100961451816,2.733086619587599e-05,0.005227893093386282,2.390130494157529
18,10,0.011312849015774118,-0.0002407060570889367,3.965252363909014e-05,0.006297024983203588,1.8347640518626664
19,1,0.3134294930115278,2.809184633515427e-06,1.6018025379181766e-05,0.004002252538156702,78.31257044345524
19,2,0.045216672117850965,3.905518123085557e-05,1.703371248870901e-05,0.004127191840550789,10.946333168411911
19,3,0.01828220966058869,-0.0001876513772678586,1.7731529756379443e-05,0.004210882301416111,4.386221156465279
19,4,0.015872400692704347,-0.0002537087817651862,2.910611652700796e-05,0.005395008482570529,2.9890795402023196
19,5,0.01642893842525217,0.0004156119333669654,4.638484694971517e-05,0.006810642183356513,2.3512212300651654
19,6,0.025237029977386527,0.00029458807073249845,9.182838913996147e-05,0.009582713036502839,2.6028580644794768
19,7,0.015439369981478657,-3.249203574525739e-05,0.0001631549501488258,0.012773212209496317,1.2112741699947074
19,8,0.023642577329035297,0.00010967958009111692,0.0003534483539734993,0.0188002221788334,1.2517350872288708
19,9,0.009049956453744623,-0.00037569609430881094,0.0008163562648779726,0.028571948916340528,0.32989183116811566
19,10,0.007787974860273383,-0.0044118775430474965,0.0017935790321710692,0.04235066743477686,0.28806753570317517
20,1,0.30953407427840174,-0.0003352827581786344,1.651403805203851e-05,0.004063746799695881,76.25213191426447
20,2,0.03928328215051091,-0.00010185849219033687,1.6615912908678956e-05,0.0040762621246282675,9.662072614207299
20,3,0.013343850477848918,-0.0004799194128059777,2.311160174912222e-05,0.004807452729785517,2.8754874291341475
20,4,0.01754245990509773,-8.784433289053836e-05,2.8094577820797485e-05,0.005300431852292555,3.3262014736332794
20,5,-0.0009999574321062354,0.00037846268001207864,3.53080652105914e-05,0.005942059004300731,-0.2319768469348157
20,6,-0.002034006038144298,-0.00045350713828281263,4.698708378824158e-05,0.006854712524113727,-0.2305711427432669
20,7,0.0037784165738091735,-0.001120673519077515,6.360312490940547e-05,0.007975156732591873,0.6142938950485699
20,8,0.0004044334343532574,-0.0014053844131895028,0.00010148891934834002,0.010074170901287115,0.17964930963316603
20,9,0.005350783183437957,-0.0010351317935927066,0.00016978928197915067,0.013030321637594012,0.49008114723788154
20,10,0.004489708482226518,0.0008639482537640194,0.0003742059697362694,0.019344404093594336,0.18743199381691603
21,1,0.21976196733217568,-8.002964038115438e-05,1.1193187923344333e-05,0.00334562220272169,65.71034732903004
21,2,0.052514423420040646,-0.00024275017497863945,1.197720012161849e-05,0.003460809171511554,15.244172960850337
21,3,0.005588328432354794,-0.0004489684474594254,1.1261046467595167e-05,0.003355748272382058,1.7990911086810097
21,4,0.01824264005157883,0.00014507594674154412,1.3376137150172306e-05,0.003657340174248535,4.94828570562369
21,5,0.003127575664272353,8.550530275714767e-05,1.4364073643712788e-05,0.0037899965229156595,0.8026578238586163
21,6,0.00547410182434005,-3.352787957259573e-05,1.662346487050778e-05,0.004077188353572567,1.350840144308437
21,7,0.0018587769854582215,-6.515385863735827e-05,2.0723211717330334e-05,0.004552275443921461,0.4226305872296362
21,8,0.004474021653427029,-3.2065124587578785e-05,1.5820026129829834e-05,0.003977439645026664,1.132911415424985
21,9,0.0011763794036102615,-0.0006602522894395376,2.3830883505476858e-05,0.004881688591612215,0.3762287697346211
21,10,0.0030573004165624917,-7.505062800291358e-05,2.7825382098665962e-05,0.005274976976126622,0.5938132163878123
22,1,0.40027293608703873,-0.0004176912951019692,9.552701786608024e-06,0.003090744535966702,129.6421049101088
22,2,0.076437869909884,-0.0001386209000759412,1.1066543119850992e-05,0.0033266414173834533,23.019159928030547
22,3,0.017638019252746773,0.0001250227505085207,1.1418005601340047e-05,0.0033790539506406295,5.182810561198051
22,4,0.027411755646852387,-6.138965882324655e-05,1.114621398971107e-05,0.0033385946129638245,8.228955141482858
22,5,0.019177594655792163,-0.00012410063707790669,1.9965445996508353e-05,0.004468271029884865,4.3197234822542585
22,6,0.021476529626734187,8.472596277357783e-05,3.050821816941331e-05,0.005523424496579392,3.872924066801015
22,7,0.011317689669503972,-0.00029123921764550475,4.641109450131709e-05,0.0068125688621339525,1.704045731071425
22,8,0.009039849411548784,-0.0009440654044733439,7.965447130755286e-05,0.00892493536713588,1.1186540188050784
22,9,0.006997987211400214,0.0008455191686943564,0.00016845027196679894,0.012978839392133602,0.47403838331144094
22,10,0.008180861675876283,-0.0027970190529815727,0.000384846971459703,0.01961751695449001,0.559595832353557
23,1,0.40852800944014356,-0.0006414391594537768,6.387401314055735e-05,0.007992121942297762,51.196597293404125
23,2,0.03126926754643233,-0.001328471587748914,7.394596955497726e-05,0.008599184237762165,3.7907943629155714
23,3,0.01610704771538496,-0.00023560473324114964,0.00010733205775214594,0.01036011861670251,1.577458043991755
23,4,0.023177932028145665,-0.001209354873776458,0.00014238678624517095,0.011932593441711275,2.043754111044673
23,5,0.008904341376488989,-0.0012449828636040508,0.00025920498244995664,0.016099844174710408,0.6303989113158978
23,6,0.0321218531402373,-0.000459208814038502,0.0005502830763947657,0.02345811323177475,1.388903772113425
23,7,0.01321149772043384,-0.00530331569802497,0.0009093063179756919,0.03015470639843293,0.6139941531455595
23,8,0.001101402872600965,-0.0070852712014381,0.003302130461461312,0.05746416676034999,0.14246572317285966
23,9,-0.0009610005543416733,-0.00921228336634804,0.006111543041945044,0.07817635858713966,0.10554703443764313
23,10,0.009233495266936731,-0.02643320784326635,0.02053420113303376,0.14329759639656822,0.24889952104637844
