piece_id,distance,MI,MI_var,shuff_MI,shuff_MI_var
5,2,3.773871660686474,0.08511441200971603,3.2312949465466225,0.08377333730459213
5,3,3.638982655585721,0.08573761582374573,3.253788723347803,0.08364133536815643
5,4,3.686699270274593,0.08512093126773834,3.236086602489628,0.08380644768476486
5,5,3.570928999428282,0.08536451309919357,3.245194945186622,0.08361838012933731
5,6,3.633739190847683,0.08489042520523071,3.231143755660362,0.08392589539289474
5,7,3.5269314861802954,0.08504144102334976,3.228679241293321,0.0841037929058075
5,8,3.5927667772445604,0.08475057035684586,3.2140884876685476,0.08385699987411499
5,9,3.551967644700362,0.08503732085227966,3.2337752423482335,0.0841788649559021
5,10,3.5419709145193448,0.08452456444501877,3.222134794977043,0.08397579193115234
6,1,4.58474382083115,0.07062109559774399,3.46459867238986,0.06645034998655319
6,2,4.521070716305372,0.07026904821395874,3.449737928008382,0.06626686453819275
6,3,4.339115148957809,0.06978746503591537,3.455621702999837,0.06634295731782913
6,4,4.4637474242224755,0.06981905549764633,3.4599770136415398,0.06646589189767838
6,5,4.112760115698995,0.06881090253591537,3.4699236915752945,0.06649008393287659
6,6,4.187247084401408,0.06884357333183289,3.4544633337187243,0.06649114936590195
6,7,3.9826398071566267,0.068085677921772,3.456602618755813,0.06641189754009247
6,8,4.115959627047236,0.06870267540216446,3.4877791389936235,0.06659400463104248
6,9,3.926866110518004,0.0682552382349968,3.484410941490978,0.06658712029457092
6,10,4.00546918031365,0.06849177926778793,3.4649520997835843,0.0666176825761795
7,1,4.245162249770967,0.06022373586893082,3.4641027144615055,0.05810165777802467
7,2,4.150652928248999,0.05949833244085312,3.4525724188672022,0.058141253888607025
7,3,3.9846734192934417,0.05941590666770935,3.4666675636633872,0.058221641927957535
7,4,3.985354657093449,0.058630481362342834,3.4797570340901984,0.05840293690562248
7,5,3.791651957174045,0.05886515974998474,3.4809299781523055,0.05813901126384735
7,6,3.79940089433795,0.05852683633565903,3.4732068109165155,0.05825433135032654
7,7,3.738655105276573,0.05904761701822281,3.475464098984748,0.0581718310713768
7,8,3.7604352279825655,0.05850157514214516,3.4556585942891083,0.05808485299348831
7,9,3.6933902542671078,0.05868788808584213,3.472671138023138,0.058124151080846786
7,10,3.666038689759569,0.05844981595873833,3.4606071239793845,0.058106668293476105
8,1,4.18414393200846,0.06316577643156052,3.3523569016351438,0.060503166168928146
8,2,4.031104378536591,0.062460292130708694,3.3669356720270436,0.06079657003283501
8,3,3.7604873031331145,0.06179957464337349,3.3717342417694134,0.0606200285255909
8,4,3.7251604385857675,0.06141555681824684,3.3827097768958208,0.06093350425362587
8,5,3.6294033486235815,0.06098479405045509,3.358826020695405,0.06071842834353447
8,6,3.5895021186120744,0.06114330142736435,3.364165380522387,0.06055594980716705
8,7,3.6116589418963994,0.0609811507165432,3.356964621526213,0.06070127338171005
8,8,3.6149326846134393,0.06153500825166702,3.351162483750871,0.06071839481592178
8,9,3.558466502235838,0.06129241734743118,3.393130999261052,0.06068571284413338
8,10,3.5418225396748007,0.06121091544628143,3.3790457565631424,0.06072789430618286
9,1,4.46812732150134,0.051839761435985565,3.566900606204758,0.049413103610277176
9,2,4.271717998029546,0.05106814205646515,3.569727145860073,0.049282390624284744
9,3,4.0118496794056995,0.05049898102879524,3.55751949681256,0.0493791438639164
9,4,4.021512627250473,0.05023934319615364,3.5423864788902364,0.049241915345191956
9,5,3.861706350734293,0.05003949627280235,3.5681406740999257,0.04931434616446495
9,6,3.8899944619457614,0.0501212514936924,3.567126610802557,0.049472518265247345
9,7,3.7876438815061793,0.04996827244758606,3.5545862585537567,0.049240801483392715
9,8,3.8500612742854265,0.04997163265943527,3.5431345330832738,0.0493466891348362
9,9,3.772236098440752,0.04970250651240349,3.5647930213961185,0.04933100938796997
9,10,3.777560775146629,0.04990044981241226,3.562339763230346,0.04934912919998169
10,1,4.7292399524950515,0.042638398706912994,3.706845843376632,0.04038519412279129
10,2,4.343818137909352,0.04185367748141289,3.717115371910472,0.040410082787275314
10,3,4.143605998951429,0.04131655767560005,3.711373631572087,0.04064308851957321
10,4,4.058213276039039,0.04127832129597664,3.702697091060257,0.040480032563209534
10,5,3.944754164779127,0.04082253947854042,3.701950785182472,0.040545377880334854
10,6,3.903980382199295,0.040875393897295,3.7101005409503856,0.04033326730132103
10,7,3.886758134317045,0.04063970223069191,3.699416274771897,0.040354643017053604
10,8,3.891573488282326,0.04064770042896271,3.7106804375561158,0.04059731960296631
10,9,3.851263139587644,0.040457118302583694,3.7003375679627144,0.04057231545448303
10,10,3.8420308510140995,0.040488243103027344,3.7079038352096205,0.04042297601699829
11,1,4.155368211323614,0.07105083018541336,3.3833610895349384,0.06789552420377731
11,2,3.865471808929655,0.06980419158935547,3.422095323482642,0.06806686520576477
11,3,3.74853365613116,0.06920239329338074,3.423198832896359,0.06807179003953934
11,4,3.629294026822949,0.0688895732164383,3.399905166737886,0.06800035387277603
11,5,3.5499168637938094,0.06854337453842163,3.393843399679408,0.0679766908288002
11,6,3.6040904965479257,0.06878898292779922,3.4086734122771833,0.06806951761245728
11,7,3.5961887070542478,0.06886156648397446,3.392946709793696,0.06794952601194382
11,8,3.566435441383998,0.0683644562959671,3.435413584500081,0.06812091171741486
11,9,3.517462291280438,0.06836503744125366,3.408431601378906,0.06812600791454315
11,10,3.533808284266202,0.06860247999429703,3.395644584324833,0.06802143156528473
12,1,5.134089805008712,0.028628187254071236,4.0124803255692,0.026730522513389587
12,2,4.891740463288414,0.028166286647319794,4.004590786277728,0.02677741087973118
12,3,4.656922501430136,0.0278270673006773,4.013643956009648,0.026742741465568542
12,4,4.643501695412006,0.027542391791939735,4.004612885540821,0.02689986303448677
12,5,4.438091720427149,0.027434268966317177,4.0005390871574384,0.02676844410598278
12,6,4.4112958675351415,0.027309291064739227,4.0066687042113855,0.026766274124383926
12,7,4.338145529265185,0.027205470949411392,4.007673935989656,0.026827789843082428
12,8,4.378201018358034,0.027180220931768417,4.001801352553226,0.026813654229044914
12,9,4.2751896828407485,0.027106916531920433,3.9967358307825567,0.02681100368499756
12,10,4.262425536438952,0.027071485295891762,4.005728174478724,0.026814797893166542
13,1,4.270245731652292,0.0760844498872757,3.341507363586132,0.07229958474636078
13,2,4.484997474760927,0.07617731392383575,3.3583820873803347,0.07259242981672287
13,3,3.9838186146944032,0.07528858631849289,3.3286517988667264,0.07252856343984604
13,4,4.403035369269979,0.07547677308320999,3.3520470544990175,0.07268206030130386
13,5,3.8967191817671605,0.07477398216724396,3.3809620238290847,0.07291121035814285
13,6,4.138987285668906,0.0754513144493103,3.328994416798965,0.07311490923166275
13,7,3.8278905473980327,0.07494295388460159,3.3401559188946273,0.0731859877705574
13,8,4.1469465490878985,0.07559362053871155,3.35176097763798,0.07355187088251114
13,9,3.8004812569172994,0.07534749805927277,3.3600613696699995,0.07355765998363495
13,10,3.9297038750431312,0.07557923346757889,3.354822694571757,0.07382113486528397
14,1,4.43885669485759,0.05293649062514305,3.5850880009920054,0.05072801187634468
14,2,4.250656524255762,0.05220675468444824,3.5639829268331518,0.05074625834822655
14,3,4.145643377312856,0.05216995254158974,3.558592729847806,0.050649285316467285
14,4,4.00727034573128,0.0518096461892128,3.5699361060366446,0.05076363682746887
14,5,3.8903730763490376,0.05140798166394234,3.569612004181044,0.050636257976293564
14,6,3.874218707353542,0.05133642628788948,3.5780222893139175,0.05071035400032997
14,7,3.8582992091168578,0.05126351863145828,3.559479873024756,0.050792187452316284
14,8,3.8342748755495997,0.05122913420200348,3.571700173327832,0.05077536404132843
14,9,3.8045604903441177,0.05126398429274559,3.573182743744674,0.05077133700251579
14,10,3.7746022861949644,0.05122791975736618,3.5793122004453295,0.05072423815727234
15,1,4.567955296607062,0.03306328505277634,3.908814868971872,0.03180701285600662
15,2,4.3367543261650745,0.03262859582901001,3.911768964841846,0.03186846897006035
15,3,4.1383641717822375,0.032325923442840576,3.910147296484155,0.03181718662381172
15,4,4.131439680563757,0.03231664374470711,3.904244852855637,0.03176476061344147
15,5,4.062954506424024,0.03214982524514198,3.9119881083152084,0.03178869187831879
15,6,4.064782934253197,0.03205416724085808,3.9102121716576743,0.03185611590743065
15,7,4.040377490373784,0.03208787739276886,3.912267074905696,0.031731098890304565
15,8,4.060686528508013,0.031999390572309494,3.9114566129763357,0.031788066029548645
15,9,4.001675553499799,0.031864624470472336,3.9055998372831073,0.031842783093452454
15,10,3.9833622184174367,0.03196299821138382,3.9068409637799952,0.031807057559490204
16,1,4.330241830157586,0.05965816602110863,3.4002573630235293,0.05605628713965416
16,2,3.9578853856584555,0.05830373987555504,3.3816588197507187,0.055962346494197845
16,3,3.807240962608633,0.057872578501701355,3.4009087146561434,0.05619426816701889
16,4,3.7876584463925287,0.05764441937208176,3.4187085474044157,0.05623671039938927
16,5,3.697299926385204,0.05764494091272354,3.3869626142966833,0.05641050636768341
16,6,3.7070114115699937,0.05747825279831886,3.392518404993055,0.05626390129327774
16,7,3.692902950434217,0.05748302862048149,3.4107433582343027,0.05636142939329147
16,8,3.68994387618722,0.057491201907396317,3.4147013086928357,0.0563766285777092
16,9,3.6196722557415573,0.057151611894369125,3.3987234437386267,0.05625315383076668
16,10,3.5631374655148846,0.05698811262845993,3.360676576453349,0.05622183531522751
17,1,4.451186010393579,0.0635569766163826,3.5058335099818496,0.060004230588674545
17,2,4.32617634784137,0.06314276903867722,3.4848718966670305,0.060028865933418274
17,3,4.115796121369126,0.06265684217214584,3.5382031077226994,0.060238223522901535
17,4,4.18771423369795,0.06299366056919098,3.5217204089520973,0.06057267263531685
17,5,3.957845598870488,0.06207795813679695,3.509336044885215,0.06044615060091019
17,6,3.9999367187870174,0.06310144811868668,3.537583271843994,0.06149275228381157
17,7,3.917637820136589,0.06282621622085571,3.4792974365876645,0.061230164021253586
17,8,3.893969121482561,0.061494339257478714,3.494798476300483,0.06005574017763138
17,9,3.853165809775156,0.06148766726255417,3.494070772695043,0.060057565569877625
17,10,3.872929342374281,0.06167931482195854,3.498897295956777,0.060101546347141266
18,1,4.512877139754515,0.03601542115211487,3.8873648558625753,0.03472858667373657
18,2,4.27504477845649,0.035334084182977676,3.8792609108968286,0.03474358841776848
18,3,4.170787966612977,0.03526085987687111,3.8804456273214907,0.03465219587087631
18,4,4.184043932669825,0.03498297929763794,3.893371403914646,0.034756749868392944
18,5,4.040624998024283,0.03503718227148056,3.8789200266659023,0.03468342125415802
18,6,4.051399596585226,0.034985896199941635,3.878421688184421,0.03467297926545143
18,7,4.021076659124363,0.034932397305965424,3.886147310035909,0.03475329652428627
18,8,4.069809572197354,0.03497045487165451,3.8869769589715055,0.034731049090623856
18,9,4.001053868765338,0.03495410084724426,3.8844239331077226,0.034727416932582855
18,10,3.989346152181577,0.03482685983181,3.8788651941858294,0.03466705232858658
19,1,4.174281276717453,0.04696047678589821,3.4942959048864672,0.044507794082164764
19,2,3.9966915579611104,0.046181757003068924,3.5019511884500805,0.04448440670967102
19,3,3.88015297172959,0.04570390656590462,3.52641334783109,0.04456614702939987
19,4,3.8173935069590073,0.045397356152534485,3.4877908390532895,0.04452498257160187
19,5,3.7039326245015367,0.04509430006146431,3.523585288329805,0.044585276395082474
19,6,3.790323359354849,0.045208051800727844,3.4985208295419667,0.04462452605366707
19,7,3.6675049260953276,0.04511968046426773,3.509429010589482,0.04461749270558357
19,8,3.6735654663225557,0.044953297823667526,3.488210198342699,0.044569846242666245
19,9,3.668837707257607,0.04498004913330078,3.5216856129112504,0.04458018019795418
19,10,3.6136408038236443,0.044934432953596115,3.516823934246622,0.04449321702122688
20,1,4.461985326506564,0.06647670269012451,3.525499885108143,0.0640287771821022
20,2,4.248894751903768,0.06573709100484848,3.5151990369244785,0.06401193141937256
20,3,4.106594350628239,0.06544242054224014,3.523511467149701,0.06396397948265076
20,4,4.132532276934036,0.06553082168102264,3.5048012348529536,0.06397770345211029
20,5,3.9899147077563875,0.0651404932141304,3.5143478601717106,0.06396781653165817
20,6,3.958235332304856,0.06500958651304245,3.5132500257423764,0.06403298676013947
20,7,3.913603042272193,0.06510094553232193,3.5035853184574126,0.06392666697502136
20,8,3.924171282609052,0.065081886947155,3.499492195957705,0.06395412236452103
20,9,3.821448498253215,0.06490033864974976,3.512994274960647,0.06397406756877899
20,10,3.8493967459024443,0.06485285609960556,3.5135715423480605,0.0638764500617981
21,1,4.6725328529866665,0.050043702125549316,3.7425173603069517,0.04831874743103981
21,2,4.545499348708363,0.04997362196445465,3.75642738170475,0.04850371181964874
21,3,4.335948154038654,0.049737222492694855,3.74418465520489,0.04859169200062752
21,4,4.352860822642514,0.04971830174326897,3.7644724447247206,0.048633020371198654
21,5,4.168437606013738,0.049402933567762375,3.7631533579953977,0.04866214096546173
21,6,4.18144375969975,0.04938643425703049,3.7556266991043135,0.04864116758108139
21,7,4.116892256873962,0.04924390837550163,3.756158064518054,0.04868072643876076
21,8,4.1464556112625655,0.04935504496097565,3.745245863626371,0.048657625913619995
21,9,4.083954595616744,0.04925796017050743,3.757010862817582,0.04861720651388168
21,10,4.06169066872207,0.04919995740056038,3.7606707636382914,0.04867683723568916
22,1,5.0688727285687065,0.03688807785511017,3.8442071971209764,0.034931134432554245
22,2,5.030815009568036,0.03665444999933243,3.864297209240524,0.034936726093292236
22,3,4.7617606782407655,0.03615585342049599,3.8659941676359857,0.03500276058912277
22,4,4.8493161079249525,0.03625417500734329,3.84881969978049,0.035012584179639816
22,5,4.600320004932472,0.035978011786937714,3.8652496915907406,0.035211529582738876
22,6,4.668722369516253,0.036093153059482574,3.8452265192655,0.03514666482806206
22,7,4.5552516504491365,0.03599110618233681,3.8469653444042375,0.035149890929460526
22,8,4.633710615380643,0.035981617867946625,3.8558157022474013,0.03515186533331871
22,9,4.478062947864604,0.035834066569805145,3.851634130155741,0.03521666303277016
22,10,4.5010450659133365,0.03589213639497757,3.8554553598749983,0.03520529344677925
23,1,4.360131066276439,0.0757102444767952,3.3545245375296133,0.07100037485361099
23,2,4.156776376850662,0.07463818788528442,3.4109093887356217,0.07124269753694534
23,3,4.0491299551510505,0.07362261414527893,3.375585300296933,0.07103601098060608
23,4,3.953987894694052,0.07367667555809021,3.386807025454358,0.07113579660654068
23,5,3.896794970574712,0.0736817941069603,3.3741695811299497,0.07111165672540665
23,6,3.8913348104956054,0.07300656288862228,3.4091753907076594,0.07120241969823837
23,7,3.712196862847943,0.07296370714902878,3.355050312984858,0.07134167850017548
23,8,3.7608928178936125,0.07321812212467194,3.386180470086652,0.07158048450946808
23,9,3.7074424099767196,0.07298864424228668,3.389355938699458,0.07140721380710602
23,10,3.6619294587427618,0.07292794436216354,3.3418382777820153,0.07129441946744919
