piece_id,tau,S_obs,shuff_S_mean,shuff_S_var,shuff_S_std,Z_S
17,7,0.6677997752325887,0.9731196844012611,5.813969989530237e-05,0.007624939337155566,-40.04227386844627
17,8,0.6419925429779328,0.9732460208273039,6.436399311572597e-05,0.008022717314957942,-41.289436589242165
17,9,0.6661408380141206,0.9733515677304416,5.213667603579005e-05,0.0072205731099262505,-42.546585297224254
17,10,0.6546944112315028,0.9737697782314128,5.04035010703752e-05,0.007099542314147807,-44.943089692424785
18,1,0.7010390361288386,0.8275203496424943,3.094425349176005e-05,0.00556275592595613,-22.737167547381844
18,2,0.7330660183199017,0.9774136257198976,1.1371329651373385e-05,0.0033721402182254204,-72.46069012177175
18,3,0.7581677395258962,0.9817720200199515,9.053366045983746e-06,0.0030088811950596765,-74.3147588748915
18,4,0.7280622433142706,0.9812327549555977,8.754952008665856e-06,0.0029588768153922624,-85.56304551927212
18,5,0.7530154322620876,0.9816339255031752,8.52933338323521e-06,0.0029205022484557704,-78.28054005504387
18,6,0.7492408712380962,0.981733296151267,9.240438314344531e-06,0.003039808927275616,-76.48257850257014
18,7,0.7526492857483471,0.9819295671549347,7.330461835762013e-06,0.0027074825642581734,-84.68393644832517
18,8,0.7296207204368869,0.9818632954908189,7.850693024773044e-06,0.0028019088180690397,-90.02526185979428
18,9,0.7511619905376709,0.9818181755599733,9.337921322475153e-06,0.0030558012570314767,-75.48140916938125
18,10,0.7483536080028794,0.9817249181005818,9.06613270618456e-06,0.003011001943902488,-77.5061970884135
19,1,0.6640964806768215,0.8205009188368033,0.0001060159342674131,0.010296403948341047,-15.190200282029695
19,2,0.6764207813336399,0.9704326377656889,3.722917573214689e-05,0.006101571578875961,-48.18625048175083
19,3,0.6837864869860877,0.975458090834911,2.8445754135919127e-05,0.005333456115495761,-54.68716673254403
19,4,0.699150686168862,0.9750574980909141,2.960344954300011e-05,0.005440905213565121,-50.709725880570126
19,5,0.7058850999695162,0.9754006491561753,3.4351325576967306e-05,0.005861000390459576,-45.98456427769077
19,6,0.6782771574423132,0.9754399527585462,3.320853692157965e-05,0.0057626848709242855,-51.566726616541615
19,7,0.6891035078445206,0.9753753561989633,3.4049631122480786e-05,0.005835206176518597,-49.05942304256991
19,8,0.6779371092344088,0.975622565239696,2.7759717404498434e-05,0.0052687491309131845,-56.50021449278838
19,9,0.6841378912028148,0.9752601532093172,3.18316094536092e-05,0.005641950855299008,-51.599574238239946
19,10,0.6874543736300603,0.9751157235089374,3.5497682965024855e-05,0.005957993199477896,-48.28158412535366
20,1,0.654220712533195,0.8233909659326368,9.718346844302349e-05,0.009858167600676279,-17.16041563219483
20,2,0.6288762002816058,0.9714259934629726,4.419090578924601e-05,0.006647624070993035,-51.52965774284466
20,3,0.6835413531547885,0.9762914349040136,3.8315046727623244e-05,0.006189914920871146,-47.29468587074288
20,4,0.6457751717065219,0.9759817221508623,3.768480174317865e-05,0.006138794811946287,-53.79012665511285
20,5,0.6570254844019746,0.9762127466351679,3.4824906922700835e-05,0.0059012631633151924,-54.08795598498293
20,6,0.6626007069601575,0.9760754274281532,3.371881396570667e-05,0.005806790332507854,-53.984163800970464
20,7,0.6586268604931723,0.9766882566767182,3.619378613575894e-05,0.006016127170843294,-52.86813046855233
20,8,0.6466873264097734,0.9760846244416034,3.9023870664732736e-05,0.0062469088887811336,-52.729646597439064
