piece_id,m,L,N,K,circular,base,null_model,n_surr,H_obs,mu_null,sigma_null,Z,p_greater,p_less,p_two,shuff_H_orbit_var,shuff_H_orbit_std
3,6,2121,2116,10962,False,2,shuffle,300,9.266451127359945,10.406441022096516,0.0246084197791603,-46.32519702471805,1.0,0.0033222591362126,0.0066445182724252,0.000605574324027368,0.0246084197791603
3,7,2121,2115,107509,False,2,shuffle,300,10.024434226206315,10.722380026623563,0.0172709205918064,-40.41161539173322,1.0,0.0033222591362126,0.0066445182724252,0.00029828469808848237,0.0172709205918064
4,3,3880,3878,19,False,2,shuffle,300,3.632841669376501,3.963528838310389,0.0140187497647585,-23.5889201592852,1.0,0.0033222591362126,0.0066445182724252,0.0001965253449669165,0.0140187497647585
4,4,3880,3877,163,False,2,shuffle,300,6.078347235211544,6.875294783730073,0.0175256787430706,-45.47313460448032,1.0,0.0033222591362126,0.0066445182724252,0.0003071494154053167,0.0175256787430706
4,5,3880,3876,1110,False,2,shuffle,300,7.606038889314934,9.29879094285048,0.0226992260153555,-74.57311770852597,1.0,0.0033222591362126,0.0066445182724252,0.000515254861696192,0.0226992260153555
4,6,3880,3875,10962,False,2,shuffle,300,8.916957186532127,11.062066520071472,0.019008713051657,-112.84874087529847,1.0,0.0033222591362126,0.0066445182724252,0.00036133117188023525,0.019008713051657
4,7,3880,3874,107509,False,2,shuffle,300,9.639640204795429,11.566320728688048,0.0144407045211893,-133.42011957003467,1.0,0.0033222591362126,0.0066445182724252,0.0002085339470682971,0.0144407045211893
5,3,1254,1252,19,False,2,shuffle,300,3.4003034092204327,3.81660758414078,0.0249613984664586,-16.67791872637852,1.0,0.0033222591362126,0.0066445182724252,0.0006230714134013217,0.0249613984664586
5,4,1254,1251,163,False,2,shuffle,300,5.465571696951334,6.5024324591030425,0.0387017496058992,-26.79105654679915,1.0,0.0033222591362126,0.0066445182724252,0.0014978254225577188,0.0387017496058992
5,5,1254,1250,1110,False,2,shuffle,300,6.635072368970875,8.440674675955211,0.0376883328919668,-47.90878684286926,1.0,0.0033222591362126,0.0066445182724252,0.0014204104361757064,0.0376883328919668
5,6,1254,1249,10962,False,2,shuffle,300,7.5202032928912335,9.628626846894424,0.0308926663948738,-68.24996997841046,1.0,0.0033222591362126,0.0066445182724252,0.0009543568369849649,0.0308926663948738
5,7,1254,1248,107509,False,2,shuffle,300,8.325479514925078,9.917996643428827,0.022746769655711,-70.0106939406191,1.0,0.0033222591362126,0.0066445182724252,0.0005174155297699747,0.022746769655711
6,3,1011,1009,19,False,2,shuffle,300,3.4837576068209075,4.043102079439253,0.0245108820175528,-22.820250704066257,1.0,0.0033222591362126,0.0066445182724252,0.0006007833372783933,0.0245108820175528
6,4,1011,1008,163,False,2,shuffle,300,5.255031090265307,6.927762142190398,0.0330534353393356,-50.60687443687389,1.0,0.0033222591362126,0.0066445182724252,0.0010925295877316395,0.0330534353393356
6,5,1011,1007,1110,False,2,shuffle,300,6.327570332162386,8.887163277502355,0.0396258044243568,-64.59409424043541,1.0,0.0033222591362126,0.0066445182724252,0.0015702043762773749,0.0396258044243568
6,6,1011,1006,10962,False,2,shuffle,300,7.105761198337805,9.6075927916576,0.0270090970176533,-92.62922013588891,1.0,0.0033222591362126,0.0066445182724252,0.0007294913217090085,0.0270090970176533
6,7,1011,1005,107509,False,2,shuffle,300,7.451127792645327,9.711038750569076,0.0233707208751899,-96.6983847007836,1.0,0.0033222591362126,0.0066445182724252,0.000546190594226037,0.0233707208751899
7,3,2079,2077,19,False,2,shuffle,300,3.570443375182415,3.88453756881935,0.0180156239153352,-17.434544321807916,1.0,0.0033222591362126,0.0066445182724252,0.00032456270505879767,0.0180156239153352
7,4,2079,2076,163,False,2,shuffle,300,5.571267214890049,6.666624806179351,0.0275656760846546,-39.73628609454175,1.0,0.0033222591362126,0.0066445182724252,0.0007598664980040986,0.0275656760846546
7,5,2079,2075,1110,False,2,shuffle,300,6.749629047348554,8.818096756121088,0.0303669995011199,-68.11564338769281,1.0,0.0033222591362126,0.0066445182724252,0.0009221546587010164,0.0303669995011199
7,6,2079,2074,10962,False,2,shuffle,300,7.84752816215291,10.253606915123974,0.025645012088504,-93.82248464798508,1.0,0.0033222591362126,0.0066445182724252,0.0006576666450195163,0.025645012088504
7,7,2079,2073,107509,False,2,shuffle,300,8.437330219866986,10.644469050062634,0.0190865056594282,-115.63870671661547,1.0,0.0033222591362126,0.0066445182724252,0.0003642946982873847,0.0190865056594282
8,3,1557,1555,19,False,2,shuffle,300,3.569563586584483,3.9972166463003136,0.0207702971997627,-20.589645665769105,1.0,0.0033222591362126,0.0066445182724252,0.0004314052457664702,0.0207702971997627
8,4,1557,1554,163,False,2,shuffle,300,5.897056632371989,6.891381644161461,0.027902547501843,-35.635635481806624,1.0,0.0033222591362126,0.0066445182724252,0.000778552157092605,0.027902547501843
8,5,1557,1553,1110,False,2,shuffle,300,7.190054523027092,9.046344184904136,0.0313731733710479,-59.16805545689816,1.0,0.0033222591362126,0.0066445182724252,0.000984276007369829,0.0313731733710479
8,6,1557,1552,10962,False,2,shuffle,300,8.296017202197687,10.108233089430264,0.0260599529233833,-69.5402594379397,1.0,0.0033222591362126,0.0066445182724252,0.0006791211463689538,0.0260599529233833
8,7,1557,1551,107509,False,2,shuffle,300,8.857907908115173,10.313566499116162,0.0175955455592815,-82.72881259047604,1.0,0.0033222591362126,0.0066445182724252,0.00030960322352875094,0.0175955455592815
9,3,2405,2403,19,False,2,shuffle,300,3.6587007727152616,4.034586000577592,0.0156529978925124,-24.013625405401275,1.0,0.0033222591362126,0.0066445182724252,0.0002450163430229976,0.0156529978925124
9,4,2405,2402,163,False,2,shuffle,300,6.074259094604337,7.005105189952513,0.0195091675821298,-47.7132656444459,1.0,0.0033222591362126,0.0066445182724252,0.0003806076197476243,0.0195091675821298
9,5,2405,2401,1110,False,2,shuffle,300,7.590429860384376,9.392441478747706,0.0251637465278674,-71.61141988009226,1.0,0.0033222591362126,0.0066445182724252,0.0006332141393187586,0.0251637465278674
9,6,2405,2400,10962,False,2,shuffle,300,8.754005914549516,10.698798855831278,0.0195235986647715,-99.61242159679075,1.0,0.0033222591362126,0.0066445182724252,0.00038117090482306756,0.0195235986647715
9,7,2405,2399,107509,False,2,shuffle,300,9.467294031767567,10.949937682536245,0.0151388067544363,-97.9366257075838,1.0,0.0033222591362126,0.0066445182724252,0.00022918346994816612,0.0151388067544363
10,3,3857,3855,19,False,2,shuffle,300,3.51151367509792,4.021597820187851,0.0132210409891453,-38.58123921623985,1.0,0.0033222591362126,0.0066445182724252,0.00017479592483666013,0.0132210409891453
10,4,3857,3854,163,False,2,shuffle,300,5.858791377733509,6.995225317079269,0.0161121452493974,-70.53275164511423,1.0,0.0033222591362126,0.0066445182724252,0.0002596012245376792,0.0161121452493974
10,5,3857,3853,1110,False,2,shuffle,300,7.4960321479873295,9.504643291459528,0.0201467763982429,-99.69888501107188,1.0,0.0033222591362126,0.0066445182724252,0.0004058925992407971,0.0201467763982429
10,6,3857,3852,10962,False,2,shuffle,300,8.759411486775758,11.19404193915947,0.0193957281574517,-125.5240552259614,1.0,0.0033222591362126,0.0066445182724252,0.0003761942707577647,0.0193957281574517
10,7,3857,3851,107509,False,2,shuffle,300,9.653344158216306,11.602267556820845,0.0127204664040694,-153.2116305091658,1.0,0.0033222591362126,0.0066445182724252,0.00016181026553705827,0.0127204664040694
11,3,1031,1029,19,False,2,shuffle,300,3.6083145273814177,4.04364442103091,0.0236489601999744,-18.40799299285738,1.0,0.0033222591362126,0.0066445182724252,0.0005592733185399731,0.0236489601999744
11,4,1031,1028,163,False,2,shuffle,300,6.119441717536913,6.885568685285723,0.0344946896299262,-22.209997421868334,1.0,0.0033222591362126,0.0066445182724252,0.0011898836126649384,0.0344946896299262
11,5,1031,1027,1110,False,2,shuffle,300,7.391838868981364,8.808998225699566,0.039570905928315,-35.81316433051769,1.0,0.0033222591362126,0.0066445182724252,0.0015658565959875551,0.039570905928315
11,6,1031,1026,10962,False,2,shuffle,300,8.249572167707603,9.576278822468252,0.0276618746528537,-47.96155977894935,1.0,0.0033222591362126,0.0066445182724252,0.00076517930931019,0.0276618746528537
11,7,1031,1025,107509,False,2,shuffle,300,8.708349334270512,9.703582160016955,0.0232312851741728,-42.84019666948447,1.0,0.0033222591362126,0.0066445182724252,0.0005396926108437409,0.0232312851741728
12,3,7045,7043,19,False,2,shuffle,300,3.578108354592814,4.058849215688364,0.0086320093914686,-55.69281024771401,1.0,0.0033222591362126,0.0066445182724252,7.451158613440211e-05,0.0086320093914686
12,4,7045,7042,163,False,2,shuffle,300,6.06595829009453,7.0912731500917285,0.0111052468399364,-92.32706618550668,1.0,0.0033222591362126,0.0066445182724252,0.00012332650737591742,0.0111052468399364
12,5,7045,7041,1110,False,2,shuffle,300,7.6265013676016515,9.791952118045138,0.0122834751356393,-176.2897491574377,1.0,0.0033222591362126,0.0066445182724252,0.00015088376140786892,0.0122834751356393
12,6,7045,7040,10962,False,2,shuffle,300,9.222932546280006,11.908963942265489,0.0142280588963215,-188.7841072038234,1.0,0.0033222591362126,0.0066445182724252,0.00020243765995719336,0.0142280588963215
12,7,7045,7039,107509,False,2,shuffle,300,9.96993570565651,12.471945966448832,0.0088566020844205,-282.50227761655304,1.0,0.0033222591362126,0.0066445182724252,7.843940048176155e-05,0.0088566020844205
13,3,1062,1060,19,False,2,shuffle,300,3.4789730534608703,4.053348016509855,0.0215355714242169,-26.67098781521504,1.0,0.0033222591362126,0.0066445182724252,0.00046378083656754756,0.0215355714242169
13,4,1062,1059,163,False,2,shuffle,300,5.491912504029559,6.946826859785673,0.0294468964312987,-49.40807120881182,1.0,0.0033222591362126,0.0066445182724252,0.0008671197094356321,0.0294468964312987
13,5,1062,1058,1110,False,2,shuffle,300,6.504784478592729,8.926524752175789,0.0376742012456115,-64.28113121217552,1.0,0.0033222591362126,0.0066445182724252,0.001419345439494835,0.0376742012456115
13,6,1062,1057,10962,False,2,shuffle,300,7.17823490601315,9.667245977327498,0.0255933244835688,-97.25235472680856,1.0,0.0033222591362126,0.0066445182724252,0.0006550182581212422,0.0255933244835688
13,7,1062,1056,107509,False,2,shuffle,300,7.533734644382556,9.780646319150309,0.0208004905116893,-108.02205234078734,1.0,0.0033222591362126,0.0066445182724252,0.0004326604055268766,0.0208004905116893
14,3,1976,1974,19,False,2,shuffle,300,3.764747097878829,4.060264334938696,0.0163316179170048,-18.094792479327456,1.0,0.0033222591362126,0.0066445182724252,0.0002667217437870323,0.0163316179170048
14,4,1976,1973,163,False,2,shuffle,300,6.0588849903357405,7.041612882055909,0.0211605652056933,-46.44147649968063,1.0,0.0033222591362126,0.0066445182724252,0.00044776951982439787,0.0211605652056933
14,5,1976,1972,1110,False,2,shuffle,300,7.25763830901657,9.375990029767078,0.0272850530577906,-77.63780837309598,1.0,0.0033222591362126,0.0066445182724252,0.0007444741203664481,0.0272850530577906
14,6,1976,1971,10962,False,2,shuffle,300,8.20974176767759,10.494767840886338,0.022086761301224,-103.4568193156556,1.0,0.0033222591362126,0.0066445182724252,0.0004878250247772461,0.022086761301224
14,7,1976,1970,107509,False,2,shuffle,300,8.671550956385977,10.678534498754956,0.0162507768136378,-123.50077570966886,1.0,0.0033222591362126,0.0066445182724252,0.00026408774704666794,0.0162507768136378
15,3,6221,6219,19,False,2,shuffle,300,3.913828328608657,4.071561778379992,0.0092605631453668,-17.03281401955018,1.0,0.0033222591362126,0.0066445182724252,8.575802976932583e-05,0.0092605631453668
15,4,6221,6218,163,False,2,shuffle,300,6.605478223297593,7.112009641266236,0.0110334216360127,-45.90882454046178,1.0,0.0033222591362126,0.0066445182724252,0.00012173639299803318,0.0110334216360127
15,5,6221,6217,1110,False,2,shuffle,300,8.651951584632869,9.80925893206635,0.0125160451705189,-92.4658973075198,1.0,0.0033222591362126,0.0066445182724252,0.00015665138671046948,0.0125160451705189
15,6,6221,6216,10962,False,2,shuffle,300,10.330209340780826,11.820945727707016,0.0154597165016232,-96.42714902111308,1.0,0.0033222591362126,0.0066445182724252,0.00023900283431056067,0.0154597165016232
15,7,6221,6215,107509,False,2,shuffle,300,11.16056801399258,12.308023273122704,0.0101137632076799,-113.45482740378972,1.0,0.0033222591362126,0.0066445182724252,0.00010228820622101964,0.0101137632076799
16,3,1247,1245,19,False,2,shuffle,300,3.68551078697358,4.056430770800032,0.0210018303353156,-17.661317033055482,1.0,0.0033222591362126,0.0066445182724252,0.0004410768774333826,0.0210018303353156
16,4,1247,1244,163,False,2,shuffle,300,5.938200642411081,7.025707321301808,0.0256285404206542,-42.43342231125639,1.0,0.0033222591362126,0.0066445182724252,0.0006568220840931062,0.0256285404206542
16,5,1247,1243,1110,False,2,shuffle,300,7.413060753658107,9.150570186114804,0.0318078247209653,-54.62522029403233,1.0,0.0033222591362126,0.0066445182724252,0.0010117377134796512,0.0318078247209653
16,6,1247,1242,10962,False,2,shuffle,300,8.531701221238993,9.9395080873418,0.0225251358278321,-62.49937300548108,1.0,0.0033222591362126,0.0066445182724252,0.0005073817440622853,0.0225251358278321
16,7,1247,1241,107509,False,2,shuffle,300,9.040771833127469,10.04688574423801,0.020446345395557,-49.20751809901293,1.0,0.0033222591362126,0.0066445182724252,0.000418053040034415,0.020446345395557
17,3,1014,1012,19,False,2,shuffle,300,3.6695835266388888,4.07424490476945,0.0221343967645023,-18.28201520176642,1.0,0.0033222591362126,0.0066445182724252,0.0004899315201284098,0.0221343967645023
17,4,1014,1011,163,False,2,shuffle,300,6.003851077112235,7.034799222195926,0.0275558528025746,-37.41303716745669,1.0,0.0033222591362126,0.0066445182724252,0.0007593250236771584,0.0275558528025746
17,5,1014,1010,1110,False,2,shuffle,300,7.295014998267578,9.038139107270968,0.0317671554717867,-54.87189781759047,1.0,0.0033222591362126,0.0066445182724252,0.0010091521667686676,0.0317671554717867
17,6,1014,1009,10962,False,2,shuffle,300,8.127795159124313,9.678776582888174,0.0233526996006575,-66.415508711472,1.0,0.0033222591362126,0.0066445182724252,0.0005453485786385489,0.0233526996006575
17,7,1014,1008,107509,False,2,shuffle,300,8.50627315101561,9.757493951374444,0.0222674899126876,-56.19047343301631,1.0,0.0033222591362126,0.0066445182724252,0.000495841107011644,0.0222674899126876
18,3,5768,5766,19,False,2,shuffle,300,3.890049762610992,4.063496594271125,0.0095605620012139,-18.14190751946486,1.0,0.0033222591362126,0.0066445182724252,9.140434577905514e-05,0.0095605620012139
18,4,5768,5765,163,False,2,shuffle,300,6.557832248733494,7.106605406113043,0.01114080480631,-49.25794562604015,1.0,0.0033222591362126,0.0066445182724252,0.00012411753173230001,0.01114080480631
18,5,5768,5764,1110,False,2,shuffle,300,8.507354194315088,9.792226570565909,0.0131157430876001,-97.96413117191656,1.0,0.0033222591362126,0.0066445182724252,0.0001720227167399298,0.0131157430876001
18,6,5768,5763,10962,False,2,shuffle,300,10.138889439915063,11.751904724881747,0.0143292793650206,-112.56778822417508,1.0,0.0033222591362126,0.0066445182724252,0.00020532824712080514,0.0143292793650206
18,7,5768,5762,107509,False,2,shuffle,300,10.839823637586152,12.210490408102702,0.0100491737870974,-136.3959664302358,1.0,0.0033222591362126,0.0066445182724252,0.00010098589380328549,0.0100491737870974
19,3,1898,1896,19,False,2,shuffle,300,3.927278248478362,4.067219531346103,0.0170596636637782,-8.203050518801817,1.0,0.0033222591362126,0.0066445182724252,0.0002910321243212342,0.0170596636637782
19,4,1898,1895,163,False,2,shuffle,300,6.388043569655829,7.069784128664014,0.0207975088844574,-32.77991430587485,1.0,0.0033222591362126,0.0066445182724252,0.0004325363757990844,0.0207975088844574
19,5,1898,1894,1110,False,2,shuffle,300,8.011155925139585,9.428029904522718,0.025816763661853,-54.88193632406035,1.0,0.0033222591362126,0.0066445182724252,0.0006665052859719735,0.025816763661853
19,6,1898,1893,10962,False,2,shuffle,300,8.77068226535839,10.488530791337627,0.0201807044203943,-85.12331830415229,1.0,0.0033222591362126,0.0066445182724252,0.00040726083090332206,0.0201807044203943
19,7,1898,1892,107509,False,2,shuffle,300,9.38586090982123,10.64903756216294,0.0150652946726615,-83.84679356016527,1.0,0.0033222591362126,0.0066445182724252,0.00022696310357412294,0.0150652946726615
20,3,1641,1639,19,False,2,shuffle,300,3.39536184133352,4.03230451299476,0.021028782056104,-30.28908997020836,1.0,0.0033222591362126,0.0066445182724252,0.00044220967476312157,0.021028782056104
20,4,1641,1638,163,False,2,shuffle,300,5.907150673477951,6.993034587818574,0.0235052704563621,-46.19746521770861,1.0,0.0033222591362126,0.0066445182724252,0.000552497739226729,0.0235052704563621
20,5,1641,1637,1110,False,2,shuffle,300,7.383492398033307,9.235810801747569,0.0310637975542973,-59.629489938457645,1.0,0.0033222591362126,0.0066445182724252,0.000964959518494367,0.0310637975542973
20,6,1641,1636,10962,False,2,shuffle,300,8.543161112238502,10.259141011977976,0.022635899057724,-75.80789679983698,1.0,0.0033222591362126,0.0066445182724252,0.0005123839261514702,0.022635899057724
20,7,1641,1635,107509,False,2,shuffle,300,9.062957073915914,10.427395647826453,0.0170693042421207,-79.93521906672747,1.0,0.0033222591362126,0.0066445182724252,0.0002913611473100797,0.0170693042421207
21,3,3197,3195,19,False,2,shuffle,300,3.6395407876986376,4.064638980124453,0.0124630643835924,-34.10864128933288,1.0,0.0033222591362126,0.0066445182724252,0.00015532797382956942,0.0124630643835924
21,4,3197,3194,163,False,2,shuffle,300,6.124765747608962,7.137190311207216,0.0143472015007255,-70.56599599211421,1.0,0.0033222591362126,0.0066445182724252,0.00020584219090242004,0.0143472015007255
21,5,3197,3193,1110,False,2,shuffle,300,7.733252510880447,9.759938022979382,0.0161174860111504,-125.74451813991512,1.0,0.0033222591362126,0.0066445182724252,0.00025977335531962884,0.0161174860111504
21,6,3197,3192,10962,False,2,shuffle,300,9.26659360572819,11.204530845174418,0.0149289238764826,-129.81091306246392,1.0,0.0033222591362126,0.0066445182724252,0.00022287276810981226,0.0149289238764826
21,7,3197,3191,107509,False,2,shuffle,300,9.979038254133073,11.432166099360796,0.0111710568647278,-130.07971070453664,1.0,0.0033222591362126,0.0066445182724252,0.0001247925114749821,0.0111710568647278
22,3,4138,4136,19,False,2,shuffle,300,3.7170487736059794,4.074917926319492,0.0113923448699722,-31.41312493591869,1.0,0.0033222591362126,0.0066445182724252,0.00012978552163638192,0.0113923448699722
22,4,4138,4135,163,False,2,shuffle,300,6.008438315571168,7.1454580310463065,0.011442412626424,-99.36887897657286,1.0,0.0033222591362126,0.0066445182724252,0.0001309288067133474,0.011442412626424
22,5,4138,4134,1110,False,2,shuffle,300,7.383642715537918,9.810478968476996,0.0139352721001212,-174.15061833761874,1.0,0.0033222591362126,0.0066445182724252,0.00019419180850441633,0.0139352721001212
22,6,4138,4133,10962,False,2,shuffle,300,8.431181095377955,11.472730245061138,0.0161212118370821,-188.66752576794457,1.0,0.0033222591362126,0.0066445182724252,0.0002598934710960761,0.0161212118370821
22,7,4138,4132,107509,False,2,shuffle,300,8.992610540801088,11.774350908537553,0.0103896917830624,-267.7404128841748,1.0,0.0033222591362126,0.0066445182724252,0.00010794569534703433,0.0103896917830624
23,3,769,767,19,False,2,shuffle,300,3.9597940120902457,4.073619372747112,0.0261245249191078,-4.357030836323951,1.0,0.0033222591362126,0.0066445182724252,0.0006824908022490844,0.0261245249191078
23,4,769,766,163,False,2,shuffle,300,6.192571924282404,6.951647387211697,0.0374626678733059,-20.262183822476043,1.0,0.0033222591362126,0.0066445182724252,0.0014034514841856258,0.0374626678733059
23,5,769,765,1110,False,2,shuffle,300,7.308614299998535,8.735142232969519,0.0419704538537034,-33.98886125805163,1.0,0.0033222591362126,0.0066445182724252,0.0017615189966858464,0.0419704538537034
23,6,769,764,10962,False,2,shuffle,300,7.6636707818965775,9.265446184499623,0.027503435846132,-58.23910189127567,1.0,0.0033222591362126,0.0066445182724252,0.0007564389833422987,0.027503435846132
23,7,769,763,107509,False,2,shuffle,300,8.374761011042258,9.33146670467466,0.0254665820076363,-37.56710238325372,1.0,0.0033222591362126,0.0066445182724252,0.0006485467991516649,0.0254665820076363
