1	2.0	5409
2	-2.0	4949
3	1.0	3308
4	0.0	3200
5	-1.0	3138
6	5.0	2084
7	-3.0	1904
8	-7.0	1884
9	-12.0	1849
10	12.0	1733
11	7.0	1575
12	-5.0	1546
13	-4.0	1519
14	3.0	1301
15	-9.0	1056
16	4.0	990
17	-8.0	920
18	9.0	885
19	8.0	830
20	-15.0	829
21	15.0	704
22	-16.0	636
23	10.0	617
24	14.0	569
25	16.0	561
26	17.0	513
27	-10.0	509
28	-17.0	438
29	24.0	423
30	-24.0	419
31	-19.0	400
32	-14.0	376
33	19.0	363
34	11.0	235
35	-6.0	227
36	6.0	227
37	21.0	216
38	20.0	190
39	-11.0	172
40	-13.0	164
41	-20.0	158
42	13.0	153
43	-21.0	135
44	22.0	132
45	18.0	122
46	-22.0	101
47	-26.0	97
48	-18.0	84
49	28.0	80
50	-27.0	69
51	-23.0	67
52	27.0	63
53	26.0	60
54	29.0	48
55	-28.0	48
56	-29.0	33
57	31.0	30
58	23.0	30
59	-31.0	28
60	36.0	18
61	-25.0	16
62	-36.0	14
63	25.0	12
64	30.0	11
65	-32.0	9
66	32.0	9
67	-33.0	6
68	33.0	5
69	-40.0	4
70	-34.0	3
71	40.0	3
72	-30.0	3
73	34.0	2
74	-38.0	1
75	35.0	1
76	-48.0	1
77	-35.0	1
