1	-2.0	42561
2	2.0	30533
3	-1.0	22818
4	1.0	19854
5	0.0	16071
6	-3.0	12097
7	-5.0	10286
8	5.0	9991
9	3.0	8771
10	-4.0	8507
11	-7.0	8200
12	12.0	7518
13	-12.0	7082
14	7.0	6928
15	4.0	6808
16	-10.0	4768
17	9.0	4636
18	-17.0	4025
19	8.0	3650
20	10.0	3634
21	-9.0	3456
22	17.0	3431
23	19.0	3379
24	-19.0	3351
25	-14.0	3311
26	-8.0	3133
27	14.0	2810
28	16.0	2670
29	24.0	2629
30	-11.0	2217
31	15.0	2157
32	6.0	2086
33	-24.0	2040
34	-6.0	1922
35	-15.0	1842
36	-16.0	1621
37	-22.0	1605
38	21.0	1582
39	-26.0	1463
40	11.0	1407
41	20.0	1372
42	-21.0	1315
43	-20.0	1203
44	13.0	1184
45	22.0	1180
46	31.0	1174
47	-29.0	1161
48	28.0	1141
49	-23.0	1101
50	26.0	1048
51	-13.0	1022
52	29.0	994
53	18.0	943
54	-31.0	900
55	-18.0	885
56	36.0	780
57	27.0	729
58	-28.0	630
59	-27.0	605
60	23.0	574
61	-36.0	420
62	33.0	411
63	-25.0	386
64	34.0	372
65	-33.0	352
66	25.0	322
67	-35.0	322
68	-38.0	312
69	-34.0	310
70	-32.0	288
71	32.0	273
72	40.0	256
73	43.0	252
74	38.0	211
75	30.0	200
76	-41.0	187
77	-30.0	161
78	41.0	161
79	-43.0	138
80	39.0	134
81	48.0	128
82	35.0	125
83	-40.0	98
84	-39.0	89
85	46.0	77
86	45.0	72
87	37.0	59
88	-37.0	50
89	44.0	38
90	-48.0	36
91	-47.0	33
92	-45.0	30
93	-46.0	30
94	-44.0	27
95	-42.0	21
96	42.0	18
97	-50.0	16
98	50.0	16
99	47.0	14
100	55.0	9
101	52.0	9
102	-53.0	6
103	53.0	4
104	-52.0	4
105	56.0	3
106	-58.0	1
107	49.0	1
108	60.0	1
