1	0.0	449771
2	-2.0	297707
3	2.0	297365
4	5.0	293262
5	-5.0	293107
6	7.0	244613
7	-7.0	244434
8	-3.0	233310
9	3.0	232116
10	-4.0	182383
11	4.0	182205
12	1.0	166513
13	-1.0	166278
14	-12.0	159526
15	12.0	159465
16	-10.0	141818
17	10.0	141294
18	-9.0	139000
19	9.0	138650
20	-8.0	122623
21	8.0	121905
22	6.0	105665
23	-6.0	105182
24	-14.0	97562
25	14.0	97553
26	17.0	81736
27	-17.0	81247
28	11.0	75646
29	-11.0	75129
30	19.0	68304
31	-19.0	68108
32	15.0	65990
33	-15.0	65922
34	-16.0	57722
35	16.0	56922
36	-13.0	55414
37	13.0	55306
38	-24.0	39045
39	21.0	38930
40	-21.0	38891
41	24.0	38424
42	22.0	35591
43	-22.0	35275
44	20.0	31285
45	-20.0	30837
46	-18.0	29445
47	18.0	29321
48	26.0	23567
49	-26.0	23420
50	23.0	20281
51	-23.0	20187
52	29.0	15680
53	-29.0	15676
54	-27.0	13574
55	27.0	13521
56	-28.0	12760
57	28.0	12668
58	25.0	12190
59	-25.0	12108
60	31.0	12069
61	-31.0	12035
62	-33.0	6308
63	33.0	6148
64	30.0	5052
65	-30.0	4970
66	-36.0	4970
67	36.0	4944
68	34.0	4824
69	-34.0	4753
70	32.0	4654
71	-32.0	4620
72	38.0	2809
73	-35.0	2719
74	-38.0	2712
75	35.0	2615
76	41.0	1399
77	-39.0	1342
78	-41.0	1337
79	-37.0	1333
80	37.0	1331
81	39.0	1308
82	40.0	1301
83	-40.0	1184
84	43.0	953
85	-43.0	939
86	45.0	384
87	-45.0	372
88	-42.0	337
89	42.0	314
90	-44.0	275
91	44.0	271
92	46.0	250
93	-46.0	241
94	-48.0	228
95	48.0	194
96	47.0	89
97	-47.0	74
98	-50.0	70
99	50.0	66
100	53.0	65
101	-53.0	56
102	49.0	31
103	-49.0	31
104	-51.0	20
105	-52.0	19
106	51.0	18
107	52.0	16
108	-55.0	1
