1	-2.0	7364
2	2.0	7217
3	1.0	6344
4	-1.0	5837
5	0.0	2431
6	5.0	1870
7	-17.0	1416
8	-5.0	1253
9	3.0	1249
10	19.0	1092
11	-7.0	1086
12	-3.0	1015
13	7.0	979
14	-12.0	938
15	16.0	924
16	12.0	921
17	4.0	894
18	-4.0	885
19	17.0	820
20	-19.0	785
21	14.0	705
22	-14.0	675
23	15.0	640
24	-8.0	635
25	-16.0	513
26	-20.0	506
27	21.0	499
28	-22.0	490
29	24.0	484
30	-24.0	480
31	-15.0	474
32	-10.0	469
33	8.0	451
34	-29.0	435
35	-9.0	433
36	-21.0	410
37	10.0	408
38	26.0	406
39	-26.0	385
40	9.0	383
41	22.0	365
42	28.0	341
43	20.0	338
44	31.0	323
45	18.0	316
46	-18.0	281
47	-31.0	270
48	29.0	268
49	-27.0	252
50	-13.0	232
51	-11.0	229
52	27.0	225
53	-28.0	216
54	-6.0	212
55	6.0	207
56	13.0	202
57	-23.0	197
58	-25.0	158
59	25.0	150
60	23.0	145
61	11.0	141
62	33.0	125
63	-33.0	123
64	-32.0	90
65	30.0	79
66	-36.0	79
67	32.0	78
68	-34.0	69
69	36.0	66
70	-35.0	61
71	-30.0	55
72	34.0	46
73	35.0	37
74	40.0	27
75	-41.0	27
76	41.0	26
77	-38.0	22
78	-40.0	22
79	38.0	21
80	39.0	11
81	43.0	11
82	-39.0	9
83	-43.0	8
84	-37.0	6
85	47.0	6
86	45.0	5
87	44.0	4
88	42.0	3
89	-47.0	3
90	37.0	2
91	-48.0	2
92	-44.0	2
93	-55.0	1
94	50.0	1
95	48.0	1
96	-45.0	1
97	53.0	1
98	-52.0	1
