1	0.0	20662
2	-2.0	13057
3	-1.0	11375
4	1.0	11322
5	3.0	10597
6	2.0	10260
7	-3.0	9201
8	5.0	7306
9	12.0	7155
10	-12.0	6777
11	4.0	6588
12	-5.0	6276
13	-4.0	5959
14	7.0	4631
15	-7.0	4382
16	9.0	4029
17	-9.0	3476
18	6.0	2854
19	8.0	2717
20	-6.0	2681
21	-8.0	2599
22	-10.0	1974
23	10.0	1778
24	-11.0	1501
25	-14.0	1201
26	-13.0	1140
27	11.0	1139
28	15.0	1008
29	-24.0	964
30	-15.0	964
31	16.0	948
32	-16.0	918
33	14.0	898
34	24.0	847
35	13.0	837
36	-17.0	820
37	-19.0	813
38	19.0	713
39	17.0	687
40	-21.0	490
41	21.0	485
42	-20.0	358
43	20.0	355
44	18.0	318
45	22.0	305
46	-22.0	292
47	-18.0	277
48	27.0	245
49	-28.0	226
50	28.0	225
51	-27.0	224
52	-29.0	213
53	-26.0	208
54	36.0	192
55	-23.0	191
56	23.0	190
57	-31.0	182
58	-36.0	173
59	29.0	167
60	33.0	154
61	31.0	139
62	-25.0	133
63	-32.0	128
64	32.0	121
65	26.0	119
66	-33.0	119
67	25.0	111
68	30.0	97
69	34.0	97
70	35.0	91
71	-40.0	81
72	-30.0	80
73	-34.0	78
74	41.0	75
75	-38.0	65
76	-41.0	64
77	40.0	61
78	-35.0	57
79	48.0	53
80	37.0	50
81	38.0	50
82	-43.0	48
83	39.0	47
84	45.0	45
85	-39.0	43
86	43.0	39
87	-45.0	39
88	-52.0	37
89	-44.0	35
90	-48.0	31
91	42.0	30
92	44.0	29
93	-37.0	26
94	60.0	25
95	47.0	24
96	-50.0	23
97	-42.0	23
98	53.0	23
99	52.0	20
100	-55.0	20
101	-46.0	20
102	51.0	18
103	-56.0	16
104	56.0	15
105	-60.0	14
106	57.0	12
107	46.0	11
108	-57.0	11
109	-54.0	10
110	50.0	10
111	-51.0	10
112	-58.0	9
113	49.0	9
114	-47.0	9
115	-53.0	8
116	-49.0	8
117	54.0	8
118	68.0	5
119	65.0	5
120	-64.0	5
121	-69.0	5
122	55.0	4
123	59.0	4
124	-61.0	4
125	61.0	4
126	62.0	4
127	58.0	3
128	67.0	3
129	-62.0	2
130	72.0	2
131	63.0	2
132	66.0	1
133	70.0	1
134	64.0	1
135	-68.0	1
136	-63.0	1
137	-59.0	1
