representacion,longitud_serie,fit_d_min,fit_d_max,pendiente_observada,constante_decaimiento_lambda,intercepto_observado,R2_observado,error_estandar_pendiente_observada,pendiente_null_media,pendiente_null_std,pendiente_null_q025,pendiente_null_mediana,pendiente_null_q975,zscore_pendiente,p_empirico_bilateral,p_decaimiento_mas_rapido,p_decaimiento_mas_lento,n_shuffles
alturas_MIDI,350,1,10,-0.31217440955622805,0.31217440955622805,-0.5491199476435462,0.9689864784255883,0.019745538785546787,-0.6442908434520871,0.024133017984915104,-0.6928096403679581,-0.6450500552845913,-0.5955843214650131,13.761910512123102,0.000999000999000999,1.0,0.000999000999000999,1000
intervalos,349,1,10,-0.2656446300627689,0.2656446300627689,-0.4812335699130845,0.9358075064895438,0.024598289494095288,-0.4772959400071402,0.026636631392446125,-0.5315075157940439,-0.477335729984359,-0.4246757324703892,7.945873741542012,0.000999000999000999,1.0,0.000999000999000999,1000
