representacion,shuffle,m,mPE_null
alturas_MIDI,1,2,0.8032098373443972
alturas_MIDI,1,3,2.03542372375155
alturas_MIDI,1,4,3.5256155782464877
alturas_MIDI,1,5,4.923219539468231
alturas_MIDI,1,6,5.668711501836907
alturas_MIDI,1,7,5.820492030031574
alturas_MIDI,2,2,0.7864595015894242
alturas_MIDI,2,3,2.033566386108515
alturas_MIDI,2,4,3.5536485808642553
alturas_MIDI,2,5,4.996623098286573
alturas_MIDI,2,6,5.684784479936848
alturas_MIDI,2,7,5.82855188096832
alturas_MIDI,3,2,0.8180227368538047
alturas_MIDI,3,3,2.0611970157896784
alturas_MIDI,3,4,3.540640544728088
alturas_MIDI,3,5,4.943276426887881
alturas_MIDI,3,6,5.660675012786937
alturas_MIDI,3,7,5.820492030031575
alturas_MIDI,4,2,0.7949859057334088
alturas_MIDI,4,3,2.0388011469098144
alturas_MIDI,4,4,3.5627989988996838
alturas_MIDI,4,5,4.975841443325782
alturas_MIDI,4,6,5.656656768261951
alturas_MIDI,4,7,5.806881183441096
alturas_MIDI,5,2,0.7939742160257413
alturas_MIDI,5,3,2.022334288133739
alturas_MIDI,5,4,3.5079413840004565
alturas_MIDI,5,5,4.9650219223168
alturas_MIDI,5,6,5.6968392135118044
alturas_MIDI,5,7,5.824521955499947
alturas_MIDI,6,2,0.7949859057334088
alturas_MIDI,6,3,2.0243836771086894
alturas_MIDI,6,4,3.530792804597431
alturas_MIDI,6,5,4.933727154900588
alturas_MIDI,6,6,5.624963994680669
alturas_MIDI,6,7,5.806881183441097
alturas_MIDI,7,2,0.7950364718299909
alturas_MIDI,7,3,2.0741031895076167
alturas_MIDI,7,4,3.614093545719993
alturas_MIDI,7,5,5.054028149530508
alturas_MIDI,7,6,5.707909025134321
alturas_MIDI,7,7,5.832581806436691
alturas_MIDI,8,2,0.7772384461176127
alturas_MIDI,8,3,2.003091720206906
alturas_MIDI,8,4,3.526405058404364
alturas_MIDI,8,5,5.013026014878959
alturas_MIDI,8,6,5.707909025134323
alturas_MIDI,8,7,5.824521955499948
alturas_MIDI,9,2,0.747712446043003
alturas_MIDI,9,3,1.9606553446094628
alturas_MIDI,9,4,3.458144162218993
alturas_MIDI,9,5,4.879779192157176
alturas_MIDI,9,6,5.625495734014506
alturas_MIDI,9,7,5.804372328158086
alturas_MIDI,10,2,0.7677919605529111
alturas_MIDI,10,3,1.9981329420912202
alturas_MIDI,10,4,3.5000192890497237
alturas_MIDI,10,5,4.956901101505885
alturas_MIDI,10,6,5.6807662354118635
alturas_MIDI,10,7,5.828551880968319
alturas_MIDI,11,2,0.7680259001373962
alturas_MIDI,11,3,1.9765664352605858
alturas_MIDI,11,4,3.4456898001106557
alturas_MIDI,11,5,4.9155601496430625
alturas_MIDI,11,6,5.6641615179780835
alturas_MIDI,11,7,5.824521955499947
alturas_MIDI,12,2,0.794631894047021
alturas_MIDI,12,3,2.020071103870597
alturas_MIDI,12,4,3.502340218114965
alturas_MIDI,12,5,4.938307391220885
alturas_MIDI,12,6,5.68379955798441
alturas_MIDI,12,7,5.824521955499947
alturas_MIDI,13,2,0.7761486829151168
alturas_MIDI,13,3,2.0296369306191937
alturas_MIDI,13,4,3.5719090899181363
alturas_MIDI,13,5,5.0078234033080395
alturas_MIDI,13,6,5.713443930945584
alturas_MIDI,13,7,5.836611731905063
alturas_MIDI,14,2,0.8032098373443972
alturas_MIDI,14,3,2.090076167896799
alturas_MIDI,14,4,3.633328021793381
alturas_MIDI,14,5,5.035028818123933
alturas_MIDI,14,6,5.699340796750516
alturas_MIDI,14,7,5.8245219554999474
alturas_MIDI,15,2,0.8088386783640864
alturas_MIDI,15,3,2.061161871436737
alturas_MIDI,15,4,3.5675947737473463
alturas_MIDI,15,5,5.010471566865971
alturas_MIDI,15,6,5.688802724461834
alturas_MIDI,15,7,5.820492030031574
alturas_MIDI,16,2,0.8112652435804384
alturas_MIDI,16,3,2.047860126131295
alturas_MIDI,16,4,3.5633344019022686
alturas_MIDI,16,5,4.983342737902907
alturas_MIDI,16,6,5.690319385748107
alturas_MIDI,16,7,5.824521955499947
alturas_MIDI,17,2,0.8029731365667128
alturas_MIDI,17,3,2.0396574070570757
alturas_MIDI,17,4,3.575003515491148
alturas_MIDI,17,5,5.04829533544464
alturas_MIDI,17,6,5.7480914703841774
alturas_MIDI,17,7,5.840641657373435
alturas_MIDI,18,2,0.7338325851993553
alturas_MIDI,18,3,1.9349735194869966
alturas_MIDI,18,4,3.470228792491916
alturas_MIDI,18,5,4.966096501115345
alturas_MIDI,18,6,5.669696423789343
alturas_MIDI,18,7,5.806881183441097
alturas_MIDI,19,2,0.7680927331994799
alturas_MIDI,19,3,2.029028974840352
alturas_MIDI,19,4,3.567269900262904
alturas_MIDI,19,5,5.003900598902308
alturas_MIDI,19,6,5.679249574125588
alturas_MIDI,19,7,5.820492030031574
alturas_MIDI,20,2,0.8111295987643694
alturas_MIDI,20,3,2.0947037719731973
alturas_MIDI,20,4,3.6146369338703686
alturas_MIDI,20,5,5.001709805209688
alturas_MIDI,20,6,5.677279730220713
alturas_MIDI,20,7,5.808402253626459
alturas_MIDI,21,2,0.8111295987643694
alturas_MIDI,21,3,2.0478946493825454
alturas_MIDI,21,4,3.537308040364582
alturas_MIDI,21,5,4.989922051906469
alturas_MIDI,21,6,5.698355874798078
