1	0.0	479338
2	-2.0	269161
3	2.0	268599
4	-1.0	236612
5	1.0	236487
6	-3.0	218740
7	3.0	217851
8	-5.0	202463
9	5.0	202181
10	-4.0	187161
11	4.0	186773
12	-7.0	147826
13	7.0	147152
14	-6.0	103149
15	6.0	102908
16	8.0	90291
17	-8.0	90026
18	-9.0	80805
19	9.0	80639
20	-10.0	66294
21	10.0	66245
22	12.0	60864
23	-12.0	60496
24	-11.0	46196
25	11.0	45994
26	14.0	28405
27	-14.0	27950
28	-13.0	26780
29	13.0	26714
30	15.0	20720
31	-15.0	20694
32	-16.0	17518
33	16.0	17453
34	17.0	16342
35	-17.0	16112
36	-19.0	11188
37	19.0	11139
38	18.0	8189
39	-18.0	8136
40	-20.0	6532
41	20.0	6506
42	-21.0	5480
43	21.0	5473
44	-22.0	4188
45	22.0	4125
46	-24.0	3367
47	24.0	3344
48	23.0	2945
49	-23.0	2941
50	25.0	1721
51	-25.0	1719
52	26.0	1659
53	-26.0	1655
54	-27.0	1359
55	27.0	1343
56	28.0	1186
57	29.0	1155
58	-28.0	1108
59	-29.0	1089
60	31.0	848
61	-31.0	816
62	30.0	680
63	-30.0	642
64	32.0	624
65	-32.0	577
66	-34.0	482
67	33.0	470
68	-33.0	470
69	34.0	409
70	-35.0	344
71	36.0	329
72	35.0	301
73	-36.0	280
74	37.0	219
75	-37.0	206
76	39.0	160
77	38.0	138
78	-38.0	137
79	-39.0	121
80	-41.0	107
81	-40.0	87
82	40.0	82
83	41.0	78
84	-42.0	66
85	42.0	55
86	-43.0	46
87	44.0	45
88	-46.0	43
89	46.0	40
90	-48.0	40
91	43.0	40
92	48.0	36
93	-47.0	36
94	47.0	33
95	-49.0	32
96	51.0	31
97	-44.0	31
98	50.0	28
99	-50.0	27
100	-52.0	27
101	-45.0	26
102	49.0	25
103	45.0	24
104	-51.0	22
105	52.0	17
106	-54.0	14
107	53.0	14
108	55.0	13
109	-56.0	12
110	54.0	11
111	56.0	10
112	-58.0	9
113	-55.0	8
114	-53.0	7
115	60.0	6
116	57.0	4
117	-57.0	4
118	63.0	4
119	-59.0	4
120	58.0	3
121	59.0	3
122	-62.0	3
123	-60.0	3
124	-64.0	2
125	-68.0	1
126	61.0	1
127	62.0	1
