1	-2.0	1251
2	3.0	1131
3	2.0	1117
4	-3.0	874
5	1.0	841
6	4.0	804
7	-9.0	792
8	-5.0	745
9	-7.0	694
10	5.0	690
11	-1.0	673
12	9.0	666
13	-4.0	638
14	12.0	611
15	-8.0	579
16	8.0	498
17	-12.0	494
18	0.0	450
19	7.0	446
20	-10.0	343
21	15.0	329
22	-15.0	250
23	-19.0	237
24	16.0	232
25	-6.0	217
26	19.0	206
27	-16.0	198
28	24.0	192
29	6.0	190
30	-24.0	181
31	-17.0	181
32	21.0	167
33	10.0	145
34	-11.0	142
35	17.0	138
36	-14.0	137
37	20.0	112
38	14.0	110
39	-21.0	110
40	27.0	109
41	28.0	103
42	31.0	100
43	-20.0	100
44	-13.0	98
45	-28.0	76
46	26.0	75
47	-29.0	74
48	22.0	73
49	-31.0	70
50	-27.0	68
51	36.0	59
52	-22.0	58
53	-18.0	57
54	-26.0	57
55	29.0	53
56	18.0	53
57	11.0	43
58	-23.0	41
59	32.0	40
60	-36.0	40
61	23.0	40
62	33.0	36
63	-32.0	32
64	13.0	28
65	-33.0	27
66	25.0	25
67	30.0	23
68	-30.0	22
69	-34.0	20
70	34.0	19
71	-38.0	18
72	-25.0	17
73	-35.0	16
74	40.0	15
75	-41.0	15
76	39.0	14
77	-39.0	14
78	38.0	13
79	35.0	12
80	-40.0	12
81	-43.0	11
82	43.0	8
83	-48.0	7
84	48.0	7
85	41.0	7
86	-37.0	6
87	-45.0	4
88	-46.0	4
89	46.0	3
90	52.0	3
91	45.0	3
92	-47.0	3
93	42.0	2
94	-50.0	2
95	44.0	2
96	37.0	2
97	-42.0	2
98	-44.0	2
99	55.0	1
100	-56.0	1
101	49.0	1
102	47.0	1
103	51.0	1
104	53.0	1
105	-52.0	1
