1	0.0	31353
2	-2.0	18499
3	2.0	18376
4	5.0	17445
5	-5.0	17151
6	-3.0	14695
7	3.0	14658
8	-7.0	14415
9	7.0	14281
10	-4.0	11555
11	4.0	11384
12	-1.0	10577
13	1.0	10489
14	12.0	9840
15	-12.0	9526
16	-9.0	8441
17	9.0	8396
18	10.0	7837
19	-10.0	7602
20	-8.0	7283
21	8.0	7206
22	-14.0	5277
23	14.0	5157
24	6.0	5111
25	-6.0	5024
26	-17.0	4448
27	17.0	4391
28	11.0	3913
29	-11.0	3880
30	15.0	3719
31	-19.0	3703
32	-15.0	3679
33	19.0	3637
34	16.0	3035
35	-16.0	3009
36	13.0	2843
37	-13.0	2842
38	-24.0	2204
39	24.0	2107
40	-22.0	1827
41	21.0	1815
42	-21.0	1797
43	-20.0	1740
44	22.0	1736
45	20.0	1697
46	18.0	1274
47	-18.0	1155
48	26.0	1108
49	-26.0	1088
50	-29.0	866
51	29.0	845
52	23.0	790
53	-23.0	788
54	-27.0	726
55	27.0	703
56	31.0	574
57	-25.0	572
58	25.0	565
59	28.0	541
60	-31.0	539
61	-28.0	536
62	33.0	258
63	-33.0	245
64	-36.0	245
65	36.0	225
66	-32.0	200
67	34.0	162
68	32.0	161
69	-34.0	157
70	-30.0	143
71	30.0	135
72	-38.0	120
73	35.0	112
74	38.0	110
75	-35.0	102
76	39.0	53
77	41.0	52
78	-41.0	51
79	40.0	48
80	-40.0	42
81	-39.0	39
82	43.0	36
83	37.0	31
84	-37.0	31
85	-43.0	29
86	45.0	16
87	-45.0	9
88	-42.0	8
89	42.0	7
90	-48.0	6
91	47.0	5
92	49.0	4
93	-47.0	4
94	-44.0	4
95	44.0	3
96	-49.0	3
97	48.0	3
98	-46.0	3
99	46.0	2
100	50.0	2
101	-52.0	2
102	-53.0	1
103	-51.0	1
