1	0.0	176321
2	2.0	113597
3	-2.0	113154
4	-3.0	83519
5	3.0	83132
6	5.0	81133
7	-5.0	81060
8	-1.0	75570
9	1.0	74605
10	-4.0	64966
11	4.0	64678
12	-7.0	53701
13	7.0	53698
14	-6.0	31126
15	6.0	31090
16	-8.0	25048
17	8.0	24603
18	-9.0	23777
19	9.0	23663
20	10.0	19092
21	-10.0	18909
22	-12.0	16682
23	12.0	16503
24	11.0	10874
25	-11.0	10619
26	-14.0	6853
27	14.0	6847
28	-13.0	5198
29	13.0	5154
30	15.0	3958
31	-15.0	3925
32	17.0	3555
33	-17.0	3479
34	16.0	3251
35	-16.0	3173
36	19.0	2132
37	-19.0	2092
38	-18.0	1266
39	18.0	1235
40	20.0	981
41	-20.0	949
42	21.0	873
43	-21.0	855
44	22.0	777
45	-22.0	776
46	24.0	564
47	-24.0	562
48	23.0	463
49	-23.0	446
50	26.0	324
51	-26.0	295
52	-25.0	262
53	29.0	246
54	25.0	240
55	-29.0	238
56	-27.0	237
57	27.0	230
58	-28.0	183
59	28.0	170
60	31.0	152
61	-31.0	148
62	33.0	98
63	-36.0	90
64	30.0	86
65	34.0	86
66	36.0	86
67	-34.0	82
68	32.0	80
69	-33.0	80
70	-32.0	74
71	-30.0	67
72	-38.0	41
73	-41.0	39
74	-35.0	33
75	35.0	32
76	38.0	32
77	-37.0	31
78	41.0	31
79	39.0	29
80	-39.0	29
81	37.0	18
82	40.0	16
83	43.0	15
84	-43.0	15
85	-40.0	10
86	42.0	7
87	44.0	7
88	-45.0	7
89	-46.0	7
90	48.0	5
91	-42.0	5
92	46.0	4
93	-48.0	4
94	-47.0	4
95	-44.0	4
96	-50.0	3
97	50.0	3
98	49.0	2
99	45.0	2
100	47.0	2
101	-53.0	1
102	-51.0	1
103	51.0	1
104	53.0	1
105	-52.0	1
