1	0.0	56070
2	1.0	37369
3	-1.0	37322
4	2.0	34464
5	-2.0	34268
6	-3.0	28234
7	3.0	27775
8	4.0	23449
9	-4.0	23326
10	-5.0	21688
11	5.0	21552
12	7.0	15616
13	-7.0	15502
14	6.0	14876
15	-6.0	14831
16	8.0	12178
17	-8.0	12172
18	-9.0	10758
19	9.0	10539
20	-10.0	9350
21	10.0	9314
22	12.0	7995
23	-12.0	7804
24	11.0	7541
25	-11.0	7467
26	-13.0	5354
27	13.0	5337
28	14.0	5243
29	-14.0	5215
30	15.0	4383
31	-15.0	4278
32	-16.0	3845
33	16.0	3766
34	17.0	3437
35	-17.0	3381
36	19.0	2455
37	-19.0	2375
38	-18.0	2334
39	18.0	2304
40	-20.0	1740
41	20.0	1721
42	-21.0	1625
43	21.0	1511
44	-22.0	1243
45	22.0	1238
46	-23.0	967
47	-24.0	956
48	23.0	945
49	24.0	942
50	25.0	597
51	-26.0	562
52	-25.0	560
53	26.0	550
54	-27.0	399
55	27.0	390
56	-28.0	376
57	29.0	363
58	28.0	338
59	-29.0	321
60	-31.0	193
61	-30.0	182
62	30.0	172
63	31.0	160
64	-32.0	126
65	32.0	125
66	33.0	97
67	-33.0	92
68	34.0	88
69	-34.0	84
70	36.0	66
71	35.0	64
72	-36.0	63
73	-35.0	55
74	38.0	41
75	37.0	35
76	-37.0	33
77	-38.0	27
78	39.0	18
79	-39.0	18
80	-41.0	14
81	-43.0	13
82	41.0	11
83	-40.0	10
84	-42.0	10
85	40.0	9
86	42.0	6
87	48.0	6
88	-44.0	6
89	43.0	5
90	46.0	4
91	44.0	4
92	-48.0	4
93	-51.0	4
94	-45.0	4
95	55.0	3
96	49.0	3
97	45.0	3
98	-46.0	3
99	57.0	2
100	-50.0	2
101	52.0	2
102	-55.0	2
103	62.0	2
104	53.0	2
105	63.0	2
106	58.0	1
107	59.0	1
108	65.0	1
109	64.0	1
110	-68.0	1
111	67.0	1
112	47.0	1
113	50.0	1
114	-62.0	1
115	60.0	1
116	-47.0	1
117	51.0	1
118	-52.0	1
119	56.0	1
