1	0.0	152454
2	-2.0	89153
3	2.0	89042
4	-1.0	71456
5	1.0	70686
6	-3.0	67855
7	3.0	67275
8	-5.0	58887
9	5.0	58523
10	4.0	53955
11	-4.0	53934
12	-7.0	35663
13	7.0	35415
14	-6.0	24443
15	6.0	24005
16	8.0	18463
17	-8.0	18272
18	9.0	15848
19	-9.0	15788
20	10.0	12514
21	-10.0	12229
22	12.0	10982
23	-12.0	10869
24	11.0	7357
25	-11.0	7257
26	14.0	4976
27	-14.0	4951
28	13.0	4042
29	-13.0	3914
30	-15.0	3670
31	-17.0	3666
32	17.0	3663
33	15.0	3635
34	16.0	2963
35	-16.0	2815
36	19.0	2779
37	-19.0	2743
38	-24.0	2004
39	24.0	1976
40	-20.0	1773
41	20.0	1706
42	-21.0	1447
43	21.0	1428
44	-22.0	1386
45	22.0	1385
46	-18.0	1274
47	18.0	1271
48	-29.0	1178
49	29.0	1125
50	26.0	962
51	-26.0	935
52	31.0	875
53	23.0	865
54	-23.0	854
55	-31.0	842
56	-27.0	802
57	27.0	798
58	-25.0	729
59	25.0	666
60	-28.0	662
61	28.0	628
62	36.0	598
63	32.0	577
64	-32.0	560
65	-36.0	536
66	34.0	404
67	-34.0	399
68	33.0	328
69	-33.0	303
70	-30.0	278
71	30.0	268
72	41.0	265
73	37.0	236
74	-41.0	234
75	-37.0	226
76	-38.0	201
77	-35.0	193
78	39.0	188
79	-39.0	177
80	35.0	172
81	-43.0	172
82	43.0	171
83	38.0	170
84	-40.0	141
85	-44.0	122
86	44.0	113
87	40.0	102
88	-48.0	76
89	48.0	72
90	46.0	68
91	-46.0	66
92	42.0	46
93	-45.0	39
94	-42.0	38
95	45.0	34
96	49.0	26
97	-49.0	23
98	47.0	19
99	-47.0	19
100	51.0	12
101	-53.0	11
102	53.0	11
103	50.0	10
104	-55.0	9
105	-50.0	8
106	52.0	8
107	-51.0	8
108	-52.0	8
109	55.0	6
110	-58.0	2
111	-54.0	2
112	54.0	2
113	-60.0	2
114	58.0	1
115	-56.0	1
116	59.0	1
117	57.0	1
118	-61.0	1
119	60.0	1
120	-57.0	1
121	56.0	1
