b,PPn,RRn,TTn,PR,RT,PT,TPn
3,944,945,945,145,367,512,1456
4,928,933,927,150,361,511,1439
5,922,922,923,150,362,512,1434
6,889,923,922,184,361,545,1434
7,906,911,911,189,361,550,1456
8,950,905,900,144,356,500,1450
9,889,895,894,150,355,505,1394
10,889,889,889,150,355,505,1394
11,877,911,917,184,361,545,1422
12,967,933,928,150,356,506,1473
13,928,967,972,189,361,550,1478
14,994,989,989,184,361,545,1539
15,1028,1000,1000,156,361,517,1545
16,1006,1000,1005,150,366,516,1522
17,989,1022,1017,183,361,544,1533
18,1061,1028,1028,150,361,511,1572
19,1005,1039,1039,184,361,545,1550
20,1061,1027,1033,150,367,517,1578
21,1000,1000,1000,150,367,517,1517
22,956,984,989,178,372,550,1506
23,1017,989,983,150,366,516,1533
24,983,983,978,150,361,511,1494
25,978,972,978,144,367,511,1489
26,955,956,955,145,366,511,1466
27,961,961,961,145,366,511,1472
28,928,966,967,183,367,550,1478
29,956,962,956,189,361,550,1506
30,989,944,950,144,367,511,1500
31,933,939,927,150,355,505,1438
32,894,928,939,184,366,550,1444
33,956,955,956,183,367,550,1506
34,1005,967,967,145,367,512,1517
35,973,978,972,150,361,511,1484
36,955,989,989,184,361,545,1500
37,1017,983,989,150,367,517,1534
38,967,1000,1000,183,367,550,1517
39,1016,1017,1016,184,366,550,1566
40,1017,1022,1022,189,366,555,1572
41,1022,1016,1017,183,367,550,1572
42,1039,1006,1006,150,367,517,1556
43,983,978,977,145,366,511,1494
44,978,978,984,145,372,517,1495
45,967,972,966,150,366,516,1483
46,983,978,978,145,366,511,1494
47,961,966,961,150,361,511,1472
48,928,961,961,183,361,544,1472
49,961,956,967,178,372,550,1511
50,1000,972,967,150,367,517,1517
51,967,967,966,150,366,516,1483
52,950,978,978,178,366,544,1494
53,966,972,972,184,366,550,1516
54,1000,961,962,145,367,512,1512
55,928,972,972,189,367,556,1484
56,1011,967,966,145,366,511,1522
57,928,966,967,183,367,550,1478
58,1000,967,961,150,361,511,1511
59,956,956,956,150,361,511,1467
60,933,961,966,178,366,544,1477
61,956,961,962,183,367,550,1506
62,1000,967,961,150,361,511,1511
63,950,950,955,150,366,516,1466
64,938,938,928,150,356,506,1444
65,889,923,928,184,361,545,1434
66,928,927,928,183,362,545,1473
67,972,934,933,145,361,506,1478
68,911,944,944,178,361,539,1450
69,967,939,934,150,356,506,1473
70,922,922,922,150,356,506,1428
71,917,945,950,178,361,539,1456
72,1000,972,972,150,361,511,1511
73,989,983,989,144,367,511,1500
74,1000,1000,1000,144,367,511,1511
75,1005,1011,1011,150,367,517,1522
76,989,989,989,150,367,517,1506
77,956,989,989,183,367,550,1506
78,989,989,989,183,367,550,1539
79,994,1000,1000,189,367,556,1550
80,1034,989,989,144,367,511,1545
81,972,978,972,150,361,511,1483
82,966,961,967,145,367,512,1478
83,956,955,955,144,367,511,1467
84,928,967,961,183,361,544,1472
85,1005,967,972,145,366,511,1516
86,928,966,962,183,362,545,1473
87,945,950,955,188,367,555,1500
88,1000,956,956,144,367,511,1511
89,922,967,961,189,361,550,1472
90,1000,961,961,150,361,511,1511
91,950,944,950,144,367,511,1461
92,939,939,939,144,367,511,1450
93,939,939,939,144,367,511,1450
94,944,950,944,150,361,511,1455
95,950,950,950,150,361,511,1461
96,950,950,950,150,361,511,1461
97,944,944,945,150,362,512,1456
98,923,956,955,183,361,544,1467
99,961,967,967,189,361,550,1511
100,1028,989,989,150,361,511,1539
101,988,988,989,150,362,512,1500
102,995,995,1000,150,367,517,1512
103,978,1011,1011,183,367,550,1528
104,1022,1022,1022,183,367,550,1572
105,1067,1034,1033,150,366,516,1583
106,1033,1027,1028,144,367,511,1544
107,1022,1023,1022,145,366,511,1533
108,1011,1011,1017,145,372,517,1528
109,967,1011,1005,189,366,555,1522
110,1000,989,995,178,372,550,1550
111,1011,977,972,144,367,511,1522
112,967,967,967,144,367,511,1478
113,955,956,955,145,366,511,1466
114,934,939,934,150,361,511,1445
115,900,933,939,183,367,550,1450
116,961,928,922,150,361,511,1472
117,900,927,928,177,362,539,1439
118,961,934,933,150,361,511,1472
119,928,928,922,150,355,505,1433
120,916,911,922,145,366,511,1427
121,895,933,934,183,367,550,1445
122,944,944,939,183,362,545,1489
123,978,945,944,150,361,511,1489
124,944,944,944,150,361,511,1455
125,934,928,928,144,361,505,1439
126,911,911,911,144,361,505,1416
127,872,911,911,183,361,544,1416
128,956,917,917,144,361,505,1461
129,905,906,900,145,355,500,1405
130,861,894,895,178,356,534,1395
131,922,889,888,145,355,500,1422
132,884,928,928,189,355,544,1428
133,928,922,928,183,361,544,1472
134,988,955,956,150,362,512,1500
135,945,984,977,189,355,544,1489
136,1028,989,989,150,355,505,1533
137,955,989,995,184,361,545,1500
138,1050,1016,1016,150,361,511,1561
139,995,1034,1034,189,361,550,1545
140,1039,1038,1044,188,367,555,1594
141,1077,1039,1039,150,367,517,1594
142,1023,1023,1022,150,366,516,1539
143,1000,1000,1000,150,366,516,1516
144,961,994,995,183,367,550,1511
145,983,989,989,189,367,556,1539
146,1022,978,977,145,366,511,1533
147,939,977,978,183,367,550,1489
148,1000,967,961,150,361,511,1511
149,922,961,967,189,367,556,1478
150,961,961,955,189,361,550,1511
151,973,967,973,183,367,550,1523
152,961,961,955,183,361,544,1505
153,989,956,956,150,361,511,1500
154,916,950,955,184,366,550,1466
155,967,966,967,183,367,550,1517
156,956,956,950,183,361,544,1500
157,983,950,950,150,361,511,1494
158,900,939,939,189,361,550,1450
159,972,933,933,150,361,511,1483
160,939,939,939,150,361,511,1450
161,944,944,945,150,362,512,1456
162,923,962,961,189,361,550,1473
163,1011,966,966,144,361,505,1516
164,966,972,973,150,362,512,1478
165,973,973,972,150,361,511,1484
166,944,977,983,183,367,550,1494
167,989,989,989,183,367,550,1539
168,1033,995,994,145,366,511,1544
169,984,983,984,144,367,511,1495
170,933,978,978,189,367,556,1489
171,983,978,977,184,366,550,1533
172,984,989,984,189,361,550,1534
173,1016,972,977,145,366,511,1527
174,950,955,950,150,361,511,1461
175,945,945,950,150,366,516,1461
176,950,944,945,144,367,511,1461
177,911,950,944,183,361,544,1455
178,989,956,956,150,361,511,1500
179,961,961,961,150,361,511,1472
180,928,961,967,183,367,550,1478
181,977,978,972,184,361,545,1522
182,978,978,983,184,366,550,1528
183,1022,988,984,150,362,512,1534
184,984,978,983,144,367,511,1495
185,978,978,978,144,367,511,1489
186,950,989,989,183,367,550,1500
187,1000,1000,1000,183,367,550,1550
188,1000,1000,1000,183,367,550,1550
189,1033,1000,994,150,361,511,1544
190,955,950,956,145,367,512,1467
191,934,939,933,150,361,511,1445
192,933,928,928,145,361,506,1439
193,889,927,927,183,361,544,1433
194,978,945,945,150,361,511,1489
195,939,933,933,144,361,505,1444
196,927,933,928,150,356,506,1433
197,900,934,939,184,361,545,1445
198,945,944,944,183,361,544,1489
199,1005,972,973,150,362,512,1517
200,978,973,977,145,366,511,1489
201,978,977,978,144,367,511,1489
202,972,978,978,150,367,517,1489
203,934,967,972,183,372,555,1489
204,1011,978,967,150,361,511,1522
205,972,966,972,144,367,511,1483
206,978,984,983,150,366,516,1494
207,966,966,961,150,361,511,1477
208,950,945,950,145,366,511,1461
209,917,955,950,183,361,544,1461
210,994,956,956,145,361,506,1500
211,934,972,972,183,361,544,1478
212,1016,983,984,150,362,512,1528
213,984,984,983,150,361,511,1495
214,933,966,972,183,367,550,1483
215,989,989,989,183,367,550,1539
216,1006,1000,1000,177,367,544,1550
217,1038,1011,1011,150,367,517,1555
218,1012,1006,1006,144,367,511,1523
219,955,994,994,183,367,550,1505
220,978,978,978,183,367,550,1528
221,989,989,989,183,367,550,1539
222,1028,989,994,144,372,516,1544
223,1000,1006,1000,150,366,516,1516
224,1005,1005,1006,150,367,517,1522
225,939,972,972,183,367,550,1489
226,994,956,956,145,367,512,1506
227,906,944,944,183,367,550,1456
228,972,934,933,145,366,511,1483
229,911,950,945,184,361,545,1456
230,978,944,939,150,356,506,1484
231,950,945,950,145,361,506,1456
232,945,950,950,150,361,511,1456
233,922,961,966,189,366,555,1477
234,972,966,967,183,367,550,1522
235,989,989,989,183,367,550,1539
236,1028,995,994,150,366,516,1544
237,994,994,989,150,361,511,1505
238,950,989,995,189,367,556,1506
239,1006,1000,1005,183,372,555,1561
240,989,989,989,183,372,555,1544
241,994,994,989,183,367,550,1544
242,1017,978,978,144,367,511,1528
243,961,967,966,150,366,516,1477
244,955,955,956,150,367,517,1472
245,961,961,956,150,362,512,1473
246,934,967,966,183,361,544,1478
247,1000,961,961,144,361,505,1505
248,950,956,956,150,361,511,1461
249,905,944,944,189,361,550,1455
250,995,956,956,150,361,511,1506
251,966,961,967,145,367,512,1478
252,967,972,972,150,367,517,1484
253,967,967,961,150,361,511,1478
254,922,961,967,189,367,556,1478
255,1017,972,972,144,367,511,1528
256,939,972,978,177,373,550,1489
257,1000,967,961,144,367,511,1511
258,944,950,944,150,361,511,1455
259,939,933,933,144,361,505,1444
260,928,934,939,150,366,516,1444
261,933,933,928,150,361,511,1444
262,906,939,939,183,361,544,1450
263,972,939,939,150,361,511,1483
264,939,939,939,150,361,511,1450
265,955,950,955,145,366,511,1466
266,934,972,967,183,361,544,1478
267,1022,989,994,150,366,516,1538
268,1005,1000,1000,145,366,511,1516
269,1000,1000,1000,145,366,511,1511
270,945,989,989,189,366,555,1500
271,958.5,977.5,980.5,150,361,511,1491.5
272,972,966,972,144,367,511,1483
273,944,945,939,145,361,506,1450
274,923,922,928,144,367,511,1434
275,916,917,916,145,366,511,1427
276,878,911,906,178,361,539,1417
277,945,917,911,150,355,505,1450
278,916,911,917,145,361,506,1422
279,906,905,905,144,361,505,1411
280,911,917,911,150,355,505,1416
281,889,928,934,189,361,550,1439
282,944,933,933,178,361,539,1483
283,939,950,950,189,361,550,1489
284,995,956,956,150,361,511,1506
285,955,955,955,150,361,511,1466
286,917,950,950,183,361,544,1461
287,939,939,939,183,361,544,1483
288,989,950,956,144,367,511,1500
289,961,967,961,150,361,511,1472
290,966,961,966,145,366,511,1477
291,934,972,967,183,361,544,1478
292,989,956,956,150,361,511,1500
293,950,944,950,144,367,511,1461
294,916,956,950,184,361,545,1461
295,1000,966,966,150,361,511,1511
296,967,967,967,150,361,511,1478
297,950,950,950,150,361,511,1461
298,939,939,939,150,361,511,1450
299,928,928,928,150,361,511,1439
300,933,933,933,150,361,511,1444
301,950,950,944,150,355,505,1455
302,911,944,950,183,361,544,1455
303,989,956,956,150,361,511,1500
304,922,955,956,183,362,545,1467
305,978,945,944,150,361,511,1489
306,922,955,956,183,362,545,1467
307,1000,967,961,150,356,506,1506
308,967,967,972,150,361,511,1478
309,966,961,961,145,361,506,1472
310,956,961,961,150,361,511,1467
311,944,944,945,150,362,512,1456
312,917,950,955,183,367,550,1467
313,956,956,950,183,361,544,1500
314,994,961,961,150,361,511,1505
315,922,956,956,184,361,545,1467
316,984,950,944,150,355,505,1489
317,927,922,928,145,361,506,1433
318,928,933,939,150,367,517,1445
319,939,934,928,145,361,506,1445
320,928,933,933,150,361,511,1439
321,900,933,933,183,361,544,1444
322,967,934,928,150,355,505,1472
323,916,916,917,150,356,506,1422
324,872,911,911,189,356,545,1417
325,956,917,917,150,356,506,1462
326,883,917,922,184,361,545,1428
327,967,933,928,150,356,506,1473
328,928,928,933,150,361,511,1439
329,933,933,928,150,356,506,1439
330,895,928,933,183,361,544,1439
331,983,950,950,150,361,511,1494
332,967,967,967,150,361,511,1478
333,983,983,983,150,361,511,1494
334,983,983,978,150,356,506,1489
335,928,961,966,183,361,544,1472
336,967,967,973,183,367,550,1517
337,1000,967,961,150,361,511,1511
338,961,955,955,144,361,505,1466
339,950,956,956,150,361,511,1461
340,939,939,939,150,361,511,1450
341,933,927,928,144,362,506,1439
342,939,945,944,150,361,511,1450
343,950,944,944,144,361,505,1455
344,961,961,962,144,362,506,1467
345,956,962,955,150,355,505,1461
346,950,950,956,150,361,511,1461
347,927,961,961,184,361,545,1472
348,967,966,972,183,367,550,1517
349,1006,967,961,144,361,505,1511
350,961,967,967,150,361,511,1472
351,950,950,950,150,361,511,1461
352,933,933,933,150,361,511,1444
353,900,928,933,178,366,544,1444
354,961,933,928,150,361,511,1472
355,933,933,934,150,362,512,1445
356,900,934,933,184,361,545,1445
357,967,928,928,145,361,506,1473
358,917,922,922,150,361,511,1428
359,883,916,917,183,362,545,1428
360,950,912,911,145,361,506,1456
361,878,911,911,178,361,539,1417
362,939,905,900,144,356,500,1439
363,889,895,894,150,355,505,1394
364,855,889,889,184,355,539,1394
365,889,894,895,189,356,545,1434
366,939,900,900,150,356,506,1445
367,883,917,916,184,355,539,1422
368,961,927,928,150,356,506,1467
369,945,945,944,150,355,505,1450
370,933,933,939,150,361,511,1444
371,911,950,950,189,361,550,1461
372,961,956,956,184,361,545,1506
373,1000,966,967,150,362,512,1512
374,973,973,972,150,361,511,1484
375,966,961,961,145,361,506,1472
376,950,955,955,150,361,511,1461
377,973,973,978,150,366,516,1489
378,972,966,961,144,361,505,1477
379,972,978,978,150,361,511,1483
380,922,961,961,189,361,550,1472
381,984,945,939,150,355,505,1489
382,900,933,939,183,361,544,1444
383,972,939,933,150,355,505,1477
384,905,933,939,178,361,539,1444
385,939,939,939,178,361,539,1478
386,978,944,939,144,356,500,1478
387,922,928,928,150,356,506,1428
388,917,911,911,144,356,500,1417
389,872,911,911,183,356,539,1411
390,928,928,928,183,356,539,1467
391,972,939,939,150,356,506,1478
392,945,945,944,150,355,505,1450
393,944,944,950,150,361,511,1455
394,933,967,967,184,361,545,1478
395,1017,983,983,150,361,511,1528
396,961,1000,995,189,356,545,1506
397,1011,1000,1011,178,367,545,1556
398,1022,989,989,145,367,512,1534
399,978,983,983,150,367,517,1495
400,1006,1000,1000,144,367,511,1517
401,955,989,989,178,367,545,1500
402,1017,989,983,150,361,511,1528
403,933,972,972,189,361,550,1483
404,995,950,950,144,361,505,1500
405,950,950,956,144,367,511,1461
406,916,956,955,184,366,550,1466
407,950,950,945,184,361,545,1495
408,978,939,939,145,361,506,1484
409,934,939,939,150,361,511,1445
410,950,950,950,150,361,511,1461
411,961,961,961,150,361,511,1472
412,961,961,961,150,361,511,1472
413,966,961,961,145,361,506,1472
414,962,967,967,150,361,511,1473
415,966,966,966,150,361,511,1477
416,939,967,973,178,367,545,1484
417,1017,983,983,144,367,511,1528
418,961,1000,1000,183,367,550,1511
419,1005,1006,1005,184,366,550,1555
420,1034,1000,995,150,361,511,1545
421,978,972,978,144,367,511,1489
422,977,983,983,150,367,517,1494
423,950,984,983,184,366,550,1500
424,1028,989,989,145,366,511,1539
425,956,1000,995,189,361,550,1506
426,1016,977,983,150,367,517,1533
427,967,961,961,144,367,511,1478
428,956,962,961,150,366,516,1472
429,961,961,956,150,361,511,1472
430,955,955,961,150,367,517,1472
431,956,956,950,150,361,511,1467
432,939,939,939,150,361,511,1450
433,922,922,922,150,361,511,1433
434,894,928,928,184,361,545,1439
435,923,922,928,183,367,550,1473
436,966,928,922,145,361,506,1472
437,917,922,916,150,355,505,1422
438,911,911,912,150,356,506,1417
439,906,906,911,150,361,511,1417
440,877,916,911,189,356,545,1422
441,961,922,922,150,356,506,1467
442,900,934,933,184,355,539,1439
443,923,922,923,183,356,539,1462
444,916,922,922,189,356,545,1461
445,967,922,933,144,367,511,1478
446,917,956,950,183,361,544,1461
447,1000,961,961,144,361,505,1505
448,961,967,967,150,361,511,1472
449,944,939,939,145,361,506,1450
450,934,939,939,150,361,511,1445
451,905,933,933,178,361,539,1444
452,956,961,961,183,361,544,1500
453,994,961,961,150,361,511,1505
454,961,961,956,150,356,506,1467
455,950,950,950,150,356,506,1456
456,922,961,966,189,361,550,1472
457,1006,967,967,150,361,511,1517
458,939,978,978,189,361,550,1489
459,1011,972,972,150,361,511,1522
460,972,972,972,150,361,511,1483
461,945,978,984,183,367,550,1495
462,1027,989,989,145,367,512,1539
463,1000,1005,1000,150,362,512,1512
464,995,995,994,150,361,511,1506
465,978,978,983,150,366,516,1494
466,933,966,967,183,367,550,1483
467,994,961,961,150,367,517,1511
468,962,956,950,144,361,505,1467
469,894,928,933,178,366,544,1438
470,900,905,895,183,356,539,1439
471,878,884,883,189,355,544,1422
472,911,866,867,144,356,500,1411
473,828,867,861,183,350,533,1361
474,866,867,872,184,355,539,1405
475,873,877,872,188,350,538,1411
476,916,878,884,150,356,506,1422
477,872,906,905,184,355,539,1411
478,973,933,934,144,356,500,1473
479,922,961,961,183,356,539,1461
480,972,972,978,183,362,545,1517
481,972,967,966,178,361,539,1511
482,995,961,961,144,361,505,1500
483,966,972,973,150,362,512,1478
484,934,967,966,183,361,544,1478
485,972,972,972,183,361,544,1516
486,994,961,962,150,362,512,1506
487,934,934,933,150,361,511,1445
488,883,922,922,189,361,550,1433
489,972,933,933,150,361,511,1483
490,939,939,939,150,361,511,1450
491,906,939,934,183,356,539,1445
492,911,917,916,189,355,544,1455
493,911,905,911,183,361,544,1455
494,917,917,917,183,361,544,1461
495,933,933,933,183,361,544,1477
496,983,950,950,150,361,511,1494
497,928,961,962,183,362,545,1473
498,995,962,961,150,361,511,1506
499,955,955,955,150,361,511,1466
500,945,983,984,188,362,550,1495
501,977,973,972,184,361,545,1522
502,967,966,966,183,361,544,1511
503,1000,961,962,144,362,506,1506
504,950,956,955,150,361,511,1461
505,906,939,945,183,367,550,1456
506,950,950,944,183,361,544,1494
507,966,967,961,184,355,539,1505
508,989,955,956,150,356,506,1495
509,945,945,944,150,355,505,1450
510,916,950,956,184,361,545,1461
511,956,955,955,183,361,544,1500
512,989,950,956,144,367,511,1500
513,905,945,939,184,361,545,1450
514,961,927,927,150,361,511,1472
515,889,923,923,184,361,545,1434
516,945,938,944,177,367,544,1489
517,989,956,950,144,361,505,1494
518,966,967,967,145,361,506,1472
519,917,961,961,189,361,550,1467
520,950,939,939,178,361,539,1489
521,933,939,944,184,366,550,1483
522,956,961,956,189,361,550,1506
523,972,966,972,183,367,550,1522
524,956,956,950,183,361,544,1500
525,1000,961,961,144,361,505,1505
526,950,956,956,150,361,511,1461
527,955,955,950,150,356,506,1461
528,906,939,944,183,361,544,1450
529,1000,961,961,144,361,505,1505
530,927,972,972,189,361,550,1477
531,1012,973,973,150,361,511,1523
532,972,972,966,150,355,505,1477
533,961,961,967,150,361,511,1472
534,939,972,978,183,367,550,1489
535,1016,978,978,145,367,512,1528
536,939,978,977,184,366,550,1489
537,973,977,973,188,362,550,1523
538,1000,956,955,144,361,505,1505
539,922,956,961,178,366,544,1466
540,989,961,956,150,361,511,1500
541,966,966,972,150,367,517,1483
542,934,967,967,183,367,550,1484
543,994,956,950,145,361,506,1500
544,945,950,950,150,361,511,1456
545,955,950,950,145,361,506,1461
546,950,955,955,150,361,511,1461
547,947,949.5,949.5,150,361,511,1458
548,944,944,944,150,361,511,1455
549,945,939,945,144,367,511,1456
550,950,956,955,150,366,516,1466
551,966,966,967,150,367,517,1483
552,939,972,972,183,367,550,1489
553,1006,967,967,144,367,511,1517
554,950,956,950,150,361,511,1461
555,905,939,939,184,361,545,1450
556,978,938,939,144,362,506,1484
557,894,934,933,184,361,545,1439
558,962,922,922,144,361,505,1467
559,883,922,917,183,356,539,1422
560,939,906,905,150,355,505,1444
561,894,894,895,150,356,506,1400
562,856,889,894,183,361,544,1400
563,905,906,900,184,355,539,1444
564,945,905,911,144,361,505,1450
565,928,934,928,150,355,505,1433
566,927,927,928,150,356,506,1433
567,928,928,928,150,356,506,1434
568,906,945,944,189,355,544,1450
569,966,955,967,178,367,545,1511
570,1011,978,978,145,367,512,1523
571,962,961,955,144,361,505,1467
572,944,950,950,150,361,511,1455
573,939,933,939,144,367,511,1450
574,900,939,933,183,361,544,1444
575,939,939,939,183,361,544,1483
576,939,939,939,183,361,544,1483
577,972,939,933,150,355,505,1477
578,928,928,928,150,355,505,1433
579,944,939,945,145,361,506,1450
580,917,955,955,183,361,544,1461
581,1000,961,961,144,361,505,1505
582,961,961,961,144,361,505,1466
583,939,939,939,144,361,505,1444
584,900,939,939,183,361,544,1444
585,950,950,950,183,361,544,1494
586,989,956,956,150,361,511,1500
587,955,955,950,150,356,506,1461
588,939,939,944,150,361,511,1450
589,933,933,928,150,356,506,1439
590,912,945,950,183,361,544,1456
591,983,944,944,144,361,505,1488
592,950,956,950,150,355,505,1455
593,911,944,950,183,361,544,1455
594,972,939,939,150,361,511,1483
595,934,934,939,150,366,516,1450
596,938,938,934,150,362,512,1450
597,950,950,950,150,362,512,1462
598,945,945,944,150,361,511,1456
599,905,939,939,184,361,545,1450
600,978,944,939,150,356,506,1484
601,906,939,944,183,361,544,1450
602,955,956,956,184,361,545,1500
603,961,961,966,184,366,550,1511
604,1023,989,984,150,361,511,1534
605,983,983,983,150,361,511,1494
606,956,994,995,188,362,550,1506
607,983,978,983,183,367,550,1533
608,1011,972,972,144,367,511,1522
609,961,962,956,145,361,506,1467
610,956,955,955,144,361,505,1461
611,933,939,934,150,356,506,1439
612,944,939,944,145,361,506,1450
613,917,950,950,178,361,539,1456
614,983,955,956,150,362,512,1495
615,962,956,955,144,361,505,1467
616,933,939,933,150,355,505,1438
617,917,911,917,144,361,505,1422
618,877,917,917,184,361,545,1422
619,900,905,900,189,356,545,1445
620,945,900,900,144,356,500,1445
621,855,900,894,189,350,539,1394
622,884,878,878,183,350,533,1417
623,894,894,900,183,356,539,1433
624,906,906,900,183,350,533,1439
625,950,917,922,150,355,505,1455
626,894,933,934,189,356,545,1439
627,972,933,933,150,356,506,1478
628,934,928,933,144,361,505,1439
629,905,945,945,184,361,545,1450
630,950,955,950,189,356,545,1495
631,967,961,966,183,361,544,1511
632,994,956,956,145,361,506,1500
633,939,944,939,150,356,506,1445
634,900,934,939,184,361,545,1445
635,934,933,933,183,361,544,1478
636,977,939,939,145,361,506,1483
637,917,955,955,183,361,544,1461
638,989,950,950,144,361,505,1494
639,944,950,945,150,356,506,1450
640,939,934,939,145,361,506,1445
641,945,944,944,144,361,505,1450
642,916,956,956,184,361,545,1461
643,995,961,961,150,361,511,1506
644,928,961,955,183,355,538,1466
645,983,950,950,150,355,505,1488
646,922,950,962,178,367,545,1467
647,961,967,961,184,361,545,1506
648,1011,972,972,145,361,506,1517
649,928,966,967,183,362,545,1473
650,983,950,950,150,362,512,1495
651,906,939,938,183,361,544,1450
652,939,939,945,183,367,550,1489
653,989,950,944,144,361,505,1494
654,911,950,950,183,361,544,1455
655,983,950,950,150,361,511,1494
656,939,939,939,150,361,511,1450
657,895,933,928,188,356,544,1439
658,972,934,933,150,355,505,1477
659,939,933,939,144,361,505,1444
660,905,945,939,184,355,539,1444
661,956,922,928,150,361,511,1467
662,894,933,928,189,356,545,1439
663,934,922,933,177,367,544,1478
664,927,934,922,184,355,539,1466
665,956,916,922,144,361,505,1461
666,905,911,906,150,356,506,1411
667,912,906,911,144,361,505,1417
668,877,922,917,189,356,545,1422
669,928,922,928,183,362,545,1473
670,945,945,938,183,355,538,1483
671,972,939,939,150,355,505,1477
672,900,939,939,189,355,544,1444
673,994,955,961,150,361,511,1505
674,945,972,973,177,362,539,1484
675,1005,973,972,145,361,506,1511
676,956,961,961,150,361,511,1467
677,928,961,967,183,367,550,1478
678,1005,972,966,150,361,511,1516
679,933,972,972,189,361,550,1483
680,1000,956,956,145,361,506,1506
681,906,944,944,183,361,544,1450
682,933,928,928,178,361,539,1472
683,956,928,922,150,355,505,1461
684,905,905,906,150,356,506,1411
685,873,906,906,183,356,539,1412
686,905,911,905,189,350,539,1444
687,939,900,900,150,350,500,1439
688,872,906,911,184,355,539,1411
689,939,933,934,178,356,534,1473
690,984,956,955,150,355,505,1489
691,966,966,972,150,361,511,1477
692,972,972,967,150,356,506,1478
693,967,962,967,145,361,506,1473
694,967,966,966,144,361,505,1472
695,944,984,984,184,361,545,1489
696,989,983,983,178,361,539,1528
697,989,994,994,183,361,544,1533
698,1011,978,973,150,356,506,1517
699,922,956,961,184,361,545,1467
700,967,972,972,189,361,550,1517
701,978,972,972,183,361,544,1522
702,978,978,978,183,361,544,1522
703,977,978,978,184,361,545,1522
704,1000,966,966,150,361,511,1511
705,911,945,945,184,361,545,1456
706,995,955,961,144,367,511,1506
707,928,967,967,183,367,550,1478
708,1005,967,966,145,366,511,1516
709,961,966,961,150,361,511,1472
710,950,945,945,145,361,506,1456
711,895,933,933,183,361,544,1439
712,939,945,945,189,361,550,1489
713,950,944,950,183,367,550,1500
714,989,956,950,150,361,511,1500
715,950,950,950,150,361,511,1461
716,938,933,933,145,361,506,1444
717,939,944,950,150,367,517,1456
718,956,956,950,150,361,511,1467
719,961,961,961,150,361,511,1472
720,933,967,967,184,361,545,1478
721,1000,961,961,145,361,506,1506
722,939,939,944,145,366,511,1450
723,934,939,934,150,361,511,1445
724,905,938,939,183,362,545,1450
725,928,934,927,189,355,544,1472
726,961,922,923,150,356,506,1467
727,911,911,911,150,356,506,1417
728,889,922,927,183,361,544,1433
729,972,934,934,145,361,506,1478
730,906,944,944,183,361,544,1450
731,994,956,956,145,361,506,1500
732,950,955,955,150,361,511,1461
733,934,967,967,183,361,544,1478
734,977,978,983,184,366,550,1527
735,1017,983,978,150,361,511,1528
736,972,972,972,150,361,511,1483
737,961,961,961,150,361,511,1472
738,906,934,934,178,361,539,1445
739,933,939,939,184,361,545,1478
740,961,922,922,145,361,506,1467
741,884,916,917,177,362,539,1423
742,939,906,900,144,356,500,1439
743,866,900,905,178,361,539,1405
744,906,911,911,183,361,544,1450
745,944,911,906,150,356,506,1450
746,911,911,916,150,361,511,1422
747,911,911,906,150,356,506,1417
748,900,900,894,150,350,500,1400
749,884,878,884,144,356,500,1384
750,833,878,872,189,350,539,1372
751,878,867,872,178,355,533,1411
752,917,883,884,144,356,500,1417
753,888,894,888,150,350,500,1388
754,873,906,912,183,356,539,1412
755,916,917,911,184,350,534,1450
756,923,922,933,183,361,544,1467
757,988,955,956,150,362,512,1500
758,956,989,983,183,356,539,1495
759,1022,989,989,150,356,506,1528
760,989,984,989,145,361,506,1495
761,961,1005,1011,189,367,556,1517
762,1045,1006,1000,150,361,511,1556
763,966,1005,1005,189,361,550,1516
764,1023,984,984,150,361,511,1534
765,922,955,961,183,367,550,1472
766,928,928,922,183,361,544,1472
767,938,905,900,150,356,506,1444
768,839,878,878,189,356,545,1384
769,900,861,855,150,350,500,1400
770,811,845,845,184,350,534,1345
771,823,830.5,836.5,189,344,533,1356
772,822,832.25,829.25,183,356,539,1361
773,828,835.125,836.625,189,344,533,1361
774,839,838,844,188,350,538,1377
775,866,862,862,184,350,534,1400
776,917,883,877,150,344,494,1411
777,889,883,895,144,356,500,1389
778,916,917,916,145,355,500,1416
779,945,950,950,150,355,505,1450
780,955,950,950,145,355,500,1455
781,917,961,962,189,356,545,1462
782,961,956,961,184,361,545,1506
783,1011,972,972,145,361,506,1517
784,984,983,989,144,367,511,1495
785,955,995,989,184,361,545,1500
786,1017,983,983,150,361,511,1528
787,983,978,978,145,361,506,1489
788,939,977,978,183,362,545,1484
789,961,962,961,184,361,545,1506
790,961,961,961,184,361,545,1506
791,989,955,950,150,356,506,1495
792,895,928,933,183,361,544,1439
793,939,939,945,183,367,550,1489
794,955,955,955,183,367,550,1505
795,978,945,933,150,355,505,1483
796,939,939,939,150,355,505,1444
797,928,922,923,144,356,500,1428
798,866,906,905,184,355,539,1405
799,917,922,928,189,361,550,1467
800,961,916,917,144,362,506,1467
801,928,928,927,144,361,505,1433
802,944,950,950,150,361,511,1455
803,967,967,967,150,361,511,1478
804,967,967,967,150,361,511,1478
805,966,966,966,150,361,511,1477
806,956,995,989,189,355,544,1500
807,1011,1011,1017,189,361,550,1561
808,1067,1028,1028,150,361,511,1578
809,1027,1027,1027,150,361,511,1538
