representacion,m,tau,mPE_observada,mPE_null_media,mPE_null_std,mPE_null_q025,mPE_null_mediana,mPE_null_q975,mPE_zscore,mPE_null_menos_observada
alturas_MIDI,2,1,0.4972976265131095,0.7696185917935053,0.02345459028028204,0.7236582098059695,0.7665139132580538,0.8163998618655554,-11.6105616012117,0.27232096528039584
alturas_MIDI,3,1,1.1871379657580823,1.989292604691726,0.044838306686833286,1.9000576028819651,1.9898497435726505,2.0748950512571716,-17.889940504135843,0.8021546389336438
alturas_MIDI,4,1,1.9019978777907223,3.4739681124905584,0.06391694532508672,3.343594076890892,3.4742554028303294,3.5968849512740717,-24.593951208160355,1.571970234699836
alturas_MIDI,5,1,2.7115798670360776,4.920868553026861,0.060047609946755766,4.8043595306314755,4.919109587374889,5.038642425223895,-36.792283455574015,2.2092886859907837
alturas_MIDI,6,1,3.4626020419906376,5.6884775664036695,0.030634048907125337,5.6297011004836,5.689537403844323,5.745718954275415,-72.66018054490027,2.225875524413032
alturas_MIDI,7,1,4.201779662942291,5.846720201640408,0.01092029409605228,5.822303883943246,5.845800398538499,5.865380827367875,-150.63152367780714,1.6449405386981164
intervalos,2,1,0.9031853447165357,0.7420389251479866,0.02214487658227184,0.7022497991889498,0.7438450949886493,0.7846776940387976,7.27691658022404,-0.16114641956854903
intervalos,3,1,2.2840766562325627,1.9168690271055313,0.04519794659753399,1.8308872206693543,1.9147563629753797,2.0063704419036146,8.12443167820961,-0.3672076291270314
intervalos,4,1,3.9364280343632765,3.3242414205138475,0.06645599131936845,3.201012377642535,3.325609160127822,3.4532251593258083,9.211910042955127,-0.612186613849429
intervalos,5,1,5.199086381696281,4.708122127736443,0.07340806283268994,4.559734896614259,4.710544357230507,4.848736848909179,6.68815161460987,-0.490964253959838
intervalos,6,1,5.7003870046639,5.562240770934586,0.04723004457366972,5.4652589626465025,5.562631452373935,5.650437771271331,2.924965135568158,-0.138146233729314
intervalos,7,1,5.838977800480538,5.814860831496922,0.018315457157526426,5.77220275688055,5.815414723520991,5.842904979973796,1.316754956002008,-0.024116968983615372
