representacion,shuffle,m,mPE_null
alturas_MIDI,1,2,0.7356443974658075
alturas_MIDI,1,3,1.9421075931321103
alturas_MIDI,1,4,3.4425283774214193
alturas_MIDI,1,5,4.851977438122897
alturas_MIDI,1,6,5.638254934084513
alturas_MIDI,1,7,5.830136055474997
alturas_MIDI,2,2,0.7756497838679268
alturas_MIDI,2,3,1.9710471069746194
alturas_MIDI,2,4,3.4413605657019835
alturas_MIDI,2,5,4.91854665436782
alturas_MIDI,2,6,5.727630771555897
alturas_MIDI,2,7,5.853632570070248
alturas_MIDI,3,2,0.7844971492215147
alturas_MIDI,3,3,2.065537940263785
alturas_MIDI,3,4,3.573252242093559
alturas_MIDI,3,5,5.011804916243817
alturas_MIDI,3,6,5.7241661339285645
alturas_MIDI,3,7,5.849716484304373
alturas_MIDI,4,2,0.800945219665376
alturas_MIDI,4,3,2.034589920752668
alturas_MIDI,4,4,3.518610232395527
alturas_MIDI,4,5,4.936831629990241
alturas_MIDI,4,6,5.658737384448428
alturas_MIDI,4,7,5.845800398538497
alturas_MIDI,5,2,0.734893049581735
alturas_MIDI,5,3,1.931208024502852
alturas_MIDI,5,4,3.4195455943681328
alturas_MIDI,5,5,4.891898614207765
alturas_MIDI,5,6,5.702209745131506
alturas_MIDI,5,7,5.853632570070248
alturas_MIDI,6,2,0.8008494329342777
alturas_MIDI,6,3,2.0753008714184724
alturas_MIDI,6,4,3.6388289853033084
alturas_MIDI,6,5,5.0706865521753315
alturas_MIDI,6,6,5.730061887661122
alturas_MIDI,6,7,5.857548655836123
alturas_MIDI,7,2,0.7843066737505413
alturas_MIDI,7,3,2.013347687765553
alturas_MIDI,7,4,3.4786690326649663
alturas_MIDI,7,5,4.907813544874138
alturas_MIDI,7,6,5.675831541035032
alturas_MIDI,7,7,5.849716484304373
alturas_MIDI,8,2,0.734391939909417
alturas_MIDI,8,3,1.9736311008693141
alturas_MIDI,8,4,3.488949311367658
alturas_MIDI,8,5,4.9785162412469175
alturas_MIDI,8,6,5.6641163774199335
alturas_MIDI,8,7,5.8247418676080915
alturas_MIDI,9,2,0.8082944506031329
alturas_MIDI,9,3,2.0759910582752528
alturas_MIDI,9,4,3.598828979137377
alturas_MIDI,9,5,5.020176413798216
alturas_MIDI,9,6,5.74325098970936
alturas_MIDI,9,7,5.865380827367875
alturas_MIDI,10,2,0.7568483080055324
alturas_MIDI,10,3,2.0117714113025773
alturas_MIDI,10,4,3.5097606708789217
alturas_MIDI,10,5,4.952368361223691
alturas_MIDI,10,6,5.681210534006539
alturas_MIDI,10,7,5.861464741601999
alturas_MIDI,11,2,0.7237518437567853
alturas_MIDI,11,3,1.9049720128905214
alturas_MIDI,11,4,3.3808241090389277
alturas_MIDI,11,5,4.877840970787281
alturas_MIDI,11,6,5.684675171633868
alturas_MIDI,11,7,5.853632570070248
alturas_MIDI,12,2,0.7355974493435522
alturas_MIDI,12,3,1.9593065599804596
alturas_MIDI,12,4,3.4525184598132763
alturas_MIDI,12,5,4.8949880217509705
alturas_MIDI,12,6,5.653875152237976
alturas_MIDI,12,7,5.826219969709122
alturas_MIDI,13,2,0.8007217075022619
alturas_MIDI,13,3,2.0591009315035973
alturas_MIDI,13,4,3.5861545489148337
alturas_MIDI,13,5,5.027820437164876
alturas_MIDI,13,6,5.7285879492279825
alturas_MIDI,13,7,5.845800398538498
alturas_MIDI,14,2,0.7660403772757443
alturas_MIDI,14,3,1.9506162853023779
alturas_MIDI,14,4,3.4265935964964376
alturas_MIDI,14,5,4.8831612972812195
alturas_MIDI,14,6,5.7432509897093595
alturas_MIDI,14,7,5.8497164843043725
alturas_MIDI,15,2,0.8010090739903097
alturas_MIDI,15,3,2.0064023738684207
alturas_MIDI,15,4,3.472818346554197
alturas_MIDI,15,5,4.881728340039039
alturas_MIDI,15,6,5.65726344601529
alturas_MIDI,15,7,5.837968227006747
alturas_MIDI,16,2,0.7234397077238556
alturas_MIDI,16,3,1.8952015711145354
alturas_MIDI,16,4,3.3799419110001305
alturas_MIDI,16,5,4.869362166945916
alturas_MIDI,16,6,5.655349090671117
alturas_MIDI,16,7,5.849716484304373
alturas_MIDI,17,2,0.7562816539643085
alturas_MIDI,17,3,1.9834585714989976
alturas_MIDI,17,4,3.4869681092009506
alturas_MIDI,17,5,4.882075041169811
alturas_MIDI,17,6,5.653358391476923
alturas_MIDI,17,7,5.841884312772622
alturas_MIDI,18,2,0.7737968018899761
alturas_MIDI,18,3,1.9723725427538763
alturas_MIDI,18,4,3.460086348427076
alturas_MIDI,18,5,4.932458755018586
alturas_MIDI,18,6,5.670452548063525
alturas_MIDI,18,7,5.845800398538498
alturas_MIDI,19,2,0.7746998286465294
alturas_MIDI,19,3,1.9907868283308663
alturas_MIDI,19,4,3.4717588325411928
alturas_MIDI,19,5,4.930744219405834
alturas_MIDI,19,6,5.678779417901312
alturas_MIDI,19,7,5.837968227006748
alturas_MIDI,20,2,0.7923589715603128
alturas_MIDI,20,3,2.014384567022513
alturas_MIDI,20,4,3.494092803447256
alturas_MIDI,20,5,4.926216512008142
alturas_MIDI,20,6,5.6834466600581255
alturas_MIDI,20,7,5.811515508209435
