measure,obs,mu_null,sigma_null,Z,absZ,experiment,epsilon,rep,N
S_theta,0.696458707032903,0.7056436206873694,0.008055756488589408,-1.1401677381232136,1.1401677381232136,mixed_linear_nonlinear,0.6000000000000001,7,4000
gamma_R,0.3612886058052942,0.2971409680550844,0.0026389935602311376,24.307614356054515,24.307614356054515,mixed_linear_nonlinear,0.6000000000000001,7,4000
PE,0.9614469379039613,0.9630420446056779,0.0016596958423377916,-0.9610837486161157,0.9610837486161157,mixed_linear_nonlinear,0.6000000000000001,8,4000
S_theta,0.6993805813755639,0.7112909189352132,0.006951190606924271,-1.7134241072004424,1.7134241072004424,mixed_linear_nonlinear,0.6000000000000001,8,4000
gamma_R,0.35878854206723987,0.2956075836267475,0.0020715343675494356,30.499594614611002,30.499594614611002,mixed_linear_nonlinear,0.6000000000000001,8,4000
PE,0.95998936387525,0.9646580668909336,0.0019696907507487323,-2.3702720916513735,2.3702720916513735,mixed_linear_nonlinear,0.6000000000000001,9,4000
S_theta,0.7216842043504725,0.7372973935684015,0.007775926545213039,-2.0078879509915977,2.0078879509915977,mixed_linear_nonlinear,0.6000000000000001,9,4000
gamma_R,0.35052407269958763,0.28810235903505305,0.0027845449686024234,22.4172043793081,22.4172043793081,mixed_linear_nonlinear,0.6000000000000001,9,4000
PE,0.9608760075598405,0.9631386008481609,0.001850151553898224,-1.2229232159674863,1.2229232159674863,mixed_linear_nonlinear,0.6000000000000001,10,4000
S_theta,0.7076373259779561,0.7245108135478375,0.008324804466958689,-2.02689296029145,2.02689296029145,mixed_linear_nonlinear,0.6000000000000001,10,4000
gamma_R,0.354548981283367,0.2875988565928094,0.0025624648693888755,26.12723611954319,26.12723611954319,mixed_linear_nonlinear,0.6000000000000001,10,4000
PE,0.9596247450195184,0.9633875217809218,0.0017848182094658525,-2.1082128933060633,2.1082128933060633,mixed_linear_nonlinear,0.6000000000000001,11,4000
S_theta,0.7015136914137217,0.7198571269857429,0.007580331887903301,-2.4198723543086147,2.4198723543086147,mixed_linear_nonlinear,0.6000000000000001,11,4000
gamma_R,0.35558487861409926,0.2887847088048838,0.0025137628986664448,26.57377505438283,26.57377505438283,mixed_linear_nonlinear,0.6000000000000001,11,4000
PE,0.957589199005148,0.9613263207084324,0.0018782379243050202,-1.9896955837834698,1.9896955837834698,mixed_linear_nonlinear,0.6000000000000001,12,4000
S_theta,0.693125530613689,0.7212067525965553,0.007291699245624543,-3.8511218080911322,3.8511218080911322,mixed_linear_nonlinear,0.6000000000000001,12,4000
gamma_R,0.347192034303047,0.2797231380523209,0.002315915016640481,29.132716773259677,29.132716773259677,mixed_linear_nonlinear,0.6000000000000001,12,4000
PE,0.9641225376016253,0.9681185060802185,0.0017214290734177294,-2.321308812717847,2.321308812717847,mixed_linear_nonlinear,0.6000000000000001,13,4000
S_theta,0.7073740176183299,0.7226646315983609,0.006710178634862719,-2.278719362341371,2.278719362341371,mixed_linear_nonlinear,0.6000000000000001,13,4000
gamma_R,0.3485176995561665,0.2803447785237047,0.002936378274300976,23.216668516147095,23.216668516147095,mixed_linear_nonlinear,0.6000000000000001,13,4000
PE,0.9699676956019857,0.9678822537034363,0.0018467146553073715,1.1292713211301812,1.1292713211301812,mixed_linear_nonlinear,0.6000000000000001,14,4000
S_theta,0.7204064537445161,0.7305456409283885,0.006947387397437454,-1.4594244719406686,1.4594244719406686,mixed_linear_nonlinear,0.6000000000000001,14,4000
gamma_R,0.3534540244332486,0.2905160702589028,0.0030365404356187237,20.7268618708585,20.7268618708585,mixed_linear_nonlinear,0.6000000000000001,14,4000
PE,0.9575049820418217,0.9620973139261098,0.002224659217693857,-2.0642855533840505,2.0642855533840505,mixed_linear_nonlinear,0.6000000000000001,15,4000
S_theta,0.6968628137380694,0.720749850464965,0.0070307362845644,-3.397515674046589,3.397515674046589,mixed_linear_nonlinear,0.6000000000000001,15,4000
gamma_R,0.35088176733585497,0.28286398663813994,0.002586991714386272,26.292229820245595,26.292229820245595,mixed_linear_nonlinear,0.6000000000000001,15,4000
PE,0.9688217916734434,0.9665688341152422,0.0017060184580635128,1.320593893666614,1.320593893666614,mixed_linear_nonlinear,0.6000000000000001,16,4000
S_theta,0.7081004577036069,0.7232384827359205,0.007352393983110306,-2.058924626058976,2.058924626058976,mixed_linear_nonlinear,0.6000000000000001,16,4000
gamma_R,0.3526397458150825,0.288253986610464,0.0021715654423173705,29.649467591411717,29.649467591411717,mixed_linear_nonlinear,0.6000000000000001,16,4000
PE,0.9606973646141105,0.9624427150901725,0.0022639371693481836,-0.7709359162845346,0.7709359162845346,mixed_linear_nonlinear,0.6000000000000001,17,4000
S_theta,0.6880603172891668,0.7223668291866364,0.006837633675226118,-5.0173076720631835,5.0173076720631835,mixed_linear_nonlinear,0.6000000000000001,17,4000
gamma_R,0.35244330833640125,0.28657233931908244,0.0026019749623573986,25.315758210693726,25.315758210693726,mixed_linear_nonlinear,0.6000000000000001,17,4000
PE,0.959166911201182,0.9593669335453217,0.002440785522634,-0.08194998793821562,0.08194998793821562,mixed_linear_nonlinear,0.6000000000000001,18,4000
S_theta,0.6935326866803777,0.7093183748007427,0.007012239215014154,-2.251162237387119,2.251162237387119,mixed_linear_nonlinear,0.6000000000000001,18,4000
gamma_R,0.3571464330710532,0.29264818481570953,0.0023336885644498024,27.6378987487347,27.6378987487347,mixed_linear_nonlinear,0.6000000000000001,18,4000
PE,0.960565919019452,0.9642353238595385,0.002098854651595377,-1.7482891620424061,1.7482891620424061,mixed_linear_nonlinear,0.6000000000000001,19,4000
S_theta,0.7079990755555333,0.7207256818193609,0.0067540202562931,-1.8843008727978727,1.8843008727978727,mixed_linear_nonlinear,0.6000000000000001,19,4000
gamma_R,0.3497822206664162,0.2785754601241152,0.002556659694356623,27.851481642033693,27.851481642033693,mixed_linear_nonlinear,0.6000000000000001,19,4000
PE,0.9701789232557554,0.9716807352947103,0.00180578086410947,-0.8316690406925803,0.8316690406925803,mixed_linear_nonlinear,0.7000000000000001,0,4000
S_theta,0.7145809700448342,0.7241079300623432,0.007097832308426188,-1.342235150610566,1.342235150610566,mixed_linear_nonlinear,0.7000000000000001,0,4000
gamma_R,0.3585760111477687,0.29287658870605565,0.001951676775630617,33.66306514585877,33.66306514585877,mixed_linear_nonlinear,0.7000000000000001,0,4000
PE,0.9635754454348684,0.9696290785837995,0.001819060273227772,-3.3278903607682424,3.3278903607682424,mixed_linear_nonlinear,0.7000000000000001,1,4000
S_theta,0.6954445222937216,0.7206813937476162,0.0076866451240962495,-3.283210171207408,3.283210171207408,mixed_linear_nonlinear,0.7000000000000001,1,4000
gamma_R,0.36314564500244695,0.2928922897460606,0.00215084662063672,32.66311720339645,32.66311720339645,mixed_linear_nonlinear,0.7000000000000001,1,4000
PE,0.970579748448925,0.9715972995633518,0.0018150264143697496,-0.5606260638251601,0.5606260638251601,mixed_linear_nonlinear,0.7000000000000001,2,4000
S_theta,0.7193937581409628,0.7238907927203805,0.006957163191134119,-0.6463891180745114,0.6463891180745114,mixed_linear_nonlinear,0.7000000000000001,2,4000
gamma_R,0.36232253382272694,0.29052693962625215,0.002359427482505409,30.4292438436112,30.4292438436112,mixed_linear_nonlinear,0.7000000000000001,2,4000
PE,0.970914962541808,0.9702137339380876,0.0016587341942390912,0.42274923019961214,0.42274923019961214,mixed_linear_nonlinear,0.7000000000000001,3,4000
S_theta,0.7002647744972422,0.7249083505595156,0.00750272500833944,-3.2846167272399756,3.2846167272399756,mixed_linear_nonlinear,0.7000000000000001,3,4000
gamma_R,0.3573643147644283,0.298101138602921,0.0018296462999988624,32.39050966383185,32.39050966383185,mixed_linear_nonlinear,0.7000000000000001,3,4000
PE,0.968355435014537,0.966706877679396,0.0019771107980961393,0.8338214209990157,0.8338214209990157,mixed_linear_nonlinear,0.7000000000000001,4,4000
S_theta,0.7221563623878335,0.7152503773328651,0.00830251454637855,0.8317943939021128,0.8317943939021128,mixed_linear_nonlinear,0.7000000000000001,4,4000
gamma_R,0.36212833001873335,0.2989386537106106,0.0019158089114708048,32.983287597096904,32.983287597096904,mixed_linear_nonlinear,0.7000000000000001,4,4000
PE,0.9670113878750016,0.9683916230954782,0.002006894815912839,-0.687746666906799,0.687746666906799,mixed_linear_nonlinear,0.7000000000000001,5,4000
S_theta,0.6878395216556729,0.7074851597230161,0.006758514249360294,-2.9067983498300243,2.9067983498300243,mixed_linear_nonlinear,0.7000000000000001,5,4000
gamma_R,0.366083358071451,0.30508241508136485,0.001912794650290065,31.89100459938847,31.89100459938847,mixed_linear_nonlinear,0.7000000000000001,5,4000
PE,0.966050187091537,0.9679941867147472,0.0018946062200863503,-1.0260705378248118,1.0260705378248118,mixed_linear_nonlinear,0.7000000000000001,6,4000
S_theta,0.7131388459410201,0.7202481651099862,0.007673860051638555,-0.9264332579857467,0.9264332579857467,mixed_linear_nonlinear,0.7000000000000001,6,4000
gamma_R,0.3578629146261273,0.28936250531783025,0.0020560149243971735,33.31707785554205,33.31707785554205,mixed_linear_nonlinear,0.7000000000000001,6,4000
PE,0.9722619428427315,0.9712410337339353,0.0015068139091154148,0.6775283282296516,0.6775283282296516,mixed_linear_nonlinear,0.7000000000000001,7,4000
S_theta,0.7242858559589511,0.7240730079988069,0.006579006641757789,0.03235259845965641,0.03235259845965641,mixed_linear_nonlinear,0.7000000000000001,7,4000
gamma_R,0.3609447577187941,0.2914401706280983,0.0020592343725513488,33.752635453817255,33.752635453817255,mixed_linear_nonlinear,0.7000000000000001,7,4000
PE,0.9677738432639296,0.9705726475784219,0.0017634468735609574,-1.5871214247813643,1.5871214247813643,mixed_linear_nonlinear,0.7000000000000001,8,4000
S_theta,0.7215528428640393,0.726876031282952,0.007994695680979755,-0.6658400308565968,0.6658400308565968,mixed_linear_nonlinear,0.7000000000000001,8,4000
gamma_R,0.36244553640881405,0.2994311281617114,0.002113621852403436,29.813473103264837,29.813473103264837,mixed_linear_nonlinear,0.7000000000000001,8,4000
PE,0.9704508834341175,0.9710062233942699,0.0017143524347536564,-0.32393570242296477,0.32393570242296477,mixed_linear_nonlinear,0.7000000000000001,9,4000
S_theta,0.7158031959692115,0.7162263595118412,0.00790598994514912,-0.05352442206043578,0.05352442206043578,mixed_linear_nonlinear,0.7000000000000001,9,4000
gamma_R,0.35840708689196843,0.2961216627869084,0.0022733654046528154,27.397893879084595,27.397893879084595,mixed_linear_nonlinear,0.7000000000000001,9,4000
PE,0.9657021244716751,0.9699805995000479,0.001801968723019251,-2.374333679445914,2.374333679445914,mixed_linear_nonlinear,0.7000000000000001,10,4000
S_theta,0.7091980827328084,0.7180811830490071,0.006652469957106273,-1.3353085956757609,1.3353085956757609,mixed_linear_nonlinear,0.7000000000000001,10,4000
gamma_R,0.36550209930508815,0.2929637851998317,0.0027075518067784087,26.791108455858677,26.791108455858677,mixed_linear_nonlinear,0.7000000000000001,10,4000
PE,0.9723157335740417,0.9720507488589457,0.0018568731296705243,0.14270480350101697,0.14270480350101697,mixed_linear_nonlinear,0.7000000000000001,11,4000
S_theta,0.7181355209591644,0.7368600822554453,0.006255861751482615,-2.993122616855018,2.993122616855018,mixed_linear_nonlinear,0.7000000000000001,11,4000
gamma_R,0.35628347052786635,0.2899069516122191,0.002354694934835091,28.18900993656569,28.18900993656569,mixed_linear_nonlinear,0.7000000000000001,11,4000
PE,0.9628715323048394,0.9633841133852902,0.0020940616054666277,-0.24477841488173613,0.24477841488173613,mixed_linear_nonlinear,0.7000000000000001,12,4000
S_theta,0.7099306635877496,0.7167973994406394,0.006422831173131624,-1.0691135525428594,1.0691135525428594,mixed_linear_nonlinear,0.7000000000000001,12,4000
gamma_R,0.35951445661189874,0.2978899958538208,0.0019927479642963056,30.92436267013788,30.92436267013788,mixed_linear_nonlinear,0.7000000000000001,12,4000
PE,0.9666449972946104,0.9698757845849607,0.0017058373098503164,-1.8939598000900841,1.8939598000900841,mixed_linear_nonlinear,0.7000000000000001,13,4000
S_theta,0.7000982363750405,0.7199443479485261,0.006742244928813227,-2.943546516483333,2.943546516483333,mixed_linear_nonlinear,0.7000000000000001,13,4000
gamma_R,0.36313216869189446,0.3021603416257925,0.0016889955695742942,36.099459444686254,36.099459444686254,mixed_linear_nonlinear,0.7000000000000001,13,4000
PE,0.9710949716241273,0.9707275891535454,0.001967226243741045,0.1867515095179051,0.1867515095179051,mixed_linear_nonlinear,0.7000000000000001,14,4000
S_theta,0.7261454312200457,0.7196382361497861,0.007477808975710363,0.8702007622014033,0.8702007622014033,mixed_linear_nonlinear,0.7000000000000001,14,4000
gamma_R,0.3563292313590719,0.2885301150403016,0.002688821147585004,25.21518263855699,25.21518263855699,mixed_linear_nonlinear,0.7000000000000001,14,4000
PE,0.9715305318787552,0.9701250101283084,0.0017920647804201006,0.7843029815681324,0.7843029815681324,mixed_linear_nonlinear,0.7000000000000001,15,4000
S_theta,0.6993875133699058,0.7226316290001498,0.007332701193307615,-3.1699253818576896,3.1699253818576896,mixed_linear_nonlinear,0.7000000000000001,15,4000
gamma_R,0.3646246183457509,0.3001016558266781,0.0022467856028680023,28.7178992230989,28.7178992230989,mixed_linear_nonlinear,0.7000000000000001,15,4000
PE,0.9699243702569599,0.9729340291919758,0.0018217107196703075,-1.6521058489245817,1.6521058489245817,mixed_linear_nonlinear,0.7000000000000001,16,4000
S_theta,0.7201522373510308,0.7284342187768144,0.007197139600635146,-1.1507323583181062,1.1507323583181062,mixed_linear_nonlinear,0.7000000000000001,16,4000
gamma_R,0.3642147102767387,0.2932747924904771,0.002180518554294846,32.53350797980378,32.53350797980378,mixed_linear_nonlinear,0.7000000000000001,16,4000
PE,0.9680730183399892,0.9671055204619751,0.002115912906462699,0.4572484411144857,0.4572484411144857,mixed_linear_nonlinear,0.7000000000000001,17,4000
S_theta,0.7092574808995648,0.713669524951131,0.006822445550869576,-0.6466953849128051,0.6466953849128051,mixed_linear_nonlinear,0.7000000000000001,17,4000
gamma_R,0.35927841709178787,0.29698974216508556,0.001936600366355546,32.16392809215578,32.16392809215578,mixed_linear_nonlinear,0.7000000000000001,17,4000
PE,0.970299264035649,0.9705702114089669,0.00161434639722676,-0.1678371963931352,0.1678371963931352,mixed_linear_nonlinear,0.7000000000000001,18,4000
S_theta,0.7092028501308824,0.7156613866329973,0.008299702113687402,-0.7781648562378961,0.7781648562378961,mixed_linear_nonlinear,0.7000000000000001,18,4000
gamma_R,0.3639191698190527,0.30538921953142667,0.0021976511082141335,26.632958283896546,26.632958283896546,mixed_linear_nonlinear,0.7000000000000001,18,4000
PE,0.9669767538314484,0.9707105690381428,0.0016487972593549418,-2.2645690278228243,2.2645690278228243,mixed_linear_nonlinear,0.7000000000000001,19,4000
S_theta,0.7083686699330338,0.7243831389104314,0.00688490121935812,-2.3260274137804675,2.3260274137804675,mixed_linear_nonlinear,0.7000000000000001,19,4000
gamma_R,0.35788581843399325,0.293305001719045,0.0018121039959121833,35.63858192500665,35.63858192500665,mixed_linear_nonlinear,0.7000000000000001,19,4000
PE,0.97638662879884,0.9757333853288462,0.0017513177045456096,0.3730011226964809,0.3730011226964809,mixed_linear_nonlinear,0.8,0,4000
S_theta,0.7210434054239862,0.7206677007996902,0.00713395630993978,0.05266427322696856,0.05266427322696856,mixed_linear_nonlinear,0.8,0,4000
gamma_R,0.35853428751311733,0.3012609154883851,0.001980409622526373,28.919962503347993,28.919962503347993,mixed_linear_nonlinear,0.8,0,4000
PE,0.9778685023733927,0.975549876186836,0.001606561708131639,1.4432226131252817,1.4432226131252817,mixed_linear_nonlinear,0.8,1,4000
S_theta,0.707010791270841,0.7177549369282061,0.007153158975223294,-1.5020141023819136,1.5020141023819136,mixed_linear_nonlinear,0.8,1,4000
gamma_R,0.358997573218083,0.2966412298709508,0.0020589162384742556,30.286002986377383,30.286002986377383,mixed_linear_nonlinear,0.8,1,4000
PE,0.9774761155605317,0.9784214546267275,0.0015969368741824343,-0.5919702159045799,0.5919702159045799,mixed_linear_nonlinear,0.8,2,4000
S_theta,0.7211858304658477,0.7286222045584235,0.008065724333065809,-0.9219722600845711,0.9219722600845711,mixed_linear_nonlinear,0.8,2,4000
gamma_R,0.35919481227216554,0.29646352057249614,0.0018396311015742644,34.099929951166345,34.099929951166345,mixed_linear_nonlinear,0.8,2,4000
PE,0.9771602316893376,0.9794255389727923,0.0013695946752413186,-1.6539983138117138,1.6539983138117138,mixed_linear_nonlinear,0.8,3,4000
S_theta,0.7299436679907834,0.7371009187659593,0.007956489580611226,-0.8995488151730979,0.8995488151730979,mixed_linear_nonlinear,0.8,3,4000
gamma_R,0.3634786268361706,0.28703120011691907,0.0024769065289919918,30.864074128127385,30.864074128127385,mixed_linear_nonlinear,0.8,3,4000
PE,0.9704826402567281,0.9743334987898328,0.0018704523941586518,-2.0587845727219287,2.0587845727219287,mixed_linear_nonlinear,0.8,4,4000
S_theta,0.7311989022855427,0.7274140050097904,0.00883469636979054,0.42841283020144244,0.42841283020144244,mixed_linear_nonlinear,0.8,4,4000
gamma_R,0.36640303922299655,0.298800976684995,0.0019104277174257327,35.38582586578786,35.38582586578786,mixed_linear_nonlinear,0.8,4,4000
PE,0.9770900171274088,0.9750244501474734,0.001653472552966086,1.2492296749831782,1.2492296749831782,mixed_linear_nonlinear,0.8,5,4000
S_theta,0.724335797310773,0.728086038794589,0.0074226619018099545,-0.5052421265343514,0.5052421265343514,mixed_linear_nonlinear,0.8,5,4000
gamma_R,0.35917441706108344,0.29429828462514923,0.0016406851903280092,39.542096691300074,39.542096691300074,mixed_linear_nonlinear,0.8,5,4000
PE,0.9761019852155569,0.9747706656158531,0.0017934890448225455,0.7423070709838151,0.7423070709838151,mixed_linear_nonlinear,0.8,6,4000
S_theta,0.7304409884830484,0.7344362078809462,0.00751296351762165,-0.5317767600663887,0.5317767600663887,mixed_linear_nonlinear,0.8,6,4000
gamma_R,0.36347107923026767,0.2867433412840372,0.0023080553796849005,33.24345621061547,33.24345621061547,mixed_linear_nonlinear,0.8,6,4000
PE,0.9723254284150282,0.974589711910886,0.0017967446584943568,-1.260214402281933,1.260214402281933,mixed_linear_nonlinear,0.8,7,4000
S_theta,0.734068434007816,0.7371724011254777,0.007189249841338776,-0.4317511821349751,0.4317511821349751,mixed_linear_nonlinear,0.8,7,4000
gamma_R,0.35652465704557557,0.2906606393662091,0.0025491691740854383,25.837444744323957,25.837444744323957,mixed_linear_nonlinear,0.8,7,4000
PE,0.9752225487072399,0.9768543484525413,0.0017848501859742468,-0.914250259279134,0.914250259279134,mixed_linear_nonlinear,0.8,8,4000
S_theta,0.7135395626795283,0.7119911019446371,0.007606672901163468,0.203566099793037,0.203566099793037,mixed_linear_nonlinear,0.8,8,4000
gamma_R,0.3681803224875789,0.3108329010341315,0.001769326666063147,32.412003138486966,32.412003138486966,mixed_linear_nonlinear,0.8,8,4000
PE,0.972632682648176,0.9739056876949178,0.00154581426148657,-0.8235174680802559,0.8235174680802559,mixed_linear_nonlinear,0.8,9,4000
S_theta,0.7191535746920845,0.7299872133809309,0.007202828120709077,-1.5040812452123096,1.5040812452123096,mixed_linear_nonlinear,0.8,9,4000
gamma_R,0.36688419324669475,0.29800293219939783,0.0019942474631022846,34.53997676905357,34.53997676905357,mixed_linear_nonlinear,0.8,9,4000
PE,0.9777225437501534,0.9760597273183752,0.0019548190074490514,0.85062423960576,0.85062423960576,mixed_linear_nonlinear,0.8,10,4000
S_theta,0.7129429832867589,0.7129371557963191,0.008312881467711532,0.0007010193111008505,0.0007010193111008505,mixed_linear_nonlinear,0.8,10,4000
gamma_R,0.3595458965523646,0.3008568897404349,0.002304255009582536,25.46984017301211,25.46984017301211,mixed_linear_nonlinear,0.8,10,4000
PE,0.9755205872184213,0.9766938854115849,0.0014907775838089838,-0.787037721727591,0.787037721727591,mixed_linear_nonlinear,0.8,11,4000
S_theta,0.7232077609909289,0.745505057801967,0.007321468008396799,-3.045468038030885,3.045468038030885,mixed_linear_nonlinear,0.8,11,4000
gamma_R,0.35548138361015624,0.28633672300788976,0.00235666804013105,29.340008615902253,29.340008615902253,mixed_linear_nonlinear,0.8,11,4000
PE,0.9714099070492255,0.9744981872157777,0.0018136738828643595,-1.702775893577355,1.702775893577355,mixed_linear_nonlinear,0.8,12,4000
S_theta,0.72280289162328,0.7290329225755271,0.007518650395432243,-0.8286102724010078,0.8286102724010078,mixed_linear_nonlinear,0.8,12,4000
gamma_R,0.3640732819004514,0.29528738837438806,0.002260646894811062,30.42752660043897,30.42752660043897,mixed_linear_nonlinear,0.8,12,4000
PE,0.9772781710297938,0.9761496033405724,0.001578011532549256,0.7151834228981395,0.7151834228981395,mixed_linear_nonlinear,0.8,13,4000
S_theta,0.7184130242092517,0.7176671555778104,0.007335363394072383,0.10168121078282963,0.10168121078282963,mixed_linear_nonlinear,0.8,13,4000
gamma_R,0.36320420309128754,0.30248036892500885,0.0022519558557166208,26.964930956408583,26.964930956408583,mixed_linear_nonlinear,0.8,13,4000
PE,0.9763812320245424,0.9732148834842428,0.0017763591179862724,1.7824934768196423,1.7824934768196423,mixed_linear_nonlinear,0.8,14,4000
S_theta,0.7381301856469041,0.7480956805612347,0.007591074990019665,-1.3127909983016388,1.3127909983016388,mixed_linear_nonlinear,0.8,14,4000
gamma_R,0.3551074365111977,0.28985618571274324,0.002547566831266011,25.613165471316762,25.613165471316762,mixed_linear_nonlinear,0.8,14,4000
PE,0.979685194247709,0.9794298042207865,0.001528260924012367,0.16711153371108772,0.16711153371108772,mixed_linear_nonlinear,0.8,15,4000
S_theta,0.7220849123745617,0.732696418869134,0.007653201063142092,-1.3865448466625752,1.3865448466625752,mixed_linear_nonlinear,0.8,15,4000
gamma_R,0.36162885372480713,0.29711358648193104,0.00207261572102266,31.127462070510248,31.127462070510248,mixed_linear_nonlinear,0.8,15,4000
PE,0.9768036787595843,0.9762260603318486,0.0016659051221395126,0.3467294866071998,0.3467294866071998,mixed_linear_nonlinear,0.8,16,4000
S_theta,0.7250950830314291,0.731099720194736,0.007004966095538605,-0.8571971771756608,0.8571971771756608,mixed_linear_nonlinear,0.8,16,4000
gamma_R,0.36235984868979565,0.30152993720972066,0.0017650146075367864,34.46425384828277,34.46425384828277,mixed_linear_nonlinear,0.8,16,4000
PE,0.9750009742415394,0.9736666081198515,0.001759565712170718,0.7583496953016605,0.7583496953016605,mixed_linear_nonlinear,0.8,17,4000
S_theta,0.7108320973555929,0.729038516729709,0.007453429820614115,-2.4426901188178025,2.4426901188178025,mixed_linear_nonlinear,0.8,17,4000
gamma_R,0.36169915308113676,0.3010753668680472,0.0022011201665107344,27.54224287045253,27.54224287045253,mixed_linear_nonlinear,0.8,17,4000
PE,0.9784210081331215,0.9768894042188794,0.001808215148246282,0.8470252645143265,0.8470252645143265,mixed_linear_nonlinear,0.8,18,4000
S_theta,0.7140756388275247,0.7197910636246596,0.007026949759365979,-0.8133578569445505,0.8133578569445505,mixed_linear_nonlinear,0.8,18,4000
gamma_R,0.3625043595635621,0.30019979775053973,0.0017348482705057346,35.913550984409504,35.913550984409504,mixed_linear_nonlinear,0.8,18,4000
PE,0.9755883931831858,0.9757794937145688,0.0015991471363575808,-0.11950153118388027,0.11950153118388027,mixed_linear_nonlinear,0.8,19,4000
S_theta,0.7141245040502417,0.726155469672483,0.006766004507350658,-1.778149217779961,1.778149217779961,mixed_linear_nonlinear,0.8,19,4000
gamma_R,0.36151618269526464,0.29621413975619015,0.0020025372664621358,32.60965178163351,32.60965178163351,mixed_linear_nonlinear,0.8,19,4000
PE,0.9846537247138563,0.9826319180807321,0.001476249482690406,1.3695562009203628,1.3695562009203628,mixed_linear_nonlinear,0.9,0,4000
S_theta,0.7548778819729626,0.7506578927944296,0.007633652877189542,0.5528138685927,0.5528138685927,mixed_linear_nonlinear,0.9,0,4000
gamma_R,0.36007276613780326,0.29858773847097814,0.002408959935086733,25.523474579751113,25.523474579751113,mixed_linear_nonlinear,0.9,0,4000
PE,0.9830396312306972,0.9822172320756603,0.0013411493204958929,0.6132047658442816,0.6132047658442816,mixed_linear_nonlinear,0.9,1,4000
S_theta,0.7426183681500897,0.7464343908321469,0.008526773175625614,-0.44753420824721063,0.44753420824721063,mixed_linear_nonlinear,0.9,1,4000
gamma_R,0.35892306397183826,0.28605848038646237,0.002201787292493909,33.09338001621583,33.09338001621583,mixed_linear_nonlinear,0.9,1,4000
PE,0.9842136299333292,0.9835826916930714,0.0011934164655299988,0.5286823656966446,0.5286823656966446,mixed_linear_nonlinear,0.9,2,4000
S_theta,0.7495843653118286,0.7402930676150692,0.008243262846098713,1.1271383516730507,1.1271383516730507,mixed_linear_nonlinear,0.9,2,4000
gamma_R,0.3584548386230414,0.30392040900147593,0.0016318862674865454,33.41803329564147,33.41803329564147,mixed_linear_nonlinear,0.9,2,4000
PE,0.9858467462850787,0.9821878135742417,0.0013724517963327612,2.665982674665773,2.665982674665773,mixed_linear_nonlinear,0.9,3,4000
S_theta,0.7553229608804093,0.7531017223141666,0.008114967673058183,0.2737211848196542,0.2737211848196542,mixed_linear_nonlinear,0.9,3,4000
gamma_R,0.3562459931069345,0.29201346056880767,0.001848768390779129,34.74341775773071,34.74341775773071,mixed_linear_nonlinear,0.9,3,4000
PE,0.9785859446146644,0.9800064272011788,0.001781321304262249,-0.7974319866469567,0.7974319866469567,mixed_linear_nonlinear,0.9,4,4000
S_theta,0.7497511349995061,0.7424720475637667,0.007129686262550232,1.0209548032953246,1.0209548032953246,mixed_linear_nonlinear,0.9,4,4000
gamma_R,0.3617710341369257,0.2977454699393744,0.0017761670844068619,36.0470390199423,36.0470390199423,mixed_linear_nonlinear,0.9,4,4000
PE,0.9764458365408721,0.9823955740126056,0.0013098889564575466,-4.542169351380642,4.542169351380642,mixed_linear_nonlinear,0.9,5,4000
S_theta,0.7311844252059849,0.7268394977814965,0.0077412585564720915,0.5612688676902362,0.5612688676902362,mixed_linear_nonlinear,0.9,5,4000
gamma_R,0.3553315801744652,0.28584431273967803,0.003152732256463727,22.04033256941641,22.04033256941641,mixed_linear_nonlinear,0.9,5,4000
PE,0.9815394236931219,0.9792880661274603,0.0018006888317362304,1.250275742250681,1.250275742250681,mixed_linear_nonlinear,0.9,6,4000
S_theta,0.7146786420317173,0.7030795663261279,0.007791562474507469,1.488671334349096,1.488671334349096,mixed_linear_nonlinear,0.9,6,4000
gamma_R,0.35253855947103996,0.3076201098493006,0.003105886367001435,14.462360921821388,14.462360921821388,mixed_linear_nonlinear,0.9,6,4000
PE,0.9814022988462325,0.9821605658171468,0.0016332844949104334,-0.46425896607552314,0.46425896607552314,mixed_linear_nonlinear,0.9,7,4000
S_theta,0.7306852938422623,0.7453312197400263,0.006482338205785039,-2.25935849578065,2.25935849578065,mixed_linear_nonlinear,0.9,7,4000
gamma_R,0.36017466580642954,0.29253125331284635,0.0019555028323392206,34.59131399603573,34.59131399603573,mixed_linear_nonlinear,0.9,7,4000
PE,0.9817683123353932,0.9815370647747593,0.0013811386826019176,0.1674325421095418,0.1674325421095418,mixed_linear_nonlinear,0.9,8,4000
S_theta,0.7456093727009155,0.7407152167889427,0.007009024246597572,0.6982649424202859,0.6982649424202859,mixed_linear_nonlinear,0.9,8,4000
gamma_R,0.3605847929417103,0.30004061815277305,0.001773314050250405,34.14182320406697,34.14182320406697,mixed_linear_nonlinear,0.9,8,4000
PE,0.9801177696491248,0.9801748035655942,0.001348909037286811,-0.042281514092382566,0.042281514092382566,mixed_linear_nonlinear,0.9,9,4000
S_theta,0.7323335865813361,0.7379228419281803,0.0077570659585276475,-0.7205372980875188,0.7205372980875188,mixed_linear_nonlinear,0.9,9,4000
gamma_R,0.35830964800177356,0.2892624538165821,0.0020509953997386895,33.665211630405665,33.665211630405665,mixed_linear_nonlinear,0.9,9,4000
