measure,obs,mu_null,sigma_null,Z,absZ,experiment,lambda,rep,N
gamma_R,0.35988544642714404,0.28507113250458677,0.0018939665252848794,39.50139187982963,39.50139187982963,nonlinear_ar1_sweep,1.3499999999999999,7,4000
PE,0.9835779024623293,0.981237947228219,0.0015033504255495607,1.5564935455783433,1.5564935455783433,nonlinear_ar1_sweep,1.3499999999999999,8,4000
S_theta,0.7427636555934041,0.7426165570218282,0.007226708482248416,0.020354850612452506,0.020354850612452506,nonlinear_ar1_sweep,1.3499999999999999,8,4000
gamma_R,0.35493997424554924,0.2873159938217333,0.0018973691052591884,35.640919964583404,35.640919964583404,nonlinear_ar1_sweep,1.3499999999999999,8,4000
PE,0.980290502035444,0.9820780477111367,0.0016717102757511238,-1.0692915522634776,1.0692915522634776,nonlinear_ar1_sweep,1.3499999999999999,9,4000
S_theta,0.7325790518684305,0.7225575772825081,0.007461379722536842,1.3431127966390553,1.3431127966390553,nonlinear_ar1_sweep,1.3499999999999999,9,4000
gamma_R,0.35930276249166515,0.2960220459138665,0.0028448483290253626,22.243968485827313,22.243968485827313,nonlinear_ar1_sweep,1.3499999999999999,9,4000
PE,0.9827917888616928,0.9797445481362136,0.0014551759572487236,2.094070280848101,2.094070280848101,nonlinear_ar1_sweep,1.3499999999999999,10,4000
S_theta,0.7353760207253202,0.7404267350217927,0.007452250382547245,-0.6777435052774148,0.6777435052774148,nonlinear_ar1_sweep,1.3499999999999999,10,4000
gamma_R,0.35910758681338883,0.29434646021689054,0.0019501886135873817,33.207622147567506,33.207622147567506,nonlinear_ar1_sweep,1.3499999999999999,10,4000
PE,0.9794257122553328,0.97968713086145,0.0015181953214473466,-0.17219036472062804,0.17219036472062804,nonlinear_ar1_sweep,1.3499999999999999,11,4000
S_theta,0.7387656614758017,0.7401005643420561,0.007352724173670977,-0.1815521478467074,0.1815521478467074,nonlinear_ar1_sweep,1.3499999999999999,11,4000
gamma_R,0.3602961011300789,0.30088621608276933,0.0022427507293675897,26.489740598172485,26.489740598172485,nonlinear_ar1_sweep,1.3499999999999999,11,4000
PE,0.979740881382996,0.9810925894798072,0.0015379185891209362,-0.8789204489580976,0.8789204489580976,nonlinear_ar1_sweep,1.3499999999999999,12,4000
S_theta,0.7331361320636388,0.7356794624288835,0.007878889810084885,-0.3228031393444855,0.3228031393444855,nonlinear_ar1_sweep,1.3499999999999999,12,4000
gamma_R,0.35886779578323724,0.29271008686026934,0.00223293374664543,29.628155793855342,29.628155793855342,nonlinear_ar1_sweep,1.3499999999999999,12,4000
PE,0.9831744974050601,0.9820161429117323,0.0014295457993764437,0.8102954755510879,0.8102954755510879,nonlinear_ar1_sweep,1.3499999999999999,13,4000
S_theta,0.7203042323756993,0.7298233254004939,0.007422399276363109,-1.2824819401872485,1.2824819401872485,nonlinear_ar1_sweep,1.3499999999999999,13,4000
gamma_R,0.3598770346582266,0.3002881285271595,0.0017493689988472907,34.063085701376856,34.063085701376856,nonlinear_ar1_sweep,1.3499999999999999,13,4000
PE,0.9773829794590515,0.9798156720437615,0.0014758832258797163,-1.6482961131697826,1.6482961131697826,nonlinear_ar1_sweep,1.3499999999999999,14,4000
S_theta,0.7446082258155156,0.740953127544508,0.007497013671136251,0.487540563662004,0.487540563662004,nonlinear_ar1_sweep,1.3499999999999999,14,4000
gamma_R,0.3603306629478472,0.28510666131099066,0.002343397295401479,32.100404734814255,32.100404734814255,nonlinear_ar1_sweep,1.3499999999999999,14,4000
PE,0.9819228890051539,0.98383018838225,0.0014861138789297327,-1.2834140129757092,1.2834140129757092,nonlinear_ar1_sweep,1.3499999999999999,15,4000
S_theta,0.7417552249808573,0.7308991282850015,0.007822703913180669,1.3877678122987815,1.3877678122987815,nonlinear_ar1_sweep,1.3499999999999999,15,4000
gamma_R,0.3537620237408299,0.2950789454806102,0.002560824757091415,22.91569467911265,22.91569467911265,nonlinear_ar1_sweep,1.3499999999999999,15,4000
PE,0.9836208078881582,0.9842965347708688,0.001457856084517506,-0.46350726240182916,0.46350726240182916,nonlinear_ar1_sweep,1.3499999999999999,16,4000
S_theta,0.7448976077172229,0.7521019504286878,0.007127755154713682,-1.010744975814795,1.010744975814795,nonlinear_ar1_sweep,1.3499999999999999,16,4000
gamma_R,0.35927870712964416,0.28229551092318844,0.0022113948943655935,34.812052972809596,34.812052972809596,nonlinear_ar1_sweep,1.3499999999999999,16,4000
PE,0.9856751537701721,0.9838920840949786,0.0014527432050011836,1.227381184131596,1.227381184131596,nonlinear_ar1_sweep,1.3499999999999999,17,4000
S_theta,0.7465687511552866,0.7415045712313961,0.009146082518600728,0.5536993476268458,0.5536993476268458,nonlinear_ar1_sweep,1.3499999999999999,17,4000
gamma_R,0.35801351089100386,0.2938453486027841,0.002579227072164598,24.87883404324191,24.87883404324191,nonlinear_ar1_sweep,1.3499999999999999,17,4000
PE,0.9803977107153822,0.9810126698122903,0.001272548252941587,-0.48325012076091917,0.48325012076091917,nonlinear_ar1_sweep,1.3499999999999999,18,4000
S_theta,0.7367043869863326,0.7403321465652271,0.007229473383642527,-0.50180136040098,0.50180136040098,nonlinear_ar1_sweep,1.3499999999999999,18,4000
gamma_R,0.35600849781907073,0.28819922693440775,0.0022653965139963986,29.932627893489723,29.932627893489723,nonlinear_ar1_sweep,1.3499999999999999,18,4000
PE,0.9843121179656098,0.9820383778655178,0.001407123112343317,1.6158785824400559,1.6158785824400559,nonlinear_ar1_sweep,1.3499999999999999,19,4000
S_theta,0.736124616853838,0.738869480754381,0.007181789582728676,-0.3821977612855744,0.3821977612855744,nonlinear_ar1_sweep,1.3499999999999999,19,4000
gamma_R,0.35922553722820405,0.29456719329367376,0.0016556356883233548,39.05348525073722,39.05348525073722,nonlinear_ar1_sweep,1.3499999999999999,19,4000
PE,0.985986540737618,0.9833961813029927,0.0014018976089788496,1.8477522310008152,1.8477522310008152,nonlinear_ar1_sweep,1.5,0,4000
S_theta,0.7441318928654359,0.7328467114855021,0.008107729135833769,1.3919040943359429,1.3919040943359429,nonlinear_ar1_sweep,1.5,0,4000
gamma_R,0.35599449606611144,0.29543986361542707,0.0018300344690534338,33.08933983194624,33.08933983194624,nonlinear_ar1_sweep,1.5,0,4000
PE,0.986373160242059,0.9842182386672224,0.0014651900750743618,1.470745408050411,1.470745408050411,nonlinear_ar1_sweep,1.5,1,4000
S_theta,0.7505052096601849,0.7457298293324689,0.00712407525870438,0.6703158170432405,0.6703158170432405,nonlinear_ar1_sweep,1.5,1,4000
gamma_R,0.3545899607677476,0.2932955626852407,0.0017080708296865331,35.88516179610404,35.88516179610404,nonlinear_ar1_sweep,1.5,1,4000
PE,0.9845966330496955,0.9827718171720646,0.0013721457128853098,1.3298994855245108,1.3298994855245108,nonlinear_ar1_sweep,1.5,2,4000
S_theta,0.7447552560622677,0.7396286237147869,0.007708497952574266,0.6650624257827997,0.6650624257827997,nonlinear_ar1_sweep,1.5,2,4000
gamma_R,0.35341648836535233,0.2905806449168066,0.0017761903391771852,35.37675105115946,35.37675105115946,nonlinear_ar1_sweep,1.5,2,4000
PE,0.986050814412642,0.9859982916596279,0.0011874418226814998,0.04423185373025821,0.04423185373025821,nonlinear_ar1_sweep,1.5,3,4000
S_theta,0.748019347563999,0.7570757980722118,0.00658756439077092,-1.3747798079819533,1.3747798079819533,nonlinear_ar1_sweep,1.5,3,4000
gamma_R,0.3552202394037227,0.2838236059152906,0.0019204942475907045,37.17617669409867,37.17617669409867,nonlinear_ar1_sweep,1.5,3,4000
PE,0.983285471347359,0.9842994333400854,0.0011918867709068961,-0.8507200662650983,0.8507200662650983,nonlinear_ar1_sweep,1.5,4,4000
S_theta,0.7607412556343054,0.7673755350063586,0.006868813126410915,-0.9658552722222221,0.9658552722222221,nonlinear_ar1_sweep,1.5,4,4000
gamma_R,0.35264221061500145,0.27840076672308545,0.0021975162887520865,33.784251917457155,33.784251917457155,nonlinear_ar1_sweep,1.5,4,4000
PE,0.9864492540465631,0.9838066367779637,0.0014888568153405642,1.774930430764769,1.774930430764769,nonlinear_ar1_sweep,1.5,5,4000
S_theta,0.7419404683776367,0.7438464419678561,0.007908712206610985,-0.24099670596511943,0.24099670596511943,nonlinear_ar1_sweep,1.5,5,4000
gamma_R,0.35395001020251826,0.28947781092617325,0.002026562724028234,31.81357207054144,31.81357207054144,nonlinear_ar1_sweep,1.5,5,4000
PE,0.9820105318688569,0.981158237286094,0.00144871048377515,0.5883125664570029,0.5883125664570029,nonlinear_ar1_sweep,1.5,6,4000
S_theta,0.7636528799607833,0.7498758839002987,0.007085830544429697,1.9443022203395777,1.9443022203395777,nonlinear_ar1_sweep,1.5,6,4000
gamma_R,0.35369397632521915,0.2843148979001665,0.0015752145236320196,44.044209461123565,44.044209461123565,nonlinear_ar1_sweep,1.5,6,4000
PE,0.985857797941943,0.984834523452679,0.0011649271185235532,0.8784021532273153,0.8784021532273153,nonlinear_ar1_sweep,1.5,7,4000
S_theta,0.7560155724693659,0.7512033857765453,0.00746579036654389,0.6445649364044844,0.6445649364044844,nonlinear_ar1_sweep,1.5,7,4000
gamma_R,0.35329772817535376,0.28392301856793845,0.0017907902964271949,38.739717177284675,38.739717177284675,nonlinear_ar1_sweep,1.5,7,4000
PE,0.9879771010961509,0.9862561367789848,0.0011930002116389822,1.442551560658775,1.442551560658775,nonlinear_ar1_sweep,1.5,8,4000
S_theta,0.7522908137203983,0.7432930169889685,0.007649550709779495,1.1762516614115133,1.1762516614115133,nonlinear_ar1_sweep,1.5,8,4000
gamma_R,0.3541910412861149,0.28899133551830253,0.0024460548725234116,26.655046254359256,26.655046254359256,nonlinear_ar1_sweep,1.5,8,4000
PE,0.9816923421877684,0.9826091623363158,0.0013122146113568095,-0.6986815575841357,0.6986815575841357,nonlinear_ar1_sweep,1.5,9,4000
S_theta,0.7334667465916684,0.7359916146345309,0.008143361142494174,-0.3100523234425932,0.3100523234425932,nonlinear_ar1_sweep,1.5,9,4000
gamma_R,0.359082875045563,0.29832202600829627,0.0018972321695146868,32.02604826841483,32.02604826841483,nonlinear_ar1_sweep,1.5,9,4000
PE,0.9797459770631327,0.9781046855010647,0.001600191885889156,1.0256842173375067,1.0256842173375067,nonlinear_ar1_sweep,1.5,10,4000
S_theta,0.7485798266572599,0.7586252245467442,0.0069399442876593755,-1.447475292755171,1.447475292755171,nonlinear_ar1_sweep,1.5,10,4000
gamma_R,0.35181737320787043,0.2819141321057368,0.002295179835584996,30.456542018336737,30.456542018336737,nonlinear_ar1_sweep,1.5,10,4000
PE,0.9829692638005325,0.983936846045761,0.0013584328989364642,-0.7122782774077836,0.7122782774077836,nonlinear_ar1_sweep,1.5,11,4000
S_theta,0.750303681209087,0.7387986002063205,0.007208070312631363,1.5961388421260365,1.5961388421260365,nonlinear_ar1_sweep,1.5,11,4000
gamma_R,0.35394810087547723,0.2938832524744457,0.0019224386487670358,31.2440911649141,31.2440911649141,nonlinear_ar1_sweep,1.5,11,4000
PE,0.9871257081491522,0.9852755021201269,0.001110654372541467,1.6658702065806024,1.6658702065806024,nonlinear_ar1_sweep,1.5,12,4000
S_theta,0.7484874244646659,0.7464445744104071,0.00801353625829066,0.25492491559456704,0.25492491559456704,nonlinear_ar1_sweep,1.5,12,4000
gamma_R,0.35241948126435907,0.29046969857877325,0.0016911124203042457,36.63256324168,36.63256324168,nonlinear_ar1_sweep,1.5,12,4000
PE,0.983034971590487,0.9830718855942515,0.0015253987485372282,-0.02419957653688007,0.02419957653688007,nonlinear_ar1_sweep,1.5,13,4000
S_theta,0.7533207756723145,0.74207379183407,0.006721656078520681,1.6732459541012075,1.6732459541012075,nonlinear_ar1_sweep,1.5,13,4000
gamma_R,0.3527703695891954,0.2796305666280145,0.002018668721637162,36.23170170381584,36.23170170381584,nonlinear_ar1_sweep,1.5,13,4000
PE,0.9825973948294724,0.9835254024321181,0.0011803483256169456,-0.7862150371252589,0.7862150371252589,nonlinear_ar1_sweep,1.5,14,4000
S_theta,0.7400026595044806,0.7433716178475336,0.008374562290295526,-0.4022847076983252,0.4022847076983252,nonlinear_ar1_sweep,1.5,14,4000
gamma_R,0.355077191833157,0.2853433114330974,0.0022160909048402335,31.467066737989704,31.467066737989704,nonlinear_ar1_sweep,1.5,14,4000
PE,0.9834214855268226,0.9844486288199458,0.001207850395850123,-0.8503894991069729,0.8503894991069729,nonlinear_ar1_sweep,1.5,15,4000
S_theta,0.7528810935094189,0.761825291483677,0.007654055480658871,-1.1685567209251693,1.1685567209251693,nonlinear_ar1_sweep,1.5,15,4000
gamma_R,0.35400305044686997,0.2830803708553997,0.0021023865884759727,33.734366448219376,33.734366448219376,nonlinear_ar1_sweep,1.5,15,4000
PE,0.9835169764454763,0.984463371560101,0.0013723317599626578,-0.6896256009191535,0.6896256009191535,nonlinear_ar1_sweep,1.5,16,4000
S_theta,0.7564781059099954,0.7466676214812844,0.007695102554346915,1.2748997637684683,1.2748997637684683,nonlinear_ar1_sweep,1.5,16,4000
gamma_R,0.3553198314872804,0.2829457489928365,0.002125547505220408,34.04961889428067,34.04961889428067,nonlinear_ar1_sweep,1.5,16,4000
PE,0.9822648004098911,0.9812705277623174,0.001326474795053138,0.7495601509215631,0.7495601509215631,nonlinear_ar1_sweep,1.5,17,4000
S_theta,0.7666148478260755,0.769268806017006,0.006794992639723713,-0.3905755799374076,0.3905755799374076,nonlinear_ar1_sweep,1.5,17,4000
gamma_R,0.351452821921316,0.28237869452747916,0.0024934279888176964,27.702475348642242,27.702475348642242,nonlinear_ar1_sweep,1.5,17,4000
PE,0.9854395250340875,0.9833881796650268,0.0013101291364362392,1.565758147048539,1.565758147048539,nonlinear_ar1_sweep,1.5,18,4000
S_theta,0.7462422463389723,0.7474944717109068,0.007254593164361822,-0.17261138475497623,0.17261138475497623,nonlinear_ar1_sweep,1.5,18,4000
gamma_R,0.3576782772220085,0.2913113076470086,0.002047164333083248,32.418975117177915,32.418975117177915,nonlinear_ar1_sweep,1.5,18,4000
PE,0.9843964917334885,0.9845213535745271,0.0012396472423859821,-0.1007236871662162,0.1007236871662162,nonlinear_ar1_sweep,1.5,19,4000
S_theta,0.7514820917401316,0.7394881926887449,0.007310005439362373,1.6407510433306722,1.6407510433306722,nonlinear_ar1_sweep,1.5,19,4000
gamma_R,0.35384579899911306,0.28545961941489356,0.0024643668030134834,27.750000324868576,27.750000324868576,nonlinear_ar1_sweep,1.5,19,4000
