representacion,shuffle,m,mPE_null
alturas_MIDI,1,2,0.833393286991658
alturas_MIDI,1,3,2.1191787856868327
alturas_MIDI,1,4,3.6683405835286527
alturas_MIDI,1,5,4.984607398551272
alturas_MIDI,1,6,5.450994301133649
alturas_MIDI,1,7,5.5496050592833965
alturas_MIDI,2,2,0.8152053894749673
alturas_MIDI,2,3,2.1119666491459945
alturas_MIDI,2,4,3.696718837716473
alturas_MIDI,2,5,5.046643550160792
alturas_MIDI,2,6,5.532869251968225
alturas_MIDI,2,7,5.5909869805108565
alturas_MIDI,3,2,0.8505695232357743
alturas_MIDI,3,3,2.192449912335418
alturas_MIDI,3,4,3.7808339871066865
alturas_MIDI,3,5,5.040250615217421
alturas_MIDI,3,6,5.512255209423692
alturas_MIDI,3,7,5.585814240357424
alturas_MIDI,4,2,0.8051427835793448
alturas_MIDI,4,3,2.1266145721443834
alturas_MIDI,4,4,3.6763414540655166
alturas_MIDI,4,5,5.016839144374975
alturas_MIDI,4,6,5.513518399288341
alturas_MIDI,4,7,5.580641500203991
alturas_MIDI,5,2,0.824498096280786
alturas_MIDI,5,3,2.1202283636349177
alturas_MIDI,5,4,3.6990852479653804
alturas_MIDI,5,5,5.049476219462926
alturas_MIDI,5,6,5.496794677515292
alturas_MIDI,5,7,5.580641500203991
alturas_MIDI,6,2,0.7834919208774239
alturas_MIDI,6,3,2.082139817926686
alturas_MIDI,6,4,3.6276543357296234
alturas_MIDI,6,5,4.957743084425871
alturas_MIDI,6,6,5.51031004903795
alturas_MIDI,6,7,5.580641500203991
alturas_MIDI,7,2,0.7943732088746447
alturas_MIDI,7,3,2.058889149452072
alturas_MIDI,7,4,3.60361397544632
alturas_MIDI,7,5,4.948799063746926
alturas_MIDI,7,6,5.481334145606891
alturas_MIDI,7,7,5.575468760050558
alturas_MIDI,8,2,0.8418117923610269
alturas_MIDI,8,3,2.162730755031463
alturas_MIDI,8,4,3.7074531167191958
alturas_MIDI,8,5,4.999134119438293
alturas_MIDI,8,6,5.458092972155523
alturas_MIDI,8,7,5.5702960198971265
alturas_MIDI,9,2,0.8228254002910023
alturas_MIDI,9,3,2.1396321760695036
alturas_MIDI,9,4,3.6765204893751355
alturas_MIDI,9,5,4.979795665859626
alturas_MIDI,9,6,5.501948188151426
alturas_MIDI,9,7,5.585814240357424
alturas_MIDI,10,2,0.8247766906330938
alturas_MIDI,10,3,2.1458276694545853
alturas_MIDI,10,4,3.681712783417271
alturas_MIDI,10,5,5.047478992651383
alturas_MIDI,10,6,5.54123111285475
alturas_MIDI,10,7,5.585814240357424
alturas_MIDI,11,2,0.7834919208774239
alturas_MIDI,11,3,2.049280209174258
alturas_MIDI,11,4,3.550503799179579
