representacion,longitud_serie,fit_d_min,fit_d_max,pendiente_observada,constante_decaimiento_lambda,intercepto_observado,R2_observado,error_estandar_pendiente_observada,pendiente_null_media,pendiente_null_std,pendiente_null_q025,pendiente_null_mediana,pendiente_null_q975,zscore_pendiente,p_empirico_bilateral,p_decaimiento_mas_rapido,p_decaimiento_mas_lento,n_shuffles
alturas_MIDI,274,1,10,-0.2133878709582806,0.2133878709582806,-0.4003505639047289,0.9990028840403681,0.0023834947497020373,-0.5689482845790879,0.027625524198999964,-0.6166765690983099,-0.5703890897947113,-0.5129554379018166,12.870720970198946,0.000999000999000999,1.0,0.000999000999000999,1000
intervalos,273,1,10,-0.1755439189894638,0.1755439189894638,-0.03326354066058046,0.9994005909310983,0.0015199617182647064,-0.42748719730650747,0.03484861003235543,-0.4990858367652619,-0.42612182264398835,-0.35952283663587564,7.229650711552776,0.000999000999000999,1.0,0.000999000999000999,1000
