representacion,d,C_observado,C_null_media,C_null_std,C_null_q025,C_null_mediana,C_null_q975
alturas_MIDI,0,1.0,1.0,0.0,1.0,1.0,1.0
alturas_MIDI,1,0.5916735746522981,0.5978366767983789,0.003124120187258896,0.5923367412729115,0.5975407571152251,0.6042972275951
alturas_MIDI,2,0.4652666482453717,0.35715871787786635,0.004992885138147888,0.34784839274200974,0.3568941696601271,0.3677088514322557
alturas_MIDI,3,0.3691811734364926,0.2132818642350554,0.005509835749906564,0.2031486598507875,0.21306990881458965,0.2254218476558902
alturas_MIDI,4,0.293267016671272,0.12734760983697144,0.005232085605522253,0.11820945012434374,0.12699640784747168,0.13816339688680113
alturas_MIDI,5,0.23457677074698352,0.0760381505019803,0.00453959727497724,0.06825089803813209,0.075637837339965,0.0854591507782997
alturas_MIDI,6,0.18984986644561114,0.0454003131620153,0.003659115397920662,0.03931058303398729,0.04495717048908538,0.05323800313162015
alturas_MIDI,7,0.15352307267200885,0.027131564889011712,0.0028613646154453942,0.022529243805839552,0.02680298424979276,0.03345583494519665
alturas_MIDI,8,0.12336741272911486,0.016217058119185765,0.0021671116266880433,0.012820300267108778,0.0159159988947223,0.02120429216173897
alturas_MIDI,9,0.10021184489269595,0.0096947959841577,0.0016036317373425305,0.007183844524270056,0.009431703048724325,0.013502809247490099
alturas_MIDI,10,0.08320898959196832,0.005801105277701022,0.001178546679140226,0.003942157133646496,0.005627705627705627,0.008568665377176012
intervalos,0,1.0,1.0,0.0,1.0,1.0,1.0
intervalos,1,0.8055637927199941,0.6333454852101704,0.027211812289782294,0.585919545555638,0.6339054044035881,0.6805739862109867
intervalos,2,0.6525316924901772,0.4331413003187782,0.035086559027400266,0.3770442582845281,0.43434465119727184,0.4966505115279116
intervalos,3,0.52288902068352,0.3002034806138337,0.03527742162919302,0.24592770034843206,0.2996608347542442,0.3649760916302172
intervalos,4,0.4197864926977537,0.20873813848320844,0.032159291771879435,0.16038392393802356,0.20827155460004448,0.27000379939209723
intervalos,5,0.3482281859292757,0.14533968418711532,0.02771718071413935,0.10343381644302765,0.14449736822596188,0.19816285491882274
intervalos,6,0.2917191785899622,0.1013172029060716,0.023024751394021235,0.06722051301060122,0.10036881903773445,0.14593418711542738
intervalos,7,0.23947290384757952,0.07067171398917635,0.01869396527214821,0.04271906738824227,0.06980687967973906,0.1076645785454815
intervalos,8,0.19730891837793757,0.04935460375120469,0.014913109942065192,0.02759378011713248,0.048493216695084884,0.08041784046259916
intervalos,9,0.1685818073986211,0.034501074949959194,0.011755025507103955,0.017475813625917415,0.033721921565720216,0.05885768033212246
intervalos,10,0.14591519015494106,0.02414862109867302,0.009154795915695148,0.011323578471347025,0.023630365482986138,0.04409379865075246
