representacion,shuffle,m,mPE_null
alturas_MIDI,1,2,0.9001628339217187
alturas_MIDI,1,3,2.314046594811234
alturas_MIDI,1,4,4.003621951407903
alturas_MIDI,1,5,5.34892927593639
alturas_MIDI,1,6,5.755616816814068
alturas_MIDI,1,7,5.803979443850953
alturas_MIDI,2,2,0.9151870356288526
alturas_MIDI,2,3,2.287985349081109
alturas_MIDI,2,4,3.9316790146308302
alturas_MIDI,2,5,5.25718825379155
alturas_MIDI,2,6,5.734863907216464
alturas_MIDI,2,7,5.7998163977214645
alturas_MIDI,3,2,0.857296880176867
alturas_MIDI,3,3,2.2724672464419564
alturas_MIDI,3,4,3.931339466276018
alturas_MIDI,3,5,5.3238934919490415
alturas_MIDI,3,6,5.748882264183902
alturas_MIDI,3,7,5.803979443850954
alturas_MIDI,4,2,0.905649374203974
alturas_MIDI,4,3,2.3213296876487406
alturas_MIDI,4,4,4.007657668312441
alturas_MIDI,4,5,5.332429955401623
alturas_MIDI,4,6,5.773785755701026
alturas_MIDI,4,7,5.808142489980443
alturas_MIDI,5,2,0.8827541467090004
alturas_MIDI,5,3,2.2710355307496894
alturas_MIDI,5,4,3.9273480143689232
alturas_MIDI,5,5,5.333731810952043
alturas_MIDI,5,6,5.79453866529863
alturas_MIDI,5,7,5.808142489980443
alturas_MIDI,6,2,0.8827541467090003
alturas_MIDI,6,3,2.2875624326695836
alturas_MIDI,6,4,3.928550574731822
alturas_MIDI,6,5,5.316290449412382
alturas_MIDI,6,6,5.753032846103423
alturas_MIDI,6,7,5.808142489980443
alturas_MIDI,7,2,0.8989562661699421
alturas_MIDI,7,3,2.2641335785217938
alturas_MIDI,7,4,3.896099899098072
alturas_MIDI,7,5,5.311945626038768
alturas_MIDI,7,6,5.761334009942464
alturas_MIDI,7,7,5.803979443850954
alturas_MIDI,8,2,0.9158723417002296
alturas_MIDI,8,3,2.3073769618110265
alturas_MIDI,8,4,3.959954415561951
alturas_MIDI,8,5,5.244893729460046
alturas_MIDI,8,6,5.73227993650582
alturas_MIDI,8,7,5.799816397721465
alturas_MIDI,9,2,0.8989562661699422
alturas_MIDI,9,3,2.3161854244246203
alturas_MIDI,9,4,3.964957710929632
alturas_MIDI,9,5,5.299064339212567
alturas_MIDI,9,6,5.719278939040151
alturas_MIDI,9,7,5.795653351591976
alturas_MIDI,10,2,0.9108468418894745
alturas_MIDI,10,3,2.279724612244815
alturas_MIDI,10,4,3.932575022206971
alturas_MIDI,10,5,5.282718201972454
alturas_MIDI,10,6,5.7457490417661505
alturas_MIDI,10,7,5.799816397721465
alturas_MIDI,11,2,0.9497840162846587
alturas_MIDI,11,3,2.384832663591191
alturas_MIDI,11,4,4.053681721013855
alturas_MIDI,11,5,5.4032733856818576
alturas_MIDI,11,6,5.743165071055506
alturas_MIDI,11,7,5.795653351591976
alturas_MIDI,12,2,0.9493167844383203
alturas_MIDI,12,3,2.3725057618654506
alturas_MIDI,12,4,4.046197978730526
alturas_MIDI,12,5,5.331622264044758
alturas_MIDI,12,6,5.722412161457902
alturas_MIDI,12,7,5.808142489980443
alturas_MIDI,13,2,0.9056115642331697
alturas_MIDI,13,3,2.3249102522994245
alturas_MIDI,13,4,4.011611382038616
alturas_MIDI,13,5,5.360122898446022
alturas_MIDI,13,6,5.753032846103423
alturas_MIDI,13,7,5.7998163977214645
alturas_MIDI,14,2,0.8759025300779892
alturas_MIDI,14,3,2.2885272942023582
alturas_MIDI,14,4,3.962085448452459
alturas_MIDI,14,5,5.333991890159126
alturas_MIDI,14,6,5.734863907216464
alturas_MIDI,14,7,5.7998163977214645
alturas_MIDI,15,2,0.9312594559996149
alturas_MIDI,15,3,2.3423603753628086
alturas_MIDI,15,4,4.021942047010936
alturas_MIDI,15,5,5.423757715044713
alturas_MIDI,15,6,5.782086919540068
alturas_MIDI,15,7,5.808142489980443
alturas_MIDI,16,2,0.8982771118782169
alturas_MIDI,16,3,2.307411413892195
alturas_MIDI,16,4,3.967850659126157
alturas_MIDI,16,5,5.342214826448406
alturas_MIDI,16,6,5.744731682264382
alturas_MIDI,16,7,5.7998163977214645
alturas_MIDI,17,2,0.9151870356288526
alturas_MIDI,17,3,2.3275603257339874
alturas_MIDI,17,4,3.993174726687986
alturas_MIDI,17,5,5.388075920697507
alturas_MIDI,17,6,5.753032846103423
alturas_MIDI,17,7,5.795653351591975
alturas_MIDI,18,2,0.8767401568047267
alturas_MIDI,18,3,2.2787055959420743
alturas_MIDI,18,4,3.9504769923694996
alturas_MIDI,18,5,5.355643725424373
alturas_MIDI,18,6,5.773785755701026
alturas_MIDI,18,7,5.808142489980443
alturas_MIDI,19,2,0.9109985743270244
alturas_MIDI,19,3,2.3071605628586
alturas_MIDI,19,4,3.964757728428566
alturas_MIDI,19,5,5.391873131921356
