representacion,longitud_serie,fit_d_min,fit_d_max,pendiente_observada,constante_decaimiento_lambda,intercepto_observado,R2_observado,error_estandar_pendiente_observada,pendiente_null_media,pendiente_null_std,pendiente_null_q025,pendiente_null_mediana,pendiente_null_q975,zscore_pendiente,p_empirico_bilateral,p_decaimiento_mas_rapido,p_decaimiento_mas_lento,n_shuffles
alturas_MIDI,339,1,10,-0.2183970733471776,0.2183970733471776,-0.3366100819819262,0.9991714302472101,0.0022235472090962743,-0.5171093649492977,0.021925544022879176,-0.5565971186973522,-0.518787598260827,-0.46960392529301376,13.62393978869649,0.000999000999000999,1.0,0.000999000999000999,1000
intervalos,338,1,10,-0.1914224174094228,0.1914224174094228,-0.06754950706180773,0.9969633964979489,0.003735100058768216,-0.3700228935576148,0.0384991921592745,-0.43990668291845475,-0.3657911999296095,-0.3021988541428314,4.6390707474927355,0.000999000999000999,1.0,0.000999000999000999,1000
