representacion,m,tau,mPE_observada,mPE_null_media,mPE_null_std,mPE_null_q025,mPE_null_mediana,mPE_null_q975,mPE_zscore,mPE_null_menos_observada
alturas_MIDI,2,1,0.9136221837222911,0.946683727040331,0.025866171777066096,0.8903728498345096,0.9472260919813013,0.9916580107467166,-1.2781769023645582,0.0330615433180399
alturas_MIDI,3,1,2.224380709907365,2.3049274985346337,0.043408504718126815,2.215723123736681,2.3059735913820507,2.38400601388841,-1.8555531721329612,0.08054678862726883
alturas_MIDI,4,1,3.3530186428070037,3.8187731645592637,0.06203568061771477,3.691394466705246,3.821161128109348,3.931465820770516,-7.50784898488339,0.46575452175226006
alturas_MIDI,5,1,4.247011960411377,4.979661097047128,0.061789551275544224,4.861247545392124,4.981059524891078,5.09850056522058,-11.857168752829692,0.732649136635751
alturas_MIDI,6,1,4.798569153532421,5.459763954305205,0.034193636055540884,5.38914304473557,5.461983292927008,5.522562230695959,-19.33677950185825,0.6611948007727841
alturas_MIDI,7,1,5.133697984277663,5.569843553510488,0.012961902136546695,5.540495784654706,5.5702960198971265,5.5909869805108565,-33.648268952987394,0.4361455692328251
intervalos,2,1,0.8967587435331255,0.8717867523813823,0.02977683849375862,0.8151881322264203,0.8697723129470417,0.9301597879166045,0.8386380964177059,-0.0249719911517432
intervalos,3,1,2.3357175980518354,2.230777706047266,0.049449196923302574,2.1286632723707952,2.2323325189323207,2.3199980435014878,2.1221758599504588,-0.10493989200456921
intervalos,4,1,3.9282039157397177,3.833473399174598,0.06607887432367444,3.696162329974057,3.835836021421668,3.9555183806186363,1.4335976139832658,-0.09473051656511977
intervalos,5,1,4.975473191970825,5.119872441237926,0.05470567875692968,5.0102764792975485,5.1232092556510835,5.224187710975889,-2.6395659929328597,0.14439924926710113
intervalos,6,1,5.282798961645891,5.528321885742943,0.02079670300270881,5.483627340548443,5.5289140986696665,5.565123279743694,-11.805858075920623,0.24552292409705245
intervalos,7,1,5.407382903485687,5.581193279654228,0.00637020631141048,5.566480203552016,5.582056544688196,5.587248658400255,-27.284889636495237,0.17381037616854034
