composer,composer_id,work_id,work_title,catalogue,period,movement_no,filename,voice,analysis_mode,n_notes,n_intervals,fit_d_min,fit_d_max,n_shuffles,lambda_observed,decay_length_observed,slope_semilog_observed,intercept_semilog_observed,A_observed,r_squared_observed,rmse_log_observed,lambda_null_mean,lambda_null_std,lambda_null_p0,lambda_null_p100,lambda_fit_null_center,decay_length_fit_null_center,r_squared_fit_null_center,r_squared_null_mean,C_observed_0,C_observed_1,C_observed_2,C_observed_3,C_observed_4,C_observed_5,C_observed_6,C_observed_7,C_observed_8,C_null_geometric_mean_0,C_null_geometric_mean_1,C_null_geometric_mean_2,C_null_geometric_mean_3,C_null_geometric_mean_4,C_null_geometric_mean_5,C_null_geometric_mean_6,C_null_geometric_mean_7,C_null_geometric_mean_8,C_null_p0_0,C_null_p0_1,C_null_p0_2,C_null_p0_3,C_null_p0_4,C_null_p0_5,C_null_p0_6,C_null_p0_7,C_null_p0_8,C_null_p100_0,C_null_p100_1,C_null_p100_2,C_null_p100_3,C_null_p100_4,C_null_p100_5,C_null_p100_6,C_null_p100_7,C_null_p100_8
Joseph Haydn,haydn,haydn_op20_no1,String Quartet Op. 20 No. 1,Op. 20 No. 1,Classical,1,haydn_quartet_20_1_1_(c)simonetto.mid,vln I,midi,1615,1615,1,8,200,0.5319762418599115,1.8797831957753781,-0.5319762418599115,-0.14931013837898027,0.8613019506813642,0.9995090002683366,0.027015882675724915,0.6495117949872682,0.003642115952448891,0.6372540248261148,0.6591093110681888,0.6495117949872677,1.5396179218263508,0.9999999682962625,0.9999939773885409,1.0,0.5220985922905695,0.3018138925781794,0.17289485986371814,0.09942973372094104,0.05826189525304405,0.034681136941304674,0.020866420851560492,0.012772943001235267,1.0,0.5224623436687654,0.2729201087130291,0.14256300476911238,0.07446471211724799,0.03890337302063751,0.02032044844843577,0.010608508863243186,0.0055386112795287575,1.0,0.5218555635017198,0.2714159445460934,0.14145591272015776,0.07340785184222014,0.03802316977650639,0.019630379527378665,0.010067119288436474,0.005176358407093345,1.0,0.5232378864854322,0.2744716058785104,0.14421281891723708,0.07617094985557589,0.04025531954415849,0.021279724588012024,0.011298516750410981,0.0060509524561387215
Joseph Haydn,haydn,haydn_op20_no1,String Quartet Op. 20 No. 1,Op. 20 No. 1,Classical,1,haydn_quartet_20_1_1_(c)simonetto.mid,vln II,midi,961,961,1,8,200,0.5160866806879479,1.9376589968704316,-0.5160866806879479,-0.17130074019463756,0.8425681412581061,0.999087735992794,0.03573228248950497,0.6408176454258581,0.00529879338322084,0.62078056362302,0.655012015507282,0.6408176454258576,1.5605063423861347,0.9999999012771265,0.9999855513747837,1.0,0.5269621915566203,0.3031582930214857,0.17678037577461442,0.10360969772163817,0.06103862677938585,0.036814121135727185,0.02288921006377301,0.014404473570166812,1.0,0.5271818076482461,0.27792281247304945,0.14646368850102479,0.07718577633204915,0.04067742839223497,0.02141961417616552,0.01128180221774611,0.0059407532079961975,1.0,0.5261174576148145,0.2763511893369939,0.1446936849538366,0.07561908658742886,0.039425316940215276,0.0204320022174266,0.01052837668094355,0.005369780083197494,1.0,0.5286736577199663,0.2806540528530669,0.14934852094566206,0.07983615681253727,0.042923043418004715,0.02308279492543683,0.012578616352201259,0.00683266568554339
Joseph Haydn,haydn,haydn_op20_no1,String Quartet Op. 20 No. 1,Op. 20 No. 1,Classical,1,haydn_quartet_20_1_1_(c)simonetto.mid,viola,midi,936,936,1,8,200,0.5223019707495181,1.9146012383697724,-0.5223019707495181,-0.13946018170676372,0.8698276575675874,0.9997635009844635,0.018406336017261982,0.6366823033422574,0.005845606239521401,0.6175473207232156,0.6575013648236496,0.636682303342258,1.5706420529524836,0.9999999702921742,0.9999854102293333,1.0,0.5283304257451468,0.30713642774952676,0.18025964143869938,0.10628085445974537,0.06250231988419139,0.037285178723878105,0.02237528302587135,0.013794031401952414,1.0,0.5288687915964319,0.2797240581861032,0.1479492222448968,0.07826542010311412,0.04140484497605622,0.02190715586108362,0.011591505791151162,0.006135288434365479,1.0,0.5276251809509669,0.2775996622248617,0.14555185405144574,0.07646570283211462,0.03960274303106789,0.020438179726068074,0.010420919787684198,0.005280056419583535,1.0,0.5301700939089121,0.28187056902119445,0.15063472031476188,0.08111707063583386,0.04386437029063509,0.02368601759400171,0.012845198767677517,0.00698285141605731
Joseph Haydn,haydn,haydn_op20_no1,String Quartet Op. 20 No. 1,Op. 20 No. 1,Classical,1,haydn_quartet_20_1_1_(c)simonetto.mid,cello,midi,1099,1099,1,8,200,0.42237219329168235,2.367580100874251,-0.42237219329168235,-0.2570600338931739,0.7733217868543278,0.9964387703159922,0.05785616651028803,0.5946846117558331,0.005208191306470506,0.577785025951092,0.6069702947346168,0.594684611755833,1.681563605702618,0.9999999557632439,0.9999886817935316,1.0,0.5514683910650914,0.34052336297982494,0.20869216332094426,0.13224249017099612,0.08848117968191295,0.05943231836907364,0.04078491017079468,0.028664430589270186,1.0,0.5519592712132448,0.3046178800578317,0.1681037595665303,0.09276975333236061,0.051190501736342764,0.02823220390431863,0.015576094213368287,0.00859017956755528,1.0,0.5506911359340324,0.3022582367220314,0.1656073837558714,0.09067528865879003,0.04949083913336892,0.02687489717737197,0.014576471496728142,0.00789174162226408,1.0,0.553274711844831,0.3075865472749066,0.17118414735279996,0.09542443502113529,0.053474481522144214,0.02996377286019816,0.017040857095852513,0.00971652850662933
Joseph Haydn,haydn,haydn_op20_no1,String Quartet Op. 20 No. 1,Op. 20 No. 1,Classical,2,haydn_quartet_20_1_2_(c)simonetto.mid,vln I,midi,467,467,1,8,200,0.528638981552943,1.891650133447169,-0.528638981552943,-0.2655826450546647,0.7667590714216248,0.990917091318389,0.11596652691693908,0.6640726334051535,0.010397343623056353,0.6334165102950553,0.68691255915347,0.6640726334051534,1.5058593739548003,0.999999436353574,0.9999326253998229,1.0,0.5138486312399356,0.27996589940323957,0.1523728331912475,0.08399166429856966,0.04757033248081841,0.02833191247513498,0.019001610305958132,0.013763379748034479,1.0,0.5150537405443921,0.2652553408837452,0.13665339488238218,0.07037624009454699,0.036235673721914205,0.01864805711822141,0.009601007980071005,0.004925408570750484,1.0,0.5132613431846168,0.2613242398408639,0.1324429288623662,0.06697925547030406,0.03343752960121246,0.016624040920716114,0.008430425310220707,0.0041773231031543056,1.0,0.5169082125603864,0.26965046888320543,0.14112910864829023,0.07445296959363455,0.039263048214454865,0.020962394619683623,0.011158473051056172,0.0060907454769347355
Joseph Haydn,haydn,haydn_op20_no1,String Quartet Op. 20 No. 1,Op. 20 No. 1,Classical,2,haydn_quartet_20_1_2_(c)simonetto.mid,vln II,midi,357,357,1,8,200,0.569983598469085,1.7544364481467416,-0.569983598469085,-0.2764825465070093,0.7584468565630453,0.9917701415650284,0.11896868969335775,0.7313138071996056,0.020588044749045832,0.6672616035410964,0.784164039262501,0.7313138071996054,1.3674020511512908,0.999998421853507,0.9997927673223572,1.0,0.4851903397462137,0.25679901760130985,0.1342939009414654,0.07029062627916496,0.03770773638968481,0.021858370855505526,0.014097421203438395,0.009823986901350798,1.0,0.4828888164023875,0.23292773644511125,0.11227086387788386,0.05410582234144487,0.02602480503056698,0.012531496324331924,0.006017548980125942,0.0028856641861417748,1.0,0.47832992222677034,0.22616455178059763,0.10681948424068768,0.050135079819893576,0.022857142857142857,0.009938600081866557,0.004404420794105608,0.0019156774457634057,1.0,0.48738436348751535,0.23854277527629963,0.11810069586573885,0.058927548096602535,0.030061399918133443,0.01563651248465002,0.008334015554645927,0.004650020466639378
Joseph Haydn,haydn,haydn_op20_no1,String Quartet Op. 20 No. 1,Op. 20 No. 1,Classical,2,haydn_quartet_20_1_2_(c)simonetto.mid,viola,midi,232,232,1,8,200,0.5044578176823172,1.9823263015219061,-0.5044578176823172,-0.8247805178893877,0.4383311877622269,0.9182316782773228,0.34492201515720605,0.8723643751915993,0.043629796090328674,0.7820857071867207,0.9874057555963568,0.8723643751915995,1.1463099920607918,0.9999395420066145,0.9988938502283827,1.0,0.4205952380952381,0.1823015873015873,0.08126984126984127,0.040396825396825396,0.023412698412698413,0.015714285714285715,0.014444444444444444,0.013214285714285715,1.0,0.422004125204536,0.17807348765545752,0.07506008223225726,0.0316564187301427,0.013309289780390528,0.005569541236049211,0.0022908640304195858,0.000927377987666709,1.0,0.41884920634920636,0.17376984126984127,0.0709920634920635,0.027420634920634922,0.010277777777777778,0.004007936507936508,0.001388888888888889,0.00035714285714285714,1.0,0.42607142857142855,0.18333333333333332,0.08277777777777778,0.03678571428571428,0.016626984126984126,0.007619047619047619,0.003611111111111111,0.0019444444444444444
Joseph Haydn,haydn,haydn_op20_no1,String Quartet Op. 20 No. 1,Op. 20 No. 1,Classical,2,haydn_quartet_20_1_2_(c)simonetto.mid,cello,midi,267,267,1,8,200,0.4238917817143612,2.359092681522777,-0.4238917817143612,-0.3927568294826753,0.6751929146353769,0.9841219569459132,0.1233697473158053,0.6505228696455185,0.024091268251213414,0.5879479729069805,0.7117018750080079,0.6505228696455185,1.5372249718828759,0.999998083848832,0.9997458997668415,1.0,0.5274428274428274,0.30115830115830117,0.17561627561627563,0.10885060885060885,0.06940896940896941,0.04924264924264924,0.035729135729135726,0.027472527472527472,1.0,0.5237841690048207,0.27383883828720895,0.14309883614472527,0.07477717414253365,0.03900845327358137,0.020321600763553934,0.010608998402513115,0.0055085505452586855,1.0,0.5176121176121176,0.26572616572616575,0.135016335016335,0.0683100683100683,0.0340956340956341,0.016156816156816158,0.007781407781407781,0.0034452034452034453,1.0,0.532016632016632,0.28488268488268487,0.1539055539055539,0.08476388476388476,0.04671814671814672,0.027056727056727056,0.015236115236115236,0.008642708642708642
Joseph Haydn,haydn,haydn_op20_no1,String Quartet Op. 20 No. 1,Op. 20 No. 1,Classical,3,haydn_quartet_20_1_3_(c)simonetto.mid,vln I,midi,548,548,1,8,200,0.49679270542205317,2.0129120035094803,-0.49679270542205317,-0.16955132527108566,0.8440434326106319,0.9995514377145166,0.024113689581205477,0.6332330777862133,0.009007498303498541,0.6092823982425575,0.6570556752722545,0.6332330777862133,1.579197352570409,0.9999998500733549,0.9999558362100675,1.0,0.5323338125556241,0.31549941808721843,0.18646539330458,0.11230916683781748,0.06878893681111796,0.04228109810364893,0.02618607516943931,0.016437324570411447,1.0,0.5316911327081836,0.28248856552442636,0.15003483719967603,0.07967714196091165,0.04228968799559525,0.022429166505410228,0.011902606150789807,0.006323779703093148,1.0,0.5295406312042171,0.279318135140686,0.14683370986513317,0.07679879509824057,0.039994523173820774,0.020825631546518793,0.010700349147668925,0.005237215033887862,1.0,0.5343465461764907,0.2870678441842952,0.1537961251454782,0.08371328814951735,0.04534812076401725,0.024474566988430205,0.01352091462997193,0.007496405832819881
Joseph Haydn,haydn,haydn_op20_no1,String Quartet Op. 20 No. 1,Op. 20 No. 1,Classical,3,haydn_quartet_20_1_3_(c)simonetto.mid,vln II,midi,474,474,1,8,200,0.525702049449623,1.9022181881294493,-0.525702049449623,-0.15967651422085455,0.8524194899539993,0.9998572826216596,0.01439092614489115,0.6632200914036573,0.010149059924827829,0.6350791446348221,0.6922046910216042,0.6632200914036576,1.5077950939085274,0.9999996186812572,0.9999277288824776,1.0,0.515140932442492,0.2975434468941559,0.17544182113940687,0.10259073071656358,0.0603615443291579,0.03610848167924199,0.021523559198978044,0.013004199943020467,1.0,0.5154632750775672,0.2656049228354683,0.1368935888954071,0.0705501846912931,0.03636215872500439,0.018748119730980634,0.009646960717420718,0.004959359991887458,1.0,0.513385595206367,0.2626388876124657,0.1338467618163605,0.06816406429497018,0.034261241970021415,0.01704790875922471,0.008280412825909146,0.004052899063513799,1.0,0.5180266700976923,0.2697705195246804,0.14159414029831544,0.0746891398847543,0.0396467268934207,0.020981334607714293,0.011147769986490336,0.006102324213544587
