representacion,longitud_serie,fit_d_min,fit_d_max,pendiente_observada,constante_decaimiento_lambda,intercepto_observado,R2_observado,error_estandar_pendiente_observada,pendiente_null_media,pendiente_null_std,pendiente_null_q025,pendiente_null_mediana,pendiente_null_q975,zscore_pendiente,p_empirico_bilateral,p_decaimiento_mas_rapido,p_decaimiento_mas_lento,n_shuffles
alturas_MIDI,360,1,10,-0.3735538028989852,0.3735538028989852,-0.48780216515585995,0.9941846235296339,0.010100981252462277,-0.7257003376765367,0.026735418825125763,-0.7797957167384726,-0.7249057217517899,-0.6766787740505391,13.171536121461715,0.000999000999000999,1.0,0.000999000999000999,1000
intervalos,359,1,10,-0.31724598584922914,0.31724598584922914,-0.09608948492951996,0.9963551153712484,0.006784001851755274,-0.5149460566364374,0.024578361464599123,-0.5645759347528186,-0.5144260494124742,-0.46930392248534475,8.04366357260882,0.000999000999000999,1.0,0.000999000999000999,1000
