representacion,shuffle,m,mPE_null
alturas_MIDI,75,3,1.9679018902961445
alturas_MIDI,75,4,3.466842190969676
alturas_MIDI,75,5,4.897212202521111
alturas_MIDI,75,6,5.71001985420824
alturas_MIDI,75,7,5.857548655836124
alturas_MIDI,76,2,0.7925341192548294
alturas_MIDI,76,3,2.0408112382685006
alturas_MIDI,76,4,3.587218230332312
alturas_MIDI,76,5,5.020547575782667
alturas_MIDI,76,6,5.7481132219198114
alturas_MIDI,76,7,5.857548655836124
alturas_MIDI,77,2,0.7664823489228905
alturas_MIDI,77,3,1.9849144783722794
alturas_MIDI,77,4,3.4857226898363556
alturas_MIDI,77,5,4.954221701425564
alturas_MIDI,77,6,5.7081054988640645
alturas_MIDI,77,7,5.857548655836124
alturas_MIDI,78,2,0.7356443974658075
alturas_MIDI,78,3,1.9461737246944757
alturas_MIDI,78,4,3.439371199602637
alturas_MIDI,78,5,4.866160110503435
alturas_MIDI,78,6,5.681210534006536
alturas_MIDI,78,7,5.8497164843043725
alturas_MIDI,79,2,0.7663245171130089
alturas_MIDI,79,3,1.9585013425528162
alturas_MIDI,79,4,3.454936129760647
alturas_MIDI,79,5,4.902499956560792
alturas_MIDI,79,6,5.693442458382687
alturas_MIDI,79,7,5.845800398538498
alturas_MIDI,80,2,0.7730359271479952
alturas_MIDI,80,3,1.9773769617167563
alturas_MIDI,80,4,3.4726978120173317
alturas_MIDI,80,5,4.974872236031285
alturas_MIDI,80,6,5.74177705127622
alturas_MIDI,80,7,5.857548655836124
alturas_MIDI,81,2,0.7099970362225925
alturas_MIDI,81,3,1.8831675733202466
alturas_MIDI,81,4,3.3377372388548827
alturas_MIDI,81,5,4.839434545374089
alturas_MIDI,81,6,5.686589526978043
alturas_MIDI,81,7,5.849716484304373
alturas_MIDI,82,2,0.7756497838679268
alturas_MIDI,82,3,2.0298277285253254
alturas_MIDI,82,4,3.561644969246622
alturas_MIDI,82,5,4.998897599691154
alturas_MIDI,82,6,5.732493003766347
alturas_MIDI,82,7,5.853632570070248
alturas_MIDI,83,2,0.7664823489228905
alturas_MIDI,83,3,1.9730214528496797
alturas_MIDI,83,4,3.437079568269283
alturas_MIDI,83,5,4.929350872066387
alturas_MIDI,83,6,5.707588738103013
alturas_MIDI,83,7,5.861464741601999
alturas_MIDI,84,2,0.8084706055682882
alturas_MIDI,84,3,2.0401756708546057
alturas_MIDI,84,4,3.5405304541763702
alturas_MIDI,84,5,5.028467513491402
alturas_MIDI,84,6,5.745165345053533
alturas_MIDI,84,7,5.865380827367875
alturas_MIDI,85,2,0.7564548212959079
alturas_MIDI,85,3,1.966023444010291
alturas_MIDI,85,4,3.4587583631492276
alturas_MIDI,85,5,4.852976879608692
alturas_MIDI,85,6,5.6524012138048345
alturas_MIDI,85,7,5.841884312772622
alturas_MIDI,86,2,0.7103705636631283
alturas_MIDI,86,3,1.900521820917815
alturas_MIDI,86,4,3.383050837243444
alturas_MIDI,86,5,4.846997096727442
alturas_MIDI,86,6,5.6577802067763425
alturas_MIDI,86,7,5.834052141240871
alturas_MIDI,87,2,0.7923589715603128
alturas_MIDI,87,3,2.040302489309554
alturas_MIDI,87,4,3.589781459265498
alturas_MIDI,87,5,5.034648776149899
alturas_MIDI,87,6,5.7036836835646465
alturas_MIDI,87,7,5.849716484304373
alturas_MIDI,88,2,0.7465747009766092
alturas_MIDI,88,3,1.9826616245646083
alturas_MIDI,88,4,3.4833039093712026
alturas_MIDI,88,5,4.911757925285524
alturas_MIDI,88,6,5.689537403844321
alturas_MIDI,88,7,5.834052141240871
alturas_MIDI,89,2,0.7827501967398389
alturas_MIDI,89,3,2.0308525172976544
alturas_MIDI,89,4,3.5620559719581575
alturas_MIDI,89,5,4.943349787342766
alturas_MIDI,89,6,5.712450970313466
alturas_MIDI,89,7,5.853632570070248
alturas_MIDI,90,2,0.775570644374078
alturas_MIDI,90,3,2.0191770714293584
alturas_MIDI,90,4,3.5699514430825827
alturas_MIDI,90,5,5.05302451344195
alturas_MIDI,90,6,5.741260290515168
alturas_MIDI,90,7,5.8575486558361245
alturas_MIDI,91,2,0.7756972655201175
alturas_MIDI,91,3,1.9911911617697027
alturas_MIDI,91,4,3.4876094675543854
alturas_MIDI,91,5,4.920776499166452
alturas_MIDI,91,6,5.702726505892561
alturas_MIDI,91,7,5.849716484304373
alturas_MIDI,92,2,0.775570644374078
alturas_MIDI,92,3,2.016247661562869
alturas_MIDI,92,4,3.498624431296126
alturas_MIDI,92,5,4.920481466583001
alturas_MIDI,92,6,5.709062676536153
alturas_MIDI,92,7,5.8497164843043725
alturas_MIDI,93,2,0.7927888420817857
alturas_MIDI,93,3,2.0343724213650174
alturas_MIDI,93,4,3.576685045911905
alturas_MIDI,93,5,5.01704237515616
alturas_MIDI,93,6,5.714882086418691
alturas_MIDI,93,7,5.852154467969219
alturas_MIDI,94,2,0.7464177584968525
alturas_MIDI,94,3,1.9557127800259106
alturas_MIDI,94,4,3.425335440890584
alturas_MIDI,94,5,4.888475207010753
alturas_MIDI,94,6,5.693882875293722
alturas_MIDI,94,7,5.857548655836124
alturas_MIDI,95,2,0.7663245171130089
alturas_MIDI,95,3,1.9944743067291455
alturas_MIDI,95,4,3.4589946032467536
alturas_MIDI,95,5,4.899655607889889
alturas_MIDI,95,6,5.68025335633445
alturas_MIDI,95,7,5.841884312772622
alturas_MIDI,96,2,0.8010090739903097
alturas_MIDI,96,3,2.0505933431546195
alturas_MIDI,96,4,3.5933229672306957
alturas_MIDI,96,5,4.997616901250975
alturas_MIDI,96,6,5.69535681372686
alturas_MIDI,96,7,5.840406210671593
alturas_MIDI,97,2,0.7841796763556009
alturas_MIDI,97,3,2.005217620670509
alturas_MIDI,97,4,3.461368226386374
alturas_MIDI,97,5,4.931887808093064
alturas_MIDI,97,6,5.722251778584392
alturas_MIDI,97,7,5.8497164843043725
alturas_MIDI,98,2,0.7756972655201175
alturas_MIDI,98,3,2.0081637394397185
alturas_MIDI,98,4,3.535496961759589
alturas_MIDI,98,5,4.997766391064704
alturas_MIDI,98,6,5.689537403844324
alturas_MIDI,98,7,5.8497164843043725
alturas_MIDI,99,2,0.7844019145786811
alturas_MIDI,99,3,2.0086736246833574
alturas_MIDI,99,4,3.495925725370799
alturas_MIDI,99,5,4.959365308263823
alturas_MIDI,99,6,5.691451759188495
alturas_MIDI,99,7,5.857548655836124
alturas_MIDI,100,2,0.7568483080055324
alturas_MIDI,100,3,1.984147486885921
alturas_MIDI,100,4,3.4798282853094507
alturas_MIDI,100,5,4.930600072204406
alturas_MIDI,100,6,5.671486069585631
alturas_MIDI,100,7,5.8497164843043725
alturas_MIDI,101,2,0.7843066737505413
alturas_MIDI,101,3,2.002539027165087
alturas_MIDI,101,4,3.4791601787978546
alturas_MIDI,101,5,4.930192390721683
alturas_MIDI,101,6,5.698304690593142
alturas_MIDI,101,7,5.8575486558361245
alturas_MIDI,102,2,0.7838303767796024
alturas_MIDI,102,3,1.9903351067417971
alturas_MIDI,102,4,3.48396248824112
alturas_MIDI,102,5,4.9093148413329395
alturas_MIDI,102,6,5.670969308824579
alturas_MIDI,102,7,5.853632570070248
alturas_MIDI,103,2,0.7346581754654258
alturas_MIDI,103,3,1.9758466800008554
alturas_MIDI,103,4,3.4732390386637984
alturas_MIDI,103,5,4.977467900202062
alturas_MIDI,103,6,5.721735017823337
alturas_MIDI,103,7,5.849716484304373
alturas_MIDI,104,2,0.756832570547119
alturas_MIDI,104,3,1.9902489971279642
alturas_MIDI,104,4,3.508748318680998
alturas_MIDI,104,5,4.958794361338296
alturas_MIDI,104,6,5.697347512921056
alturas_MIDI,104,7,5.834052141240873
alturas_MIDI,105,2,0.756832570547119
alturas_MIDI,105,3,1.969945534311253
alturas_MIDI,105,4,3.439169320938903
alturas_MIDI,105,5,4.907619102545373
alturas_MIDI,105,6,5.66654749352516
alturas_MIDI,105,7,5.845800398538498
alturas_MIDI,106,2,0.7545803868112908
alturas_MIDI,106,3,1.9949220227298394
alturas_MIDI,106,4,3.4924260209140128
alturas_MIDI,106,5,4.927283971294367
alturas_MIDI,106,6,5.688063465411182
alturas_MIDI,106,7,5.853632570070248
alturas_MIDI,107,2,0.7562816539643085
alturas_MIDI,107,3,1.9868858641880163
alturas_MIDI,107,4,3.448925809784935
alturas_MIDI,107,5,4.905470729760044
alturas_MIDI,107,6,5.671926486496665
alturas_MIDI,107,7,5.837968227006748
alturas_MIDI,108,2,0.7844971492215147
alturas_MIDI,108,3,1.9951712904019505
alturas_MIDI,108,4,3.4715939095720567
alturas_MIDI,108,5,4.903183873801786
alturas_MIDI,108,6,5.706631560430926
alturas_MIDI,108,7,5.861464741601999
alturas_MIDI,109,2,0.7560769755056371
alturas_MIDI,109,3,1.9842346652420075
alturas_MIDI,109,4,3.4856009048515797
