label,SBP
162.0000000000,0.8390040937
163.0000000000,0.8065178488
164.0000000000,0.8161312632
165.0000000000,0.8330247871
166.0000000000,0.7936602289
168.0000000000,0.8336052271
169.0000000000,0.8201276551
170.0000000000,0.8158670894
171.0000000000,0.8010400415
173.0000000000,0.8125056346
174.0000000000,0.8417743899
175.0000000000,0.7349889174
176.0000000000,0.8238243592
177.0000000000,0.8129190001
178.0000000000,0.8303857100
180.0000000000,0.8111512767
181.0000000000,0.8221890265
182.0000000000,0.7982312018
183.0000000000,0.8183031322
184.0000000000,0.8221629829
187.0000000000,0.8057398532
188.0000000000,0.8137777086
189.0000000000,0.8131513738
190.0000000000,0.7945568436
191.0000000000,0.8226619319
192.0000000000,0.8554216372
193.0000000000,0.8061871245
194.0000000000,0.8053145240
195.0000000000,0.8285943957
196.0000000000,0.7990761479
197.0000000000,0.8012691254
198.0000000000,0.8060234029
199.0000000000,0.8186414741
200.0000000000,0.8047813221
201.0000000000,0.8147188472
202.0000000000,0.8497121162
203.0000000000,0.8364469114
205.0000000000,0.7504729168
206.0000000000,0.8217990589
207.0000000000,0.8154211931
208.0000000000,0.7849903930
209.0000000000,0.4878484048
210.0000000000,0.7938001706
211.0000000000,0.8024459016
212.0000000000,0.8372840121
213.0000000000,0.8188797708
214.0000000000,0.8121941926
215.0000000000,0.7994525845
216.0000000000,0.6981566889
217.0000000000,0.8123452921
220.0000000000,0.8100102814
221.0000000000,0.8037567141
222.0000000000,0.8091929955
223.0000000000,0.7963619243
224.0000000000,0.8363116463
225.0000000000,0.8204454976
226.0000000000,0.7968843385
227.0000000000,0.8058635059
228.0000000000,0.8142645035
229.0000000000,0.8000974819
230.0000000000,0.8130797637
231.0000000000,0.7757584436
232.0000000000,0.8409782454
233.0000000000,0.8086492703
234.0000000000,0.8313194667
236.0000000000,0.8147637551
237.0000000000,0.8081718065
240.0000000000,0.8021906935
241.0000000000,0.8379333119
243.0000000000,0.8035253422
245.0000000000,0.8231267314
247.0000000000,0.8281366342
250.0000000000,0.8174698993
251.0000000000,0.7920136999
253.0000000000,0.8314845141
255.0000000000,0.7060079601
256.0000000000,0.7749142858
257.0000000000,0.8127874481
258.0000000000,0.8418913048
259.0000000000,0.8229871428
260.0000000000,0.8026729011
261.0000000000,0.8146583970
263.0000000000,0.7906344715
264.0000000000,0.8034868019
265.0000000000,0.7972265591
266.0000000000,0.8268618318
267.0000000000,0.8244152261
268.0000000000,0.7997779436
269.0000000000,0.8074465949
270.0000000000,0.7709984854
