1	2	1	0
2	2	1	0
3	7	1	0
4	4	1	0
5	2	1	0
6	4	1	0
7	2	2	0
8	3	1	0
9	3	1	0
10	2	1	0
11	2	1	0
12	3	1	0
13	1	1	0
14	9	1	0
15	4	1	0
16	3	1	0
17	3	1	0
18	2	1	0
19	2	1	0
20	2	1	0
21	8	1	0
22	7	1	0
23	3	1	0
24	4	1	0
25	2	1	0
26	2	1	0
27	1	1	0
28	2	1	0
29	3	1	0
30	3	1	0
31	2	1	0
32	1	1	0
33	2	1	0
34	NaN	1	0
35	12	1	0
36	3	1	0
37	5	1	0
38	7	1	0
39	3	1	0
40	2	1	0
41	2	1	0
42	2	1	0
43	2	1	0
44	1	1	0
45	7	1	0
46	2	1	0
47	5	1	0
48	3	1	0
49	10	1	0
50	3	1	0
51	NaN	1	0
52	4	1	0
53	10	1	0
54	NaN	1	0
55	2	1	0
56	2	1	0
57	11	1	1
58	2	1	0
59	2	1	0
60	1	1	0
61	7	1	0
62	3	1	0
63	2	1	0
64	2	1	0
65	2	1	0
66	2	1	0
67	2	1	0
68	8	1	0
69	1	1	0
70	6	1	0
71	2	1	0
72	3	1	0
73	3	1	0
74	3	1	0
75	4	1	0
76	8	1	0
77	5	1	0
78	1	1	0
79	3	1	0
80	3	1	0
81	3	1	0
82	9	1	0
83	4	1	0
84	2	1	0
85	4	1	0
86	3	1	0
87	8	1	0
88	2	1	0
89	2	1	0
90	2	1	0
91	12	1	1
92	7	1	1
93	4	1	0
94	2	1	0
95	2	1	0
96	7	1	0
97	2	1	0
98	1	1	0
99	3	1	0
100	3	1	0
101	10	1	0
102	1	1	0
103	1	1	0
104	8	1	0
105	2	1	0
106	3	1	0
107	1	1	0
108	13	1	0
109	2	1	0
110	2	1	0
111	7	1	0
112	4	1	0
113	3	1	0
114	7	1	0
115	2	1	0
116	2	1	0
117	1	1	0
118	2	1	0
119	2	1	0
120	6	1	0
121	2	1	0
122	4	1	0
123	9	1	0
124	6	1	0
125	2	1	0
126	6	1	0
127	2	1	0
128	2	1	0
129	5	1	0
130	5	1	1
131	4	1	0
132	3	1	0
133	3	1	0
134	4	1	0
135	2	1	0
136	1	1	0
137	12	1	0
138	2	1	0
139	7	1	0
140	8	1	0
141	5	1	0
142	2	1	0
143	NaN	1	0
144	12	1	0
145	2	1	0
146	8	1	0
147	4	1	0
148	7	1	0
149	2	1	0
150	1	1	0
151	4	1	0
152	11	1	0
153	13	1	0
154	4	1	0
155	3	1	0
156	3	1	0
157	4	1	0
158	3	1	0
159	1	1	0
160	2	1	0
161	3	1	0
162	5	1	0
163	8	1	0
164	6	1	0
165	6	1	0
166	3	1	0
167	2	1	1
168	8	1	0
169	2	1	0
170	3	1	0
171	7	1	0
172	NaN	1	1
173	10	1	0
174	7	1	0
175	3	1	0
176	9	1	0
177	2	1	0
178	3	1	0
179	2	1	1
180	3	1	0
181	3	1	0
182	3	1	0
183	2	1	0
184	2	1	0
185	3	1	1
186	6	1	1
187	3	1	0
188	15	1	0
189	3	1	0
190	2	1	0
191	5	1	0
192	6	1	0
193	2	1	0
194	8	1	0
195	7	1	0
196	5	1	0
197	2	1	0
198	3	1	0
199	3	1	0
200	7	1	0
201	2	1	0
202	3	1	0
203	2	1	0
204	5	1	0
205	2	1	0
206	2	1	0
207	3	1	0
208	8	1	0
209	2	1	0
210	9	1	0
211	3	1	0
212	4	1	0
213	2	1	0
214	11	1	0
215	1	1	0
216	2	1	0
217	4	1	0
218	3	1	1
219	8	1	1
220	7	1	0
221	3	1	0
222	2	1	0
223	2	1	0
224	3	1	0
225	2	1	0
226	2	1	0
227	10	1	0
228	7	1	0
229	12	1	0
230	5	1	0
231	3	1	0
232	NaN	1	0
233	3	1	0
234	3	1	0
235	2	1	0
236	2	1	0
237	12	1	0
238	6	1	1
239	1	1	1
240	7	1	0
241	2	1	0
242	5	1	0
243	2	1	0
244	4	1	1
245	5	1	0
246	2	1	0
247	3	1	0
248	5	1	0
249	14	1	1
250	5	1	0
251	3	1	0
252	10	1	1
253	2	1	0
254	8	1	0
255	11	1	0
256	7	1	0
257	2	1	0
258	3	1	0
259	2	1	0
260	2	1	0
261	4	1	0
262	1	1	0
263	8	1	0
264	4	1	0
265	11	1	0
266	2	1	0
267	3	1	0
268	8	1	0
269	2	1	0
270	2	1	0
271	2	1	0
272	2	1	1
273	5	1	1
274	4	1	0
275	4	1	0
276	13	1	1
277	2	1	0
278	3	1	1
279	9	1	0
280	NaN	1	0
281	4	1	0
282	2	1	0
283	2	1	0
284	2	1	0
285	3	1	0
286	2	1	0
287	10	1	0
288	2	1	0
289	2	1	0
290	1	1	0
291	2	1	0
292	3	1	0
293	12	1	0
294	4	1	0
295	2	1	0
296	11	1	0
297	3	1	0
298	3	1	0
299	11	1	1
300	2	1	1
301	3	1	0
302	3	1	0
303	9	1	0
304	14	1	1
305	2	1	0
306	3	1	0
307	4	1	0
308	2	1	0
309	3	1	0
310	2	1	0
311	2	1	0
312	14	1	0
313	2	1	0
314	6	1	0
315	4	1	0
316	3	1	0
317	7	1	0
318	2	1	0
319	2	1	0
320	2	1	0
321	3	1	1
322	2	1	1
323	15	1	1
324	3	1	0
325	2	1	0
326	2	1	0
327	3	1	0
328	1	1	1
329	2	1	0
330	2	1	0
331	2	1	0
332	4	1	1
333	10	1	0
334	2	1	0
335	NaN	1	0
336	10	1	0
337	3	1	0
338	3	1	0
339	2	1	0
340	2	1	0
341	2	1	0
342	3	1	0
343	2	1	0
344	2	1	0
345	3	1	0
346	NaN	1	0
347	1	1	0
348	4	1	0
349	7	1	0
350	10	1	0
351	14	1	1
352	2	1	0
353	6	1	0
354	3	1	0
355	6	1	0
356	8	1	0
357	6	1	0
358	12	1	0
359	2	1	0
360	3	1	0
361	2	1	0
362	2	1	0
363	2	1	0
364	8	1	0
365	9	1	1
366	3	1	0
367	2	1	0
368	3	1	0
369	4	1	0
370	13	1	0
371	2	1	0
372	7	1	0
373	4	1	0
374	4	1	0
375	2	1	0
376	4	1	0
377	2	1	0
378	2	1	0
379	2	1	0
380	10	1	0
381	10	1	0
382	7	1	0
383	2	1	0
384	1	1	0
385	2	1	0
386	3	1	0
387	3	1	0
388	2	1	0
389	2	1	0
390	4	1	0
391	3	1	0
392	3	1	0
393	6	1	0
394	2	1	0
395	7	1	0
396	11	1	0
397	2	1	0
398	2	1	0
399	4	1	0
400	2	1	1
401	8	1	0
402	2	1	0
403	2	1	0
404	6	1	0
405	4	1	0
406	4	1	0
407	2	1	0
408	2	1	0
409	3	1	0
410	8	1	0
411	2	1	0
412	3	1	0
413	11	1	0
414	4	1	0
415	4	1	0
416	2	1	0
417	2	1	0
418	4	1	0
419	2	1	0
420	9	1	0
421	3	1	0
422	2	1	0
423	3	1	0
424	2	1	0
425	2	1	0
426	2	1	0
427	3	1	0
428	14	1	1
429	3	1	0
430	8	1	0
431	3	1	0
432	2	1	0
433	2	1	0
434	4	1	0
435	2	1	0
436	4	1	0
437	2	1	0
438	3	1	0
439	2	1	0
440	2	1	0
441	2	1	0
442	3	1	0
443	NaN	1	0
444	2	1	0
445	3	1	0
446	7	1	0
447	3	1	0
448	2	1	0
449	6	1	0
450	2	1	0
451	2	1	0
452	6	1	0
453	5	1	0
454	2	1	0
455	11	1	0
456	3	1	0
457	3	1	0
458	3	1	0
459	NaN	1	0
460	7	1	0
461	9	1	0
462	7	1	0
463	2	1	0
464	9	1	1
465	1	1	0
466	11	1	0
467	4	1	0
468	6	1	0
469	2	1	1
470	4	1	0
471	3	1	0
472	3	1	0
473	2	1	0
474	3	1	0
475	4	1	0
476	2	1	0
477	4	1	0
478	NaN	1	0
479	4	1	0
480	3	1	0
481	2	1	0
482	1	1	0
483	2	1	0
484	2	1	1
485	2	1	0
486	2	1	0
487	2	1	0
488	2	1	0
489	8	1	0
490	2	1	0
491	1	1	0
492	2	1	0
493	2	1	0
494	3	1	0
495	3	1	1
496	10	1	0
497	2	1	0
498	1	1	0
499	5	1	0
500	3	1	0
501	2	1	0
502	7	1	0
503	7	1	0
504	2	1	0
505	15	1	1
506	5	1	0
507	8	1	0
508	6	1	0
509	2	1	0
510	3	1	0
511	3	1	0
512	1	1	0
513	2	1	0
514	3	1	0
515	3	1	0
516	2	1	0
517	5	1	0
518	2	1	0
519	7	1	0
520	2	1	0
521	2	1	0
522	3	1	0
523	6	1	0
524	2	1	0
525	2	1	0
526	2	1	0
527	5	1	0
528	2	1	0
529	2	1	0
530	6	1	1
531	2	1	0
532	2	1	0
533	2	1	0
534	2	1	0
535	3	1	1
536	3	1	0
537	3	1	0
538	2	1	0
539	3	1	0
540	2	1	0
541	2	1	0
542	4	1	0
543	2	1	0
544	4	1	0
545	6	1	0
546	2	1	0
547	2	1	0
548	8	1	0
549	2	1	0
550	5	1	0
551	4	1	0
552	3	1	0
553	1	1	0
554	12	1	0
555	2	1	0
556	2	1	0
557	3	1	0
558	2	1	0
559	4	1	0
560	8	1	0
561	4	1	0
562	2	1	0
563	2	1	0
564	3	1	0
565	8	1	0
566	3	1	0
567	3	1	0
568	3	1	0
569	1	1	0
570	4	1	0
571	6	1	0
572	6	1	0
573	2	1	0
574	3	1	0
575	2	1	0
576	2	1	0
577	3	1	0
578	3	1	0
579	2	1	0
580	2	1	0
581	15	1	0
582	4	1	0
583	7	1	0
584	12	1	0
585	7	1	0
586	2	1	0
587	14	1	0
588	4	1	0
589	6	1	0
590	3	1	0
591	1	1	0
592	3	1	0
593	10	1	0
594	6	1	0
595	2	1	0
596	2	1	0
597	11	1	0
598	2	1	0
599	1	1	0
600	2	1	0
601	4	1	0
602	4	1	0
603	2	1	0
604	6	1	0
605	8	1	0
606	3	1	0
607	2	1	0
608	3	1	0
609	3	1	0
610	2	1	0
611	2	1	0
612	4	1	0
613	2	1	0
614	7	1	0
615	2	1	0
616	3	1	0
617	4	1	0
618	3	1	0
619	5	1	0
620	12	1	0
621	3	1	0
622	2	1	0
623	3	1	0
624	3	1	0
625	2	1	0
626	3	1	0
627	2	1	0
628	2	1	0
629	2	1	0
630	4	1	0
631	2	1	0
632	2	1	0
633	2	1	0
634	3	1	0
635	4	1	0
636	7	1	0
637	13	1	0
638	8	1	0
639	2	1	0
640	11	1	0
641	2	1	0
642	7	1	0
643	2	1	0
644	2	1	0
645	10	1	0
646	2	1	0
647	4	1	0
648	2	1	0
649	6	1	0
650	7	1	0
651	3	1	0
652	6	1	0
653	6	1	0
654	1	1	0
655	2	1	0
656	2	1	0
657	5	1	0
658	4	1	0
659	7	1	0
660	4	1	0
661	2	1	0
662	3	1	0
663	6	1	0
664	3	1	0
665	1	1	0
666	3	1	0
667	2	1	0
668	2	1	0
669	7	1	0
670	2	1	0
671	3	1	0
672	2	1	0
673	3	1	0
674	2	1	0
675	2	1	0
676	2	1	0
677	6	1	0
678	2	1	0
679	2	1	0
680	2	1	0
681	6	1	0
682	5	1	0
683	3	1	0
684	5	1	0
685	NaN	1	0
686	14	1	0
687	4	1	0
688	2	1	0
689	2	1	0
690	5	1	0
691	2	1	0
692	4	1	0
693	2	1	0
694	2	1	0
695	4	1	0
696	14	1	0
697	1	1	0
698	2	1	0
699	3	1	0
700	6	1	0
701	3	1	0
702	12	1	0
703	2	1	0
704	4	1	0
705	2	1	0
706	2	1	0
707	5	1	0
708	3	1	0
709	2	1	0
710	3	1	0
711	4	1	0
712	2	1	0
713	2	1	0
714	3	1	0
715	2	1	0
716	2	1	0
717	13	1	0
718	NaN	1	0
719	2	1	0
720	2	1	0
721	2	1	0
722	7	1	0
723	2	1	0
724	3	1	0
725	3	1	0
726	2	1	0
727	2	1	0
728	3	1	0
729	3	1	0
730	1	1	0
731	3	1	0
732	5	1	0
733	2	1	0
734	2	1	0
735	2	1	0
736	2	1	0
737	2	1	0
738	3	1	0
739	4	1	0
740	8	1	0
741	2	1	0
742	3	1	0
743	3	1	0
744	2	1	0
745	2	1	0
746	2	1	0
747	3	1	0
748	3	1	0
749	2	1	0
750	8	1	0
751	3	1	0
752	2	1	0
753	4	1	0
754	2	1	0
755	3	1	0
756	3	1	0
757	2	1	0
758	2	1	0
759	5	1	0
760	5	1	0
761	7	1	0
762	2	1	0
763	3	1	0
764	10	1	0
765	3	1	0
766	4	1	0
767	2	1	0
768	3	1	0
769	2	1	0
770	4	1	0
771	2	1	0
772	4	1	0
773	NaN	1	0
774	3	1	0
775	6	1	0
776	10	1	0
777	NaN	1	0
778	9	1	0
779	15	1	0
780	2	1	0
781	3	1	0
782	2	1	0
783	2	1	0
784	2	1	0
785	2	1	0
786	2	1	0
787	3	1	0
788	9	1	0
789	2	1	0
790	15	1	0
791	2	1	0
792	3	1	0
793	2	1	0
794	2	1	0
795	2	1	0
796	3	1	0
797	4	1	0
798	2	1	0
799	5	1	0
800	2	1	0
801	3	1	0
802	2	1	0
803	2	1	0
804	2	1	0
805	2	1	0
806	9	1	0
807	4	1	0
808	1	1	0
809	6	1	0
810	2	1	0
811	3	1	0
812	3	1	0
813	6	1	0
814	2	1	0
815	3	1	0
816	3	1	0
817	11	1	0
818	1	1	0
819	4	1	0
820	4	1	0
821	2	1	0
822	10	1	0
823	5	1	0
824	3	1	0
825	1	1	0
826	9	1	0
827	2	1	0
828	8	1	0
829	2	1	1
830	4	1	0
831	2	1	0
832	2	1	0
833	7	1	0
834	3	1	0
835	6	1	0
836	2	1	0
837	3	1	0
838	3	1	0
839	8	1	0
840	3	1	0
841	3	1	0
842	7	1	0
843	2	1	0
844	2	1	0
845	3	1	0
846	10	1	0
847	3	1	0
848	3	1	0
849	2	1	0
850	1	1	0
851	8	1	0
852	5	1	0
853	13	1	0
854	2	1	0
855	10	1	0
856	9	1	0
857	3	1	0
858	2	1	0
859	2	1	0
860	7	1	0
861	3	1	0
862	6	1	0
863	6	1	0
864	8	1	0
865	2	1	0
866	2	1	0
867	2	1	0
868	3	1	0
869	2	1	0
870	4	1	0
871	8	1	0
872	8	1	0
873	3	1	0
874	2	1	0
875	2	1	0
876	3	1	0
877	1	1	0
878	3	1	0
879	NaN	1	0
880	2	1	0
881	3	1	0
882	1	1	0
883	2	1	0
884	2	1	0
885	1	1	0
886	1	1	0
887	2	1	0
888	4	1	0
889	14	1	0
890	7	1	0
891	2	1	0
892	11	1	0
893	2	1	0
894	11	1	0
895	2	1	0
